11-29-2023, 10:44:12:909, sync, seq, vsense, vrefint, temp1, temp2, temp3, temp4, busvmon, busimon, 2v5mov, 3v3mon, 5vmon, n3v3mon, n5vmon, 15vmon, 5vrefmon, n200vmon, n800vmon
11-29-2023, 10:44:14:161, , , , , , , , , , , , , , , , , , , 
11-29-2023, 10:44:14:278, 0xCCCC , 0495 , 1.505, 1.321, 21.680, 21.750, 22.250, 22.370, 1.813, 1.536, 1.453, 1.440, 1.509, 1.457, 1.624, 1.495, 1.623, 1.609, 1.463
11-29-2023, 10:44:14:393, 0xCCCC , 0496 , 1.489, 1.497, 21.680, 21.750, 22.310, 22.370, 1.684, 1.333, 2.065, 1.869, 2.035, 2.034, 2.048, 1.903, 1.988, 1.909, 1.601
11-29-2023, 10:44:14:540, 0xCCCC , 0497 , 1.423, 1.473, 21.680, 21.810, 22.310, 22.370, 1.761, 1.434, 1.689, 1.714, 1.672, 1.701, 1.670, 1.621, 1.656, 1.648, 1.500
11-29-2023, 10:44:14:658, 0xCCCC , 0498 , 1.401, 1.461, 21.680, 21.810, 22.250, 22.370, 1.798, 1.490, 1.544, 1.671, 1.526, 1.554, 1.530, 1.502, 1.521, 1.552, 1.449
11-29-2023, 10:44:14:775, 0xCCCC , 0499 , 1.505, 1.322, 21.680, 21.750, 22.250, 22.370, 1.805, 1.511, 1.484, 1.523, 1.501, 1.487, 1.596, 1.495, 1.604, 1.474, 1.562
11-29-2023, 10:44:14:892, 0xCCCC , 0500 , 1.505, 1.319, 21.680, 21.750, 22.250, 22.310, 1.811, 1.523, 1.475, 1.475, 1.509, 1.471, 1.629, 1.500, 1.626, 1.587, 1.492
11-29-2023, 10:44:15:38, 0xCCCC , 0501 , 1.502, 1.319, 21.750, 21.810, 22.250, 22.310, 1.813, 1.527, 1.456, 1.451, 1.508, 1.457, 1.630, 1.493, 1.623, 1.605, 1.469
11-29-2023, 10:44:15:125, 0xCCCC , 0502 , 1.505, 1.320, 21.750, 21.810, 22.250, 22.370, 1.815, 1.534, 1.457, 1.445, 1.515, 1.459, 1.636, 1.497, 1.626, 1.610, 1.467
11-29-2023, 10:44:15:272, 0xCCCC , 0503 , 1.492, 1.320, 21.750, 21.810, 22.250, 22.370, 1.815, 1.534, 1.457, 1.445, 1.515, 1.459, 1.636, 1.497, 1.626, 1.610, 1.467
11-29-2023, 10:44:15:388, 0xCCCC , 0504 , 1.489, 1.500, 21.750, 21.810, 22.250, 22.310, 1.818, 1.536, 1.626, 1.444, 1.480, 1.622, 1.533, 1.447, 1.505, 1.616, 1.467
11-29-2023, 10:44:15:533, 0xCCCC , 0505 , 1.492, 1.501, 21.680, 21.810, 22.310, 22.310, 1.812, 1.534, 1.642, 1.442, 1.470, 1.634, 1.520, 1.441, 1.502, 1.610, 1.465
11-29-2023, 10:44:15:648, 0xCCCC , 0506 , 1.419, 1.467, 21.680, 21.810, 22.310, 22.370, 1.816, 1.536, 1.653, 1.442, 1.467, 1.641, 1.521, 1.587, 1.499, 1.612, 1.467
11-29-2023, 10:44:15:765, 0xCCCC , 0507 , 1.423, 1.467, 21.680, 21.810, 22.250, 22.370, 1.814, 1.535, 1.522, 1.438, 1.578, 1.545, 1.472, 1.620, 1.480, 1.609, 1.467
11-29-2023, 10:44:15:882, 0xCCCC , 0508 , 1.426, 1.473, 21.750, 21.810, 22.250, 22.370, 1.814, 1.535, 1.522, 1.438, 1.578, 1.545, 1.472, 1.620, 1.480, 1.609, 1.467
11-29-2023, 10:44:16:27, 0xCCCC , 0509 , 1.405, 1.465, 21.750, 21.810, 22.310, 22.370, 1.814, 1.536, 1.641, 1.439, 1.514, 1.477, 1.511, 1.528, 1.582, 1.608, 1.467
11-29-2023, 10:44:16:143, 0xCCCC , 0510 , 1.405, 1.466, 21.680, 21.810, 22.310, 22.370, 1.815, 1.534, 1.522, 1.439, 1.593, 1.494, 1.467, 1.511, 1.623, 1.611, 1.466
11-29-2023, 10:44:16:261, 0xCCCC , 0511 , 1.421, 1.468, 21.680, 21.810, 22.250, 22.370, 1.812, 1.534, 1.610, 1.441, 1.637, 1.511, 1.496, 1.601, 1.497, 1.609, 1.464
11-29-2023, 10:44:16:379, 0xCCCC , 0511 , 1.421, 1.468, 21.680, 21.810, 22.250, 22.370, 1.812, 1.534, 1.610, 1.441, 1.637, 1.511, 1.496, 1.601, 1.497, 1.609, 1.464
11-29-2023, 10:44:16:526, 0xCCCC , 0513 , 1.401, 1.464, 21.750, 21.810, 22.250, 22.370, 1.815, 1.534, 1.518, 1.440, 1.637, 1.511, 1.496, 1.601, 1.497, 1.609, 1.464
11-29-2023, 10:44:16:643, 0xCCCC , 0514 , 1.419, 1.469, 21.680, 21.810, 22.250, 22.370, 1.812, 1.533, 1.607, 1.438, 1.636, 1.508, 1.495, 1.602, 1.499, 1.608, 1.462
11-29-2023, 10:44:16:760, 0xCCCC , 0515 , 1.424, 1.471, 21.680, 21.810, 22.250, 22.370, 1.817, 1.537, 1.514, 1.442, 1.644, 1.513, 1.469, 1.621, 1.467, 1.613, 1.467
11-29-2023, 10:44:16:877, 0xCCCC , 0516 , 1.407, 1.460, 21.680, 21.810, 22.250, 22.310, 1.815, 1.535, 1.470, 1.440, 1.546, 1.484, 1.577, 1.530, 1.591, 1.610, 1.467
11-29-2023, 10:44:17:22, 0xCCCC , 0517 , 1.497, 1.506, 21.680, 21.810, 22.250, 22.310, 1.815, 1.535, 1.470, 1.440, 1.546, 1.484, 1.577, 1.530, 1.591, 1.610, 1.467
11-29-2023, 10:44:17:140, 0xCCCC , 0518 , 1.418, 1.469, 21.680, 21.750, 22.250, 22.370, 1.811, 1.530, 1.626, 1.437, 1.473, 1.621, 1.511, 1.595, 1.496, 1.608, 1.461
11-29-2023, 10:44:17:257, 0xCCCC , 0519 , 1.425, 1.471, 21.680, 21.750, 22.250, 22.370, 1.815, 1.534, 1.514, 1.439, 1.586, 1.545, 1.470, 1.622, 1.478, 1.611, 1.467
11-29-2023, 10:44:17:374, 0xCCCC , 0520 , 1.407, 1.459, 21.680, 21.810, 22.250, 22.370, 1.815, 1.536, 1.476, 1.441, 1.527, 1.490, 1.587, 1.528, 1.597, 1.609, 1.464
11-29-2023, 10:44:17:520, 0xCCCC , 0521 , 1.407, 1.459, 21.680, 21.810, 22.250, 22.370, 1.815, 1.536, 1.476, 1.441, 1.527, 1.490, 1.587, 1.528, 1.597, 1.609, 1.464
11-29-2023, 10:44:17:637, 0xCCCC , 0522 , 1.419, 1.467, 21.680, 21.810, 22.250, 22.370, 1.818, 1.534, 1.626, 1.440, 1.471, 1.621, 1.515, 1.596, 1.497, 1.612, 1.465
11-29-2023, 10:44:17:753, 0xCCCC , 0523 , 1.425, 1.471, 21.680, 21.810, 22.310, 22.370, 1.816, 1.534, 1.515, 1.440, 1.586, 1.545, 1.473, 1.624, 1.481, 1.611, 1.465
11-29-2023, 10:44:17:899, 0xCCCC , 0524 , 1.408, 1.463, 21.680, 21.750, 22.310, 22.310, 1.815, 1.531, 1.478, 1.437, 1.525, 1.493, 1.585, 1.530, 1.600, 1.611, 1.466
11-29-2023, 10:44:18:17, 0xCCCC , 0525 , 1.401, 1.461, 21.680, 21.750, 22.250, 22.310, 1.811, 1.533, 1.461, 1.438, 1.509, 1.465, 1.613, 1.507, 1.615, 1.609, 1.464
11-29-2023, 10:44:18:134, 0xCCCC , 0526 , 1.494, 1.503, 21.680, 21.810, 22.250, 22.370, 1.813, 1.534, 1.587, 1.440, 1.482, 1.585, 1.541, 1.464, 1.522, 1.610, 1.465
11-29-2023, 10:44:18:251, 0xCCCC , 0527 , 1.489, 1.498, 21.680, 21.810, 22.310, 22.370, 1.815, 1.533, 1.626, 1.439, 1.475, 1.618, 1.526, 1.445, 1.502, 1.610, 1.462
11-29-2023, 10:44:18:397, 0xCCCC , 0528 , 1.415, 1.467, 21.750, 21.810, 22.310, 22.370, 1.817, 1.538, 1.516, 1.444, 1.586, 1.545, 1.479, 1.578, 1.478, 1.614, 1.467
