sync, unix, uptime, seq, vsense, vrefint, busvmon, busimon, 2v5mon, 3v3mon, 5vmon, n3v3mon, n5vmon, 15vmon, 5vrefmon, n200vmon, n800vmon, temp1, temp2, temp3, temp4, tmp1
0xDDDD, 1729512319, 91268941, 0913, 31.86813, 1.22249, 1.33531, 0.06850, 2.50300, 1.18462, 3.02117, 3.21538, 0.00081, 3.05099, 3.00908, 2.70125, 2.55619, 28.68750, 27.75000, 29.06250, 28.12500, 28.17460
0xDDDD, 1729512319, 91368938, 0914, 32.27106, 1.22249, 1.33531, 0.06689, 2.50300, 1.17978, 3.05582, 3.21861, 0.00000, 3.05099, 3.00908, 2.70125, 2.50784, 28.68750, 27.75000, 29.06250, 28.12500, 27.99552
0xDDDD, 1729512319, 91468919, 0915, 31.86813, 1.22249, 1.33531, 0.06527, 2.50300, 1.17495, 3.00989, 3.20088, 0.00000, 3.05260, 3.00908, 2.70125, 2.56103, 28.75000, 27.75000, 29.06250, 28.12500, 27.99552
0xDDDD, 1729512319, 91569612, 0916, 31.86813, 1.22249, 1.33451, 0.06769, 2.50220, 1.19106, 3.01231, 3.21458, 0.00000, 3.05179, 3.00828, 2.70286, 2.56183, 28.75000, 27.75000, 29.00000, 28.12500, 28.17460
0xDDDD, 1729512319, 91668920, 0917, 31.86813, 1.22330, 1.32645, 0.07575, 2.50220, 1.19106, 3.04696, 3.21619, 0.00000, 3.05099, 3.00828, 2.70125, 2.56103, 28.75000, 27.75000, 29.00000, 28.12500, 27.99552
0xDDDD, 1729512319, 91768957, 0918, 32.27106, 1.22249, 1.33531, 0.06447, 2.50220, 1.18864, 3.08242, 3.21861, 0.00000, 3.05179, 3.00828, 2.70205, 2.56183, 28.75000, 27.81250, 29.00000, 28.12500, 27.99552
0xDDDD, 1729512319, 91868945, 0919, 32.27106, 1.22249, 1.33531, 0.07495, 2.50300, 1.18623, 3.04051, 3.20088, 0.00000, 3.05099, 3.00828, 2.70125, 2.55861, 28.75000, 27.81250, 29.00000, 28.12500, 28.17460
0xDDDD, 1729512319, 91969673, 0920, 31.86813, 1.22330, 1.33451, 0.06447, 2.50220, 1.17897, 3.07839, 3.20249, 0.00000, 3.05018, 3.00828, 2.70125, 2.56103, 28.75000, 27.75000, 29.00000, 28.12500, 27.99552
0xDDDD, 1729512320, 92069670, 0921, 31.86813, 1.22330, 1.33451, 0.07092, 2.50220, 1.17656, 3.08000, 3.20491, 0.00000, 3.04938, 3.00908, 2.70125, 2.56183, 28.75000, 27.75000, 29.06250, 28.12500, 27.99552
0xDDDD, 1729512320, 92168940, 0922, 31.86813, 1.22249, 1.33531, 0.05560, 2.50220, 1.17575, 3.03407, 3.20652, 0.00000, 3.05018, 3.00828, 2.70125, 2.56022, 28.75000, 27.81250, 29.06250, 28.12500, 28.17460
0xDDDD, 1729512320, 92268942, 0923, 31.86813, 1.22249, 1.33531, 0.06447, 2.50220, 1.17092, 3.07194, 3.20007, 0.00000, 3.05179, 3.00908, 2.70125, 2.56183, 28.75000, 27.81250, 29.06250, 28.12500, 27.99552
0xDDDD, 1729512320, 92368951, 0924, 31.86813, 1.22249, 1.33612, 0.06447, 2.50300, 1.19106, 3.02278, 3.20249, 0.00000, 3.05018, 3.00908, 2.70125, 2.56425, 28.75000, 27.81250, 29.06250, 28.18750, 27.81644
