date, time, sync, seq, vsense, vrefint, temp1, temp2, temp3, temp4, busvmon, busimon, 2v5mon, 3v3mon, 5vmon, n3v3mon, n5vmon, 15vmon, 5vrefmon, n200vmon, n800vmon, tmp1
24-07-30, 11:03:57.516400, 0xCCCC, 0000, 1.22330, 0.61729, 25.68000, 25.43000, 25.87000, 25.93000, 1.33692, 0.03465, 2.50220, 1.17414, 3.01070, 3.20652, 0.00000, 3.04938, 3.00747, 2.69963, 2.55780, 21.36955
24-07-30, 11:03:57.526400, 0xCCCC, 0001, 1.22249, 0.61810, 25.68000, 25.43000, 25.87000, 25.93000, 1.33612, 0.03385, 2.50139, 1.18784, 3.00505, 3.19121, 0.00000, 3.05099, 3.00828, 2.70125, 2.55700, 21.90678
24-07-30, 11:03:57.536400, 0xCCCC, 0002, 1.22249, 0.61890, 25.68000, 25.43000, 25.87000, 25.93000, 1.33692, 0.03626, 2.50220, 1.19993, 3.08161, 3.20330, 0.00000, 3.04696, 3.00747, 2.70044, 2.55780, 21.54863
24-07-30, 11:03:57.546400, 0xCCCC, 0003, 1.22249, 0.61890, 25.68000, 25.43000, 25.87000, 25.93000, 1.33531, 0.03465, 2.50139, 1.18139, 3.07839, 3.18799, 0.00081, 3.04696, 3.00828, 2.69963, 2.55780, 21.90678
24-07-30, 11:03:57.556400, 0xCCCC, 0004, 1.22168, 0.61810, 25.68000, 25.43000, 25.87000, 25.93000, 1.33612, 0.03949, 2.50139, 1.19187, 3.07194, 3.19927, 0.00000, 3.04857, 3.00667, 2.70044, 2.55700, 21.72771
24-07-30, 11:03:57.566400, 0xCCCC, 0005, 1.22249, 0.61810, 25.68000, 25.43000, 25.87000, 25.93000, 1.33612, 0.03949, 2.50059, 1.17575, 3.06549, 3.20974, 0.00000, 3.04777, 3.00747, 2.70044, 2.55780, 21.72771
24-07-30, 11:03:57.576400, 0xCCCC, 0006, 1.22249, 0.61729, 25.68000, 25.43000, 25.87000, 25.93000, 1.33612, 0.04110, 2.50059, 1.18864, 3.05985, 3.19766, 0.00000, 3.04938, 3.00747, 2.69963, 2.55861, 21.72771
24-07-30, 11:03:57.586400, 0xCCCC, 0007, 1.22168, 0.61810, 25.68000, 25.43000, 25.87000, 25.93000, 1.33612, 0.04110, 2.50139, 1.19509, 3.05421, 3.20652, 0.00000, 3.04938, 3.00667, 2.70044, 2.55700, 21.72771
24-07-30, 11:03:57.596400, 0xCCCC, 0008, 1.22168, 0.61729, 25.68000, 25.43000, 25.87000, 25.93000, 1.33612, 0.04110, 2.50059, 1.18220, 3.05099, 3.20813, 0.00000, 3.04857, 3.00667, 2.69963, 2.55700, 21.72771
24-07-30, 11:03:57.606400, 0xCCCC, 0009, 1.22168, 0.61810, 25.68000, 25.43000, 25.87000, 25.93000, 1.33612, 0.04029, 2.50059, 1.19187, 3.04535, 3.19524, 0.00000, 3.05018, 3.00667, 2.70044, 2.55780, 21.54863
24-07-30, 11:03:57.616400, 0xCCCC, 0010, 1.22168, 0.61810, 25.68000, 25.43000, 25.87000, 25.93000, 1.33692, 0.03868, 2.50139, 1.17978, 3.04051, 3.20491, 0.00000, 3.05018, 3.00747, 2.69963, 2.55700, 21.72771
24-07-30, 11:03:57.626400, 0xCCCC, 0011, 1.22168, 0.61729, 25.68000, 25.43000, 25.87000, 25.93000, 1.33612, 0.04029, 2.50059, 1.19026, 3.03487, 3.19201, 0.00000, 3.05018, 3.00667, 2.70044, 2.55700, 21.72771
24-07-30, 11:03:57.636400, 0xCCCC, 0012, 1.22168, 0.61890, 25.68000, 25.43000, 25.87000, 25.93000, 1.33692, 0.04029, 2.50059, 1.17656, 3.01956, 3.20168, 0.00000, 3.05018, 3.00747, 2.70044, 2.55861, 21.72771
24-07-30, 11:03:57.646400, 0xCCCC, 0013, 1.22168, 0.61810, 25.68000, 25.43000, 25.87000, 25.93000, 1.33612, 0.03949, 2.50059, 1.18300, 3.01311, 3.18799, 0.00000, 3.05099, 3.00747, 2.69963, 2.55700, 21.72771
24-07-30, 11:03:57.656400, 0xCCCC, 0014, 1.22168, 0.61729, 25.68000, 25.43000, 25.87000, 25.93000, 1.33612, 0.03707, 2.50059, 1.19670, 3.00828, 3.19927, 0.00000, 3.05018, 3.00667, 2.69963, 2.55377, 21.72771
24-07-30, 11:03:57.666400, 0xCCCC, 0015, 1.22168, 0.61810, 25.68000, 25.43000, 25.87000, 25.93000, 1.33612, 0.03626, 2.50139, 1.18059, 3.00344, 3.20894, 0.00000, 3.05099, 3.00747, 2.69963, 2.55861, 21.72771
24-07-30, 11:03:57.676400, 0xCCCC, 0016, 1.22168, 0.61810, 25.68000, 25.43000, 25.87000, 25.93000, 1.33612, 0.03868, 2.50059, 1.19026, 3.08000, 3.19524, 0.00000, 3.04857, 3.00747, 2.69963, 2.55861, 21.72771
24-07-30, 11:03:57.686400, 0xCCCC, 0017, 1.22168, 0.61729, 25.68000, 25.43000, 25.87000, 25.93000, 1.33692, 0.04110, 2.50139, 1.17414, 3.07516, 3.20652, 0.00000, 3.04938, 3.00747, 2.70044, 2.55700, 21.72771
24-07-30, 11:03:57.696400, 0xCCCC, 0018, 1.22168, 0.61810, 25.68000, 25.43000, 25.87000, 25.93000, 1.33612, 0.03546, 2.50139, 1.18784, 3.06952, 3.19282, 0.00000, 3.04696, 3.00667, 2.70044, 2.55700, 21.72771
24-07-30, 11:03:57.706400, 0xCCCC, 0019, 1.22168, 0.61810, 25.68000, 25.43000, 25.87000, 25.93000, 1.33531, 0.04674, 2.50139, 1.19670, 3.06388, 3.20330, 0.00000, 3.04938, 3.00667, 2.70044, 2.55780, 21.72771
24-07-30, 11:03:57.716400, 0xCCCC, 0020, 1.22168, 0.61810, 25.68000, 25.43000, 25.87000, 25.93000, 1.33612, 0.03788, 2.50139, 1.18059, 3.05744, 3.19040, 0.00000, 3.04535, 3.00747, 2.69963, 2.56022, 21.72771
24-07-30, 11:03:57.726400, 0xCCCC, 0021, 1.22168, 0.61810, 25.68000, 25.43000, 25.87000, 25.93000, 1.33612, 0.04916, 2.50059, 1.19026, 3.05260, 3.20007, 0.00000, 3.04938, 3.00747, 2.70044, 2.55377, 21.90678
24-07-30, 11:03:57.736400, 0xCCCC, 0022, 1.22168, 0.61810, 25.68000, 25.43000, 25.87000, 25.93000, 1.33692, 0.03788, 2.50139, 1.17736, 3.04696, 3.18718, 0.00000, 3.05099, 3.00747, 2.70125, 2.55861, 21.54863
