date, time, uptime, sync, seq, vsense, vrefint, temp1, temp2, temp3, temp4, busvmon, busimon, 2v5mon, 3v3mon, 5vmon, n3v3mon, n5vmon, 15vmon, 5vrefmon, n200vmon, n800vmon, tmp1
24-09-03, 12:47:43.388000, 000000, 0xDDDD, 0000, 1.22088, 0.61245, 22.87000, 22.62000, 23.60000, 22.87000, 1.33289, 0.03626, 2.49978, 1.18220, 3.05824, 3.19846, 0.00000, 3.04857, 3.00505, 2.69722, 2.55780, 12.41555
24-09-03, 12:47:43.485400, 096562, 0xDDDD, 0001, 1.22168, 0.61245, 22.87000, 22.62000, 23.60000, 22.87000, 1.33451, 0.04029, 2.49897, 1.18784, 3.04051, 3.19121, 0.00000, 3.04374, 3.00586, 2.69802, 2.52073, 13.13187
24-09-03, 12:47:43.585400, 196520, 0xDDDD, 0002, 1.22168, 0.61165, 22.87000, 22.62000, 23.60000, 22.81000, 1.33370, 0.04432, 2.49978, 1.17495, 3.02359, 3.19282, 0.00000, 3.04938, 3.00667, 2.69883, 2.55700, 13.49002
24-09-03, 12:47:43.685400, 296530, 0xDDDD, 0003, 1.22168, 0.61245, 22.87000, 22.62000, 23.60000, 22.81000, 1.33451, 0.03626, 2.50059, 1.17656, 3.00747, 3.18557, 0.00000, 3.05018, 3.00586, 2.69883, 2.55780, 13.84818
24-09-03, 12:47:43.785400, 396530, 0xDDDD, 0004, 1.22168, 0.61245, 22.87000, 22.62000, 23.60000, 22.81000, 1.33531, 0.04674, 2.49978, 1.18703, 3.07033, 3.19443, 0.00000, 3.04857, 3.00667, 2.69883, 2.55377, 14.20634
24-09-03, 12:47:43.885400, 496558, 0xDDDD, 0005, 1.22168, 0.61245, 22.81000, 22.62000, 23.60000, 22.81000, 1.33531, 0.04110, 2.49978, 1.19590, 3.05502, 3.20813, 0.00000, 3.05179, 3.00586, 2.69883, 2.56022, 14.56450
24-09-03, 12:47:43.985400, 596522, 0xDDDD, 0006, 1.22168, 0.61245, 22.81000, 22.62000, 23.60000, 22.81000, 1.33451, 0.03626, 2.50059, 1.18139, 3.03890, 3.20088, 0.00000, 3.04938, 3.00747, 2.69963, 2.55780, 14.74358
24-09-03, 12:47:44.085400, 696519, 0xDDDD, 0007, 1.22249, 0.61326, 22.81000, 22.62000, 23.60000, 22.81000, 1.33531, 0.03949, 2.50059, 1.19026, 3.02359, 3.18476, 0.00000, 3.04777, 3.00667, 2.69802, 2.52879, 14.92266
24-09-03, 12:47:44.185400, 796524, 0xDDDD, 0008, 1.22168, 0.61245, 22.81000, 22.62000, 23.60000, 22.81000, 1.33531, 0.03788, 2.50059, 1.17495, 3.01070, 3.19443, 0.00000, 3.05099, 3.00747, 2.69963, 2.54733, 15.28081
24-09-03, 12:47:44.285400, 896530, 0xDDDD, 0009, 1.22168, 0.61245, 22.81000, 22.62000, 23.60000, 22.81000, 1.33451, 0.03788, 2.50139, 1.18381, 3.07516, 3.20007, 0.00000, 3.05099, 3.00747, 2.70044, 2.55941, 15.45989
24-09-03, 12:47:44.385400, 996533, 0xDDDD, 0010, 1.22168, 0.61326, 22.87000, 22.62000, 23.60000, 22.81000, 1.33531, 0.03949, 2.50139, 1.19348, 3.05985, 3.20491, 0.00000, 3.04938, 3.00747, 2.69963, 2.55780, 15.63900
