sync, unix, uptime, seq, vsense, vrefint, busvmon, busimon, 2v5mon, 5vmon, n3v3mon, n5vmon, 15vmon, 5vrefmon, n200vmon, n800vmon, temp1, temp2, temp3, temp4, tmp1
0xDDDD, 1730293813, 26108274, 0262, 29.45053, 1.22249, 1.33531, 0.06608, 2.50220, 3.06952, 3.20813, 0.00000, 3.05099, 3.00828, 2.69963, 2.56183, 25.62500, 25.43750, 25.81250, 25.50000, 24.23483
0xDDDD, 1730293813, 26208283, 0263, 29.45053, 1.22168, 1.33531, 0.06689, 2.50220, 3.01231, 3.21619, 0.00000, 3.04212, 3.00828, 2.70125, 2.56183, 25.62500, 25.43750, 25.81250, 25.50000, 24.23483
0xDDDD, 1730293813, 26308253, 0264, 29.04761, 1.22249, 1.33451, 0.07414, 2.50220, 3.03326, 3.20249, 0.00000, 3.05341, 3.00747, 2.70044, 2.50220, 25.62500, 25.43750, 25.81250, 25.50000, 24.23483
0xDDDD, 1730293813, 26408288, 0265, 29.45053, 1.22168, 1.33451, 0.07817, 2.50300, 3.05502, 3.20974, 0.00000, 3.05179, 3.00828, 2.70044, 2.48366, 25.62500, 25.43750, 25.81250, 25.50000, 24.23483
0xDDDD, 1730293813, 26508266, 0266, 29.85349, 1.22249, 1.33531, 0.06286, 2.50220, 3.06147, 3.21619, 0.00000, 3.04938, 3.00828, 2.70044, 2.56022, 25.68750, 25.43750, 25.81250, 25.50000, 24.05576
0xDDDD, 1730293813, 26608278, 0267, 29.45053, 1.22249, 1.33451, 0.08864, 2.50220, 3.09209, 3.21619, 0.00000, 3.04857, 3.00828, 2.70044, 2.56264, 25.68750, 25.43750, 25.81250, 25.50000, 24.23483
0xDDDD, 1730293813, 26708258, 0268, 29.04761, 1.22249, 1.34095, 0.08220, 2.50220, 3.02520, 3.20330, 0.00000, 3.05099, 3.00828, 2.70205, 2.56022, 25.68750, 25.43750, 25.81250, 25.50000, 24.23483
0xDDDD, 1730293813, 26808274, 0269, 29.45053, 1.22168, 1.33531, 0.06205, 2.50220, 3.04615, 3.20894, 0.00000, 3.05099, 3.00828, 2.69963, 2.56264, 25.62500, 25.43750, 25.87500, 25.50000, 24.23483
0xDDDD, 1730293814, 26908258, 0270, 29.04761, 1.22249, 1.33451, 0.08059, 2.50220, 3.06791, 3.21538, 0.00000, 3.05099, 3.00828, 2.70044, 2.55619, 25.62500, 25.43750, 25.87500, 25.50000, 24.23483
0xDDDD, 1730293814, 27008283, 0271, 29.45053, 1.22249, 1.33451, 0.08139, 2.50220, 3.00989, 3.20088, 0.00000, 3.05179, 3.00828, 2.70044, 2.56103, 25.62500, 25.43750, 25.87500, 25.50000, 24.23483
0xDDDD, 1730293814, 27108261, 0272, 29.04761, 1.22168, 1.33531, 0.07092, 2.50300, 3.03165, 3.20652, 0.00000, 3.05421, 3.00908, 2.70125, 2.55941, 25.62500, 25.43750, 25.87500, 25.50000, 24.23483
0xDDDD, 1730293814, 27208277, 0273, 29.45053, 1.22249, 1.33612, 0.06447, 2.50220, 3.03729, 3.21377, 0.00000, 3.05099, 3.00828, 2.69963, 2.56183, 25.62500, 25.43750, 25.87500, 25.56250, 24.23483
0xDDDD, 1730293814, 27308262, 0274, 29.45053, 1.22249, 1.33531, 0.07575, 2.50220, 3.05824, 3.21297, 0.00000, 3.05179, 3.00828, 2.70125, 2.55861, 25.62500, 25.43750, 25.87500, 25.56250, 24.41391
0xDDDD, 1730293814, 27408261, 0275, 29.45053, 1.22249, 1.29905, 0.07092, 2.50220, 3.07919, 3.21861, 0.00000, 3.05260, 3.00828, 2.70044, 2.55941, 25.62500, 25.43750, 25.87500, 25.50000, 24.23483
0xDDDD, 1730293814, 27508264, 0276, 29.04761, 1.22330, 1.33531, 0.07011, 2.50139, 3.01634, 3.20410, 0.00000, 3.05099, 3.00828, 2.70205, 2.56103, 25.62500, 25.43750, 25.87500, 25.50000, 24.23483
0xDDDD, 1730293814, 27608284, 0277, 29.45053, 1.22249, 1.33451, 0.06689, 2.50139, 3.03568, 3.21055, 0.00000, 3.05179, 3.00828, 2.69963, 2.60857, 25.62500, 25.43750, 25.87500, 25.50000, 24.23483
0xDDDD, 1730293814, 27708262, 0278, 29.45053, 1.22249, 1.33531, 0.07736, 2.50220, 3.05421, 3.21619, 0.00000, 3.05179, 3.00908, 2.70125, 2.54571, 25.62500, 25.43750, 25.87500, 25.50000, 24.23483
0xDDDD, 1730293814, 27808281, 0279, 29.45053, 1.22249, 1.33531, 0.06930, 2.50300, 3.05824, 3.20088, 0.00000, 3.05179, 3.00828, 2.70125, 2.56425, 25.62500, 25.43750, 25.87500, 25.50000, 24.23483
0xDDDD, 1730293815, 27908272, 0280, 29.45053, 1.22249, 1.33531, 0.07011, 2.50220, 3.07839, 3.20088, 0.00000, 3.05099, 3.00828, 2.69963, 2.56103, 25.62500, 25.43750, 25.87500, 25.50000, 24.23483
0xDDDD, 1730293815, 28008282, 0281, 29.04761, 1.22249, 1.33451, 0.06769, 2.50220, 3.01553, 3.20733, 0.00000, 3.05099, 3.00828, 2.70125, 2.56103, 25.62500, 25.43750, 25.87500, 25.50000, 24.23483
0xDDDD, 1730293815, 28108267, 0282, 29.45053, 1.22168, 1.33531, 0.06447, 2.50220, 3.03568, 3.21216, 0.00000, 3.05018, 3.00828, 2.70125, 2.56344, 25.62500, 25.43750, 25.87500, 25.50000, 24.23483
0xDDDD, 1730293815, 28208247, 0283, 29.04761, 1.22249, 1.33531, 0.07978, 2.50220, 3.05421, 3.21780, 0.00000, 3.05341, 3.00828, 2.70125, 2.56103, 25.62500, 25.43750, 25.87500, 25.50000, 24.23483
0xDDDD, 1730293815, 28308266, 0284, 29.45053, 1.22168, 1.33531, 0.07333, 2.50220, 3.07516, 3.20410, 0.00000, 3.05018, 3.00828, 2.70205, 2.61985, 25.62500, 25.43750, 25.87500, 25.50000, 24.23483
0xDDDD, 1730293815, 28408249, 0285, 29.45053, 1.22249, 1.33531, 0.06447, 2.50220, 3.07919, 3.20974, 0.00000, 3.05099, 3.00828, 2.70125, 2.56022, 25.62500, 25.43750, 25.87500, 25.50000, 24.23483
0xDDDD, 1730293815, 28508278, 0286, 29.45053, 1.22168, 1.33531, 0.04996, 2.50220, 3.01392, 3.20894, 0.00000, 3.05179, 3.00828, 2.70044, 2.56022, 25.62500, 25.43750, 25.87500, 25.50000, 24.23483
0xDDDD, 1730293815, 28608288, 0287, 29.45053, 1.22249, 1.33612, 0.06527, 2.50220, 3.03084, 3.21458, 0.00000, 3.05179, 3.00828, 2.70044, 2.56183, 25.62500, 25.37500, 25.87500, 25.50000, 24.23483
0xDDDD, 1730293815, 28708270, 0288, 29.45053, 1.22249, 1.33531, 0.06447, 2.50220, 3.05018, 3.19927, 0.00000, 3.05018, 3.00828, 2.70044, 2.55941, 25.62500, 25.37500, 25.87500, 25.50000, 24.23483
0xDDDD, 1730293815, 28808251, 0289, 29.45053, 1.22249, 1.33531, 0.06930, 2.50300, 3.06711, 3.20571, 0.00000, 3.05179, 3.00828, 2.70125, 2.56183, 25.62500, 25.43750, 25.87500, 25.50000, 24.23483
0xDDDD, 1730293816, 28908274, 0290, 29.45053, 1.22168, 1.33451, 0.07092, 2.50220, 3.08161, 3.21055, 0.00000, 3.05260, 3.00828, 2.70125, 2.57634, 25.68750, 25.43750, 25.87500, 25.50000, 24.23483
0xDDDD, 1730293816, 29008253, 0291, 29.45053, 1.22249, 1.33531, 0.06447, 2.50220, 3.01634, 3.21619, 0.00000, 3.05099, 3.00828, 2.70044, 2.55941, 25.68750, 25.43750, 25.87500, 25.50000, 24.23483
0xDDDD, 1730293816, 29108272, 0292, 29.45053, 1.22249, 1.33612, 0.05802, 2.50220, 3.01553, 3.20168, 0.00000, 3.05099, 3.00828, 2.70205, 2.55861, 25.68750, 25.43750, 25.87500, 25.50000, 24.23483
0xDDDD, 1730293816, 29208258, 0293, 29.45053, 1.22249, 1.33531, 0.06689, 2.50139, 3.03004, 3.20088, 0.00000, 3.05099, 3.00828, 2.70125, 2.56183, 25.62500, 25.43750, 25.87500, 25.50000, 24.41391
0xDDDD, 1730293816, 29308276, 0294, 29.45053, 1.22249, 1.33531, 0.05883, 2.50300, 3.04374, 3.20571, 0.00000, 3.05179, 3.00908, 2.70044, 2.56264, 25.62500, 25.37500, 25.87500, 25.50000, 24.41391
0xDDDD, 1730293816, 29408258, 0295, 29.04761, 1.22249, 1.33612, 0.07656, 2.50220, 3.05663, 3.21216, 0.00000, 3.05179, 3.00828, 2.70044, 2.55941, 25.68750, 25.37500, 25.87500, 25.50000, 24.23483
0xDDDD, 1730293816, 29508282, 0296, 29.45053, 1.22249, 1.33531, 0.06044, 2.50220, 3.07194, 3.21619, 0.00000, 3.05179, 3.00828, 2.70125, 2.57070, 25.68750, 25.37500, 25.87500, 25.50000, 24.41391
0xDDDD, 1730293816, 29608258, 0297, 29.45053, 1.22249, 1.33531, 0.06044, 2.50220, 3.00425, 3.20168, 0.00000, 3.05179, 3.00828, 2.70125, 2.56103, 25.68750, 25.43750, 25.87500, 25.56250, 24.23483
0xDDDD, 1730293816, 29708280, 0298, 29.45053, 1.22249, 1.33451, 0.06125, 2.50220, 3.07758, 3.20733, 0.00000, 3.05099, 3.00828, 2.70125, 2.56425, 25.68750, 25.43750, 25.87500, 25.56250, 24.41391
0xDDDD, 1730293816, 29808270, 0299, 29.04761, 1.22168, 1.33531, 0.06447, 2.50300, 3.01392, 3.20571, 0.00000, 3.05099, 3.00828, 2.70044, 2.56264, 25.68750, 25.43750, 25.87500, 25.50000, 24.41391
0xDDDD, 1730293817, 29908266, 0300, 29.45053, 1.22249, 1.33934, 0.06769, 2.50220, 3.02520, 3.21136, 0.00000, 3.05099, 3.00828, 2.70044, 2.56264, 25.68750, 25.43750, 25.87500, 25.50000, 24.23483
0xDDDD, 1730293817, 30008261, 0301, 29.04761, 1.22249, 1.33531, 0.06125, 2.50220, 3.03729, 3.21619, 0.00000, 3.05260, 3.00828, 2.69963, 2.56505, 25.68750, 25.43750, 25.87500, 25.50000, 24.23483
0xDDDD, 1730293817, 30108275, 0302, 29.45053, 1.22249, 1.33531, 0.05963, 2.50139, 3.05260, 3.20088, 0.00000, 3.05179, 3.00747, 2.70125, 2.54007, 25.68750, 25.43750, 25.87500, 25.50000, 24.41391
0xDDDD, 1730293817, 30208262, 0303, 29.45053, 1.22168, 1.33531, 0.06608, 2.50220, 3.06227, 3.20571, 0.00000, 3.05179, 3.00747, 2.70044, 2.56505, 25.68750, 25.43750, 25.87500, 25.50000, 24.41391
0xDDDD, 1730293817, 30308281, 0304, 29.45053, 1.22249, 1.33531, 0.06286, 2.50220, 3.05905, 3.21136, 0.00000, 3.05179, 3.00828, 2.70205, 2.56022, 25.68750, 25.43750, 25.87500, 25.50000, 24.41391
0xDDDD, 1730293817, 30408275, 0305, 29.04761, 1.22249, 1.33531, 0.06447, 2.50220, 3.07355, 3.21055, 0.00000, 3.05099, 3.00828, 2.70125, 2.56183, 25.62500, 25.43750, 25.87500, 25.50000, 24.41391
0xDDDD, 1730293817, 30508280, 0306, 29.45053, 1.22249, 1.33531, 0.06447, 2.50220, 3.00425, 3.21538, 0.00000, 3.05179, 3.00828, 2.70125, 2.56264, 25.62500, 25.43750, 25.87500, 25.50000, 24.41391
0xDDDD, 1730293817, 30608266, 0307, 29.04761, 1.22249, 1.33451, 0.07656, 2.50220, 3.01714, 3.20088, 0.00000, 3.04938, 3.00828, 2.70125, 2.56183, 25.68750, 25.43750, 25.87500, 25.56250, 24.41391
0xDDDD, 1730293817, 30708261, 0308, 29.45053, 1.22249, 1.33531, 0.06527, 2.50220, 3.02762, 3.20652, 0.00000, 3.05179, 3.00747, 2.70125, 2.54652, 25.68750, 25.43750, 25.87500, 25.56250, 24.23483
0xDDDD, 1730293817, 30808267, 0309, 29.45053, 1.22249, 1.33531, 0.06447, 2.50220, 3.04051, 3.21216, 0.00000, 3.04938, 3.00828, 2.70044, 2.55297, 25.68750, 25.43750, 25.87500, 25.56250, 24.41391
0xDDDD, 1730293818, 30908262, 0310, 29.04761, 1.22249, 1.33531, 0.07978, 2.50300, 3.03648, 3.21780, 0.00000, 3.05179, 3.00828, 2.70044, 2.56344, 25.68750, 25.43750, 25.87500, 25.56250, 24.23483
0xDDDD, 1730293818, 31008269, 0311, 29.45053, 1.22249, 1.33531, 0.07011, 2.50300, 3.05018, 3.20168, 0.00000, 3.05099, 3.00828, 2.70044, 2.56103, 25.68750, 25.43750, 25.87500, 25.50000, 24.41391
0xDDDD, 1730293818, 31108273, 0312, 29.04761, 1.22249, 1.33531, 0.06527, 2.50220, 3.06066, 3.20088, 0.00000, 3.04696, 3.00828, 2.70044, 2.56264, 25.68750, 25.43750, 25.93750, 25.50000, 23.69760
0xDDDD, 1730293818, 31208270, 0313, 29.45053, 1.22249, 1.33370, 0.07656, 2.50139, 3.07114, 3.20571, 0.00000, 3.05099, 3.00828, 2.70125, 2.56022, 25.68750, 25.43750, 25.93750, 25.50000, 24.41391
0xDDDD, 1730293818, 31308265, 0314, 29.45053, 1.22249, 1.33531, 0.07897, 2.50059, 3.08081, 3.20974, 0.00000, 3.05099, 3.00828, 2.70125, 2.59648, 25.68750, 25.50000, 25.93750, 25.56250, 24.23483
0xDDDD, 1730293818, 31408281, 0315, 29.04761, 1.22249, 1.33451, 0.08059, 2.50220, 3.00747, 3.21458, 0.00000, 3.05099, 3.00828, 2.70125, 2.63436, 25.68750, 25.50000, 25.93750, 25.56250, 24.23483
0xDDDD, 1730293818, 31508270, 0316, 29.85349, 1.22249, 1.33612, 0.06447, 2.50139, 3.01714, 3.19927, 0.00000, 3.05179, 3.00828, 2.70125, 2.55941, 25.68750, 25.43750, 25.93750, 25.50000, 24.41391
0xDDDD, 1730293818, 31608274, 0317, 29.45053, 1.22249, 1.33531, 0.07253, 2.50220, 3.01392, 3.20410, 0.00000, 3.05099, 3.00828, 2.70044, 2.56022, 25.68750, 25.43750, 25.87500, 25.50000, 24.41391
0xDDDD, 1730293818, 31708279, 0318, 29.45053, 1.22249, 1.33531, 0.05963, 2.50220, 3.02037, 3.20249, 0.00000, 3.05179, 3.00828, 2.70044, 2.56022, 25.68750, 25.43750, 25.87500, 25.50000, 24.41391
0xDDDD, 1730293818, 31808276, 0319, 29.45053, 1.22249, 1.33451, 0.08059, 2.50300, 3.03245, 3.20733, 0.00000, 3.04857, 3.00828, 2.70125, 2.55861, 25.68750, 25.43750, 25.87500, 25.50000, 24.41391
0xDDDD, 1730293819, 31908270, 0320, 29.04761, 1.22249, 1.33531, 0.06205, 2.50139, 3.03971, 3.21136, 0.00000, 3.05341, 3.00747, 2.70125, 2.56344, 25.75000, 25.43750, 25.87500, 25.50000, 24.23483
0xDDDD, 1730293819, 32008273, 0321, 29.04761, 1.22249, 1.33531, 0.06286, 2.50220, 3.05099, 3.21619, 0.00000, 3.05179, 3.00828, 2.70044, 2.56183, 25.75000, 25.43750, 25.87500, 25.50000, 24.23483
0xDDDD, 1730293819, 32108275, 0322, 29.85349, 1.22249, 1.33612, 0.07736, 2.50220, 3.05985, 3.20007, 0.00000, 3.05179, 3.00828, 2.69963, 2.55538, 25.68750, 25.43750, 25.93750, 25.50000, 24.41391
0xDDDD, 1730293819, 32208266, 0323, 29.45053, 1.22249, 1.33531, 0.06689, 2.50220, 3.05421, 3.20410, 0.00000, 3.05260, 3.00828, 2.70044, 2.56344, 25.68750, 25.50000, 25.93750, 25.50000, 24.41391
0xDDDD, 1730293819, 32308278, 0324, 29.45053, 1.22249, 1.33531, 0.07656, 2.50220, 3.06147, 3.20168, 0.00000, 3.05179, 3.00828, 2.69963, 2.56264, 25.68750, 25.50000, 25.87500, 25.50000, 24.41391
0xDDDD, 1730293819, 32408290, 0325, 29.04761, 1.22168, 1.33612, 0.07414, 2.50220, 3.07033, 3.20652, 0.00000, 3.05260, 3.00828, 2.70044, 2.56022, 25.68750, 25.50000, 25.87500, 25.50000, 24.23483
0xDDDD, 1730293819, 32508274, 0326, 29.45053, 1.22249, 1.33531, 0.06689, 2.50220, 3.08000, 3.21055, 0.00000, 3.05099, 3.00828, 2.70125, 2.56344, 25.68750, 25.43750, 25.87500, 25.50000, 24.23483
0xDDDD, 1730293819, 32608282, 0327, 29.45053, 1.22249, 1.33531, 0.05883, 2.50300, 3.00425, 3.21538, 0.00000, 3.05260, 3.00828, 2.70044, 2.56505, 25.68750, 25.43750, 25.93750, 25.50000, 24.23483
0xDDDD, 1730293819, 32708285, 0328, 29.04761, 1.22168, 1.33531, 0.07172, 2.50220, 3.01150, 3.20007, 0.00000, 3.05260, 3.00828, 2.70205, 2.55297, 25.68750, 25.43750, 25.93750, 25.50000, 24.23483
0xDDDD, 1730293819, 32808284, 0329, 29.04761, 1.22249, 1.33531, 0.06205, 2.50220, 3.09370, 3.20410, 0.00000, 3.05099, 3.00828, 2.70125, 2.56022, 25.68750, 25.43750, 25.93750, 25.50000, 24.41391
0xDDDD, 1730293820, 32908283, 0330, 29.45053, 1.22249, 1.33531, 0.07656, 2.50220, 3.01150, 3.20330, 0.00000, 3.05099, 3.00828, 2.70044, 2.55941, 25.68750, 25.43750, 25.93750, 25.50000, 24.41391
0xDDDD, 1730293820, 33008301, 0331, 29.45053, 1.22168, 1.33612, 0.07011, 2.50220, 3.01634, 3.20733, 0.00000, 3.04293, 3.00828, 2.70125, 2.56022, 25.68750, 25.43750, 25.93750, 25.56250, 24.23483
0xDDDD, 1730293820, 33108258, 0332, 29.04761, 1.22168, 1.33451, 0.08059, 2.50300, 3.02117, 3.21136, 0.00000, 3.05018, 3.00828, 2.70044, 2.55861, 25.68750, 25.43750, 25.93750, 25.56250, 24.41391
0xDDDD, 1730293820, 33208287, 0333, 29.04761, 1.22249, 1.33531, 0.07092, 2.50220, 3.02440, 3.21538, 0.00000, 3.05179, 3.00828, 2.70044, 2.56183, 25.68750, 25.43750, 25.93750, 25.50000, 24.23483
0xDDDD, 1730293820, 33308285, 0334, 29.45053, 1.22249, 1.33531, 0.08059, 2.50220, 3.03004, 3.19927, 0.00000, 3.05099, 3.00828, 2.70125, 2.57473, 25.68750, 25.43750, 25.87500, 25.50000, 24.23483
0xDDDD, 1730293820, 33408288, 0335, 29.45053, 1.22249, 1.33531, 0.07011, 2.50139, 3.03245, 3.20330, 0.00000, 3.05341, 3.00828, 2.70044, 2.56103, 25.68750, 25.43750, 25.87500, 25.50000, 24.41391
0xDDDD, 1730293820, 33508276, 0336, 29.45053, 1.22249, 1.33451, 0.06930, 2.50139, 3.02198, 3.20813, 0.00000, 3.04615, 3.00828, 2.70044, 2.56183, 25.75000, 25.43750, 25.87500, 25.50000, 24.23483
0xDDDD, 1730293820, 33608288, 0337, 29.85349, 1.22249, 1.33612, 0.07333, 2.50220, 3.02601, 3.20410, 0.00000, 3.05341, 3.00828, 2.69963, 2.56022, 25.75000, 25.43750, 25.87500, 25.50000, 24.59299
0xDDDD, 1730293820, 33708252, 0338, 29.85349, 1.22249, 1.33531, 0.07414, 2.50220, 3.03004, 3.20894, 0.00000, 3.04857, 3.00828, 2.70044, 2.56103, 25.75000, 25.43750, 25.87500, 25.50000, 24.41391
0xDDDD, 1730293820, 33808292, 0339, 29.04761, 1.22249, 1.33531, 0.06125, 2.50220, 3.03487, 3.21377, 0.00000, 3.05260, 3.00828, 2.70125, 2.56183, 25.68750, 25.43750, 25.93750, 25.50000, 24.41391
0xDDDD, 1730293821, 33908262, 0340, 29.45053, 1.22249, 1.33531, 0.06366, 2.50220, 3.03971, 3.21619, 0.00000, 3.04454, 3.00828, 2.70044, 2.53443, 25.68750, 25.43750, 25.93750, 25.56250, 24.41391
0xDDDD, 1730293821, 34008290, 0341, 29.45053, 1.22249, 1.33531, 0.07253, 2.50300, 3.04615, 3.20168, 0.00000, 3.05099, 3.00747, 2.70044, 2.63033, 25.75000, 25.43750, 26.00000, 25.56250, 24.41391
0xDDDD, 1730293821, 34108266, 0342, 29.45053, 1.22249, 1.33531, 0.08381, 2.50220, 3.03648, 3.20491, 0.00000, 3.04777, 3.00828, 2.70044, 2.56344, 25.75000, 25.43750, 26.00000, 25.56250, 24.41391
0xDDDD, 1730293821, 34208294, 0343, 29.45053, 1.22249, 1.33451, 0.06608, 2.50220, 3.04374, 3.20330, 0.00000, 3.05260, 3.00828, 2.69963, 2.56264, 25.75000, 25.43750, 26.00000, 25.50000, 24.23483
0xDDDD, 1730293821, 34308282, 0344, 29.45053, 1.22168, 1.33531, 0.07092, 2.50220, 3.04696, 3.20652, 0.00000, 3.05179, 3.00828, 2.70044, 2.56183, 25.75000, 25.43750, 26.00000, 25.50000, 24.41391
0xDDDD, 1730293821, 34408283, 0345, 29.45053, 1.22249, 1.33531, 0.07736, 2.50220, 3.05099, 3.20974, 0.00000, 3.04938, 3.00828, 2.70125, 2.56022, 25.75000, 25.43750, 26.00000, 25.50000, 24.23483
0xDDDD, 1730293821, 34508258, 0346, 29.45053, 1.22249, 1.33531, 0.07978, 2.50220, 3.05502, 3.21297, 0.00000, 3.05099, 3.00828, 2.70044, 2.56747, 25.75000, 25.43750, 25.87500, 25.50000, 24.23483
0xDDDD, 1730293821, 34608283, 0347, 29.04761, 1.22249, 1.33531, 0.07414, 2.50220, 3.05744, 3.21780, 0.00000, 3.05099, 3.00828, 2.70205, 2.47319, 25.75000, 25.43750, 25.87500, 25.50000, 24.41391
0xDDDD, 1730293821, 34708260, 0348, 29.04761, 1.22168, 1.33451, 0.07978, 2.50220, 3.04454, 3.20088, 0.00000, 3.04696, 3.00828, 2.69963, 2.56344, 25.75000, 25.43750, 26.00000, 25.50000, 24.41391
0xDDDD, 1730293821, 34808291, 0349, 29.45053, 1.22168, 1.33531, 0.06769, 2.50220, 3.04696, 3.19927, 0.00000, 3.04857, 3.00747, 2.70125, 2.56264, 25.75000, 25.43750, 26.00000, 25.50000, 24.41391
0xDDDD, 1730293822, 34908283, 0350, 29.45053, 1.22249, 1.33531, 0.06930, 2.50220, 3.04615, 3.20330, 0.00000, 3.05099, 3.00828, 2.70044, 2.56103, 25.75000, 25.43750, 26.00000, 25.50000, 24.41391
0xDDDD, 1730293822, 35008268, 0351, 29.45053, 1.22168, 1.33612, 0.05963, 2.50220, 3.04777, 3.20733, 0.00081, 3.05260, 3.00828, 2.70125, 2.56103, 25.75000, 25.43750, 26.00000, 25.50000, 24.41391
0xDDDD, 1730293822, 35108262, 0352, 29.45053, 1.22249, 1.33531, 0.07172, 2.50220, 3.04938, 3.21136, 0.00000, 3.05179, 3.00828, 2.70125, 2.56103, 25.75000, 25.50000, 26.00000, 25.50000, 24.41391
0xDDDD, 1730293822, 35208297, 0353, 29.45053, 1.22249, 1.33531, 0.07333, 2.50220, 3.04857, 3.21458, 0.00000, 3.04938, 3.00828, 2.69963, 2.51187, 25.75000, 25.50000, 25.93750, 25.56250, 24.23483
0xDDDD, 1730293822, 35308265, 0354, 29.45053, 1.22249, 1.33451, 0.07736, 2.50220, 3.04615, 3.21861, 0.00000, 3.04938, 3.00747, 2.70125, 2.56264, 25.75000, 25.50000, 25.93750, 25.56250, 24.41391
0xDDDD, 1730293822, 35408290, 0355, 29.45053, 1.22249, 1.33531, 0.07414, 2.50220, 3.03084, 3.20168, 0.00000, 3.05018, 3.00828, 2.70044, 2.56103, 25.75000, 25.43750, 25.93750, 25.50000, 24.41391
0xDDDD, 1730293822, 35508260, 0356, 29.45053, 1.22249, 1.33451, 0.06930, 2.50220, 3.03084, 3.20007, 0.00000, 3.05099, 3.00828, 2.70205, 2.56103, 25.75000, 25.43750, 25.93750, 25.50000, 24.77207
0xDDDD, 1730293822, 35608290, 0357, 29.04761, 1.22168, 1.33531, 0.06689, 2.50220, 3.02923, 3.20410, 0.00000, 3.05341, 3.00828, 2.70044, 2.56022, 25.75000, 25.50000, 25.93750, 25.56250, 24.23483
0xDDDD, 1730293822, 35708268, 0358, 29.85349, 1.22168, 1.33531, 0.06608, 2.50220, 3.02681, 3.20652, 0.00000, 3.05179, 3.00828, 2.70125, 2.56425, 25.68750, 25.50000, 25.93750, 25.56250, 24.41391
0xDDDD, 1730293822, 35808291, 0359, 29.04761, 1.22168, 1.33451, 0.07172, 2.50220, 3.02681, 3.21136, 0.00000, 3.05260, 3.00828, 2.70125, 2.56505, 25.68750, 25.50000, 25.93750, 25.56250, 24.41391
0xDDDD, 1730293823, 35908268, 0360, 29.04761, 1.22249, 1.33531, 0.06286, 2.50220, 3.02440, 3.21458, 0.00000, 3.05179, 3.00828, 2.70044, 2.55861, 25.68750, 25.50000, 25.93750, 25.50000, 24.41391
0xDDDD, 1730293823, 36008290, 0361, 29.45053, 1.22168, 1.33531, 0.05560, 2.50220, 3.00828, 3.21700, 0.00000, 3.05179, 3.00828, 2.70125, 2.56022, 25.68750, 25.50000, 25.93750, 25.50000, 24.41391
0xDDDD, 1730293823, 36108271, 0362, 29.45053, 1.22249, 1.33451, 0.06447, 2.50220, 3.00667, 3.21538, 0.00000, 3.05099, 3.00828, 2.70286, 2.56586, 25.68750, 25.43750, 25.93750, 25.56250, 24.05576
0xDDDD, 1730293823, 36208278, 0363, 29.45053, 1.22168, 1.33612, 0.07011, 2.50220, 3.00505, 3.19927, 0.00000, 3.05018, 3.00828, 2.70125, 2.56183, 25.75000, 25.43750, 25.93750, 25.56250, 24.41391
0xDDDD, 1730293823, 36308260, 0364, 29.45053, 1.22249, 1.33853, 0.06366, 2.50220, 3.00586, 3.20168, 0.00000, 3.05099, 3.00747, 2.70125, 2.56022, 25.75000, 25.43750, 25.93750, 25.56250, 24.41391
0xDDDD, 1730293823, 36408283, 0365, 29.45053, 1.22249, 1.33531, 0.07575, 2.50220, 3.08403, 3.20571, 0.00000, 3.05260, 3.00828, 2.70125, 2.58601, 25.75000, 25.43750, 25.93750, 25.50000, 24.41391
0xDDDD, 1730293823, 36508262, 0366, 29.45053, 1.22249, 1.33531, 0.05802, 2.50220, 3.08161, 3.20894, 0.00000, 3.05099, 3.00828, 2.70125, 2.53604, 25.75000, 25.43750, 25.93750, 25.50000, 24.41391
0xDDDD, 1730293823, 36608279, 0367, 29.45053, 1.22249, 1.33531, 0.07495, 2.50220, 3.05985, 3.21216, 0.00000, 3.04615, 3.00828, 2.70125, 2.56183, 25.75000, 25.43750, 25.93750, 25.56250, 24.41391
0xDDDD, 1730293823, 36708270, 0368, 29.85349, 1.22249, 1.33531, 0.06769, 2.50300, 3.05663, 3.20974, 0.00000, 3.05260, 3.00747, 2.70044, 2.56183, 25.75000, 25.43750, 25.93750, 25.56250, 24.41391
0xDDDD, 1730293823, 36808280, 0369, 29.04761, 1.22249, 1.33451, 0.07092, 2.50220, 3.05260, 3.21297, 0.00000, 3.05179, 3.00828, 2.70125, 2.55941, 25.75000, 25.43750, 25.93750, 25.56250, 24.41391
0xDDDD, 1730293824, 36908268, 0370, 29.45053, 1.22249, 1.33612, 0.06608, 2.50220, 3.04857, 3.21619, 0.00000, 3.04938, 3.00747, 2.69963, 2.56183, 25.75000, 25.43750, 26.00000, 25.56250, 24.41391
0xDDDD, 1730293824, 37008276, 0371, 29.45053, 1.22249, 1.33531, 0.06044, 2.50220, 3.04454, 3.21861, 0.00000, 3.04535, 3.00828, 2.70125, 2.55780, 25.75000, 25.43750, 26.00000, 25.56250, 24.23483
0xDDDD, 1730293824, 37108271, 0372, 29.45053, 1.22249, 1.33531, 0.07011, 2.50220, 3.04132, 3.20168, 0.00000, 3.05179, 3.00747, 2.70125, 2.56505, 25.75000, 25.43750, 25.93750, 25.50000, 24.41391
0xDDDD, 1730293824, 37208282, 0373, 29.45053, 1.22249, 1.33451, 0.07575, 2.50220, 3.02117, 3.20491, 0.00000, 3.05099, 3.00828, 2.70044, 2.56344, 25.75000, 25.43750, 25.93750, 25.50000, 24.41391
