date, time, sync, seq, vsense, vrefint, temp1, temp2, temp3, temp4, busvmon, busimon, 2v5mon, 3v3mon, 5vmon, n3v3mon, n5vmon, 15vmon, 5vrefmon, n200vmon, n800vmon
24-07-05, T13:07:55.39203873Z, 0xCCCC, 0000, 1.22652, 0.63341, 25.75000, 25.56000, 26.18000, 26.62000, 0.00000, 0.00645, 0.00322, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00081
24-07-05, T13:07:55.39303872Z, 0xCCCC, 0001, 1.22652, 0.63341, 25.75000, 25.56000, 26.18000, 26.62000, 0.00000, 0.00725, 0.00322, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00081
24-07-05, T13:07:55.39403872Z, 0xCCCC, 0002, 1.22652, 0.63341, 25.75000, 25.56000, 26.18000, 26.62000, 0.00000, 0.00645, 0.00322, 0.00000, 0.00000, 0.00000, 0.00000, 0.00081, 0.00000, 0.00000, 0.00161
24-07-05, T13:07:56.39503872Z, 0xCCCC, 0003, 1.22652, 0.63341, 25.75000, 25.56000, 26.18000, 26.62000, 0.00000, 0.00645, 0.00322, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00081
24-07-05, T13:07:56.39603872Z, 0xCCCC, 0004, 1.22652, 0.63260, 25.75000, 25.56000, 26.18000, 26.62000, 0.00081, 0.00564, 0.00242, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00081
24-07-05, T13:07:56.39703872Z, 0xCCCC, 0005, 1.22652, 0.63341, 25.75000, 25.56000, 26.18000, 26.62000, 0.00000, 0.00564, 0.00242, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00081
24-07-05, T13:07:56.39803872Z, 0xCCCC, 0006, 1.22652, 0.63502, 25.75000, 25.56000, 26.18000, 26.62000, 0.00000, 0.00564, 0.00322, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
24-07-05, T13:07:56.39903872Z, 0xCCCC, 0007, 1.22652, 0.63421, 25.75000, 25.56000, 26.18000, 26.62000, 0.00000, 0.00564, 0.00242, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00081
24-07-05, T13:07:56.40003872Z, 0xCCCC, 0008, 1.22571, 0.63421, 25.75000, 25.56000, 26.18000, 26.62000, 0.00000, 0.00645, 0.00242, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00081
24-07-05, T13:07:56.40103872Z, 0xCCCC, 0009, 1.22652, 0.63341, 25.75000, 25.56000, 26.18000, 26.62000, 0.00000, 0.00645, 0.00322, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00081
24-07-05, T13:07:56.40203872Z, 0xCCCC, 0010, 1.22652, 0.63421, 25.75000, 25.56000, 26.18000, 26.62000, 0.00000, 0.00564, 0.00242, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00081
24-07-05, T13:07:56.40303872Z, 0xCCCC, 0011, 1.22652, 0.63341, 25.75000, 25.56000, 26.18000, 26.62000, 0.00000, 0.00645, 0.00322, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00081, 0.00081
24-07-05, T13:07:56.40403872Z, 0xCCCC, 0012, 1.22652, 0.63421, 25.75000, 25.56000, 26.18000, 26.62000, 0.00000, 0.00645, 0.00322, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00081
24-07-05, T13:07:57.40503872Z, 0xCCCC, 0013, 1.22652, 0.63341, 25.75000, 25.56000, 26.18000, 26.62000, 0.00000, 0.00645, 0.00242, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00081
24-07-05, T13:07:57.40703872Z, 0xCCCC, 0015, 1.22652, 0.63421, 25.75000, 25.56000, 26.18000, 26.62000, 0.00000, 0.00645, 0.00242, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00081
24-07-05, T13:07:57.40803872Z, 0xCCCC, 0016, 1.22652, 0.63341, 25.75000, 25.56000, 26.18000, 26.62000, 0.00000, 0.00645, 0.00322, 0.00000, 0.00081, 0.00000, 0.00081, 0.00000, 0.00000, 0.00000, 0.00081
24-07-05, T13:07:57.40903872Z, 0xCCCC, 0017, 1.22733, 0.63421, 25.75000, 25.56000, 26.18000, 26.62000, 0.00000, 0.00645, 0.00322, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00081
24-07-05, T13:07:57.41003872Z, 0xCCCC, 0018, 1.22652, 0.63421, 25.75000, 25.56000, 26.18000, 26.62000, 0.00000, 0.00564, 0.00322, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00161
24-07-05, T13:07:57.41103872Z, 0xCCCC, 0019, 1.22652, 0.63341, 25.75000, 25.56000, 26.18000, 26.62000, 0.00000, 0.00645, 0.00322, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00081
24-07-05, T13:07:57.41203872Z, 0xCCCC, 0020, 1.22652, 0.63421, 25.75000, 25.56000, 26.18000, 26.62000, 0.00000, 0.00564, 0.00242, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00081
24-07-05, T13:07:57.41303872Z, 0xCCCC, 0021, 1.22652, 0.63421, 25.75000, 25.56000, 26.18000, 26.62000, 0.00000, 0.00564, 0.00322, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00081
24-07-05, T13:07:57.41403872Z, 0xCCCC, 0022, 1.22652, 0.63421, 25.75000, 25.56000, 26.18000, 26.62000, 0.00000, 0.00645, 0.00322, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00081
24-07-05, T13:07:58.41503872Z, 0xCCCC, 0023, 1.22652, 0.63421, 25.75000, 25.56000, 26.18000, 26.62000, 0.00000, 0.00725, 0.00322, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00161
24-07-05, T13:07:58.41603872Z, 0xCCCC, 0024, 1.22733, 0.63341, 25.75000, 25.56000, 26.18000, 26.62000, 0.00000, 0.00564, 0.00322, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00081
24-07-05, T13:07:58.41703872Z, 0xCCCC, 0025, 1.22652, 0.63421, 25.75000, 25.56000, 26.18000, 26.62000, 0.00000, 0.00564, 0.00322, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00161
24-07-05, T13:07:58.41803872Z, 0xCCCC, 0026, 1.22652, 0.63421, 25.75000, 25.56000, 26.18000, 26.62000, 0.00000, 0.00564, 0.00322, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00161
24-07-05, T13:07:58.41903872Z, 0xCCCC, 0027, 1.22652, 0.63341, 25.75000, 25.56000, 26.18000, 26.62000, 0.00000, 0.00564, 0.00242, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00081
24-07-05, T13:07:58.42003873Z, 0xCCCC, 0028, 1.22652, 0.63260, 25.75000, 25.56000, 26.18000, 26.62000, 0.00000, 0.00645, 0.00322, 0.00000, 0.00000, 0.00000, 0.00000, 0.00161, 0.00000, 0.00000, 0.00081
24-07-05, T13:07:58.42103874Z, 0xCCCC, 0029, 1.22652, 0.63421, 25.75000, 25.56000, 26.18000, 26.62000, 0.00000, 0.00564, 0.00322, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00081
24-07-05, T13:07:58.42203874Z, 0xCCCC, 0030, 1.22652, 0.63341, 25.75000, 25.56000, 26.18000, 26.62000, 0.00000, 0.00645, 0.00322, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00081
24-07-05, T13:07:58.42303875Z, 0xCCCC, 0031, 1.22571, 0.63341, 25.75000, 25.56000, 26.18000, 26.62000, 0.00000, 0.00564, 0.00242, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00081
24-07-05, T13:07:58.42403875Z, 0xCCCC, 0032, 1.22733, 0.63341, 25.75000, 25.56000, 26.18000, 26.62000, 0.00000, 0.00645, 0.00322, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
