sync, unix, uptime, seq, vsense, vrefint, busvmon, busimon, 2v5mon, 5vmon, n3v3mon, n5vmon, 15vmon, 5vrefmon, n200vmon, n800vmon, temp1, temp2, temp3, temp4, tmp1
0xDDDD, 1730293498, 11524269, 0116, 29.04761, 1.22249, 1.33531, 0.06850, 2.50220, , 3.01392, 3.20007, 0.00000, 3.05260, 3.00828, 2.70125, 2.61582, 25.56250, 25.43750, 25.68750, 25.50000, 23.69760
0xDDDD, 1730293498, 11624283, 0117, 29.04761, 1.22249, 1.33531, 0.06689, 2.50220, , 3.02923, 3.20652, 0.00000, 3.05018, 3.00828, 2.70125, 2.55941, 25.56250, 25.43750, 25.68750, 25.50000, 23.51852
0xDDDD, 1730293498, 11724273, 0118, 29.45053, 1.22249, 1.33531, 0.07656, 2.50220, , 3.06227, 3.20813, 0.00000, 3.05099, 3.00828, 2.70125, 2.55861, 25.56250, 25.43750, 25.68750, 25.50000, 23.69760
0xDDDD, 1730293498, 11824285, 0119, 29.45053, 1.22330, 1.33773, 0.06527, 2.50220, , 3.01392, 3.21619, 0.00000, 3.05099, 3.00828, 2.70044, 2.55941, 25.56250, 25.43750, 25.68750, 25.50000, 23.69760
0xDDDD, 1730293498, 11924275, 0120, 29.45053, 1.22249, 1.32725, 0.07092, 2.50220, , 3.04374, 3.20410, 0.00000, 3.04535, 3.00828, 2.70125, 2.56264, 25.56250, 25.43750, 25.68750, 25.50000, 23.51852
0xDDDD, 1730293498, 12024277, 0121, 29.04761, 1.22249, 1.33531, 0.07172, 2.50220, , 3.07516, 3.21297, 0.00000, 3.05179, 3.00828, 2.70125, 2.54652, 25.56250, 25.43750, 25.75000, 25.50000, 23.69760
0xDDDD, 1730293499, 12124276, 0122, 29.04761, 1.22249, 1.33531, 0.07172, 2.50220, , 3.02762, 3.20007, 0.00000, 3.05179, 3.00828, 2.69963, 2.60051, 25.56250, 25.43750, 25.75000, 25.50000, 23.69760
0xDDDD, 1730293499, 12224264, 0123, 29.45053, 1.22249, 1.33531, 0.06930, 2.50220, , 3.04051, 3.20813, 0.00000, 3.04938, 3.00828, 2.70044, 2.56022, 25.56250, 25.43750, 25.68750, 25.43750, 23.69760
0xDDDD, 1730293499, 12324277, 0124, 29.04761, 1.22249, 1.33451, 0.04271, 2.50300, , 3.07678, 3.21458, 0.00000, 3.05179, 3.00828, 2.70044, 2.56264, 25.56250, 25.43750, 25.68750, 25.43750, 23.69760
0xDDDD, 1730293499, 12424282, 0125, 29.45053, 1.22249, 1.33451, 0.07575, 2.50220, , 3.02681, 3.21619, 0.00000, 3.05179, 3.00828, 2.70125, 2.55780, 25.56250, 25.43750, 25.68750, 25.50000, 22.98128
0xDDDD, 1730293499, 12524279, 0126, 29.45053, 1.22249, 1.33531, 0.07414, 2.50220, , 3.05905, 3.20330, 0.00000, 3.05099, 3.00828, 2.70044, 2.56103, 25.56250, 25.43750, 25.75000, 25.50000, 23.69760
0xDDDD, 1730293499, 12624263, 0127, 29.04761, 1.22249, 1.33531, 0.06125, 2.50139, , 3.01070, 3.20974, 0.00000, 3.05099, 3.00828, 2.70044, 2.56747, 25.56250, 25.43750, 25.75000, 25.50000, 23.69760
0xDDDD, 1730293499, 12724288, 0128, 29.45053, 1.22168, 1.33451, 0.08220, 2.50220, , 3.04051, 3.21700, 0.00000, 3.05179, 3.00828, 2.70044, 2.59487, 25.56250, 25.43750, 25.75000, 25.50000, 23.69760
0xDDDD, 1730293499, 12824279, 0129, 29.45053, 1.22249, 1.33451, 0.07495, 2.50220, , 3.07033, 3.20330, 0.00000, 3.04938, 3.00828, 2.70044, 2.55941, 25.50000, 25.50000, 25.75000, 25.50000, 23.69760
0xDDDD, 1730293499, 12924267, 0130, 29.45053, 1.22249, 1.33531, 0.07253, 2.50220, , 3.00667, 3.21055, 0.00000, 3.04938, 3.00747, 2.70044, 2.56183, 25.50000, 25.50000, 25.75000, 25.43750, 23.69760
0xDDDD, 1730293499, 13024273, 0131, 29.04761, 1.22249, 1.33531, 0.06044, 2.50220, , 3.03487, 3.21216, 0.00000, 3.05260, 3.00828, 2.70125, 2.56344, 25.50000, 25.43750, 25.75000, 25.43750, 23.69760
0xDDDD, 1730293500, 13124281, 0132, 29.45053, 1.22249, 1.33451, 0.07253, 2.50220, , 3.06469, 3.21861, 0.00000, 3.04857, 3.00828, 2.69963, 2.55941, 25.56250, 25.43750, 25.75000, 25.50000, 23.69760
0xDDDD, 1730293500, 13224286, 0133, 29.45053, 1.22249, 1.33531, 0.06366, 2.50220, , 3.01634, 3.20571, 0.00000, 3.05179, 3.00828, 2.70044, 2.56022, 25.56250, 25.43750, 25.75000, 25.50000, 23.51852
0xDDDD, 1730293500, 13324280, 0134, 29.45053, 1.22330, 1.33531, 0.06689, 2.50300, , 3.04777, 3.21377, 0.00000, 3.05179, 3.00828, 2.69963, 2.46674, 25.56250, 25.50000, 25.75000, 25.50000, 23.69760
0xDDDD, 1730293500, 13424272, 0135, 29.45053, 1.22249, 1.33531, 0.07011, 2.50220, , 3.08000, 3.20088, 0.00000, 3.04777, 3.00828, 2.70044, 2.55458, 25.56250, 25.50000, 25.75000, 25.43750, 23.69760
0xDDDD, 1730293500, 13524283, 0136, 29.04761, 1.22249, 1.33531, 0.07575, 2.50220, , 3.01311, 3.20813, 0.00000, 3.05179, 3.00828, 2.69963, 2.56344, 25.56250, 25.50000, 25.75000, 25.43750, 23.87668
0xDDDD, 1730293500, 13624276, 0137, 29.85349, 1.22249, 1.33531, 0.08059, 2.50220, , 3.04293, 3.20894, 0.00000, 3.05099, 3.00828, 2.70125, 2.55861, 25.56250, 25.50000, 25.75000, 25.50000, 23.87668
0xDDDD, 1730293500, 13724296, 0138, 29.04761, 1.22249, 1.33370, 0.07897, 2.50220, , 3.07194, 3.21700, 0.00000, 3.04938, 3.00828, 2.70125, 2.55780, 25.56250, 25.50000, 25.75000, 25.50000, 23.87668
0xDDDD, 1730293500, 13824266, 0139, 29.45053, 1.22249, 1.33531, 0.06769, 2.50220, , 3.02117, 3.20410, 0.00000, 3.05179, 3.00828, 2.70044, 2.55941, 25.56250, 25.43750, 25.75000, 25.50000, 23.51852
0xDDDD, 1730293500, 13924276, 0140, 29.45053, 1.22249, 1.33451, 0.07495, 2.50220, , 3.05179, 3.21136, 0.00000, 3.05179, 3.00828, 2.70044, 2.52718, 25.56250, 25.43750, 25.75000, 25.50000, 23.87668
0xDDDD, 1730293500, 14024291, 0141, 29.45053, 1.22249, 1.33370, 0.07333, 2.50220, , 3.00425, 3.20007, 0.00000, 3.05179, 3.00828, 2.70044, 2.55861, 25.56250, 25.43750, 25.75000, 25.50000, 23.87668
0xDDDD, 1730293501, 14124287, 0142, 29.04761, 1.22249, 1.33370, 0.08139, 2.50220, , 3.02037, 3.20733, 0.00000, 3.05341, 3.00828, 2.70044, 2.56344, 25.56250, 25.43750, 25.75000, 25.50000, 23.87668
0xDDDD, 1730293501, 14224254, 0143, 29.85349, 1.22249, 1.33531, 0.06205, 2.50220, , 3.04777, 3.21377, 0.00000, 3.05260, 3.00828, 2.70044, 2.56022, 25.56250, 25.50000, 25.75000, 25.50000, 23.69760
0xDDDD, 1730293501, 14324287, 0144, 29.45053, 1.22249, 1.33451, 0.08139, 2.50220, , 3.08000, 3.21458, 0.00000, 3.04696, 3.00747, 2.70044, 2.56022, 25.56250, 25.50000, 25.75000, 25.50000, 23.87668
0xDDDD, 1730293501, 14424258, 0145, 29.04761, 1.22249, 1.32161, 0.06125, 2.50220, , 3.02520, 3.20168, 0.00000, 3.04938, 3.00828, 2.70125, 2.56183, 25.56250, 25.50000, 25.75000, 25.50000, 23.87668
0xDDDD, 1730293501, 14524264, 0146, 29.04761, 1.22249, 1.33531, 0.07333, 2.50220, , 3.05341, 3.21055, 0.00000, 3.04938, 3.00828, 2.70044, 2.45062, 25.62500, 25.50000, 25.75000, 25.50000, 23.69760
0xDDDD, 1730293501, 14624285, 0147, 29.04761, 1.22249, 1.33531, 0.07414, 2.50220, , 3.08161, 3.21780, 0.00000, 3.05099, 3.00828, 2.70044, 2.54733, 25.62500, 25.50000, 25.75000, 25.50000, 23.87668
0xDDDD, 1730293501, 14724285, 0148, 29.04761, 1.22249, 1.33531, 0.06205, 2.50220, , 3.03004, 3.20410, 0.00000, 3.05018, 3.00828, 2.70044, 2.55941, 25.62500, 25.43750, 25.75000, 25.50000, 23.87668
0xDDDD, 1730293501, 14824273, 0149, 29.45053, 1.22249, 1.33531, 0.06447, 2.50220, , 3.04454, 3.21136, 0.00000, 3.05179, 3.00828, 2.70044, 2.56264, 25.56250, 25.43750, 25.75000, 25.50000, 23.87668
0xDDDD, 1730293501, 14924286, 0150, 29.04761, 1.22249, 1.33370, 0.08945, 2.50220, , 3.07033, 3.21377, 0.00000, 3.05260, 3.00747, 2.69963, 2.55941, 25.56250, 25.43750, 25.75000, 25.50000, 23.69760
0xDDDD, 1730293501, 15024274, 0151, 29.45053, 1.22249, 1.33451, 0.06205, 2.50462, , 3.01956, 3.20088, 0.00000, 3.04696, 3.00828, 2.69963, 2.56103, 25.56250, 25.43750, 25.75000, 25.50000, 23.87668
0xDDDD, 1730293502, 15124289, 0152, 29.45053, 1.22249, 1.33531, 0.07897, 2.50220, , 3.04857, 3.20894, 0.00000, 3.04696, 3.00828, 2.70125, 2.55619, 25.56250, 25.43750, 25.75000, 25.50000, 23.87668
