11-29-2023, 12:41:28:254, sync, seq, vsense, vrefint, temp1, temp2, temp3, temp4, busvmon, busimon, 2v5mov, 3v3mon, 5vmon, n3v3mon, n5vmon, 15vmon, 5vrefmon, n200vmon, n800vmon
11-29-2023, 12:41:29:899, , , , , , , , , , , , , , , , , , , 
11-29-2023, 12:41:30:51, 0xCCCC , 1496 , 1.505, 1.319, 22.180, 22.250, , , , , , , , , , , , , 
11-29-2023, 12:41:30:170, 0xCCCC , 1497 , 1.485, 1.494, 22.120, 22.250, 22.680, 22.870, 1.677, 1.321, 2.033, 1.842, 2.027, 2.024, 2.034, 1.884, 1.973, 1.873, 1.561
11-29-2023, 12:41:30:286, 0xCCCC , 1498 , 1.424, 1.474, 22.120, 22.250, 22.680, 22.870, 1.770, 1.440, 1.667, 1.712, 1.673, 1.704, 1.670, 1.621, 1.660, 1.641, 1.487
11-29-2023, 12:41:30:405, 0xCCCC , 1499 , 1.403, 1.465, 22.120, 22.250, 22.680, 22.870, 1.812, 1.440, 1.667, 1.712, 1.673, 1.704, 1.670, 1.621, 1.660, 1.641, 1.487
11-29-2023, 12:41:30:537, 0xCCCC , 1499 , 1.403, 1.465, 22.120, 22.250, 22.680, 22.870, 1.812, 1.440, 1.667, 1.712, 1.673, 1.704, 1.670, 1.621, 1.660, 1.641, 1.487
11-29-2023, 12:41:30:655, 0xCCCC , 1501 , 1.493, 1.505, 3984.430, 3952.500, 4032.500, 4080.430, 35.827, 2.256, 28.700, 1.712, 1.673, 1.704, 1.670, 1.621, 1.660, 1.641, 1.487
11-29-2023, 12:41:30:777, 0xCCCC , 1502 , 1.489, 1.498, 22.120, 22.180, 22.680, 22.810, 1.817, 1.533, 1.617, 1.448, 1.457, 1.638, 1.505, 1.442, 1.505, 1.614, 1.465
11-29-2023, 12:41:30:928, 0xCCCC , 1503 , 1.488, 1.498, 22.120, 22.180, 22.680, 22.810, 1.817, 1.533, 1.617, 1.448, 1.457, 1.638, 1.505, 1.442, 1.505, 1.614, 1.465
11-29-2023, 12:41:31:21, 0xCCCC , 1504 , 1.413, 1.464, 22.120, 22.180, 22.680, 22.810, 1.812, 1.530, 1.610, 1.435, 1.581, 1.544, 1.497, 1.570, 1.472, 1.601, 1.453
11-29-2023, 12:41:31:147, 0xCCCC , 1505 , 1.422, 1.467, 22.180, 22.180, 22.680, 22.810, 1.812, 1.530, 1.610, 1.435, 1.581, 1.544, 1.497, 1.570, 1.472, 1.601, 1.453
11-29-2023, 12:41:31:272, 0xCCCC , 1506 , 1.424, 1.471, 22.180, 22.250, 22.680, 22.810, 1.817, 1.533, 1.605, 1.436, 1.596, 1.536, 1.492, 1.622, 1.472, 1.601, 1.453
11-29-2023, 12:41:31:425, 0xCCCC , 1507 , 1.423, 1.468, 22.120, 22.250, 22.680, 22.810, 1.816, 1.534, 1.604, 1.436, 1.631, 1.524, 1.498, 1.624, 1.454, 1.604, 1.456
11-29-2023, 12:41:31:546, 0xCCCC , 1508 , 1.426, 1.473, 22.120, 22.250, 22.680, 22.810, 1.815, 1.532, 1.605, 1.434, 1.644, 1.518, 1.496, 1.624, 1.448, 1.603, 1.456
11-29-2023, 12:41:31:666, 0xCCCC , 1509 , 1.406, 1.468, 22.120, 22.180, 22.680, 22.810, 1.817, 1.535, 1.609, 1.437, 1.519, 1.475, 1.501, 1.528, 1.583, 1.606, 1.458
11-29-2023, 12:41:31:787, 0xCCCC , 1510 , 1.402, 1.464, 22.120, 22.180, 22.680, 22.810, 1.811, 1.528, 1.595, 1.432, 1.600, 1.489, 1.480, 1.503, 1.615, 1.601, 1.455
11-29-2023, 12:41:31:914, 0xCCCC , 1511 , 1.420, 1.467, 22.120, 22.180, 22.680, 22.810, 1.815, 1.528, 1.591, 1.429, 1.632, 1.502, 1.490, 1.586, 1.482, 1.599, 1.450
11-29-2023, 12:41:32:38, 0xCCCC , 1512 , 1.421, 1.471, 22.120, 22.180, 22.680, 22.810, 1.815, 1.532, 1.593, 1.435, 1.649, 1.512, 1.496, 1.611, 1.460, 1.602, 1.454
11-29-2023, 12:41:32:159, 0xCCCC , 1513 , 1.421, 1.467, 22.120, 22.250, 22.680, 22.810, 1.817, 1.534, 1.602, 1.440, 1.659, 1.521, 1.498, 1.624, 1.458, 1.609, 1.461
11-29-2023, 12:41:32:281, 0xCCCC , 1514 , 1.411, 1.462, 22.120, 22.250, 22.680, 22.810, 1.830, 1.549, 1.647, 1.453, 1.551, 1.497, 1.527, 1.552, 1.607, 1.632, 1.486
11-29-2023, 12:41:32:402, 0xCCCC , 1515 , 1.496, 1.505, 22.180, 22.250, 22.680, 22.810, 1.826, 1.545, 1.647, 1.451, 1.492, 1.599, 1.514, 1.481, 1.517, 1.626, 1.477
11-29-2023, 12:41:32:526, 0xCCCC , 1516 , 1.418, 1.470, 22.120, 22.250, 22.680, 22.810, 1.818, 1.536, 1.632, 1.442, 1.470, 1.626, 1.504, 1.599, 1.500, 1.613, 1.467
11-29-2023, 12:41:32:654, 0xCCCC , 1517 , 1.495, 1.470, 22.120, 22.250, 22.680, 22.810, 1.818, 1.536, 1.632, 1.442, 1.470, 1.626, 1.504, 1.599, 1.500, 1.613, 1.467
11-29-2023, 12:41:32:776, 0xCCCC , 1518 , 1.494, 1.503, 22.180, 22.250, 22.680, 22.810, 1.819, 1.538, 1.621, 1.442, 1.453, 1.639, 1.502, 1.451, 1.501, 1.611, 1.464
11-29-2023, 12:41:32:898, 0xCCCC , 1519 , 1.415, 1.465, 22.180, 22.180, 22.680, 22.870, 1.816, 1.533, 1.606, 1.436, 1.580, 1.547, 1.492, 1.574, 1.468, 1.604, 1.457
11-29-2023, 12:41:33:172, 0xCCCC , 1520 , 1.424, 1.472, 22.120, 22.180, 22.680, 22.810, 1.817, 1.536, 1.610, 1.440, 1.489, 1.612, 1.504, 1.623, 1.491, 1.610, 1.462
11-29-2023, 12:41:33:265, 0xCCCC , 1522 , 1.421, 1.468, 22.120, 22.250, 22.620, 22.810, 1.819, 1.538, 1.615, 1.440, 1.594, 1.545, 1.500, 1.590, 1.468, 1.610, 1.463
11-29-2023, 12:41:33:390, 0xCCCC , 1523 , 1.426, 1.473, 22.120, 22.250, 22.620, 22.810, 1.819, 1.538, 1.615, 1.440, 1.594, 1.545, 1.500, 1.590, 1.468, 1.610, 1.463
11-29-2023, 12:41:33:513, 0xCCCC , 1524 , 1.426, 1.471, 22.120, 22.250, 22.680, 22.870, 1.818, 1.538, 1.613, 1.445, 1.471, 1.632, 1.500, 1.590, 1.468, 1.610, 1.463
11-29-2023, 12:41:33:665, 0xCCCC , 1525 , 1.401, 1.464, 22.120, 22.250, 22.680, 22.870, 1.818, 1.539, 1.615, 1.444, 1.456, 1.637, 1.501, 1.502, 1.505, 1.612, 1.466
11-29-2023, 12:41:33:786, 0xCCCC , 1526 , 1.490, 1.500, 22.120, 22.250, 22.680, 22.810, 1.821, 1.541, 1.617, 1.447, 1.454, 1.637, 1.505, 1.461, 1.502, 1.618, 1.465
11-29-2023, 12:41:33:907, 0xCCCC , 1527 , 1.491, 1.503, 22.120, 22.250, 22.680, 22.810, 1.819, 1.540, 1.617, 1.448, 1.451, 1.640, 1.503, 1.445, 1.503, 1.619, 1.467
11-29-2023, 12:41:34:33, 0xCCCC , 1528 , 1.486, 1.495, 22.120, 22.250, 22.680, 22.810, 1.818, 1.538, 1.622, 1.446, 1.451, 1.642, 1.506, 1.442, 1.503, 1.616, 1.467
11-29-2023, 12:41:34:157, 0xCCCC , 1529 , 1.488, 1.499, 22.120, 22.250, 22.680, 22.810, 1.818, 1.540, 1.621, 1.444, 1.450, 1.637, 1.505, 1.441, 1.504, 1.612, 1.464
11-29-2023, 12:41:34:281, 0xCCCC , 1530 , 1.488, 1.497, 22.120, 22.250, 22.680, 22.810, 1.820, 1.541, 1.625, 1.445, 1.452, 1.643, 1.506, 1.437, 1.502, 1.616, 1.469
11-29-2023, 12:41:34:404, 0xCCCC , 1531 , 1.417, 1.465, 22.120, 22.250, 22.680, 22.810, 1.818, 1.538, 1.618, 1.443, 1.451, 1.641, 1.503, 1.583, 1.496, 1.615, 1.467
11-29-2023, 12:41:34:527, 0xCCCC , 1532 , 1.500, 1.505, 22.120, 22.250, 22.680, 22.810, 1.821, 1.541, 1.624, 1.445, 1.453, 1.645, 1.506, 1.481, 1.505, 1.615, 1.470
11-29-2023, 12:41:34:650, 0xCCCC , 1533 , 1.418, 1.465, 22.120, 22.250, 22.680, 22.810, 1.823, 1.544, 1.620, 1.448, 1.451, 1.642, 1.504, 1.602, 1.498, 1.618, 1.466
11-29-2023, 12:41:34:773, 0xCCCC , 1534 , 1.418, 1.465, 22.120, 22.250, 22.680, 22.810, 1.823, 1.544, 1.620, 1.448, 1.451, 1.642, 1.504, 1.602, 1.498, 1.618, 1.466
11-29-2023, 12:41:34:896, 0xCCCC , 1535 , 1.490, 1.501, 22.120, 22.250, 22.680, 22.810, 1.819, 1.538, 1.621, 1.444, 1.449, 1.640, 1.505, 1.455, 1.505, 1.615, 1.467
11-29-2023, 12:41:35:18, 0xCCCC , 1535 , 1.490, 1.501, 22.120, 22.250, 22.680, 22.810, 1.819, 1.538, 1.621, 1.444, 1.449, 1.640, 1.505, 1.455, 1.505, 1.615, 1.467
11-29-2023, 12:41:35:141, 0xCCCC , 1537 , 1.488, 1.497, 22.120, 22.250, 22.680, 22.810, 1.820, 1.541, 1.619, 1.444, 1.450, 1.637, 1.505, 1.441, 1.505, 1.613, 1.467
11-29-2023, 12:41:35:271, 0xCCCC , 1538 , 1.488, 1.497, 22.120, 22.250, 22.680, 22.810, 1.819, 1.538, 1.614, 1.442, 1.448, 1.636, 1.503, 1.438, 1.504, 1.612, 1.467
11-29-2023, 12:41:35:396, 0xCCCC , 1539 , 1.486, 1.498, 22.120, 22.250, 22.680, 22.810, 1.821, 1.541, 1.621, 1.446, 1.451, 1.640, 1.505, 1.441, 1.508, 1.613, 1.467
11-29-2023, 12:41:35:517, 0xCCCC , 1540 , 1.486, 1.496, 22.120, 22.250, 22.680, 22.870, 1.822, 1.541, 1.620, 1.444, 1.448, 1.639, 1.503, 1.440, 1.508, 1.613, 1.466
11-29-2023, 12:41:35:638, 0xCCCC , 1541 , 1.487, 1.499, 22.120, 22.250, 22.680, 22.870, 1.821, 1.542, 1.623, 1.447, 1.452, 1.643, 1.506, 1.438, 1.504, 1.615, 1.469
11-29-2023, 12:41:35:763, 0xCCCC , 1542 , 1.488, 1.501, 22.120, 22.180, 22.680, 22.810, 1.815, 1.538, 1.619, 1.443, 1.447, 1.643, 1.506, 1.438, 1.504, 1.615, 1.469
11-29-2023, 12:41:35:891, 0xCCCC , 1543 , 1.488, 1.498, 22.120, 22.180, 22.680, 22.810, 1.818, 1.538, 1.618, 1.443, 1.447, 1.639, 1.506, 1.438, 1.504, 1.615, 1.469
