sync, unix, uptime, seq, vsense, vrefint, busvmon, busimon, 2v5mon, 3v3mon, 5vmon, n3v3mon, n5vmon, 15vmon, 5vrefmon, n200vmon, n800vmon, temp1, temp2, temp3, temp4, tmp1
0xDDDD, 1729165637, 000000, 0000, 28.24175, 1.22168, 0.72850, 0.08784, 2.49817, 1.18703, 3.04696, 3.19766, 0.00081, 3.04454, 3.00747, 2.70044, 2.53443, 24.56250, 24.43750, 24.50000, 24.56250, 13.13187
0xDDDD, 1729165637, 067261, 0001, 28.24175, 1.22168, 1.33531, 0.03788, 2.49817, 1.17817, 3.06549, 3.19282, 0.00000, 3.05099, 3.00747, 2.70044, 2.55941, 24.56250, 24.43750, 24.50000, 24.56250, 13.66910
0xDDDD, 1729165638, 167261, 0002, 28.24175, 1.22168, 1.33451, 0.04271, 2.49817, 1.19670, 3.02842, 3.19201, 0.00000, 3.04938, 3.00747, 2.70044, 2.55700, 24.56250, 24.50000, 24.50000, 24.56250, 14.56450
0xDDDD, 1729165638, 267242, 0003, 28.24175, 1.22249, 1.33451, 0.03707, 2.49978, 1.19106, 3.02923, 3.19524, 0.00000, 3.05099, 3.00747, 2.70044, 2.56103, 24.62500, 24.50000, 24.93750, 24.56250, 15.10173
0xDDDD, 1729165638, 367249, 0004, 28.24175, 1.22168, 1.33370, 0.04593, 2.49978, 1.18381, 3.07194, 3.19201, 0.00000, 3.05179, 3.00747, 2.70205, 2.55619, 24.62500, 24.50000, 24.93750, 24.56250, 15.99716
0xDDDD, 1729165638, 467250, 0005, 28.24175, 1.22249, 1.34740, 0.03949, 2.49978, 1.19429, 3.03487, 3.19766, 0.00000, 3.05179, 3.00667, 2.69963, 2.55941, 24.62500, 24.43750, 24.81250, 24.56250, 16.17624
0xDDDD, 1729165638, 567246, 0006, 28.24175, 1.22168, 1.33531, 0.03546, 2.49978, 1.18784, 3.08000, 3.20168, 0.00000, 3.05179, 3.00747, 2.70044, 2.56103, 24.56250, 24.43750, 24.81250, 24.56250, 16.35531
0xDDDD, 1729165638, 667251, 0007, 28.24175, 1.22249, 1.33531, 0.04271, 2.50059, 1.17978, 3.04374, 3.20813, 0.00000, 3.04777, 3.00747, 2.69883, 2.52637, 24.56250, 24.50000, 24.81250, 24.56250, 16.53439
0xDDDD, 1729165638, 767235, 0008, 28.24175, 1.22249, 1.33531, 0.03707, 2.50059, 1.19509, 3.01150, 3.19201, 0.00000, 3.05179, 3.00828, 2.70044, 2.59810, 24.62500, 24.50000, 24.81250, 24.50000, 17.07163
0xDDDD, 1729165638, 867250, 0009, 28.24175, 1.22249, 1.33612, 0.03626, 2.50139, 1.18462, 3.01553, 3.19927, 0.00000, 3.05099, 3.00747, 2.70044, 2.56103, 24.62500, 24.50000, 24.81250, 24.50000, 17.25071
0xDDDD, 1729165638, 967257, 0010, 28.24175, 1.22249, 1.33531, 0.04352, 2.50139, 1.17575, 3.05905, 3.20007, 0.00000, 3.04454, 3.00828, 2.70044, 2.56022, 24.56250, 24.50000, 24.81250, 24.50000, 17.60886
0xDDDD, 1729165638, 1067266, 0011, 28.64468, 1.22249, 1.33451, 0.03868, 2.50059, 1.19026, 3.02842, 3.20813, 0.00000, 3.05099, 3.00747, 2.69963, 2.55861, 24.56250, 24.50000, 24.81250, 24.50000, 17.78794
0xDDDD, 1729165639, 1167231, 0012, 28.24175, 1.22249, 1.33451, 0.03949, 2.50139, 1.17897, 3.07275, 3.19363, 0.00000, 3.05018, 3.00828, 2.69963, 2.56022, 24.56250, 24.43750, 24.81250, 24.50000, 16.17624
0xDDDD, 1729165639, 1267239, 0013, 28.64468, 1.22249, 1.33531, 0.03707, 2.50220, 1.18703, 3.04051, 3.20168, 0.00000, 3.05341, 3.00828, 2.70044, 2.53282, 24.56250, 24.43750, 24.81250, 24.56250, 18.14610
0xDDDD, 1729165639, 1367249, 0014, 27.83883, 1.22249, 1.33531, 0.04110, 2.50139, 1.17575, 3.00908, 3.21055, 0.00000, 3.05018, 3.00828, 2.70125, 2.61341, 24.56250, 24.50000, 24.81250, 24.56250, 18.14610
0xDDDD, 1729165639, 1467240, 0015, 28.24175, 1.22249, 1.33531, 0.04110, 2.50139, 1.18864, 3.01553, 3.19604, 0.00000, 3.05018, 3.00828, 2.70125, 2.56022, 24.62500, 24.50000, 24.81250, 24.56250, 18.32518
0xDDDD, 1729165639, 1567257, 0016, 28.24175, 1.22249, 1.33451, 0.04271, 2.50139, 1.17736, 3.06066, 3.19766, 0.00000, 3.05179, 3.00747, 2.70125, 2.55619, 24.62500, 24.50000, 24.81250, 24.50000, 18.50426
