date, time, sync, seq, vsense, vrefint, temp1, temp2, temp3, temp4, busvmon, busimon, 2v5mon, 3v3mon, 5vmon, n3v3mon, n5vmon, 15vmon, 5vrefmon, n200vmon, n800vmon, tmp1
24-07-30, T09:52:45.860800Z, 0xCCCC, 0250, 1.22168, 0.61487, 24.12000, 24.60000, 24.25000, 24.25000, 1.33612, 0.04110, 2.50139, 1.19106, 3.05341, 3.20491, 0.00000, 3.05099, 3.00828, 2.70044, 2.55861, 22.08586
24-07-30, T09:52:45.960800Z, 0xCCCC, 0251, 1.22168, 0.61568, 24.12000, 24.60000, 24.25000, 24.25000, 1.33612, 0.04996, 2.50220, 1.18945, 3.03568, 3.20733, 0.00000, 3.05018, 3.00747, 2.70125, 2.55700, 22.26494
24-07-30, T09:52:46.060800Z, 0xCCCC, 0252, 1.22249, 0.61568, 24.12000, 24.60000, 24.25000, 24.25000, 1.33692, 0.04271, 2.50220, 1.18623, 3.03165, 3.19927, 0.00000, 3.04857, 3.00747, 2.70125, 2.55861, 22.44402
24-07-30, T09:52:46.160800Z, 0xCCCC, 0253, 1.22249, 0.61487, 24.12000, 24.60000, 24.25000, 24.25000, 1.33612, 0.04271, 2.50220, 1.18462, 3.01070, 3.20410, 0.00000, 3.04615, 3.00828, 2.70125, 2.56022, 22.44402
24-07-30, T09:52:46.260800Z, 0xCCCC, 0254, 1.22249, 0.61568, 24.12000, 24.60000, 24.25000, 24.25000, 1.33692, 0.04352, 2.50139, 1.18381, 3.00828, 3.19443, 0.00000, 3.05099, 3.00828, 2.70125, 2.55538, 22.44402
24-07-30, T09:52:46.360800Z, 0xCCCC, 0255, 1.22249, 0.61487, 24.12000, 24.60000, 24.25000, 24.25000, 1.33612, 0.04513, 2.50220, 1.18139, 3.06711, 3.19846, 0.00000, 3.05018, 3.00828, 2.70125, 2.55941, 22.44402
24-07-30, T09:52:46.460800Z, 0xCCCC, 0256, 1.22249, 0.61568, 24.12000, 24.60000, 24.25000, 24.25000, 1.33612, 0.04593, 2.50220, 1.17978, 3.06469, 3.21136, 0.00000, 3.04777, 3.00828, 2.70044, 2.55619, 22.44402
24-07-30, T09:52:46.560800Z, 0xCCCC, 0257, 1.22249, 0.61487, 24.12000, 24.60000, 24.25000, 24.25000, 1.33692, 0.03949, 2.50139, 1.17817, 3.06227, 3.21055, 0.00000, 3.04777, 3.00828, 2.70044, 2.55941, 22.44402
24-07-30, T09:52:46.660800Z, 0xCCCC, 0258, 1.22168, 0.61487, 24.12000, 24.60000, 24.25000, 24.25000, 1.33612, 0.04190, 2.50139, 1.17575, 3.04212, 3.20088, 0.00000, 3.04857, 3.00828, 2.70044, 2.55619, 22.62310
24-07-30, T09:52:46.760800Z, 0xCCCC, 0259, 1.22168, 0.61487, 24.12000, 24.60000, 24.25000, 24.25000, 1.33692, 0.03949, 2.50220, 1.20315, 3.03890, 3.20168, 0.00000, 3.05018, 3.00747, 2.70205, 2.55861, 22.44402
24-07-30, T09:52:46.860800Z, 0xCCCC, 0260, 1.22168, 0.61487, 24.12000, 24.60000, 24.25000, 24.25000, 1.33692, 0.04593, 2.50220, 1.19590, 3.01553, 3.19282, 0.00000, 3.05099, 3.00828, 2.70044, 2.55861, 22.44402
24-07-30, T09:52:46.960800Z, 0xCCCC, 0261, 1.22249, 0.61407, 24.12000, 24.60000, 24.25000, 24.25000, 1.33612, 0.04029, 2.50220, 1.19348, 3.00989, 3.20491, 0.00000, 3.05018, 3.00828, 2.70125, 2.55700, 22.44402
24-07-30, T09:52:47.060800Z, 0xCCCC, 0262, 1.22249, 0.61487, 24.12000, 24.60000, 24.25000, 24.25000, 1.33612, 0.04674, 2.50139, 1.19106, 3.07033, 3.20571, 0.00000, 3.05099, 3.00828, 2.70205, 2.55941, 22.44402
24-07-30, T09:52:47.160800Z, 0xCCCC, 0263, 1.22168, 0.61487, 24.12000, 24.60000, 24.25000, 24.25000, 1.33612, 0.04029, 2.50220, 1.18784, 3.06227, 3.19524, 0.00000, 3.05099, 3.00828, 2.70125, 2.55700, 22.62310
24-07-30, T09:52:47.260800Z, 0xCCCC, 0264, 1.22249, 0.61568, 24.12000, 24.60000, 24.25000, 24.25000, 1.33612, 0.04513, 2.50220, 1.18381, 3.03971, 3.19443, 0.00000, 3.05099, 3.00747, 2.70125, 2.55941, 22.80220
24-07-30, T09:52:47.360800Z, 0xCCCC, 0265, 1.22249, 0.61568, 24.12000, 24.60000, 24.25000, 24.25000, 1.33612, 0.03949, 2.50300, 1.18059, 3.03487, 3.20652, 0.00000, 3.05099, 3.00828, 2.70044, 2.55780, 22.62310
24-07-30, T09:52:47.460800Z, 0xCCCC, 0266, 1.22249, 0.61568, 24.12000, 24.60000, 24.25000, 24.25000, 1.33692, 0.04432, 2.50220, 1.17736, 3.01311, 3.20733, 0.00081, 3.05099, 3.00828, 2.70125, 2.55941, 22.62310
24-07-30, T09:52:47.560800Z, 0xCCCC, 0267, 1.22168, 0.61568, 24.12000, 24.60000, 24.25000, 24.25000, 1.33692, 0.03788, 2.50220, 1.19751, 3.00667, 3.19604, 0.00000, 3.04938, 3.00747, 2.70044, 2.56103, 22.62310
24-07-30, T09:52:47.660800Z, 0xCCCC, 0268, 1.22249, 0.61568, 24.12000, 24.60000, 24.25000, 24.25000, 1.33692, 0.03465, 2.50220, 1.19429, 3.08806, 3.19443, 0.00000, 3.05179, 3.00747, 2.69963, 2.55458, 22.62310
24-07-30, T09:52:47.760800Z, 0xCCCC, 0269, 1.22168, 0.61407, 24.12000, 24.60000, 24.25000, 24.25000, 1.33612, 0.04190, 2.50220, 1.18945, 3.05502, 3.20813, 0.00000, 3.05018, 3.00747, 2.70044, 2.56103, 22.80220
24-07-30, T09:52:47.860800Z, 0xCCCC, 0270, 1.22249, 0.61487, 24.12000, 24.60000, 24.25000, 24.25000, 1.33692, 0.04029, 2.50220, 1.18542, 3.04857, 3.20813, 0.00000, 3.05099, 3.00828, 2.70044, 2.55780, 22.62310
24-07-30, T09:52:47.960800Z, 0xCCCC, 0271, 1.22168, 0.61487, 24.12000, 24.60000, 24.25000, 24.25000, 1.33612, 0.04755, 2.50300, 1.18059, 3.02440, 3.19766, 0.00000, 3.04535, 3.00828, 2.70044, 2.56103, 22.62310
24-07-30, T09:52:48.060800Z, 0xCCCC, 0272, 1.22249, 0.61568, 24.12000, 24.60000, 24.25000, 24.25000, 1.33692, 0.03707, 2.50220, 1.17495, 3.01714, 3.21136, 0.00000, 3.05099, 3.00828, 2.69963, 2.56022, 22.80220
24-07-30, T09:52:48.160800Z, 0xCCCC, 0273, 1.22249, 0.61568, 24.12000, 24.60000, 24.25000, 24.25000, 1.33692, 0.03546, 2.50220, 1.19509, 3.07516, 3.20974, 0.00000, 3.04938, 3.00828, 2.70125, 2.55700, 22.80220
24-07-30, T09:52:48.260800Z, 0xCCCC, 0274, 1.22168, 0.61568, 24.12000, 24.60000, 24.25000, 24.25000, 1.33692, 0.03868, 2.50139, 1.18945, 3.06711, 3.19604, 0.00000, 3.05179, 3.00747, 2.69963, 2.55700, 22.80220
24-07-30, T09:52:48.360800Z, 0xCCCC, 0275, 1.22249, 0.61487, 24.12000, 24.60000, 24.25000, 24.25000, 1.33612, 0.04352, 2.50220, 1.18300, 3.04132, 3.19443, 0.00000, 3.05018, 3.00828, 2.70125, 2.55941, 22.80220
