sync, unix, uptime, seq, vsense, vrefint, busvmon, busimon, 2v5mon, 3v3mon, 5vmon, n3v3mon, n5vmon, 15vmon, 5vrefmon, n200vmon, n800vmon, temp1, temp2, temp3, temp4, tmp1
0xDDDD,  946684849, 20889127, 0209, 31.46520, 1.22330, 1.33531, 0.06850, 2.50220, 1.18623, 3.06147, 3.20088, 0.00000, 3.04777, 3.00908, 2.70125, 2.56264, 27.37500, 27.31250, 27.62500, 27.62500, 27.10012
0xDDDD,  946684849, 20989120, 0210, 31.86813, 1.22249, 1.33451, 0.06689, 2.50300, 1.17736, 3.08403, 3.21861, 0.00000, 3.05018, 3.00828, 2.70125, 2.55941, 27.37500, 27.31250, 27.62500, 27.62500, 27.10012
0xDDDD,  946684850, 21089126, 0211, 31.86813, 1.22249, 1.33531, 0.06366, 2.50300, 1.18784, 3.01956, 3.21780, 0.00000, 3.04857, 3.00908, 2.70205, 2.56344, 27.37500, 27.31250, 27.62500, 27.62500, 27.10012
0xDDDD,  946684850, 21189196, 0212, 31.46520, 1.22249, 1.33531, 0.07495, 2.50220, 1.17495, 3.04132, 3.21700, 0.00000, 3.05341, 3.00828, 2.70125, 2.59890, 27.37500, 27.31250, 27.62500, 27.62500, 27.10012
0xDDDD,  946684850, 21289121, 0213, 31.46520, 1.22249, 1.33531, 0.06930, 2.50300, 1.18623, 3.06147, 3.21458, 0.00000, 3.05099, 3.00908, 2.70286, 2.60051, 27.37500, 27.31250, 27.62500, 27.62500, 26.74197
0xDDDD,  946684850, 21389101, 0214, 31.46520, 1.22330, 1.33531, 0.07495, 2.50300, 1.17656, 3.05502, 3.21377, 0.00000, 3.05099, 3.00908, 2.70125, 2.56264, 27.37500, 27.31250, 27.62500, 27.62500, 27.10012
0xDDDD,  946684850, 21489137, 0215, 31.86813, 1.22249, 1.33451, 0.06608, 2.50300, 1.19106, 3.07275, 3.20410, 0.00000, 3.05018, 3.00908, 2.70125, 2.56425, 27.31250, 27.31250, 27.62500, 27.62500, 27.10012
0xDDDD,  946684850, 21589120, 0216, 31.46520, 1.22249, 1.33531, 0.07817, 2.50300, 1.18220, 3.01150, 3.20410, 0.00000, 3.05018, 3.00828, 2.70205, 2.55780, 27.31250, 27.31250, 27.62500, 27.62500, 27.10012
0xDDDD,  946684850, 21689183, 0217, 31.86813, 1.22249, 1.33451, 0.07575, 2.50220, 1.17092, 3.03165, 3.20249, 0.00000, 3.05018, 3.00908, 2.70044, 2.56022, 27.37500, 27.31250, 27.62500, 27.62500, 27.10012
0xDDDD,  946684850, 21789132, 0218, 31.86813, 1.22249, 1.33451, 0.06447, 2.50300, 1.18623, 3.05421, 3.20088, 0.00081, 3.05018, 3.00828, 2.70125, 2.62388, 27.37500, 27.31250, 27.62500, 27.62500, 27.10012
0xDDDD,  946684850, 21889109, 0219, 31.86813, 1.22249, 1.33531, 0.06447, 2.50300, 1.17495, 3.07436, 3.21941, 0.00000, 3.04938, 3.00828, 2.70044, 2.58681, 27.37500, 27.31250, 27.62500, 27.62500, 27.10012
0xDDDD,  946684850, 21989115, 0220, 31.46520, 1.22330, 1.33531, 0.06286, 2.50220, 1.18703, 3.06872, 3.21861, 0.00000, 3.05099, 3.00828, 2.70125, 2.56022, 27.37500, 27.31250, 27.62500, 27.62500, 27.10012
0xDDDD,  946684851, 22089135, 0221, 31.86813, 1.22249, 1.33451, 0.07495, 2.50300, 1.17736, 3.00747, 3.20974, 0.00081, 3.05260, 3.00908, 2.70044, 2.56264, 27.37500, 27.37500, 27.62500, 27.62500, 27.10012
0xDDDD,  946684851, 22189185, 0222, 31.46520, 1.22249, 1.33531, 0.08139, 2.50300, 1.19106, 3.02601, 3.20974, 0.00000, 3.05018, 3.00908, 2.70125, 2.56022, 27.37500, 27.37500, 27.62500, 27.62500, 27.10012
