date, time, sync, seq, vsense, vrefint, temp1, temp2, temp3, temp4, busvmon, busimon, 2v5mon, 3v3mon, 5vmon, n3v3mon, n5vmon, 15vmon, 5vrefmon, n200vmon, n800vmon
24-07-05, T13:17:15.007913Z, 0xCCCC, 0000, 1.22652, 0.63341, 25.75000, 25.68000, 26.12000, 26.62000, 0.00000, 0.00645, 0.00322, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00081
24-07-05, T13:17:15.107911Z, 0xCCCC, 0001, 1.22652, 0.63260, 25.75000, 25.68000, 26.12000, 26.62000, 0.00000, 0.00645, 0.00242, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00161
24-07-05, T13:17:15.207911Z, 0xCCCC, 0002, 1.22652, 0.63341, 25.75000, 25.68000, 26.12000, 26.62000, 0.00000, 0.00564, 0.00242, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00081
24-07-05, T13:17:15.307911Z, 0xCCCC, 0003, 1.22652, 0.63341, 25.75000, 25.68000, 26.12000, 26.62000, 0.00000, 0.00645, 0.00322, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00161
24-07-05, T13:17:15.407911Z, 0xCCCC, 0004, 1.22652, 0.63421, 25.75000, 25.68000, 26.12000, 26.62000, 0.00000, 0.00725, 0.00242, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00081
24-07-05, T13:17:15.507911Z, 0xCCCC, 0005, 1.22652, 0.63421, 25.75000, 25.68000, 26.12000, 26.62000, 0.00000, 0.00645, 0.00322, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00081, 0.00081
24-07-05, T13:17:15.607911Z, 0xCCCC, 0006, 1.22571, 0.63341, 25.75000, 25.68000, 26.12000, 26.62000, 0.00000, 0.00645, 0.00322, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00161
24-07-05, T13:17:16.707911Z, 0xCCCC, 0007, 1.22652, 0.63421, 25.75000, 25.68000, 26.12000, 26.62000, 0.00000, 0.00564, 0.00322, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00081
24-07-05, T13:17:16.807911Z, 0xCCCC, 0008, 1.22652, 0.63421, 25.75000, 25.68000, 26.12000, 26.62000, 0.00000, 0.00645, 0.00242, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00081
24-07-05, T13:17:16.907911Z, 0xCCCC, 0009, 1.22571, 0.63341, 25.75000, 25.68000, 26.12000, 26.62000, 0.00000, 0.00645, 0.00242, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00081
24-07-05, T13:17:16.007911Z, 0xCCCC, 0010, 1.22652, 0.63421, 25.75000, 25.68000, 26.12000, 26.62000, 0.00000, 0.00645, 0.00322, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00161
24-07-05, T13:17:16.059335Z, 0xCCCC, 0011, 1.22652, 0.63421, 25.75000, 25.68000, 26.12000, 26.62000, 0.00000, 0.00645, 0.00322, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00081
24-07-05, T13:17:16.159335Z, 0xCCCC, 0012, 1.22571, 0.63421, 25.75000, 25.68000, 26.12000, 26.62000, 0.00000, 0.00806, 0.00322, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00161
24-07-05, T13:17:16.259335Z, 0xCCCC, 0013, 1.22652, 0.63421, 25.75000, 25.68000, 26.12000, 26.62000, 0.00000, 0.00725, 0.00322, 0.00000, 0.00000, 0.00000, 0.00081, 0.00000, 0.00000, 0.00000, 0.00081
24-07-05, T13:17:16.359335Z, 0xCCCC, 0014, 1.22571, 0.63341, 25.75000, 25.68000, 26.12000, 26.62000, 0.00000, 0.00645, 0.00242, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00161
24-07-05, T13:17:16.459335Z, 0xCCCC, 0015, 1.22652, 0.63260, 25.75000, 25.68000, 26.12000, 26.62000, 0.00000, 0.00645, 0.00322, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00081
