date, time, uptime, sync, seq, vsense, vrefint, temp1, temp2, temp3, temp4, busvmon, busimon, 2v5mon, 3v3mon, 5vmon, n3v3mon, n5vmon, 15vmon, 5vrefmon, n200vmon, n800vmon, tmp1
00-01-01, 00:00:26.851700, 000000, 0xDDDD, 0000, 3.30000, 2.70044, 23.37000, 23.60000, 23.43000, 23.25000, 0.76154, 0.10637, 2.49897, 3.30000, 3.01634, 3.21377, 3.26212, 0.95978, 2.26608, 2.80842, 1.88974, 24.23483
00-01-01, 00:00:26.864200, 011573, 0xDDDD, 0001, 3.30000, 2.71092, 23.43000, 23.60000, 23.43000, 23.25000, 0.65839, 0.07817, 2.50059, 3.30000, 3.01956, 3.20088, 3.30000, 0.81150, 1.55531, 2.94864, 2.51187, 24.77207
00-01-01, 00:00:26.964200, 111556, 0xDDDD, 0002, 3.30000, 1.98967, 23.43000, 23.60000, 24.25000, 23.25000, 1.33451, 0.02015, 2.49817, 3.30000, 3.01634, 3.20410, 3.27824, 3.02359, 3.00264, 3.20491, 2.55538, 26.20473
00-01-01, 00:00:27.064200, 211564, 0xDDDD, 0003, 3.30000, 2.70689, 23.43000, 23.60000, 24.25000, 23.25000, 1.33370, 0.05963, 2.49897, 3.30000, 3.01714, 3.20813, 3.24440, 3.01956, 3.00344, 3.20491, 2.61421, 26.74197
00-01-01, 00:00:27.164200, 311581, 0xDDDD, 0004, 3.30000, 2.58842, 23.56000, 23.12000, 24.31000, 23.25000, 1.33370, 0.07092, 2.49978, 3.30000, 3.01714, 3.22022, 3.29275, 3.02278, 3.00344, 3.20571, 2.61663, 27.27920
00-01-01, 00:00:27.264200, 411575, 0xDDDD, 0005, 3.30000, 2.71656, 23.56000, 23.12000, 24.31000, 23.25000, 1.33209, 0.04996, 2.49978, 3.30000, 3.01875, 3.21377, 3.28872, 3.02198, 3.00344, 3.20652, 2.61824, 27.63736
00-01-01, 00:00:27.364200, 511566, 0xDDDD, 0006, 3.30000, 2.38857, 23.43000, 23.12000, 24.31000, 23.25000, 1.33451, 0.04190, 2.49978, 3.30000, 3.01956, 3.20894, 3.25890, 3.02278, 3.00344, 3.20571, 2.62147, 28.53275
00-01-01, 00:00:27.464200, 611564, 0xDDDD, 0007, 3.30000, 1.88813, 23.43000, 23.60000, 23.93000, 23.25000, 1.33370, 0.04271, 2.50059, 3.30000, 3.01875, 3.22747, 3.29919, 3.02278, 3.00264, 3.20813, 2.65128, 28.35368
00-01-01, 00:00:27.564200, 711575, 0xDDDD, 0008, 3.30000, 2.57634, 23.43000, 23.60000, 23.93000, 23.25000, 1.33289, 0.05963, 2.50059, 3.30000, 3.01875, 3.22264, 3.27744, 3.02440, 3.00425, 3.20652, 2.67707, 28.53275
00-01-01, 00:00:27.664200, 811569, 0xDDDD, 0009, 3.30000, 2.03238, 23.50000, 23.60000, 24.00000, 23.25000, 1.33289, 0.05641, 2.50059, 3.30000, 3.01875, 3.21780, 3.27663, 3.01714, 3.00586, 3.20652, 2.62227, 28.89091
