sync, unix, uptime, seq, vsense, vrefint, busvmon, busimon, 2v5mon, 3v3mon, 5vmon, n3v3mon, n5vmon, 15vmon, 5vrefmon, n200vmon, n800vmon, temp1, temp2, temp3, temp4, tmp1
0xDDDD, 1729255371, 000000, 0000, 28.64468, 1.22088, 1.17253, 0.13700, 2.49656, 1.18300, 3.04938, 3.18960, 0.00000, 3.04857, 3.00425, 2.69722, 2.56505, 25.25000, 25.12500, 25.37500, 25.18750, 14.38542
0xDDDD, 1729255371, 004253, 0001, 28.64468, 1.22088, 1.33209, 0.02821, 2.49656, 1.18864, 3.00747, 3.19524, 0.00000, 3.04696, 3.00505, 2.69802, 2.55780, 25.25000, 25.12500, 25.37500, 25.18750, 14.20634
0xDDDD, 1729255371, 104259, 0002, 28.64468, 1.22088, 1.33370, 0.07817, 2.49736, 1.18139, 3.06308, 3.18799, 0.00000, 3.04374, 3.00505, 2.69722, 2.54491, 25.25000, 25.06250, 25.62500, 25.18750, 15.28081
0xDDDD, 1729255371, 204270, 0003, 28.64468, 1.22088, 1.33370, 0.07495, 2.49736, 1.17495, 3.04293, 3.19121, 0.00000, 3.04857, 3.00505, 2.69722, 2.55941, 25.25000, 25.06250, 25.62500, 25.18750, 15.81808
0xDDDD, 1729255371, 304269, 0004, 28.64468, 1.22088, 1.33370, 0.06205, 2.49817, 1.18381, 3.00989, 3.19443, 0.00000, 3.04857, 3.00505, 2.69883, 2.55861, 25.25000, 25.12500, 25.62500, 25.18750, 16.17624
0xDDDD, 1729255371, 404259, 0005, 28.64468, 1.22168, 1.33451, 0.06447, 2.49736, 1.17817, 3.06952, 3.19121, 0.00000, 3.04938, 3.00586, 2.69883, 2.55619, 25.25000, 25.12500, 25.50000, 25.18750, 16.89255
0xDDDD, 1729255371, 504273, 0006, 29.04761, 1.22168, 1.33370, 0.07172, 2.49978, 1.19670, 3.04777, 3.19766, 0.00000, 3.05018, 3.00586, 2.69883, 2.55861, 25.25000, 25.12500, 25.50000, 25.18750, 17.25071
0xDDDD, 1729255371, 604242, 0007, 28.64468, 1.22168, 1.33451, 0.06205, 2.49978, 1.18945, 3.03084, 3.20249, 0.00000, 3.04938, 3.00667, 2.69963, 2.56103, 25.25000, 25.12500, 25.50000, 25.18750, 17.60886
0xDDDD, 1729255371, 704235, 0008, 29.04761, 1.22168, 1.33370, 0.07817, 2.49978, 1.18139, 3.01392, 3.18557, 0.00000, 3.04938, 3.00586, 2.69963, 2.54007, 25.25000, 25.12500, 25.50000, 25.18750, 17.78794
0xDDDD, 1729255371, 804256, 0009, 29.04761, 1.22168, 1.33451, 0.06608, 2.49978, 1.17495, 3.07436, 3.19363, 0.00000, 3.04938, 3.00667, 2.69963, 2.62147, 25.31250, 25.12500, 25.50000, 25.18750, 18.14610
0xDDDD, 1729255371, 904261, 0010, 28.64468, 1.22168, 1.33531, 0.07172, 2.49978, 1.19106, 3.04293, 3.20168, 0.00000, 3.04696, 3.00667, 2.69963, 2.55941, 25.31250, 25.12500, 25.50000, 25.18750, 18.32518
0xDDDD, 1729255372, 1004268, 0011, 29.45053, 1.22168, 1.33451, 0.05722, 2.50059, 1.18139, 3.02520, 3.20168, 0.00000, 3.05018, 3.00667, 2.69963, 2.55941, 25.31250, 25.12500, 25.50000, 25.18750, 18.50426
0xDDDD, 1729255372, 1104280, 0012, 29.04761, 1.22249, 1.33289, 0.08462, 2.50059, 1.19751, 3.00989, 3.20733, 0.00000, 3.05179, 3.00667, 2.70044, 2.55538, 25.31250, 25.12500, 25.50000, 25.18750, 18.86242
0xDDDD, 1729255372, 1204259, 0013, 29.04761, 1.22249, 1.34418, 0.07575, 2.50139, 1.17817, 3.07597, 3.19282, 0.00000, 3.05018, 3.00747, 2.70044, 2.55700, 25.31250, 25.12500, 25.50000, 25.18750, 18.86242
0xDDDD, 1729255372, 1304233, 0014, 29.45053, 1.22168, 1.33451, 0.07897, 2.50059, 1.19267, 3.06147, 3.20007, 0.00000, 3.05179, 3.00667, 2.69883, 2.52154, 25.31250, 25.12500, 25.50000, 25.18750, 19.04150
