unix, uptime, sync, seq, vsense, vrefint, temp1, temp2, temp3, temp4, busvmon, busimon, 2v5mon, 3v3mon, 5vmon, n3v3mon, n5vmon, 15vmon, 5vrefmon, n200vmon, n800vmon, tmp1
-1, 10851293, 0xDDDD, 0000, 1.22249, 0.61165, 22.25000, 22.25000, 22.50000, 22.43000, 0.00000, 0.00645, 0.00161, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00081, 447.22223
-1, 10899803, 0xDDDD, 0001, 1.22249, 0.61165, 22.25000, 22.18000, 22.50000, 22.43000, 0.00000, 0.00564, 0.00161, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00081, 447.22223
-1, 10999778, 0xDDDD, 0002, 1.22249, 0.61165, 22.31000, 22.18000, 22.50000, 22.43000, 0.00000, 0.00645, 0.00161, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00081, 447.22223
-1, 11099789, 0xDDDD, 0003, 1.22168, 0.61084, 22.31000, 22.18000, 22.43000, 22.43000, 0.00000, 0.00645, 0.00161, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00081, 447.22223
-1, 11199806, 0xDDDD, 0004, 1.22249, 0.61245, 22.31000, 22.18000, 22.43000, 22.43000, 0.00000, 0.00645, 0.00161, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00081, 447.22223
-1, 11299797, 0xDDDD, 0005, 1.22168, 0.61245, 22.31000, 22.18000, 22.43000, 22.50000, 0.00000, 0.00645, 0.00161, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00484, 447.22223
-1, 11399778, 0xDDDD, 0006, 1.22249, 0.61165, 22.31000, 22.25000, 22.50000, 22.50000, 0.00000, 0.00564, 0.00161, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00564, 447.22223
-1, 11499797, 0xDDDD, 0007, 1.22168, 0.61245, 22.31000, 22.25000, 22.50000, 22.43000, 0.00000, 0.00645, 0.00161, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00161, 447.22223
-1, 11599804, 0xDDDD, 0008, 1.22249, 0.61165, 22.31000, 22.25000, 22.43000, 22.43000, 0.00000, 0.00564, 0.00161, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00081, 447.22223
-1, 11699793, 0xDDDD, 0009, 1.22168, 0.61165, 22.31000, 22.25000, 22.43000, 22.50000, 0.00000, 0.00645, 0.00161, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00081, 447.22223
-1, 11799781, 0xDDDD, 0010, 1.22249, 0.61165, 22.31000, 22.25000, 22.50000, 22.50000, 0.00000, 0.00645, 0.00161, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00161, 447.22223
-1, 11899778, 0xDDDD, 0011, 1.22249, 0.61245, 22.31000, 22.25000, 22.50000, 22.50000, 0.00000, 0.00564, 0.00161, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 447.22223
-1, 11999793, 0xDDDD, 0012, 1.22168, 0.61245, 22.31000, 22.25000, 22.50000, 22.50000, 0.00000, 0.00645, 0.00161, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00081, 447.22223
-1, 12099770, 0xDDDD, 0013, 1.22249, 0.61245, 22.31000, 22.25000, 22.50000, 22.50000, 0.00000, 0.00645, 0.00161, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00081, 0.00161, 447.22223
