date, time, sync, seq, vsense, vrefint, temp1, temp2, temp3, temp4, busvmon, busimon, 2v5mon, 3v3mon, 5vmon, n3v3mon, n5vmon, 15vmon, 5vrefmon, n200vmon, n800vmon, tmp1
24-07-29, T15:46:26.154700Z, 0xCCCC, 0000, 1.22168, 0.61729, 25.68000, 25.43000, 25.81000, 26.00000, 0.03304, 0.00645, 0.00806, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00242, 447.22223
24-07-29, T15:46:36.154100Z, 0xCCCC, 0001, 1.22168, 0.61729, 25.68000, 25.43000, 25.81000, 26.00000, 1.33612, 0.03626, 2.50139, 1.19751, 3.05985, 3.19201, 0.00000, 3.05099, 3.00747, 2.70125, 2.56022, 24.23483
24-07-29, T15:46:46.154100Z, 0xCCCC, 0002, 1.22249, 0.61810, 25.68000, 25.43000, 25.81000, 26.00000, 1.33692, 0.03465, 2.50139, 1.17656, 3.06549, 3.20974, 0.00000, 3.05018, 3.00828, 2.70044, 2.56103, 25.30931
24-07-29, T15:46:56.154100Z, 0xCCCC, 0003, 1.22168, 0.61810, 25.68000, 25.43000, 25.81000, 26.00000, 1.33692, 0.03949, 2.50220, 1.19267, 3.01070, 3.19443, 0.00000, 3.05099, 3.00828, 2.70125, 2.55941, 26.02562
24-07-29, T15:47:06.154100Z, 0xCCCC, 0004, 1.22168, 0.61810, 25.68000, 25.43000, 25.81000, 26.00000, 1.33692, 0.04029, 2.50139, 1.19509, 3.04615, 3.20330, 0.00000, 3.05099, 3.00747, 2.69963, 2.55941, 26.56289
24-07-29, T15:47:16.154100Z, 0xCCCC, 0005, 1.22168, 0.61810, 25.68000, 25.43000, 25.81000, 26.00000, 1.33612, 0.03788, 2.50139, 1.18139, 3.00183, 3.19766, 0.00000, 3.05099, 3.00747, 2.70044, 2.55700, 26.74197
24-07-29, T15:47:26.154100Z, 0xCCCC, 0006, 1.22168, 0.61890, 25.68000, 25.43000, 25.81000, 26.00000, 1.33692, 0.03626, 2.50139, 1.19509, 3.05502, 3.20652, 0.00000, 3.05018, 3.00747, 2.70044, 2.55780, 26.92105
24-07-29, T15:47:36.154100Z, 0xCCCC, 0007, 1.22249, 0.61810, 25.68000, 25.43000, 25.81000, 26.00000, 1.33692, 0.04029, 2.50139, 1.20718, 3.03084, 3.20330, 0.00000, 3.05179, 3.00828, 2.70125, 2.55861, 27.10012
24-07-29, T15:47:46.154100Z, 0xCCCC, 0008, 1.22168, 0.61810, 25.68000, 25.43000, 25.81000, 26.00000, 1.33612, 0.04190, 2.50139, 1.18059, 3.03487, 3.20330, 0.00000, 3.05018, 3.00747, 2.70125, 2.55861, 27.10012
24-07-29, T15:47:56.154100Z, 0xCCCC, 0009, 1.22168, 0.61890, 25.68000, 25.43000, 25.81000, 26.00000, 1.33612, 0.04352, 2.50139, 1.18059, 3.01150, 3.20007, 0.00000, 3.05179, 3.00747, 2.70044, 2.56022, 27.45828
24-07-29, T15:48:06.154100Z, 0xCCCC, 0010, 1.22168, 0.61810, 25.68000, 25.43000, 25.81000, 26.00000, 1.33692, 0.03707, 2.50139, 1.17817, 3.03245, 3.20974, 0.00000, 3.04696, 3.00747, 2.70044, 2.55941, 27.63736
24-07-29, T15:48:16.154100Z, 0xCCCC, 0011, 1.22249, 0.61890, 25.68000, 25.43000, 25.81000, 26.00000, 1.33612, 0.03949, 2.50139, 1.19429, 3.08403, 3.19040, 0.00000, 3.04777, 3.00747, 2.69963, 2.55941, 27.81644
24-07-29, T15:48:26.154100Z, 0xCCCC, 0012, 1.22168, 0.61890, 25.68000, 25.43000, 25.81000, 26.00000, 1.33692, 0.04352, 2.50139, 1.19751, 3.02440, 3.20491, 0.00000, 3.04938, 3.00828, 2.70044, 2.55700, 27.81644
24-07-29, T15:48:36.154100Z, 0xCCCC, 0013, 1.22249, 0.61890, 25.68000, 25.43000, 25.81000, 26.00000, 1.33692, 0.04190, 2.50059, 1.19590, 3.03568, 3.19604, 0.00000, 3.05099, 3.00747, 2.70044, 2.55861, 27.81644
24-07-29, T15:48:46.154100Z, 0xCCCC, 0014, 1.22168, 0.61890, 25.68000, 25.43000, 25.81000, 26.00000, 1.33612, 0.04513, 2.50139, 1.18462, 3.04051, 3.20249, 0.00000, 3.05099, 3.00747, 2.70125, 2.55458, 28.17460
24-07-29, T15:48:56.154100Z, 0xCCCC, 0015, 1.22168, 0.61810, 25.68000, 25.43000, 25.81000, 26.00000, 1.33612, 0.04029, 2.50139, 1.18462, 3.03165, 3.19121, 0.00000, 3.05018, 3.00747, 2.69963, 2.55700, 28.35368
24-07-29, T15:49:06.154100Z, 0xCCCC, 0016, 1.22249, 0.61890, 25.68000, 25.43000, 25.81000, 26.00000, 1.33692, 0.03707, 2.50139, 1.17495, 3.05099, 3.20894, 0.00000, 3.05018, 3.00828, 2.70205, 2.56022, 27.99552
24-07-29, T15:49:16.154100Z, 0xCCCC, 0017, 1.22168, 0.61971, 25.68000, 25.43000, 25.81000, 26.00000, 1.33612, 0.04190, 2.50139, 1.18784, 3.02037, 3.20571, 0.00000, 3.04938, 3.00747, 2.70125, 2.55941, 28.35368
24-07-29, T15:49:26.154100Z, 0xCCCC, 0018, 1.22168, 0.61971, 25.68000, 25.43000, 25.81000, 26.00000, 1.33612, 0.03949, 2.50139, 1.18381, 3.06469, 3.19524, 0.00000, 3.04938, 3.00747, 2.70125, 2.55941, 28.35368
24-07-29, T15:49:36.154100Z, 0xCCCC, 0019, 1.22168, 0.61890, 25.68000, 25.43000, 25.81000, 26.00000, 1.33612, 0.03626, 2.50139, 1.17897, 3.08725, 3.19201, 0.00000, 3.05018, 3.00747, 2.70205, 2.55780, 28.53275
