sync, unix, uptime, seq, vsense, vrefint, busvmon, busimon, 2v5mon, 3v3mon, 5vmon, n3v3mon, n5vmon, 15vmon, 5vrefmon, n200vmon, n800vmon, temp1, temp2, temp3, temp4, tmp1
0xDDDD,  946684839, 36622078, 0367, 30.25642, 1.22249, 1.33531, 0.07978, 2.50220, 1.17253, 3.05421, 3.20894, 0.00000, 3.05179, 3.00828, 2.70044, 2.55780, 26.50000, 26.18750, 26.75000, 26.31250, 25.48839
0xDDDD,  946684839, 36721967, 0368, 29.45053, 1.22249, 1.33612, 0.06366, 2.50300, 1.17575, 3.00989, 3.20571, 0.00000, 3.04857, 3.00828, 2.70125, 2.56344, 26.50000, 26.12500, 26.75000, 26.31250, 25.66747
0xDDDD,  946684840, 36922084, 0370, 29.85349, 1.22249, 1.33531, 0.06366, 2.50220, 1.17817, 3.00747, 3.21941, 0.00000, 3.05018, 3.00747, 2.69963, 2.47802, 26.50000, 26.12500, 26.75000, 26.31250, 25.48839
0xDDDD,  946684840, 37121965, 0372, 30.25642, 1.22249, 1.33451, 0.06930, 2.50220, 1.18462, 3.06630, 3.21216, 0.00000, 3.04857, 3.00828, 2.69963, 2.56183, 26.56250, 26.12500, 26.75000, 26.25000, 25.66747
0xDDDD,  946684840, 37222100, 0373, 29.85349, 1.22249, 1.33451, 0.07011, 2.50220, 1.18462, 3.02037, 3.20088, 0.00000, 3.05260, 3.00828, 2.70044, 2.56183, 26.56250, 26.12500, 26.75000, 26.25000, 26.20473
0xDDDD,  946684840, 37522093, 0376, 30.25642, 1.22249, 1.33531, 0.07092, 2.50220, 1.19509, 3.05421, 3.21055, 0.00000, 3.05018, 3.00828, 2.70044, 2.58842, 26.50000, 26.12500, 26.68750, 26.25000, 25.66747
0xDDDD,  946684840, 37621965, 0377, 29.85349, 1.22249, 1.33531, 0.07092, 2.50139, 1.17253, 3.01070, 3.20813, 0.00000, 3.04938, 3.00747, 2.70044, 2.53604, 26.50000, 26.12500, 26.68750, 26.31250, 25.66747
0xDDDD,  946684840, 37822068, 0379, 29.85349, 1.22249, 1.33451, 0.08059, 2.50300, 1.17414, 3.06066, 3.20007, 0.00000, 3.04212, 3.00828, 2.70044, 2.56022, 26.50000, 26.12500, 26.81250, 26.31250, 25.48839
0xDDDD,  946684841, 37921978, 0380, 29.85349, 1.22249, 1.33451, 0.06689, 2.50220, 1.17817, 3.00908, 3.20894, 0.00000, 3.05179, 3.00747, 2.69963, 2.56103, 26.56250, 26.12500, 26.81250, 26.31250, 25.48839
0xDDDD,  946684841, 38122075, 0382, 30.25642, 1.22249, 1.33451, 0.07253, 2.50220, 1.17817, 3.08161, 3.20088, 0.00000, 3.04938, 3.00828, 2.70205, 2.57070, 26.56250, 26.12500, 26.75000, 26.31250, 25.48839
0xDDDD,  946684841, 38221972, 0383, 30.25642, 1.22249, 1.33370, 0.06205, 2.50220, 1.18220, 3.03245, 3.21780, 0.00000, 3.04938, 3.00828, 2.70044, 2.55700, 26.56250, 26.12500, 26.75000, 26.31250, 25.66747
0xDDDD,  946684841, 38422067, 0385, 30.25642, 1.22249, 1.33531, 0.05722, 2.50220, 1.18703, 3.07758, 3.21055, 0.00000, 3.04938, 3.00828, 2.70044, 2.55861, 26.56250, 26.12500, 26.75000, 26.31250, 25.66747
0xDDDD,  946684841, 38621976, 0387, 29.85349, 1.22249, 1.33531, 0.07092, 2.50220, 1.19106, 3.06711, 3.21700, 0.00000, 3.05018, 3.00828, 2.69963, 2.55941, 26.50000, 26.18750, 26.75000, 26.31250, 25.66747
0xDDDD,  946684841, 38722091, 0388, 30.25642, 1.22249, 1.33451, 0.07575, 2.50220, 1.19106, 3.01875, 3.21377, 0.00000, 3.04938, 3.00747, 2.70044, 2.56183, 26.50000, 26.18750, 26.81250, 26.31250, 25.66747
0xDDDD,  946684842, 39022084, 0391, 29.85349, 1.22249, 1.33451, 0.07253, 2.50220, 1.17172, 3.01553, 3.20249, 0.00000, 3.05260, 3.00828, 2.70044, 2.56264, 26.56250, 26.18750, 26.75000, 26.31250, 25.66747
0xDDDD,  946684842, 39121954, 0392, 29.85349, 1.22249, 1.33612, 0.07414, 2.50139, 1.17333, 3.05260, 3.21861, 0.00000, 3.05018, 3.00828, 2.70044, 2.55941, 26.56250, 26.12500, 26.75000, 26.31250, 25.13023
0xDDDD,  946684842, 39322076, 0394, 30.25642, 1.22168, 1.33531, 0.07253, 2.50139, 1.17736, 3.03810, 3.20410, 0.00000, 3.05018, 3.00828, 2.70125, 2.56183, 26.56250, 26.18750, 26.75000, 26.31250, 25.84654
0xDDDD,  946684842, 39421977, 0395, 29.85349, 1.22249, 1.33531, 0.06447, 2.50220, 1.18059, 3.06872, 3.22022, 0.00000, 3.04454, 3.00747, 2.70044, 2.59165, 26.56250, 26.18750, 26.81250, 26.31250, 25.66747
0xDDDD,  946684842, 39622085, 0397, 30.25642, 1.22249, 1.33531, 0.06286, 2.50220, 1.18542, 3.02681, 3.21055, 0.00000, 3.05018, 3.00828, 2.70044, 2.56183, 26.50000, 26.12500, 26.81250, 26.31250, 25.66747
0xDDDD,  946684842, 39721951, 0398, 30.25642, 1.22249, 1.33531, 0.07736, 2.50220, 1.18784, 3.06147, 3.20652, 0.00000, 3.04938, 3.00828, 2.70044, 2.55941, 26.50000, 26.12500, 26.81250, 26.31250, 25.66747
