sync, unix, uptime, seq, vsense, vrefint, busvmon, busimon, 2v5mon, 3v3mon, 5vmon, n3v3mon, n5vmon, 15vmon, 5vrefmon, n200vmon, n800vmon, temp1, temp2, temp3, temp4, tmp1
0xDDDD,  946684903, 96847086, 0969, 30.25642, 1.22249, 1.33531, 0.06366, 2.50220, 1.17978, 3.07194, 3.20974, 0.00000, 3.05179, 3.00828, 2.70044, 2.54733, 27.12500, 26.25000, 27.25000, 26.25000, 25.66747
0xDDDD,  946684903, 97147091, 0972, 30.25642, 1.22249, 1.33531, 0.05480, 2.50220, 1.18462, 3.01553, 3.20894, 0.00000, 3.04696, 3.00828, 2.70044, 2.56264, 27.06250, 26.25000, 27.25000, 26.31250, 25.48839
0xDDDD,  946684903, 97246947, 0973, 30.25642, 1.22249, 1.33289, 0.06850, 2.50220, 1.18139, 3.00747, 3.21136, 0.00000, 3.05260, 3.00908, 2.70125, 2.56022, 27.06250, 26.25000, 27.25000, 26.31250, 25.48839
0xDDDD,  946684903, 97447073, 0975, 30.25642, 1.22168, 1.33531, 0.06205, 2.50300, 1.17978, 3.07839, 3.21538, 0.00000, 3.05099, 3.00828, 2.70044, 2.56989, 27.06250, 26.25000, 27.25000, 26.31250, 25.48839
0xDDDD,  946684903, 97546954, 0976, 30.25642, 1.22249, 1.33531, 0.07736, 2.50220, 1.18220, 3.06872, 3.21619, 0.00000, 3.05099, 3.00828, 2.70044, 2.60696, 27.12500, 26.25000, 27.25000, 26.25000, 25.66747
0xDDDD,  946684904, 97747085, 0978, 29.85349, 1.22249, 1.33370, 0.07172, 2.50139, 1.18139, 3.02198, 3.21297, 0.00000, 3.05018, 3.00828, 2.70044, 2.56264, 27.06250, 26.31250, 27.25000, 26.25000, 25.66747
0xDDDD,  946684904, 97846953, 0979, 30.25642, 1.22249, 1.33370, 0.08300, 2.50220, 1.18300, 3.01231, 3.21700, 0.00000, 3.04535, 3.00828, 2.70044, 2.55941, 27.06250, 26.25000, 27.25000, 26.25000, 25.48839
0xDDDD,  946684904, 98047085, 0981, 30.25642, 1.22249, 1.33451, 0.07172, 2.50220, 1.18462, 3.07355, 3.21780, 0.00000, 3.05179, 3.00828, 2.70205, 2.62711, 27.06250, 26.25000, 27.25000, 26.31250, 25.48839
0xDDDD,  946684904, 98246953, 0983, 30.25642, 1.22249, 1.33531, 0.06527, 2.50220, 1.18784, 3.02037, 3.22103, 0.00081, 3.04938, 3.00828, 2.70044, 2.55861, 27.12500, 26.25000, 27.31250, 26.31250, 25.66747
0xDDDD,  946684904, 98347100, 0984, 30.25642, 1.22168, 1.33451, 0.06689, 2.50220, 1.18864, 3.00667, 3.21377, 0.00000, 3.05018, 3.00828, 2.69963, 2.56183, 27.12500, 26.25000, 27.31250, 26.25000, 25.66747
0xDDDD,  946684904, 98647081, 0987, 30.25642, 1.22249, 1.33531, 0.07011, 2.50220, 1.17333, 3.04615, 3.21861, 0.00000, 3.05018, 3.00828, 2.70125, 2.55055, 27.06250, 26.25000, 27.25000, 26.25000, 25.66747
0xDDDD,  946684905, 98746961, 0988, 30.25642, 1.22249, 1.33451, 0.06608, 2.50220, 1.17656, 3.03326, 3.21941, 0.00000, 3.05099, 3.00828, 2.70044, 2.55377, 27.12500, 26.25000, 27.31250, 26.31250, 25.66747
0xDDDD,  946684905, 98947096, 0990, 30.25642, 1.22249, 1.33531, 0.07978, 2.50300, 1.17736, 3.06630, 3.21619, 0.00000, 3.04857, 3.00828, 2.70125, 2.56022, 27.06250, 26.25000, 27.25000, 26.31250, 25.66747
0xDDDD,  946684905, 99046952, 0991, 30.25642, 1.22249, 1.33531, 0.06447, 2.50300, 1.17656, 3.05260, 3.21619, 0.00000, 3.05099, 3.00908, 2.70125, 2.56103, 27.06250, 26.25000, 27.25000, 26.31250, 25.66747
0xDDDD,  946684905, 99247080, 0993, 30.25642, 1.22249, 1.33451, 0.07011, 2.50220, 1.17736, 3.02923, 3.21780, 0.00000, 3.05179, 3.00908, 2.70044, 2.55861, 27.06250, 26.25000, 27.25000, 26.25000, 25.66747
0xDDDD,  946684905, 99346954, 0994, 29.85349, 1.22249, 1.33531, 0.06850, 2.50300, 1.18139, 3.01714, 3.21941, 0.00000, 3.05099, 3.00828, 2.70125, 2.58359, 27.06250, 26.25000, 27.25000, 26.25000, 25.48839
0xDDDD,  946684905, 99547072, 0996, 30.25642, 1.22249, 1.33451, 0.06930, 2.50139, 1.18462, 3.05341, 3.20088, 0.00000, 3.05099, 3.00828, 2.70205, 2.56264, 27.06250, 26.25000, 27.31250, 26.25000, 25.48839
0xDDDD,  946684906, 99746948, 0998, 30.25642, 1.22249, 1.33531, 0.07172, 2.50220, 1.19026, 3.02681, 3.21619, 0.00000, 3.05099, 3.00828, 2.70125, 2.56103, 27.06250, 26.25000, 27.25000, 26.25000, 25.66747
0xDDDD,  946684906, 99847065, 0999, 29.85349, 1.22249, 1.33451, 0.07575, 2.50220, 1.19106, 3.01150, 3.21780, 0.00000, 3.05099, 3.00828, 2.70044, 2.56425, 27.06250, 26.25000, 27.25000, 26.25000, 25.66747
0xDDDD,  946684906, 100147065, 1002, 30.25642, 1.22249, 1.33531, 0.07253, 2.50220, 1.17092, 3.03245, 3.20088, 0.00000, 3.05099, 3.00908, 2.70125, 2.56183, 27.06250, 26.25000, 27.25000, 26.31250, 25.66747
0xDDDD,  946684906, 100246973, 1003, 30.25642, 1.22249, 1.33451, 0.06447, 2.50300, 1.17172, 3.01634, 3.21538, 0.00000, 3.04777, 3.00908, 2.70205, 2.56264, 27.06250, 26.25000, 27.25000, 26.31250, 25.66747
0xDDDD,  946684906, 100447092, 1005, 30.25642, 1.22249, 1.33531, 0.07575, 2.50220, 1.17414, 3.07436, 3.21941, 0.00000, 3.05099, 3.00828, 2.70125, 2.56183, 27.12500, 26.25000, 27.25000, 26.31250, 25.66747
0xDDDD,  946684906, 100546950, 1006, 30.25642, 1.22168, 1.33531, 0.07172, 2.50220, 1.17575, 3.05905, 3.19927, 0.00000, 3.04938, 3.00828, 2.69963, 2.55297, 27.12500, 26.25000, 27.25000, 26.31250, 25.66747
0xDDDD,  946684907, 100747082, 1008, 30.25642, 1.22249, 1.33531, 0.06930, 2.50139, 1.17817, 3.00505, 3.20249, 0.00000, 3.05099, 3.00828, 2.70044, 2.56103, 27.12500, 26.25000, 27.25000, 26.25000, 25.66747
0xDDDD,  946684907, 100846955, 1009, 30.25642, 1.22249, 1.33531, 0.07897, 2.50220, 1.18139, 3.07275, 3.20168, 0.00000, 3.05179, 3.00828, 2.69963, 2.55941, 27.12500, 26.25000, 27.31250, 26.25000, 25.66747
0xDDDD,  946684907, 101047067, 1011, 29.85349, 1.22249, 1.33451, 0.07011, 2.50220, 1.17978, 3.04212, 3.21619, 0.00000, 3.04938, 3.00828, 2.70205, 2.56103, 27.12500, 26.25000, 27.31250, 26.25000, 25.66747
0xDDDD,  946684907, 101246961, 1013, 30.65935, 1.22249, 1.33531, 0.06447, 2.50220, 1.17817, 3.00989, 3.21780, 0.00000, 3.05179, 3.00828, 2.70044, 2.57311, 27.06250, 26.25000, 27.25000, 26.31250, 25.66747
0xDDDD,  946684907, 101347073, 1014, 30.25642, 1.22249, 1.33531, 0.06608, 2.50220, 1.17897, 3.05018, 3.21861, 0.00000, 3.05179, 3.00908, 2.70125, 2.56103, 27.12500, 26.25000, 27.31250, 26.31250, 25.66747
0xDDDD,  946684907, 101647084, 1017, 30.25642, 1.22249, 1.33370, 0.07656, 2.50220, 1.18220, 3.00264, 3.21297, 0.00000, 3.05179, 3.00828, 2.70044, 2.56264, 27.06250, 26.25000, 27.25000, 26.25000, 25.66747
0xDDDD,  946684908, 101746960, 1018, 30.25642, 1.22249, 1.33451, 0.07414, 2.50300, 1.18300, 3.06872, 3.21377, 0.00000, 3.04696, 3.00828, 2.70044, 2.56183, 27.06250, 26.25000, 27.25000, 26.25000, 25.48839
0xDDDD,  946684908, 101947082, 1020, 30.25642, 1.22249, 1.33451, 0.08139, 2.50220, 1.18623, 3.03245, 3.21538, 0.00000, 3.05018, 3.00828, 2.70125, 2.56022, 27.06250, 26.25000, 27.31250, 26.31250, 25.48839
0xDDDD,  946684908, 102046959, 1021, 29.85349, 1.22249, 1.33451, 0.06447, 2.50300, 1.18784, 3.07678, 3.21619, 0.00000, 3.05099, 3.00828, 2.70044, 2.55941, 27.06250, 26.25000, 27.31250, 26.31250, 25.66747
0xDDDD,  946684908, 102247081, 1023, 29.85349, 1.22249, 1.33531, 0.07172, 2.50220, 1.18542, 3.03568, 3.21216, 0.00000, 3.05179, 3.00828, 2.70044, 2.56022, 27.12500, 26.25000, 27.31250, 26.31250, 25.48839
0xDDDD,  946684908, 102346965, 1024, 30.25642, 1.22249, 1.33451, 0.07253, 2.50220, 1.18462, 3.01714, 3.21055, 0.00000, 3.04857, 3.00828, 2.70125, 2.56183, 27.12500, 26.25000, 27.31250, 26.31250, 25.66747
0xDDDD,  946684908, 102547061, 1026, 29.85349, 1.22249, 1.33531, 0.06608, 2.50381, 1.18300, 3.06952, 3.21055, 0.00000, 3.05179, 3.00828, 2.70044, 2.55619, 27.12500, 26.25000, 27.31250, 26.31250, 25.66747
0xDDDD,  946684909, 102746950, 1028, 30.25642, 1.22249, 1.33531, 0.06769, 2.50220, 1.17817, 3.01070, 3.21055, 0.00000, 3.05018, 3.00908, 2.70044, 2.56264, 27.12500, 26.25000, 27.31250, 26.31250, 24.95115
0xDDDD,  946684909, 102847088, 1029, 30.25642, 1.22168, 1.33531, 0.06608, 2.50220, 1.17817, 3.07678, 3.20249, 0.00000, 3.05179, 3.00828, 2.70044, 2.56425, 27.06250, 26.25000, 27.31250, 26.31250, 25.66747
