sync, unix, uptime, seq, vsense, vrefint, busvmon, busimon, 2v5mon, 3v3mon, 5vmon, n3v3mon, n5vmon, 15vmon, 5vrefmon, n200vmon, n800vmon, temp1, temp2, temp3, temp4, tmp1
0xDDDD,  946684827, 23017094, 0231, 31.86813, 1.22249, 1.33531, 0.07092, 2.50300, 1.18542, 3.03407, 3.20088, 0.00000, 3.05099, 3.00828, 2.70125, 2.58037, 27.50000, 27.37500, 27.75000, 27.68750, 27.10012
0xDDDD,  946684827, 23116941, 0232, 31.86813, 1.22249, 1.33531, 0.07011, 2.50220, 1.18623, 3.02440, 3.21458, 0.00000, 3.04696, 3.00828, 2.70125, 2.55861, 27.50000, 27.37500, 27.75000, 27.68750, 27.10012
0xDDDD,  946684827, 23317098, 0234, 31.46520, 1.22249, 1.33531, 0.08784, 2.50139, 1.18784, 3.06066, 3.21297, 0.00000, 3.05099, 3.00828, 2.70205, 2.56103, 27.50000, 27.37500, 27.81250, 27.68750, 27.81644
0xDDDD,  946684827, 23416956, 0235, 31.86813, 1.22249, 1.33612, 0.06769, 2.50220, 1.19026, 3.04857, 3.20652, 0.00000, 3.05018, 3.00828, 2.70125, 2.56344, 27.50000, 27.37500, 27.81250, 27.62500, 27.27920
0xDDDD,  946684828, 23617091, 0237, 31.86813, 1.22249, 1.33531, 0.07011, 2.50300, 1.19106, 3.03004, 3.21458, 0.00000, 3.05018, 3.00828, 2.70125, 2.55538, 27.50000, 27.37500, 27.75000, 27.62500, 27.10012
0xDDDD,  946684828, 23716958, 0238, 31.86813, 1.22249, 1.33531, 0.06205, 2.50220, 1.17092, 3.01634, 3.20652, 0.00000, 3.04696, 3.00828, 2.70286, 2.52718, 27.50000, 27.37500, 27.75000, 27.62500, 27.10012
0xDDDD,  946684828, 23917074, 0240, 31.46520, 1.22249, 1.33531, 0.06608, 2.50220, 1.17172, 3.04777, 3.20652, 0.00000, 3.04293, 3.00908, 2.70205, 2.56103, 27.50000, 27.37500, 27.81250, 27.68750, 26.92105
0xDDDD,  946684828, 24116957, 0242, 31.86813, 1.22330, 1.34982, 0.06447, 2.50300, 1.17414, 3.02440, 3.21136, 0.00000, 3.05179, 3.00828, 2.70205, 2.56264, 27.50000, 27.37500, 27.75000, 27.62500, 27.27920
0xDDDD,  946684828, 24217085, 0243, 31.46520, 1.22249, 1.33531, 0.06527, 2.50300, 1.17414, 3.01231, 3.20491, 0.00000, 3.05260, 3.00908, 2.70125, 2.53846, 27.50000, 27.37500, 27.75000, 27.62500, 27.10012
0xDDDD,  946684828, 24517098, 0246, 31.46520, 1.22249, 1.33451, 0.06689, 2.50300, 1.17333, 3.03004, 3.20571, 0.00000, 3.04938, 3.00828, 2.70125, 2.56586, 27.50000, 27.37500, 27.75000, 27.68750, 27.10012
0xDDDD,  946684829, 24616955, 0247, 31.46520, 1.22249, 1.33451, 0.06527, 2.50300, 1.17172, 3.01875, 3.21136, 0.00000, 3.05099, 3.00908, 2.70125, 2.56586, 27.50000, 27.37500, 27.75000, 27.68750, 27.27920
0xDDDD,  946684829, 24817094, 0249, 31.46520, 1.22249, 1.33451, 0.07414, 2.50300, 1.17092, 3.07033, 3.19927, 0.00000, 3.05179, 3.00828, 2.70125, 2.55941, 27.50000, 27.37500, 27.81250, 27.62500, 27.10012
0xDDDD,  946684829, 24916960, 0250, 31.46520, 1.22249, 1.33612, 0.06930, 2.50220, 1.17333, 3.05582, 3.21297, 0.00000, 3.03971, 3.00908, 2.70044, 2.56989, 27.50000, 27.37500, 27.81250, 27.62500, 27.10012
0xDDDD,  946684829, 25117066, 0252, 31.86813, 1.22168, 1.33451, 0.07656, 2.50220, 1.17333, 3.06227, 3.22022, 0.00000, 3.05099, 3.00828, 2.70205, 2.56183, 27.50000, 27.37500, 27.81250, 27.62500, 27.10012
0xDDDD,  946684829, 25216954, 0253, 31.86813, 1.22249, 1.33451, 0.07656, 2.50220, 1.17253, 3.07033, 3.20330, 0.00000, 3.04938, 3.00828, 2.70205, 2.56505, 27.50000, 27.37500, 27.81250, 27.62500, 27.63736
0xDDDD,  946684829, 25417072, 0255, 31.86813, 1.22330, 1.35223, 0.06608, 2.50220, 1.19026, 3.04374, 3.21136, 0.00000, 3.05018, 3.00828, 2.70205, 2.56022, 27.50000, 27.37500, 27.81250, 27.68750, 27.27920
0xDDDD,  946684830, 25616946, 0257, 31.46520, 1.22249, 1.33451, 0.07172, 2.50220, 1.18945, 3.01150, 3.21941, 0.00000, 3.05179, 3.00828, 2.70044, 2.57553, 27.50000, 27.37500, 27.81250, 27.68750, 27.27920
0xDDDD,  946684830, 25717073, 0258, 31.86813, 1.22249, 1.33531, 0.06044, 2.50220, 1.18381, 3.04696, 3.21216, 0.00000, 3.04777, 3.00828, 2.70125, 2.56022, 27.50000, 27.37500, 27.81250, 27.68750, 27.10012
