unix, uptime, sync, seq, vsense, vrefint, temp1, temp2, temp3, temp4, busvmon, busimon, 2v5mon, 3v3mon, 5vmon, n3v3mon, n5vmon, 15vmon, 5vrefmon, n200vmon, n800vmon, tmp1
1729917165311, 826778229, 0xDDDD, 0343, 1.22168, 0.61245, 22.37000, 22.31000, 22.56000, 22.50000, 0.00000, 0.00645, 0.00161, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00081, 447.22223
1729917165365, 826783656, 0xDDDD, 0344, 1.22249, 0.61245, 22.37000, 22.31000, 22.56000, 22.56000, 0.00000, 0.00564, 0.00161, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00081, 447.22223
1729917166365, 826883672, 0xDDDD, 0345, 1.22168, 0.61165, 22.37000, 22.25000, 22.56000, 22.56000, 0.00000, 0.00645, 0.00242, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00161, 447.22223
1729917167365, 826983667, 0xDDDD, 0346, 1.22249, 0.61245, 22.37000, 22.25000, 22.56000, 22.50000, 0.01048, 0.00645, 0.00161, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00081, 447.22223
1729917168365, 827083655, 0xDDDD, 0347, 1.22249, 0.61245, 22.37000, 22.31000, 22.56000, 22.50000, 0.00000, 0.00564, 0.00161, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00081, 447.22223
1729917169365, 827183661, 0xDDDD, 0348, 1.22168, 0.61165, 22.37000, 22.31000, 22.50000, 22.50000, 0.00000, 0.00645, 0.00161, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 447.22223
1729917170365, 827283667, 0xDDDD, 0349, 1.22249, 0.61245, 22.37000, 22.25000, 22.50000, 22.50000, 0.00000, 0.00564, 0.00161, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00161, 447.22223
1729917171365, 827383686, 0xDDDD, 0350, 1.22168, 0.61245, 22.37000, 22.25000, 22.56000, 22.50000, 0.00000, 0.00645, 0.00161, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00081, 447.22223
1729917172365, 827483667, 0xDDDD, 0351, 1.22249, 0.61165, 22.37000, 22.25000, 22.56000, 22.50000, 0.00000, 0.00484, 0.00161, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00161, 447.22223
1729917173365, 827583665, 0xDDDD, 0352, 1.22168, 0.61165, 22.37000, 22.31000, 22.56000, 22.50000, 0.00000, 0.00645, 0.00161, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00161, 447.22223
