date, time, uptime, sync, seq, vsense, vrefint, temp1, temp2, temp3, temp4, busvmon, busimon, 2v5mon, 3v3mon, 5vmon, n3v3mon, n5vmon, 15vmon, 5vrefmon, n200vmon, n800vmon, tmp1
00-01-01, 00:04:16.084200, 103583, 0xCCCC, 0000, 1.22088, 0.61648, 24.37000, 24.37000, 24.75000, 24.68000, 1.33451, 0.04190, 2.49978, 1.19026, 3.04696, 3.19766, 0.00000, 3.05099, 3.00667, 2.69883, 2.55941, 15.45989
00-01-01, 00:04:16.184200, 203607, 0xCCCC, 0001, 1.22168, 0.61568, 24.43000, 24.37000, 24.75000, 24.68000, 1.33612, 0.03868, 2.50059, 1.18462, 3.08081, 3.20894, 0.00000, 3.04777, 3.00667, 2.69963, 2.55538, 15.99716
00-01-01, 00:04:16.284200, 303593, 0xCCCC, 0002, 1.22168, 0.61648, 24.43000, 24.37000, 24.62000, 24.68000, 1.33531, 0.03143, 2.49978, 1.17817, 3.03245, 3.19121, 0.00000, 3.04857, 3.00667, 2.69883, 2.55861, 16.71347
00-01-01, 00:04:16.384200, 403588, 0xCCCC, 0003, 1.22168, 0.61729, 24.37000, 24.37000, 24.62000, 24.68000, 1.33531, 0.04352, 2.49978, 1.18623, 3.07355, 3.20652, 0.00000, 3.04857, 3.00667, 2.70044, 2.55538, 16.71347
00-01-01, 00:04:16.484200, 503584, 0xCCCC, 0004, 1.22249, 0.61568, 24.37000, 24.37000, 24.62000, 24.68000, 1.33612, 0.03465, 2.49978, 1.17736, 3.03004, 3.19766, 0.00081, 3.04938, 3.00667, 2.69802, 2.55780, 16.89255
00-01-01, 00:04:16.584200, 603583, 0xCCCC, 0005, 1.22168, 0.61648, 24.37000, 24.37000, 24.62000, 24.68000, 1.33612, 0.03385, 2.50059, 1.19429, 3.07033, 3.18960, 0.00000, 3.04938, 3.00747, 2.69963, 2.56264, 17.25071
00-01-01, 00:04:16.684200, 703583, 0xCCCC, 0006, 1.22168, 0.61648, 24.37000, 24.31000, 24.62000, 24.68000, 1.33612, 0.04110, 2.50059, 1.18542, 3.02762, 3.20410, 0.00000, 3.04857, 3.00747, 2.69883, 2.55861, 17.42979
00-01-01, 00:04:16.784200, 803590, 0xCCCC, 0007, 1.22249, 0.61648, 24.37000, 24.31000, 24.62000, 24.68000, 1.33612, 0.04593, 2.50139, 1.17656, 3.06066, 3.19524, 0.00000, 3.05018, 3.00747, 2.69963, 2.56183, 17.78794
00-01-01, 00:04:16.884200, 903578, 0xCCCC, 0008, 1.22249, 0.61648, 24.37000, 24.31000, 24.62000, 24.68000, 1.33692, 0.04190, 2.50300, 1.19429, 3.01714, 3.21136, 0.00000, 3.05099, 3.00747, 2.69883, 2.55700, 17.78794
00-01-01, 00:04:16.984200, 1003614, 0xCCCC, 0009, 1.22249, 0.61729, 24.37000, 24.37000, 24.56000, 24.68000, 1.33451, 0.04271, 2.50139, 1.18623, 3.05824, 3.19604, 0.00000, 3.05018, 3.00747, 2.69963, 2.55780, 18.14610
00-01-01, 00:04:17.084200, 1103585, 0xCCCC, 0010, 1.22249, 0.61648, 24.37000, 24.37000, 24.56000, 24.68000, 1.33692, 0.04110, 2.50139, 1.17736, 3.01714, 3.21136, 0.00000, 3.04857, 3.00747, 2.69963, 2.55941, 18.14610
00-01-01, 00:04:17.184200, 1203582, 0xCCCC, 0011, 1.22249, 0.61648, 24.37000, 24.37000, 24.56000, 24.68000, 1.33612, 0.04110, 2.50139, 1.18220, 3.05663, 3.20491, 0.00000, 3.05099, 3.00747, 2.70044, 2.55700, 18.50426
00-01-01, 00:04:17.284200, 1303590, 0xCCCC, 0012, 1.22168, 0.61648, 24.37000, 24.37000, 24.62000, 24.68000, 1.33692, 0.04271, 2.50139, 1.19832, 3.01392, 3.19685, 0.00000, 3.05179, 3.00828, 2.70044, 2.58359, 18.50426
00-01-01, 00:04:17.384300, 1403623, 0xCCCC, 0013, 1.22249, 0.61729, 24.43000, 24.37000, 24.62000, 24.68000, 1.33531, 0.04110, 2.50220, 1.18703, 3.05502, 3.19040, 0.00081, 3.04938, 3.00747, 2.70044, 2.55941, 18.86242
00-01-01, 00:04:17.484200, 1503578, 0xCCCC, 0014, 1.22168, 0.61648, 24.43000, 24.37000, 24.62000, 24.68000, 1.33612, 0.03465, 2.50139, 1.17656, 3.00667, 3.20571, 0.00000, 3.04777, 3.00747, 2.69963, 2.56264, 18.86242
00-01-01, 00:04:17.584200, 1603594, 0xCCCC, 0015, 1.22249, 0.61648, 24.37000, 24.37000, 24.62000, 24.68000, 1.33612, 0.04352, 2.50220, 1.19106, 3.04777, 3.19121, 0.00000, 3.05018, 3.00828, 2.70044, 2.55780, 18.86242
00-01-01, 00:04:17.684200, 1703590, 0xCCCC, 0016, 1.22249, 0.61648, 24.37000, 24.37000, 24.62000, 24.68000, 1.33612, 0.04110, 2.50220, 1.17978, 3.00586, 3.20894, 0.00000, 3.05018, 3.00828, 2.69963, 2.55780, 19.04150
00-01-01, 00:04:17.784300, 1803623, 0xCCCC, 0017, 1.22249, 0.61648, 24.37000, 24.37000, 24.62000, 24.68000, 1.33612, 0.03546, 2.50220, 1.19429, 3.04454, 3.20168, 0.00000, 3.05099, 3.00828, 2.70125, 2.55780, 19.22060
00-01-01, 00:04:17.884200, 1903597, 0xCCCC, 0018, 1.22330, 0.61648, 24.37000, 24.37000, 24.62000, 24.68000, 1.33612, 0.03868, 2.50139, 1.18139, 3.06711, 3.19524, 0.00000, 3.05179, 3.00828, 2.70044, 2.55941, 19.57876
00-01-01, 00:04:17.984200, 2003586, 0xCCCC, 0019, 1.22168, 0.61648, 24.37000, 24.37000, 24.68000, 24.68000, 1.33612, 0.04835, 2.50220, 1.18220, 3.04293, 3.18960, 0.00000, 3.05099, 3.00828, 2.69963, 2.56264, 19.39968
00-01-01, 00:04:18.084200, 2103587, 0xCCCC, 0020, 1.22249, 0.61648, 24.43000, 24.37000, 24.68000, 24.68000, 1.33692, 0.03626, 2.50220, 1.19590, 3.07919, 3.20652, 0.00000, 3.05099, 3.00828, 2.70125, 2.55700, 19.39968
00-01-01, 00:04:18.184200, 2203606, 0xCCCC, 0021, 1.22249, 0.61648, 24.43000, 24.37000, 24.56000, 24.68000, 1.33531, 0.03546, 2.50220, 1.18139, 3.03810, 3.19121, 0.00000, 3.04615, 3.00828, 2.69963, 2.56264, 19.04150
00-01-01, 00:04:18.284200, 2303590, 0xCCCC, 0022, 1.22249, 0.61729, 24.43000, 24.37000, 24.56000, 24.68000, 1.34418, 0.03465, 2.50220, 1.19267, 3.08242, 3.20894, 0.00000, 3.05179, 3.00828, 2.70044, 2.55941, 19.75784
00-01-01, 00:04:18.384200, 2403590, 0xCCCC, 0023, 1.22249, 0.61729, 24.37000, 24.37000, 24.56000, 24.68000, 1.33612, 0.03949, 2.50139, 1.17817, 3.03971, 3.20168, 0.00000, 3.05018, 3.00747, 2.70044, 2.56103, 20.11600
00-01-01, 00:04:18.484200, 2503590, 0xCCCC, 0024, 1.22249, 0.61648, 24.37000, 24.37000, 24.62000, 24.68000, 1.33612, 0.04271, 2.50220, 1.18864, 3.08081, 3.19443, 0.00000, 3.04777, 3.00828, 2.70044, 2.52557, 19.93692
00-01-01, 00:04:18.584200, 2603603, 0xCCCC, 0025, 1.22249, 0.61648, 24.37000, 24.37000, 24.62000, 24.68000, 1.33773, 0.03707, 2.50220, 1.19993, 3.03971, 3.18960, 0.00000, 3.05099, 3.00828, 2.70044, 2.55780, 19.93692
00-01-01, 00:04:18.684200, 2703593, 0xCCCC, 0026, 1.22249, 0.61648, 24.37000, 24.37000, 24.62000, 24.68000, 1.33692, 0.03465, 2.50220, 1.18542, 3.07678, 3.20652, 0.00000, 3.05099, 3.00908, 2.69963, 2.55700, 20.11600
00-01-01, 00:04:18.784200, 2803596, 0xCCCC, 0027, 1.22249, 0.61729, 24.37000, 24.37000, 24.62000, 24.68000, 1.33692, 0.03949, 2.50220, 1.18381, 3.03165, 3.19201, 0.00000, 3.05179, 3.00828, 2.70044, 2.55941, 20.11600
00-01-01, 00:04:18.884200, 2903596, 0xCCCC, 0028, 1.22168, 0.61729, 24.37000, 24.31000, 24.56000, 24.68000, 1.29260, 0.03385, 2.50139, 1.19429, 3.07355, 3.20894, 0.00081, 3.05018, 3.00747, 2.70044, 2.56022, 20.11600
00-01-01, 00:04:18.984300, 3003629, 0xCCCC, 0029, 1.22249, 0.61729, 24.37000, 24.31000, 24.56000, 24.68000, 1.33612, 0.03546, 2.50220, 1.17817, 3.03004, 3.20330, 0.00000, 3.04857, 3.00828, 2.70125, 2.55941, 20.29507
00-01-01, 00:04:19.084200, 3103588, 0xCCCC, 0030, 1.22249, 0.61729, 24.37000, 24.31000, 24.56000, 24.68000, 1.33692, 0.03465, 2.50300, 1.18864, 3.07355, 3.19927, 0.00000, 3.05018, 3.00828, 2.70205, 2.54249, 20.29507
00-01-01, 00:04:19.184200, 3203599, 0xCCCC, 0031, 1.22168, 0.61648, 24.37000, 24.31000, 24.62000, 24.68000, 1.33692, 0.03626, 2.50220, 1.19751, 3.03326, 3.19201, 0.00000, 3.05179, 3.00828, 2.70125, 2.55619, 20.29507
00-01-01, 00:04:19.284200, 3303599, 0xCCCC, 0032, 1.22249, 0.61729, 24.37000, 24.31000, 24.62000, 24.68000, 1.33692, 0.03788, 2.50220, 1.18059, 3.07758, 3.20894, 0.00000, 3.04857, 3.00908, 2.70044, 2.55700, 20.47415
00-01-01, 00:04:19.384200, 3403604, 0xCCCC, 0033, 1.22168, 0.61729, 24.37000, 24.37000, 24.62000, 24.68000, 1.33612, 0.03788, 2.50381, 1.18945, 3.02762, 3.20410, 0.00000, 3.05179, 3.00828, 2.70044, 2.56103, 20.47415
00-01-01, 00:04:19.484200, 3503594, 0xCCCC, 0034, 1.22249, 0.61648, 24.37000, 24.37000, 24.62000, 24.68000, 1.33692, 0.04513, 2.50220, 1.18059, 3.07194, 3.19040, 0.00000, 3.05099, 3.00828, 2.70044, 2.55619, 20.47415
00-01-01, 00:04:19.584200, 3603599, 0xCCCC, 0035, 1.22249, 0.61729, 24.37000, 24.37000, 24.62000, 24.68000, 1.33692, 0.03868, 2.50300, 1.20154, 3.03084, 3.20813, 0.00000, 3.05099, 3.00828, 2.70205, 2.56022, 20.47415
00-01-01, 00:04:19.684200, 3703603, 0xCCCC, 0036, 1.22249, 0.61729, 24.37000, 24.37000, 24.62000, 24.68000, 1.33692, 0.04432, 2.50220, 1.18300, 3.07436, 3.20330, 0.00000, 3.05179, 3.00828, 2.70044, 2.56183, 20.65323
00-01-01, 00:04:19.784200, 3803618, 0xCCCC, 0037, 1.22249, 0.61729, 24.37000, 24.37000, 24.62000, 24.68000, 1.33692, 0.03788, 2.50220, 1.19187, 3.03407, 3.19766, 0.00000, 3.05179, 3.00828, 2.70125, 2.54249, 20.65323
00-01-01, 00:04:19.884200, 3903592, 0xCCCC, 0038, 1.22168, 0.61810, 24.37000, 24.37000, 24.62000, 24.68000, 1.33612, 0.03868, 2.50220, 1.17495, 3.07678, 3.19201, 0.00000, 3.05099, 3.00828, 2.70125, 2.55861, 20.47415
00-01-01, 00:04:19.984200, 4003597, 0xCCCC, 0039, 1.22249, 0.61648, 24.37000, 24.37000, 24.62000, 24.68000, 1.33612, 0.04110, 2.50220, 1.18542, 3.02520, 3.20974, 0.00000, 3.05099, 3.00828, 2.70205, 2.56183, 20.83231
00-01-01, 00:04:20.084200, 4103610, 0xCCCC, 0040, 1.22249, 0.61729, 24.37000, 24.37000, 24.68000, 24.68000, 1.33692, 0.02256, 2.50220, 1.19509, 3.07033, 3.19846, 0.00000, 3.04696, 3.00908, 2.70125, 2.55861, 21.01139
00-01-01, 00:04:20.184200, 4203611, 0xCCCC, 0041, 1.22249, 0.61729, 24.37000, 24.37000, 24.68000, 24.68000, 1.33612, 0.03788, 2.50220, 1.17736, 3.03165, 3.19040, 0.00000, 3.05260, 3.00908, 2.70125, 2.55700, 20.83231
00-01-01, 00:04:20.284200, 4303595, 0xCCCC, 0042, 1.22249, 0.61648, 24.37000, 24.37000, 24.68000, 24.68000, 1.33692, 0.03868, 2.50220, 1.18703, 3.07597, 3.21136, 0.00000, 3.05179, 3.00908, 2.70125, 2.55941, 20.83231
