sync, unix, uptime, seq, vsense, vrefint, busvmon, busimon, 2v5mon, 3v3mon, 5vmon, n3v3mon, n5vmon, 15vmon, 5vrefmon, n200vmon, n800vmon, temp1, temp2, temp3, temp4, tmp1
0xDDDD,  946685021, 218260986, 2183, 30.65935, 1.22168, 1.33451, 0.00000, 0.00000, 25.60462, 0.02901, 0.00000, 0.01289, 1.01619, 0.18051, 3.32418, 0.02901, 16.00000, 513.12500, 129.00000, 20.00000, 447.22223
0xDDDD,  946685022, 218360996, 2184, 31.46520, 1.22249, 1.33531, 0.00000, 0.00000, 25.60462, 0.02901, 0.00000, 0.01289, 1.01619, 0.18051, 3.32418, 0.02901, 16.00000, 513.12500, 129.00000, 20.00000, 447.22223
0xDDDD,  946685022, 218461015, 2185, 31.06227, 1.22249, 1.33370, 0.00000, 0.00000, 25.60462, 0.02901, 0.00000, 0.01289, 1.01619, 0.18051, 3.32418, 0.02901, 16.00000, 513.12500, 129.00000, 20.00000, 447.22223
0xDDDD,  946685022, 218560985, 2186, 31.06227, 1.22249, 1.33451, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 447.22223
0xDDDD,  946685022, 218660993, 2187, 30.25642, 1.22249, 1.33531, 0.00000, 0.00000, 25.60462, 0.02901, 0.00000, 0.01289, 1.01619, 0.18051, 3.32418, 0.02901, 16.00000, 513.12500, 129.00000, 20.00000, 447.22223
0xDDDD,  946685022, 218760988, 2188, 31.06227, 1.22168, 1.33531, 0.00000, 0.00000, 25.60462, 0.02901, 0.00000, 0.01289, 1.01619, 0.18051, 3.32418, 0.02901, 16.00000, 513.12500, 129.00000, 20.00000, 447.22223
0xDDDD,  946685022, 218861015, 2189, 31.06227, 1.22249, 1.33370, 0.00000, 0.00000, 25.60462, 0.02901, 0.00000, 0.01289, 1.01619, 0.18051, 3.32418, 0.02901, 16.00000, 513.12500, 129.00000, 20.00000, 447.22223
0xDDDD,  946685022, 218960981, 2190, 31.06227, 1.22249, 1.27568, 0.00000, 0.00000, 25.60462, 0.02901, 0.00000, 0.01289, 1.01619, 0.18051, 3.32418, 0.02901, 16.00000, 513.12500, 129.00000, 20.00000, 447.22223
0xDDDD,  946685022, 219060991, 2191, 31.06227, 1.22249, 1.33531, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 447.22223
0xDDDD,  946685022, 219161015, 2192, 31.06227, 1.22249, 1.33531, 0.00000, 0.00000, 25.60462, 0.02901, 0.00000, 0.01289, 1.01619, 0.18051, 3.32418, 0.02901, 16.00000, 513.12500, 129.00000, 20.00000, 447.22223
0xDDDD,  946685022, 219260981, 2193, 30.65935, 1.22249, 1.33531, 0.00000, 0.00000, 25.60462, 0.02901, 0.00000, 0.01289, 1.01619, 0.18051, 3.32418, 0.02901, 16.00000, 513.12500, 129.00000, 20.00000, 447.22223
0xDDDD,  946685023, 219360979, 2194, 30.65935, 1.22249, 1.33531, 0.00000, 0.00000, 25.60462, 0.02901, 0.00000, 0.01289, 1.01619, 0.18051, 3.32418, 0.02901, 16.00000, 513.12500, 129.00000, 20.00000, 447.22223
0xDDDD,  946685023, 219461016, 2195, 31.06227, 1.22249, 1.33531, 0.00000, 0.00000, 25.60462, 0.02901, 0.00000, 0.01289, 1.01619, 0.18051, 3.32418, 0.02901, 16.00000, 513.12500, 129.00000, 20.00000, 447.22223
0xDDDD,  946685023, 219560991, 2196, 30.65935, 1.22249, 1.33531, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 447.22223
0xDDDD,  946685023, 219660982, 2197, 31.06227, 1.22249, 1.33531, 0.00000, 0.00000, 25.60462, 0.02901, 0.00000, 0.01289, 1.01619, 0.18051, 3.32418, 0.02901, 16.00000, 513.12500, 129.00000, 20.00000, 447.22223
0xDDDD,  946685023, 219760985, 2198, 31.06227, 1.22249, 1.33451, 0.00000, 0.00000, 25.60462, 0.02901, 0.00000, 0.01289, 1.01619, 0.18051, 3.32418, 0.02901, 16.00000, 513.12500, 129.00000, 20.00000, 447.22223
0xDDDD,  946685023, 219860997, 2199, 31.06227, 1.22249, 1.33531, 0.00000, 0.00000, 25.60462, 0.02901, 0.00000, 0.01289, 1.01619, 0.18051, 3.32418, 0.02901, 16.00000, 513.12500, 129.00000, 20.00000, 447.22223
0xDDDD,  946685023, 219960986, 2200, 31.06227, 1.22249, 1.33531, 0.00000, 0.00000, 25.60462, 0.02901, 0.00000, 0.01289, 1.01619, 0.18051, 3.32418, 0.02901, 16.00000, 513.12500, 129.00000, 20.00000, 447.22223
0xDDDD,  946685023, 220060999, 2201, 30.65935, 1.22249, 1.33531, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 447.22223
0xDDDD,  946685023, 220160986, 2202, 30.65935, 1.22249, 1.33451, 0.00000, 0.00000, 25.60462, 0.02901, 0.00000, 0.01289, 1.01619, 0.18051, 3.32418, 0.02901, 16.00000, 513.12500, 129.00000, 20.00000, 447.22223
0xDDDD,  946685023, 220260994, 2203, 30.65935, 1.22168, 1.33451, 0.00000, 0.00000, 25.60462, 0.02901, 0.00000, 0.01289, 1.01619, 0.18051, 3.32418, 0.02901, 16.00000, 513.12500, 129.00000, 20.00000, 447.22223
0xDDDD,  946685024, 220361000, 2204, 30.65935, 1.22249, 1.33451, 0.00000, 0.00000, 25.60462, 0.02901, 0.00000, 0.01289, 1.01619, 0.18051, 3.32418, 0.02901, 16.00000, 513.12500, 129.00000, 20.00000, 447.22223
0xDDDD,  946685024, 220460988, 2205, 31.06227, 1.22249, 1.33531, 0.00000, 0.00000, 25.60462, 0.02901, 0.00000, 0.01289, 1.01619, 0.18051, 3.32418, 0.02901, 16.00000, 513.12500, 129.00000, 20.00000, 447.22223
0xDDDD,  946685024, 220560989, 2206, 31.06227, 1.22249, 1.33531, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 447.22223
0xDDDD,  946685024, 220660999, 2207, 31.06227, 1.22249, 0.02901, 0.00000, 0.00000, 25.60462, 0.02901, 0.00000, 0.01289, 1.01619, 0.18051, 3.32418, 0.02901, 16.00000, 513.12500, 129.00000, 20.00000, 447.22223
0xDDDD,  946685024, 220760988, 2208, 31.06227, 1.22249, 1.33451, 0.00000, 0.00000, 25.60462, 0.02901, 0.00000, 0.01289, 1.01619, 0.18051, 3.32418, 0.02901, 16.00000, 513.12500, 129.00000, 20.00000, 447.22223
