sync, uptime, seq, adc
0xFFFF, 22812203, 0365, 3.2049287
0xFFFF, 22874678, 0366, 3.2049287
0xFFFF, 22937161, 0367, 3.2050050
0xFFFF, 22999682, 0368, 3.2048524
0xFFFF, 23062161, 0369, 3.2057679
0xFFFF, 23124678, 0370, 3.2048524
0xFFFF, 23187205, 0371, 3.2050050
0xFFFF, 23249669, 0372, 3.2049287
0xFFFF, 23312171, 0373, 3.2048524
0xFFFF, 23374669, 0374, 3.2048524
0xFFFF, 23437173, 0375, 3.2048524
0xFFFF, 23499671, 0376, 3.2048524
0xFFFF, 23562199, 0377, 3.2053101
0xFFFF, 23687162, 0379, 3.2050050
0xFFFF, 23749678, 0380, 3.2047761
0xFFFF, 23812163, 0381, 3.2043183
0xFFFF, 23874677, 0382, 3.2047761
0xFFFF, 23937200, 0383, 3.2048524
0xFFFF, 23999670, 0384, 3.2052338
0xFFFF, 24062173, 0385, 3.2049287
0xFFFF, 24124669, 0386, 3.2049287
0xFFFF, 24187171, 0387, 3.2048524
0xFFFF, 24249681, 0388, 3.2048524
0xFFFF, 24312215, 0389, 3.2050050
0xFFFF, 24374678, 0390, 3.2049287
0xFFFF, 24437161, 0391, 3.2053101
0xFFFF, 24499681, 0392, 3.2050050
0xFFFF, 24562162, 0393, 3.2048524
0xFFFF, 24624669, 0394, 3.2049287
0xFFFF, 24687204, 0395, 3.2048524
0xFFFF, 24749669, 0396, 3.2048524
0xFFFF, 24812171, 0397, 3.2048524
0xFFFF, 24874669, 0398, 3.2051575
0xFFFF, 24937161, 0399, 3.2049287
0xFFFF, 24999679, 0400, 3.2047761
0xFFFF, 25062200, 0401, 3.2049287
0xFFFF, 25187163, 0403, 3.2048524
0xFFFF, 25249673, 0404, 3.2051575
0xFFFF, 25312174, 0405, 3.2050050
0xFFFF, 25374669, 0406, 3.2049287
0xFFFF, 25437200, 0407, 3.2048524
0xFFFF, 25499670, 0408, 3.2048524
0xFFFF, 25562172, 0409, 3.2048524
0xFFFF, 25624678, 0410, 3.2056916
0xFFFF, 25687163, 0411, 3.2049287
0xFFFF, 25749680, 0412, 3.2049287
0xFFFF, 25812212, 0413, 3.2049287
0xFFFF, 25874678, 0414, 3.2049287
0xFFFF, 25937162, 0415, 3.2048524
0xFFFF, 25999670, 0416, 3.2052338
