date, time, sync, seq, adc
03-28-2024, 12:51:37:762, 0xBBBB, 0760, 5.000
03-28-2024, 12:51:37:865, 0xBBBB, 0761, 5.000
03-28-2024, 12:51:37:961, 0xBBBB, 0762, 5.000
03-28-2024, 12:51:38:56, 0xBBBB, 0763, 5.000
03-28-2024, 12:51:38:167, 0xBBBB, 0763, 5.000
03-28-2024, 12:51:38:264, 0xBBBB, 0765, 5.000
03-28-2024, 12:51:38:360, 0xBBBB, 0766, 5.000
03-28-2024, 12:51:38:454, 0xBBBB, 0767, 5.000
03-28-2024, 12:51:38:566, 0xBBBB, 0768, 5.000
03-28-2024, 12:51:38:662, 0xBBBB, 0769, 5.000
03-28-2024, 12:51:38:759, 0xBBBB, 0770, 5.000
03-28-2024, 12:51:38:853, 0xBBBB, 0771, 5.000
03-28-2024, 12:51:38:965, 0xBBBB, 0772, 5.000
03-28-2024, 12:51:39:61, 0xBBBB, 0773, 5.000
03-28-2024, 12:51:39:163, 0xBBBB, 0774, 5.000
03-28-2024, 12:51:39:251, 0xBBBB, 0775, 5.000
03-28-2024, 12:51:39:364, 0xBBBB, 0776, 5.000
03-28-2024, 12:51:39:462, 0xBBBB, 0777, 5.000
03-28-2024, 12:51:39:560, 0xBBBB, 0778, 5.000
03-28-2024, 12:51:39:654, 0xBBBB, 0779, 5.000
03-28-2024, 12:51:39:762, 0xBBBB, 0780, 5.000
03-28-2024, 12:51:39:863, 0xBBBB, 0781, 5.000
03-28-2024, 12:51:39:961, 0xBBBB, 0782, 5.000
03-28-2024, 12:51:40:52, 0xBBBB, 0783, 5.000
03-28-2024, 12:51:40:162, 0xBBBB, 0784, 5.000
03-28-2024, 12:51:40:261, 0xBBBB, 0785, 5.000
03-28-2024, 12:51:40:360, 0xBBBB, 0786, 5.000
03-28-2024, 12:51:40:456, 0xBBBB, 0787, 5.000
03-28-2024, 12:51:40:456, 0xBBBB, 0787, 5.000
03-28-2024, 12:51:40:548, 0xBBBB, 0788, 5.000
03-28-2024, 12:51:40:661, 0xBBBB, 0789, 5.000
03-28-2024, 12:51:40:760, 0xBBBB, 0790, 5.000
03-28-2024, 12:51:40:855, 0xBBBB, 0791, 5.000
03-28-2024, 12:51:40:948, 0xBBBB, 0792, 5.000
03-28-2024, 12:51:41:46, 0xBBBB, 0793, 5.000
03-28-2024, 12:51:41:155, 0xBBBB, 0794, 5.000
03-28-2024, 12:51:41:349, 0xBBBB, 0795, 5.000
03-28-2024, 12:51:41:446, 0xBBBB, 0797, 5.000
03-28-2024, 12:51:41:555, 0xBBBB, 0798, 5.000
03-28-2024, 12:51:41:653, 0xBBBB, 0799, 5.000
03-28-2024, 12:51:41:751, 0xBBBB, 0800, 5.000
03-28-2024, 12:51:41:849, 0xBBBB, 0801, 5.000
03-28-2024, 12:51:42:55, 0xBBBB, 0802, 5.000
03-28-2024, 12:51:42:151, 0xBBBB, 0804, 5.000
03-28-2024, 12:51:42:248, 0xBBBB, 0805, 5.000
03-28-2024, 12:51:42:344, 0xBBBB, 0806, 5.000
03-28-2024, 12:51:42:453, 0xBBBB, 0807, 5.000
03-28-2024, 12:51:42:550, 0xBBBB, 0808, 5.000
03-28-2024, 12:51:42:645, 0xBBBB, 0809, 5.000
03-28-2024, 12:51:42:739, 0xBBBB, 0810, 5.000
03-28-2024, 12:51:42:851, 0xBBBB, 0811, 5.000
03-28-2024, 12:51:42:948, 0xBBBB, 0812, 5.000
03-28-2024, 12:51:43:44, 0xBBBB, 0813, 5.000
03-28-2024, 12:51:43:146, 0xBBBB, 0814, 5.000
03-28-2024, 12:51:43:252, 0xBBBB, 0815, 5.000
03-28-2024, 12:51:43:349, 0xBBBB, 0816, 5.000
03-28-2024, 12:51:43:446, 0xBBBB, 0817, 5.000
03-28-2024, 12:51:43:635, 0xBBBB, 0818, 5.000
03-28-2024, 12:51:43:747, 0xBBBB, 0820, 5.000
03-28-2024, 12:51:43:843, 0xBBBB, 0821, 5.000
03-28-2024, 12:51:43:946, 0xBBBB, 0822, 5.000
03-28-2024, 12:51:44:39, 0xBBBB, 0823, 5.000
03-28-2024, 12:51:44:151, 0xBBBB, 0824, 5.000
03-28-2024, 12:51:44:248, 0xBBBB, 0825, 5.000
03-28-2024, 12:51:44:344, 0xBBBB, 0826, 5.000
03-28-2024, 12:51:44:438, 0xBBBB, 0827, 5.000
03-28-2024, 12:51:44:549, 0xBBBB, 0828, 5.000
03-28-2024, 12:51:44:645, 0xBBBB, 0829, 5.000
03-28-2024, 12:51:44:744, 0xBBBB, 0830, 5.000
03-28-2024, 12:51:44:839, 0xBBBB, 0831, 5.000
03-28-2024, 12:51:44:935, 0xBBBB, 0832, 5.000
03-28-2024, 12:51:45:47, 0xBBBB, 0833, 5.000
03-28-2024, 12:51:45:144, 0xBBBB, 0834, 5.000
03-28-2024, 12:51:45:238, 0xBBBB, 0835, 5.000
03-28-2024, 12:51:45:335, 0xBBBB, 0836, 5.000
03-28-2024, 12:51:45:446, 0xBBBB, 0837, 5.000
03-28-2024, 12:51:45:543, 0xBBBB, 0838, 5.000
03-28-2024, 12:51:45:638, 0xBBBB, 0839, 5.000
03-28-2024, 12:51:45:735, 0xBBBB, 0840, 5.000
03-28-2024, 12:51:45:848, 0xBBBB, 0841, 5.000
03-28-2024, 12:51:45:945, 0xBBBB, 0842, 5.000
03-28-2024, 12:51:46:38, 0xBBBB, 0843, 5.000
03-28-2024, 12:51:46:135, 0xBBBB, 0844, 5.000
03-28-2024, 12:51:46:232, 0xBBBB, 0845, 5.000
03-28-2024, 12:51:46:344, 0xBBBB, 0846, 5.000
03-28-2024, 12:51:46:437, 0xBBBB, 0847, 5.000
03-28-2024, 12:51:46:533, 0xBBBB, 0848, 5.000
03-28-2024, 12:51:46:629, 0xBBBB, 0849, 5.000
03-28-2024, 12:51:46:738, 0xBBBB, 0850, 5.000
03-28-2024, 12:51:46:839, 0xBBBB, 0851, 5.000
03-28-2024, 12:51:46:931, 0xBBBB, 0852, 5.000
03-28-2024, 12:51:47:27, 0xBBBB, 0853, 5.000
03-28-2024, 12:51:47:144, 0xBBBB, 0854, 5.000
