uptime, sync, seq, adc
000350, 0xFFFF, 0000, 0.0000000
062161, 0xFFFF, 0001, 1.4669261
124660, 0xFFFF, 0002, 3.2333867
187150, 0xFFFF, 0003, 3.2333867
249662, 0xFFFF, 0004, 3.2333867
312150, 0xFFFF, 0005, 3.2333104
374659, 0xFFFF, 0006, 3.2333104
437161, 0xFFFF, 0007, 3.2334630
499659, 0xFFFF, 0008, 3.2333104
562159, 0xFFFF, 0009, 3.2335393
624650, 0xFFFF, 0010, 3.2335393
687162, 0xFFFF, 0011, 3.2333867
749650, 0xFFFF, 0012, 3.2332341
812158, 0xFFFF, 0013, 3.2336919
874650, 0xFFFF, 0014, 3.2334630
937150, 0xFFFF, 0015, 3.2335393
999659, 0xFFFF, 0016, 3.2333104
1062150, 0xFFFF, 0017, 3.2333867
1124661, 0xFFFF, 0018, 3.2333104
1187150, 0xFFFF, 0019, 3.2332341
1249650, 0xFFFF, 0020, 3.2335393
1312162, 0xFFFF, 0021, 3.2333867
1374650, 0xFFFF, 0022, 3.2333867
1437158, 0xFFFF, 0023, 3.2334630
1499650, 0xFFFF, 0024, 3.2335393
1562153, 0xFFFF, 0025, 3.2333867
1624659, 0xFFFF, 0026, 3.2331579
1687150, 0xFFFF, 0027, 3.2334630
1749669, 0xFFFF, 0028, 3.2333867
1812151, 0xFFFF, 0029, 3.2336156
1874657, 0xFFFF, 0030, 3.2333867
1937161, 0xFFFF, 0031, 3.2334630
1999650, 0xFFFF, 0032, 3.2334630
2062166, 0xFFFF, 0033, 3.2334630
2124650, 0xFFFF, 0034, 3.2335393
2187161, 0xFFFF, 0035, 3.2333104
2249650, 0xFFFF, 0036, 3.2337682
2312150, 0xFFFF, 0037, 3.2333867
2374670, 0xFFFF, 0038, 3.2333867
2437150, 0xFFFF, 0039, 3.2333867
2499658, 0xFFFF, 0040, 3.2334630
2562150, 0xFFFF, 0041, 3.2333867
2624650, 0xFFFF, 0042, 3.2339208
2687167, 0xFFFF, 0043, 3.2334630
2749650, 0xFFFF, 0044, 3.2333867
2812161, 0xFFFF, 0045, 3.2333104
2874650, 0xFFFF, 0046, 3.2336156
2937150, 0xFFFF, 0047, 3.2333867
2999671, 0xFFFF, 0048, 3.2335393
3062150, 0xFFFF, 0049, 3.2334630
3124659, 0xFFFF, 0050, 3.2334630
3187151, 0xFFFF, 0051, 3.2336156
3249659, 0xFFFF, 0052, 3.2339208
3312165, 0xFFFF, 0053, 3.2335393
3374650, 0xFFFF, 0054, 3.2334630
3437161, 0xFFFF, 0055, 3.2340734
