uptime, sync, seq, adc
14721289, 0xBBBB, 0000, 4.9805447
14783768, 0xBBBB, 0001, 0.0000000
14846279, 0xBBBB, 0002, 0.0000000
14908768, 0xBBBB, 0003, 0.0000000
14971279, 0xBBBB, 0004, 0.0000000
15033779, 0xBBBB, 0005, 0.0000000
15096280, 0xBBBB, 0006, 0.0000000
15158793, 0xBBBB, 0007, 0.0000000
15221306, 0xBBBB, 0008, 0.0000000
15283765, 0xBBBB, 0009, 0.0000000
15346275, 0xBBBB, 0010, 0.0000000
15408765, 0xBBBB, 0011, 0.0000000
15471275, 0xBBBB, 0012, 0.0000000
15533765, 0xBBBB, 0013, 0.0000000
15596276, 0xBBBB, 0014, 0.0000000
15658766, 0xBBBB, 0015, 0.0000000
15721291, 0xBBBB, 0016, 0.0000000
15783773, 0xBBBB, 0017, 0.0000000
15846278, 0xBBBB, 0018, 0.0000000
15908769, 0xBBBB, 0019, 0.0000000
15971292, 0xBBBB, 0020, 0.0000000
16033781, 0xBBBB, 0021, 0.0000000
16096291, 0xBBBB, 0022, 0.0000000
16158798, 0xBBBB, 0023, 0.0000000
16221291, 0xBBBB, 0024, 0.0000000
16283775, 0xBBBB, 0025, 0.0000000
16346274, 0xBBBB, 0026, 0.0000000
16408767, 0xBBBB, 0027, 0.0000000
16471277, 0xBBBB, 0028, 0.0000000
16533765, 0xBBBB, 0029, 0.0000000
16596276, 0xBBBB, 0030, 0.0000000
16658766, 0xBBBB, 0031, 0.0000000
16721291, 0xBBBB, 0032, 0.0000000
16783781, 0xBBBB, 0033, 0.0000000
16846278, 0xBBBB, 0034, 0.0000000
16908797, 0xBBBB, 0035, 0.0000000
16971294, 0xBBBB, 0036, 0.0000000
17033769, 0xBBBB, 0037, 0.0000000
17096294, 0xBBBB, 0038, 0.0000000
17158769, 0xBBBB, 0039, 0.0000000
17221290, 0xBBBB, 0040, 0.0000000
17283783, 0xBBBB, 0041, 0.0000000
17346278, 0xBBBB, 0042, 0.0000000
17408766, 0xBBBB, 0043, 0.0000000
17471276, 0xBBBB, 0044, 0.0000000
17533766, 0xBBBB, 0045, 0.0000000
17596278, 0xBBBB, 0046, 0.0000000
17658766, 0xBBBB, 0047, 0.0000000
17721274, 0xBBBB, 0048, 0.0000000
17783782, 0xBBBB, 0049, 0.0000000
17846294, 0xBBBB, 0050, 0.0000000
17908785, 0xBBBB, 0051, 0.0000000
17971280, 0xBBBB, 0052, 0.0000000
18033769, 0xBBBB, 0053, 0.0000000
18096280, 0xBBBB, 0054, 0.0000000
18158770, 0xBBBB, 0055, 0.0000000
18221278, 0xBBBB, 0056, 0.0000000
18283769, 0xBBBB, 0057, 0.0000000
