uptime, sync, seq, adc
11350656, 0xBBBB, 0000, 3.2227054
11414034, 0xBBBB, 0002, 3.2227054
11476408, 0xBBBB, 0003, 3.2227054
11539075, 0xBBBB, 0004, 3.2227054
11601433, 0xBBBB, 0005, 3.2227054
11664076, 0xBBBB, 0006, 3.2227054
11726418, 0xBBBB, 0007, 3.2227054
11789071, 0xBBBB, 0008, 3.2227054
11851613, 0xBBBB, 0009, 3.2227054
11914036, 0xBBBB, 0010, 3.2227054
11976369, 0xBBBB, 0011, 3.2227054
12039056, 0xBBBB, 0012, 3.2227054
12101389, 0xBBBB, 0013, 3.2227054
12164046, 0xBBBB, 0014, 3.2227054
12226423, 0xBBBB, 0015, 3.2227054
12289069, 0xBBBB, 0016, 3.2227054
12351489, 0xBBBB, 0017, 3.2227054
12414032, 0xBBBB, 0018, 3.2227054
12476392, 0xBBBB, 0019, 3.2227054
12539034, 0xBBBB, 0020, 3.2227054
12601420, 0xBBBB, 0021, 3.2227054
12664073, 0xBBBB, 0022, 3.2227054
12726421, 0xBBBB, 0023, 3.2227054
12789087, 0xBBBB, 0024, 3.2227054
12851616, 0xBBBB, 0025, 3.2227054
12914039, 0xBBBB, 0026, 3.2227054
12976369, 0xBBBB, 0027, 3.2227054
13039022, 0xBBBB, 0028, 3.2227054
13101395, 0xBBBB, 0029, 3.2227054
13164051, 0xBBBB, 0030, 3.2227054
13226431, 0xBBBB, 0031, 3.2227054
13289075, 0xBBBB, 0032, 3.2227054
13351414, 0xBBBB, 0033, 3.2227054
13414058, 0xBBBB, 0034, 3.2227054
13476411, 0xBBBB, 0035, 3.2227054
13539000, 0xBBBB, 0036, 3.2227054
13601419, 0xBBBB, 0037, 3.2227054
13664054, 0xBBBB, 0038, 3.2227054
13726408, 0xBBBB, 0039, 3.2227054
13789061, 0xBBBB, 0040, 3.2227054
13851551, 0xBBBB, 0041, 3.2227054
13914047, 0xBBBB, 0042, 3.2227054
13976370, 0xBBBB, 0043, 3.2227054
14039032, 0xBBBB, 0044, 3.2227054
14101426, 0xBBBB, 0045, 3.2227054
14164060, 0xBBBB, 0046, 3.2227054
14226452, 0xBBBB, 0047, 3.2227054
14289077, 0xBBBB, 0048, 3.2227054
14351407, 0xBBBB, 0049, 3.2227054
14414064, 0xBBBB, 0050, 3.2227054
14476396, 0xBBBB, 0051, 3.2227054
14539045, 0xBBBB, 0052, 3.2227054
14601424, 0xBBBB, 0053, 3.2227054
14664052, 0xBBBB, 0054, 3.2227054
14726404, 0xBBBB, 0055, 3.2227054
14789043, 0xBBBB, 0056, 3.2227054
14851562, 0xBBBB, 0057, 3.2227054
14914054, 0xBBBB, 0058, 3.2227054
14976380, 0xBBBB, 0059, 3.2227054
15039036, 0xBBBB, 0060, 3.2227054
15101379, 0xBBBB, 0061, 3.2227054
15164074, 0xBBBB, 0062, 3.2227054
15226427, 0xBBBB, 0063, 3.2227054
15289073, 0xBBBB, 0064, 3.2227054
15351477, 0xBBBB, 0065, 3.2227054
15414048, 0xBBBB, 0066, 3.2227054
15476393, 0xBBBB, 0067, 3.2227054
15539032, 0xBBBB, 0068, 3.2227054
15601393, 0xBBBB, 0069, 3.2227054
15664056, 0xBBBB, 0070, 3.2227054
15726408, 0xBBBB, 0071, 3.2227054
15789048, 0xBBBB, 0072, 3.2227054
15851554, 0xBBBB, 0073, 3.2227054
15914069, 0xBBBB, 0074, 3.2227054
15976395, 0xBBBB, 0075, 3.2227054
16039037, 0xBBBB, 0076, 3.2227054
