date, time, sync, seq, adc
24-07-02, T16:25:33.54030Z, 0xBBBB, 0248, 0.0000000
24-07-02, T16:25:33.51004Z, 0xBBBB, 0249, 3.8867781
24-07-02, T16:25:33.47957Z, 0xBBBB, 0250, 0.0000000
24-07-02, T16:25:33.44932Z, 0xBBBB, 0251, 3.4180209
24-07-02, T16:25:33.41908Z, 0xBBBB, 0252, 0.0000000
24-07-02, T16:25:33.38860Z, 0xBBBB, 0253, 2.9492638
24-07-02, T16:25:34.35826Z, 0xBBBB, 0254, 0.0000000
24-07-02, T16:25:34.32799Z, 0xBBBB, 0255, 2.5000381
24-07-02, T16:25:34.29756Z, 0xBBBB, 0256, 0.0000000
24-07-02, T16:25:34.26729Z, 0xBBBB, 0257, 2.0312810
24-07-02, T16:25:34.23677Z, 0xBBBB, 0258, 0.0000000
24-07-02, T16:25:34.20651Z, 0xBBBB, 0259, 1.5625238
24-07-02, T16:25:34.664Z, 0xBBBB, 0260, 0.0000000
24-07-02, T16:25:34.63148Z, 0xBBBB, 0261, 4.8047608
24-07-02, T16:25:34.60101Z, 0xBBBB, 0262, 0.0000000
24-07-02, T16:25:34.57077Z, 0xBBBB, 0263, 4.3360037
24-07-02, T16:25:34.54030Z, 0xBBBB, 0264, 0.0000000
24-07-02, T16:25:34.51019Z, 0xBBBB, 0265, 3.8867781
24-07-02, T16:25:34.47969Z, 0xBBBB, 0266, 0.0000000
24-07-02, T16:25:34.44946Z, 0xBBBB, 0267, 3.4180209
24-07-02, T16:25:34.41928Z, 0xBBBB, 0268, 0.0000000
24-07-02, T16:25:34.38873Z, 0xBBBB, 0269, 2.9492638
24-07-02, T16:25:34.35823Z, 0xBBBB, 0270, 0.0000000
24-07-02, T16:25:35.32789Z, 0xBBBB, 0271, 2.5000381
24-07-02, T16:25:35.29742Z, 0xBBBB, 0272, 0.0000000
24-07-02, T16:25:35.26717Z, 0xBBBB, 0273, 2.0312810
24-07-02, T16:25:35.23671Z, 0xBBBB, 0274, 0.0000000
24-07-02, T16:25:35.20646Z, 0xBBBB, 0275, 1.5625238
24-07-02, T16:25:35.673Z, 0xBBBB, 0276, 0.0000000
24-07-02, T16:25:35.63158Z, 0xBBBB, 0277, 4.8047608
24-07-02, T16:25:35.60115Z, 0xBBBB, 0278, 0.0000000
24-07-02, T16:25:35.57088Z, 0xBBBB, 0279, 4.3555352
24-07-02, T16:25:35.54044Z, 0xBBBB, 0280, 0.0000000
24-07-02, T16:25:35.51015Z, 0xBBBB, 0281, 3.8867781
24-07-02, T16:25:35.47956Z, 0xBBBB, 0282, 0.0000000
24-07-02, T16:25:35.44932Z, 0xBBBB, 0283, 3.4180209
24-07-02, T16:25:35.41910Z, 0xBBBB, 0284, 0.0000000
24-07-02, T16:25:35.38860Z, 0xBBBB, 0285, 2.9492638
24-07-02, T16:25:35.35813Z, 0xBBBB, 0286, 0.0000000
24-07-02, T16:25:36.32804Z, 0xBBBB, 0287, 2.5000381
24-07-02, T16:25:36.29741Z, 0xBBBB, 0288, 0.0000000
24-07-02, T16:25:36.26729Z, 0xBBBB, 0289, 2.0312810
24-07-02, T16:25:36.23681Z, 0xBBBB, 0290, 0.0000000
24-07-02, T16:25:36.20658Z, 0xBBBB, 0291, 1.5625238
24-07-02, T16:25:36.661Z, 0xBBBB, 0292, 0.0000000
24-07-02, T16:25:36.63148Z, 0xBBBB, 0293, 4.8047608
24-07-02, T16:25:36.60102Z, 0xBBBB, 0294, 0.0000000
24-07-02, T16:25:36.57077Z, 0xBBBB, 0295, 4.3360037
24-07-02, T16:25:36.54029Z, 0xBBBB, 0296, 0.0000000
24-07-02, T16:25:36.51004Z, 0xBBBB, 0297, 3.8867781
24-07-02, T16:25:36.47957Z, 0xBBBB, 0298, 0.0000000
24-07-02, T16:25:36.44932Z, 0xBBBB, 0299, 3.4180209
24-07-02, T16:25:36.41924Z, 0xBBBB, 0300, 0.0000000
24-07-02, T16:25:36.38870Z, 0xBBBB, 0301, 2.9492638
24-07-02, T16:25:36.35828Z, 0xBBBB, 0302, 0.0000000
24-07-02, T16:25:37.32800Z, 0xBBBB, 0303, 2.5000381
24-07-02, T16:25:37.29741Z, 0xBBBB, 0304, 0.0000000
24-07-02, T16:25:37.26716Z, 0xBBBB, 0305, 2.0312810
24-07-02, T16:25:37.23669Z, 0xBBBB, 0306, 0.0000000
24-07-02, T16:25:37.20644Z, 0xBBBB, 0307, 1.5625238
24-07-02, T16:25:37.664Z, 0xBBBB, 0308, 0.0000000
24-07-02, T16:25:37.63146Z, 0xBBBB, 0309, 4.8047608
24-07-02, T16:25:37.60101Z, 0xBBBB, 0310, 0.0000000
24-07-02, T16:25:37.57090Z, 0xBBBB, 0311, 4.3555352
24-07-02, T16:25:37.54043Z, 0xBBBB, 0312, 0.0000000
