sync, uptime, seq, adc
0xFFFF, 001110, 0000, 0.0000000
0xFFFF, 062154, 0001, 0.0000000
0xFFFF, 124658, 0002, 3.2183566
0xFFFF, 187154, 0003, 3.2186618
0xFFFF, 249646, 0004, 3.2185092
0xFFFF, 312176, 0005, 3.2184329
0xFFFF, 374647, 0006, 3.2184329
0xFFFF, 437163, 0007, 3.2183566
0xFFFF, 499646, 0008, 3.2186618
0xFFFF, 562160, 0009, 3.2184329
0xFFFF, 624665, 0010, 3.2183566
0xFFFF, 687154, 0011, 3.2183566
0xFFFF, 749658, 0012, 3.2185092
0xFFFF, 812154, 0013, 3.2185855
0xFFFF, 874655, 0014, 3.2185855
0xFFFF, 937176, 0015, 3.2183566
0xFFFF, 999646, 0016, 3.2183566
0xFFFF, 1062163, 0017, 3.2185092
0xFFFF, 1124646, 0018, 3.2184329
0xFFFF, 1187166, 0019, 3.2183566
0xFFFF, 1249666, 0020, 3.2187381
0xFFFF, 1312154, 0021, 3.2183566
0xFFFF, 1374658, 0022, 3.2184329
0xFFFF, 1437154, 0023, 3.2183566
0xFFFF, 1499656, 0024, 3.2182803
0xFFFF, 1562176, 0025, 3.2182040
0xFFFF, 1624646, 0026, 3.2185092
0xFFFF, 1687163, 0027, 3.2184329
0xFFFF, 1749646, 0028, 3.2182803
0xFFFF, 1812165, 0029, 3.2183566
0xFFFF, 1874658, 0030, 3.2182040
0xFFFF, 1937158, 0031, 3.2182803
0xFFFF, 1999658, 0032, 3.2186618
0xFFFF, 2062154, 0033, 3.2183566
0xFFFF, 2124655, 0034, 3.2181277
0xFFFF, 2187166, 0035, 3.2180514
0xFFFF, 2249657, 0036, 3.2183566
0xFFFF, 2312163, 0037, 3.2183566
0xFFFF, 2374646, 0038, 3.2182040
0xFFFF, 2437165, 0039, 3.2186618
0xFFFF, 2499646, 0040, 3.2183566
0xFFFF, 2562163, 0041, 3.2184329
0xFFFF, 2624646, 0042, 3.2183566
0xFFFF, 2687155, 0043, 3.2182803
0xFFFF, 2749654, 0044, 3.2181277
0xFFFF, 2812154, 0045, 3.2183566
0xFFFF, 2874658, 0046, 3.2183566
0xFFFF, 2937154, 0047, 3.2185092
0xFFFF, 2999647, 0048, 3.2185092
0xFFFF, 3062165, 0049, 3.2183566
0xFFFF, 3124646, 0050, 3.2182803
0xFFFF, 3187169, 0051, 3.2184329
0xFFFF, 3249646, 0052, 3.2188144
0xFFFF, 3312160, 0053, 3.2182040
0xFFFF, 3374655, 0054, 3.2185092
0xFFFF, 3437154, 0055, 3.2182040
0xFFFF, 3499666, 0056, 3.2183566
0xFFFF, 3562154, 0057, 3.2183566
0xFFFF, 3624655, 0058, 3.2184329
0xFFFF, 3687166, 0059, 3.2184329
0xFFFF, 3749646, 0060, 3.2180514
0xFFFF, 3812170, 0061, 3.2182803
0xFFFF, 3874646, 0062, 3.2186618
0xFFFF, 3937165, 0063, 3.2184329
0xFFFF, 3999647, 0064, 3.2183566
0xFFFF, 4062154, 0065, 3.2182803
0xFFFF, 4124666, 0066, 3.2184329
0xFFFF, 4187154, 0067, 3.2182803
0xFFFF, 4249655, 0068, 3.2182803
0xFFFF, 4312154, 0069, 3.2183566
0xFFFF, 4374646, 0070, 3.2185855
0xFFFF, 4437170, 0071, 3.2184329
0xFFFF, 4499646, 0072, 3.2183566
0xFFFF, 4562165, 0073, 3.2183566
0xFFFF, 4624646, 0074, 3.2183566
0xFFFF, 4687159, 0075, 3.2183566
0xFFFF, 4749665, 0076, 3.2182803
0xFFFF, 4812154, 0077, 3.2182040
0xFFFF, 4874655, 0078, 3.2184329
0xFFFF, 4937154, 0079, 3.2179751
0xFFFF, 4999658, 0080, 3.2183566
0xFFFF, 5062170, 0081, 3.2183566
0xFFFF, 5124646, 0082, 3.2183566
0xFFFF, 5187166, 0083, 3.2184329
0xFFFF, 5249646, 0084, 3.2183566
0xFFFF, 5312163, 0085, 3.2184329
0xFFFF, 5374667, 0086, 3.2184329
0xFFFF, 5437154, 0087, 3.2182803
0xFFFF, 5499655, 0088, 3.2184329
0xFFFF, 5562154, 0089, 3.2183566
0xFFFF, 5624658, 0090, 3.2182803
0xFFFF, 5687171, 0091, 3.2182040
0xFFFF, 5749646, 0092, 3.2182803
0xFFFF, 5812165, 0093, 3.2183566
0xFFFF, 5874646, 0094, 3.2185855
0xFFFF, 5937162, 0095, 3.2182803
0xFFFF, 5999655, 0096, 3.2182803
0xFFFF, 6062160, 0097, 3.2183566
0xFFFF, 6124655, 0098, 3.2183566
0xFFFF, 6187154, 0099, 3.2183566
0xFFFF, 6249657, 0100, 3.2183566
0xFFFF, 6312162, 0101, 3.2185092
0xFFFF, 6374655, 0102, 3.2184329
0xFFFF, 6437165, 0103, 3.2183566
0xFFFF, 6499647, 0104, 3.2181277
0xFFFF, 6562163, 0105, 3.2185855
0xFFFF, 6624646, 0106, 3.2183566
0xFFFF, 6687166, 0107, 3.2182040
0xFFFF, 6749646, 0108, 3.2185092
0xFFFF, 6812154, 0109, 3.2185092
0xFFFF, 6874658, 0110, 3.2184329
0xFFFF, 6937154, 0111, 3.2182803
0xFFFF, 6999655, 0112, 3.2182803
0xFFFF, 7062154, 0113, 3.2182803
