date, time, sync, seq, adc
24-05-31, T00:01:23.863Z, 0xBBBB, 0283, 0.2744335
24-05-31, T00:01:24.228Z, 0xBBBB, 0286, 0.2744335
24-05-31, T00:01:24.597Z, 0xBBBB, 0288, 0.2744335
24-05-31, T00:01:24.848Z, 0xBBBB, 0290, 0.2744335
24-05-31, T00:01:25.953Z, 0xBBBB, 0291, 0.2744335
24-05-31, T00:01:26.444Z, 0xBBBB, 0296, 0.2744335
24-05-31, T00:01:26.808Z, 0xBBBB, 0298, 0.2744335
24-05-31, T00:01:27.059Z, 0xBBBB, 0300, 0.2744335
24-05-31, T00:01:27.675Z, 0xBBBB, 0301, 0.2744335
24-05-31, T00:01:28.408Z, 0xBBBB, 0305, 0.2744335
24-05-31, T00:01:29.150Z, 0xBBBB, 0308, 0.2744335
24-05-31, T00:01:29.397Z, 0xBBBB, 0311, 0.2744335
24-05-31, T00:01:29.518Z, 0xBBBB, 0313, 0.2744335
24-05-31, T00:01:29.887Z, 0xBBBB, 0314, 0.2744335
24-05-31, T00:01:30.008Z, 0xBBBB, 0316, 0.2744335
24-05-31, T00:01:30.746Z, 0xBBBB, 0317, 0.2744335
24-05-31, T00:01:30.871Z, 0xBBBB, 0318, 0.2744335
24-05-31, T00:01:30.993Z, 0xBBBB, 0319, 0.2744335
24-05-31, T00:01:31.114Z, 0xBBBB, 0320, 0.2744335
24-05-31, T00:01:32.471Z, 0xBBBB, 0321, 0.2744335
24-05-31, T00:01:32.714Z, 0xBBBB, 0327, 0.2744335
24-05-31, T00:01:32.961Z, 0xBBBB, 0328, 0.2744335
24-05-31, T00:01:33.451Z, 0xBBBB, 0329, 0.2744335
24-05-31, T00:01:34.189Z, 0xBBBB, 0332, 0.2744335
24-05-31, T00:01:34.310Z, 0xBBBB, 0333, 0.2744335
24-05-31, T00:01:34.671Z, 0xBBBB, 0334, 0.2744335
24-05-31, T00:01:34.930Z, 0xBBBB, 0337, 0.2744335
24-05-31, T00:01:35.173Z, 0xBBBB, 0338, 0.2744335
24-05-31, T00:01:35.295Z, 0xBBBB, 0340, 0.2744335
24-05-31, T00:01:35.412Z, 0xBBBB, 0341, 0.2744335
24-05-31, T00:01:35.789Z, 0xBBBB, 0342, 0.2744335
24-05-31, T00:01:36.142Z, 0xBBBB, 0344, 0.2744335
24-05-31, T00:01:36.263Z, 0xBBBB, 0346, 0.2744335
24-05-31, T00:01:36.510Z, 0xBBBB, 0347, 0.2744335
24-05-31, T00:01:36.636Z, 0xBBBB, 0349, 0.2744335
24-05-31, T00:01:36.757Z, 0xBBBB, 0350, 0.2744335
24-05-31, T00:01:36.883Z, 0xBBBB, 0351, 0.2744335
24-05-31, T00:01:37.000Z, 0xBBBB, 0352, 0.2744335
24-05-31, T00:01:37.028Z, 0xBBBB, 0353, 0.2744335
24-05-31, T00:01:37.126Z, 0xBBBB, 0354, 0.2744335
24-05-31, T00:01:37.248Z, 0xBBBB, 0355, 0.2744335
24-05-31, T00:01:37.373Z, 0xBBBB, 0356, 0.2744335
24-05-31, T00:01:37.495Z, 0xBBBB, 0357, 0.2744335
24-05-31, T00:01:37.620Z, 0xBBBB, 0358, 0.2744335
24-05-31, T00:01:37.742Z, 0xBBBB, 0359, 0.2744335
24-05-31, T00:01:37.867Z, 0xBBBB, 0360, 0.2744335
