date, time, sync, seq, adc
44-07-15, T11:26:32.740300Z, 0xBBBB, 0000, 0.0000000
44-07-15, T11:26:32.802200Z, 0xBBBB, 0001, 0.0000000
44-07-15, T11:26:32.864100Z, 0xBBBB, 0002, 0.0000000
44-07-15, T11:26:32.926000Z, 0xBBBB, 0003, 0.0000000
44-07-15, T11:26:32.987800Z, 0xBBBB, 0004, 0.0000000
44-07-15, T11:26:33.049600Z, 0xBBBB, 0005, 0.0000000
44-07-15, T11:26:33.111500Z, 0xBBBB, 0006, 0.0000000
44-07-15, T11:26:33.173400Z, 0xBBBB, 0007, 0.0000000
44-07-15, T11:26:33.235300Z, 0xBBBB, 0008, 0.0000000
44-07-15, T11:26:33.297100Z, 0xBBBB, 0009, 0.0000000
44-07-15, T11:26:33.359100Z, 0xBBBB, 0010, 0.0000000
44-07-15, T11:26:33.420900Z, 0xBBBB, 0011, 0.0000000
44-07-15, T11:26:33.482800Z, 0xBBBB, 0012, 0.0000000
44-07-15, T11:26:33.544700Z, 0xBBBB, 0013, 0.0000000
44-07-15, T11:26:33.606600Z, 0xBBBB, 0014, 0.0000000
44-07-15, T11:26:33.668400Z, 0xBBBB, 0015, 0.0000000
44-07-15, T11:26:33.730300Z, 0xBBBB, 0016, 0.0000000
44-07-15, T11:26:33.792200Z, 0xBBBB, 0017, 0.0000000
44-07-15, T11:26:33.854100Z, 0xBBBB, 0018, 0.0000000
44-07-15, T11:26:33.916000Z, 0xBBBB, 0019, 0.0000000
44-07-15, T11:26:33.977800Z, 0xBBBB, 0020, 0.0000000
44-07-15, T11:26:34.039600Z, 0xBBBB, 0021, 0.0000000
44-07-15, T11:26:34.101500Z, 0xBBBB, 0022, 0.0000000
44-07-15, T11:26:34.163400Z, 0xBBBB, 0023, 0.0000000
44-07-15, T11:26:34.225300Z, 0xBBBB, 0024, 0.0000000
44-07-15, T11:26:34.287200Z, 0xBBBB, 0025, 0.0000000
44-07-15, T11:26:34.349100Z, 0xBBBB, 0026, 0.0000000
44-07-15, T11:26:34.410900Z, 0xBBBB, 0027, 0.0000000
44-07-15, T11:26:34.472800Z, 0xBBBB, 0028, 0.0000000
44-07-15, T11:26:34.534700Z, 0xBBBB, 0029, 0.0000000
44-07-15, T11:26:34.596600Z, 0xBBBB, 0030, 0.0000000
44-07-15, T11:26:34.658400Z, 0xBBBB, 0031, 0.0000000
44-07-15, T11:26:34.720300Z, 0xBBBB, 0032, 0.0000000
44-07-15, T11:26:34.782200Z, 0xBBBB, 0033, 0.0000000
44-07-15, T11:26:34.844100Z, 0xBBBB, 0034, 0.0000000
44-07-15, T11:26:34.906000Z, 0xBBBB, 0035, 0.0000000
44-07-15, T11:26:34.967900Z, 0xBBBB, 0036, 0.0000000
44-07-15, T11:26:35.029600Z, 0xBBBB, 0037, 0.0000000
44-07-15, T11:26:35.091500Z, 0xBBBB, 0038, 0.0000000
44-07-15, T11:26:35.153400Z, 0xBBBB, 0039, 0.0000000
44-07-15, T11:26:35.215300Z, 0xBBBB, 0040, 0.0000000
44-07-15, T11:26:35.277200Z, 0xBBBB, 0041, 0.0000000
44-07-15, T11:26:35.339000Z, 0xBBBB, 0042, 0.0000000
44-07-15, T11:26:35.400900Z, 0xBBBB, 0043, 0.0000000
44-07-15, T11:26:35.462800Z, 0xBBBB, 0044, 0.0000000
44-07-15, T11:26:35.524700Z, 0xBBBB, 0045, 0.0000000
44-07-15, T11:26:35.586600Z, 0xBBBB, 0046, 0.0000000
44-07-15, T11:26:35.648400Z, 0xBBBB, 0047, 0.0000000
44-07-15, T11:26:35.710300Z, 0xBBBB, 0048, 0.0000000
44-07-15, T11:26:35.772200Z, 0xBBBB, 0049, 0.0000000
44-07-15, T11:26:35.834100Z, 0xBBBB, 0050, 0.0000000
44-07-15, T11:26:35.896000Z, 0xBBBB, 0051, 0.0000000
44-07-15, T11:26:35.957900Z, 0xBBBB, 0052, 0.0000000
44-07-15, T11:26:36.019600Z, 0xBBBB, 0053, 0.0000000
