sync, uptime, seq, adc
0xFFFF, 5186426, 0082, 3.2217136
0xFFFF, 5248924, 0083, 3.2216373
0xFFFF, 5311433, 0084, 3.2217899
0xFFFF, 5373925, 0085, 3.2218662
0xFFFF, 5436425, 0086, 3.2219425
0xFFFF, 5498923, 0087, 3.2217136
0xFFFF, 5561425, 0088, 3.2217136
0xFFFF, 5623924, 0089, 3.2217899
0xFFFF, 5686418, 0090, 3.2217899
0xFFFF, 5748921, 0091, 3.2217899
0xFFFF, 5811419, 0092, 3.2217899
0xFFFF, 5873923, 0093, 3.2217899
0xFFFF, 5936424, 0094, 3.2217899
0xFFFF, 5998924, 0095, 3.2220188
0xFFFF, 6061426, 0096, 3.2219425
0xFFFF, 6123932, 0097, 3.2220951
0xFFFF, 6186422, 0098, 3.2217136
0xFFFF, 6248927, 0099, 3.2217136
0xFFFF, 6311431, 0100, 3.2217136
0xFFFF, 6373920, 0101, 3.2220188
0xFFFF, 6436434, 0102, 3.2217899
0xFFFF, 6498933, 0103, 3.2218662
0xFFFF, 6561413, 0104, 3.2217136
0xFFFF, 6623932, 0105, 3.2217136
0xFFFF, 6686410, 0106, 3.2217899
0xFFFF, 6748932, 0107, 3.2217899
0xFFFF, 6811421, 0108, 3.2217136
0xFFFF, 6873914, 0109, 3.2216373
0xFFFF, 6936432, 0110, 3.2217899
0xFFFF, 6998913, 0111, 3.2222477
0xFFFF, 7061435, 0112, 3.2217899
0xFFFF, 7123925, 0113, 3.2217899
0xFFFF, 7186415, 0114, 3.2219425
0xFFFF, 7248932, 0115, 3.2220188
0xFFFF, 7311415, 0116, 3.2222477
0xFFFF, 7373933, 0117, 3.2217136
0xFFFF, 7436426, 0118, 3.2217136
0xFFFF, 7498922, 0119, 3.2217136
0xFFFF, 7561432, 0120, 3.2217136
0xFFFF, 7623913, 0121, 3.2217136
0xFFFF, 7686434, 0122, 3.2218662
0xFFFF, 7748934, 0123, 3.2218662
0xFFFF, 7811416, 0124, 3.2217899
0xFFFF, 7873935, 0125, 3.2217899
0xFFFF, 7936415, 0126, 3.2219425
0xFFFF, 7998934, 0127, 3.2217899
0xFFFF, 8061422, 0128, 3.2218662
0xFFFF, 8123923, 0129, 3.2217899
0xFFFF, 8186444, 0130, 3.2218662
0xFFFF, 8248913, 0131, 3.2217899
0xFFFF, 8311435, 0132, 3.2220951
0xFFFF, 8373923, 0133, 3.2217899
0xFFFF, 8436419, 0134, 3.2220951
0xFFFF, 8498929, 0135, 3.2221714
0xFFFF, 8561418, 0136, 3.2217899
0xFFFF, 8623934, 0137, 3.2217136
0xFFFF, 8686413, 0138, 3.2217136
0xFFFF, 8748926, 0139, 3.2217136
0xFFFF, 8811435, 0140, 3.2218662
0xFFFF, 8873917, 0141, 3.2217136
0xFFFF, 8936433, 0142, 3.2218662
0xFFFF, 8998923, 0143, 3.2217136
0xFFFF, 9061420, 0144, 3.2217899
0xFFFF, 9123930, 0145, 3.2217136
0xFFFF, 9186424, 0146, 3.2218662
0xFFFF, 9248945, 0147, 3.2217899
0xFFFF, 9311420, 0148, 3.2217136
0xFFFF, 9373925, 0149, 3.2217899
0xFFFF, 9436435, 0150, 3.2218662
0xFFFF, 9498923, 0151, 3.2217899
0xFFFF, 9561443, 0152, 3.2218662
0xFFFF, 9623922, 0153, 3.2217899
0xFFFF, 9686418, 0154, 3.2219425
0xFFFF, 9748920, 0155, 3.2218662
0xFFFF, 9811424, 0156, 3.2220188
0xFFFF, 9873947, 0157, 3.2218662
0xFFFF, 9936416, 0158, 3.2217136
0xFFFF, 9998925, 0159, 3.2216373
0xFFFF, 10061423, 0160, 3.2217899
0xFFFF, 10123919, 0161, 3.2216373
0xFFFF, 10186432, 0162, 3.2217136
0xFFFF, 10248931, 0163, 3.2217136
0xFFFF, 10311420, 0164, 3.2217136
0xFFFF, 10373914, 0165, 3.2217136
0xFFFF, 10436426, 0166, 3.2217899
0xFFFF, 10498936, 0167, 3.2217899
0xFFFF, 10561431, 0168, 3.2220188
0xFFFF, 10623932, 0169, 3.2217899
0xFFFF, 10686414, 0170, 3.2217136
0xFFFF, 10748923, 0171, 3.2217136
0xFFFF, 10811414, 0172, 3.2214847
0xFFFF, 10873932, 0173, 3.2217136
0xFFFF, 10936425, 0174, 3.2216373
0xFFFF, 10998912, 0175, 3.2217899
0xFFFF, 11061425, 0176, 3.2218662
0xFFFF, 11123909, 0177, 3.2220188
0xFFFF, 11186425, 0178, 3.2217899
0xFFFF, 11248922, 0179, 3.2219425
0xFFFF, 11311417, 0180, 3.2219425
