uptime, sync, seq, adc
16227035, 0xBBBB, 0000, 0.5273518
16227811, 0xBBBB, 0001, 1.2304875
16289637, 0xBBBB, 0002, 0.0195315
16352068, 0xBBBB, 0003, 0.0195315
16414679, 0xBBBB, 0004, 0.0390631
16477072, 0xBBBB, 0005, 0.0390631
16539617, 0xBBBB, 0006, 0.0195315
16602053, 0xBBBB, 0007, 0.0390631
16664655, 0xBBBB, 0008, 0.0390631
16727058, 0xBBBB, 0009, 0.0195315
16789638, 0xBBBB, 0010, 0.0195315
16852043, 0xBBBB, 0011, 0.0390631
16914643, 0xBBBB, 0012, 0.0390631
16977045, 0xBBBB, 0013, 0.0195315
17039647, 0xBBBB, 0014, 0.0195315
17102147, 0xBBBB, 0015, 0.0390631
17164636, 0xBBBB, 0016, 0.0390631
17227171, 0xBBBB, 0017, 0.0195315
17289607, 0xBBBB, 0018, 0.0195315
17352056, 0xBBBB, 0019, 0.0390631
17414635, 0xBBBB, 0020, 0.0390631
17477082, 0xBBBB, 0021, 0.0195315
17539627, 0xBBBB, 0022, 0.0195315
17602058, 0xBBBB, 0023, 0.0390631
17664619, 0xBBBB, 0024, 0.0390631
17727060, 0xBBBB, 0025, 0.0195315
17789637, 0xBBBB, 0026, 0.0195315
17852050, 0xBBBB, 0027, 0.0390631
17914623, 0xBBBB, 0028, 0.0390631
17977170, 0xBBBB, 0029, 0.0390631
18039676, 0xBBBB, 0030, 0.0195315
18102050, 0xBBBB, 0031, 0.0390631
18164639, 0xBBBB, 0032, 0.0390631
18227061, 0xBBBB, 0033, 0.0195315
18289612, 0xBBBB, 0034, 0.0195315
18352069, 0xBBBB, 0035, 0.0390631
18414641, 0xBBBB, 0036, 0.0390631
18477088, 0xBBBB, 0037, 0.0195315
18539640, 0xBBBB, 0038, 0.0195315
18602055, 0xBBBB, 0039, 0.0390631
18664624, 0xBBBB, 0040, 0.0390631
18727042, 0xBBBB, 0041, 0.0390631
18789651, 0xBBBB, 0042, 0.0195315
18852059, 0xBBBB, 0043, 0.0390631
18914634, 0xBBBB, 0044, 0.0390631
18977156, 0xBBBB, 0045, 0.0195315
19039641, 0xBBBB, 0046, 0.0195315
19102032, 0xBBBB, 0047, 0.0390631
19164620, 0xBBBB, 0048, 0.0390631
19227066, 0xBBBB, 0049, 0.0195315
19289647, 0xBBBB, 0050, 0.0195315
19352068, 0xBBBB, 0051, 0.0390631
19414635, 0xBBBB, 0052, 0.0390631
19477143, 0xBBBB, 0053, 0.0390631
19539636, 0xBBBB, 0054, 0.0195315
19602067, 0xBBBB, 0055, 0.0390631
19664602, 0xBBBB, 0056, 0.0390631
19727057, 0xBBBB, 0057, 0.0195315
19789854, 0xBBBB, 0058, 1.5039292
19852061, 0xBBBB, 0059, 0.0390631
19914639, 0xBBBB, 0060, 0.0390631
19977059, 0xBBBB, 0061, 0.0195315
20039643, 0xBBBB, 0062, 0.0195315
20102074, 0xBBBB, 0063, 0.0390631
20164625, 0xBBBB, 0064, 0.0390631
20227059, 0xBBBB, 0065, 0.0390631
20289652, 0xBBBB, 0066, 0.0195315
20352069, 0xBBBB, 0067, 0.0195315
20414638, 0xBBBB, 0068, 0.0390631
20477062, 0xBBBB, 0069, 0.0390631
20539642, 0xBBBB, 0070, 0.0195315
20602044, 0xBBBB, 0071, 0.0390631
20664619, 0xBBBB, 0072, 0.0390631
20727058, 0xBBBB, 0073, 0.0390631
20789631, 0xBBBB, 0074, 0.0390631
20852062, 0xBBBB, 0075, 0.0195315
20914623, 0xBBBB, 0076, 0.0390631
20977045, 0xBBBB, 0077, 0.0390631
21039638, 0xBBBB, 0078, 0.0390631
21102083, 0xBBBB, 0079, 0.0195315
21164621, 0xBBBB, 0080, 0.0195315
21227064, 0xBBBB, 0081, 0.0390631
21289677, 0xBBBB, 0082, 0.0390631
21352071, 0xBBBB, 0083, 0.0390631
21414634, 0xBBBB, 0084, 0.0195315
21477074, 0xBBBB, 0085, 0.0390631
21539625, 0xBBBB, 0086, 0.0390631
21602167, 0xBBBB, 0087, 0.0390631
21664628, 0xBBBB, 0088, 0.0390631
21727029, 0xBBBB, 0089, 0.0195315
21789635, 0xBBBB, 0090, 0.0390631
21852055, 0xBBBB, 0091, 0.0390631
21914609, 0xBBBB, 0092, 0.0195315
21977057, 0xBBBB, 0093, 0.0195315
22039641, 0xBBBB, 0094, 0.0195315
22102084, 0xBBBB, 0095, 0.0390631
22164639, 0xBBBB, 0096, 0.0390631
22227061, 0xBBBB, 0097, 0.0195315
22289629, 0xBBBB, 0098, 0.0195315
22352050, 0xBBBB, 0099, 0.0390631
22414659, 0xBBBB, 0100, 0.0390631
22477066, 0xBBBB, 0101, 0.0195315
22539634, 0xBBBB, 0102, 0.0390631
22602156, 0xBBBB, 0103, 0.0195315
22664634, 0xBBBB, 0104, 0.0390631
22727030, 0xBBBB, 0105, 0.0390631
22789614, 0xBBBB, 0106, 0.0195315
22852061, 0xBBBB, 0107, 0.0195315
22914642, 0xBBBB, 0108, 0.0390631
22977065, 0xBBBB, 0109, 0.0390631
23039638, 0xBBBB, 0110, 0.0390631
23102142, 0xBBBB, 0111, 0.0195315
23164640, 0xBBBB, 0112, 0.0195315
23227066, 0xBBBB, 0113, 0.0390631
23289610, 0xBBBB, 0114, 0.0390631
23352062, 0xBBBB, 0115, 0.0195315
23414642, 0xBBBB, 0116, 0.0390631
23477066, 0xBBBB, 0117, 0.0390631
23539638, 0xBBBB, 0118, 0.0390631
23602066, 0xBBBB, 0119, 0.0390631
23664639, 0xBBBB, 0120, 0.0195315
23727062, 0xBBBB, 0121, 0.0195315
23789617, 0xBBBB, 0122, 0.0390631
23852056, 0xBBBB, 0123, 0.0390631
23914652, 0xBBBB, 0124, 0.0390631
23977062, 0xBBBB, 0125, 0.0195315
24039638, 0xBBBB, 0126, 0.0195315
24102073, 0xBBBB, 0127, 0.0390631
24164642, 0xBBBB, 0128, 0.0390631
24227041, 0xBBBB, 0129, 0.0195315
24289643, 0xBBBB, 0130, 0.0195315
24352148, 0xBBBB, 0131, 0.0390631
24414631, 0xBBBB, 0132, 0.0390631
24477171, 0xBBBB, 0133, 0.0390631
24539659, 0xBBBB, 0134, 0.0195315
24602068, 0xBBBB, 0135, 0.0195315
24664637, 0xBBBB, 0136, 0.0390631
24727077, 0xBBBB, 0137, 0.0390631
24789615, 0xBBBB, 0138, 0.0195315
24852059, 0xBBBB, 0139, 0.0195315
24914655, 0xBBBB, 0140, 0.0195315
24977063, 0xBBBB, 0141, 0.0390631
25039636, 0xBBBB, 0142, 0.0390631
25102060, 0xBBBB, 0143, 0.0195315
25164627, 0xBBBB, 0144, 0.0195315
25227169, 0xBBBB, 0145, 0.0390631
25289630, 0xBBBB, 0146, 0.0390631
25352048, 0xBBBB, 0147, 0.0390631
25414640, 0xBBBB, 0148, 0.0195315
25477067, 0xBBBB, 0149, 0.0195315
25539622, 0xBBBB, 0150, 0.0390631
25602065, 0xBBBB, 0151, 0.0390631
25664639, 0xBBBB, 0152, 0.0195315
25727082, 0xBBBB, 0153, 0.0195315
25789629, 0xBBBB, 0154, 0.0195315
25852054, 0xBBBB, 0155, 0.0390631
25914622, 0xBBBB, 0156, 0.0390631
25977044, 0xBBBB, 0157, 0.0195315
26039652, 0xBBBB, 0158, 0.0390631
26102059, 0xBBBB, 0159, 0.0390631
26164691, 0xBBBB, 0160, 0.0390631
26227158, 0xBBBB, 0161, 0.0195315
26289634, 0xBBBB, 0162, 0.0195315
26352032, 0xBBBB, 0163, 0.0390631
26414614, 0xBBBB, 0164, 0.0390631
26477065, 0xBBBB, 0165, 0.0195315
26539640, 0xBBBB, 0166, 0.0195315
26602070, 0xBBBB, 0167, 0.0390631
26664636, 0xBBBB, 0168, 0.0390631
26727092, 0xBBBB, 0169, 0.0390631
26789636, 0xBBBB, 0170, 0.0195315
26852058, 0xBBBB, 0171, 0.0390631
26914620, 0xBBBB, 0172, 0.0390631
26977052, 0xBBBB, 0173, 0.0390631
27039650, 0xBBBB, 0174, 0.0195315
27102060, 0xBBBB, 0175, 0.0390631
27164635, 0xBBBB, 0176, 0.0390631
27227063, 0xBBBB, 0177, 0.0195315
27289642, 0xBBBB, 0178, 0.0195315
27352062, 0xBBBB, 0179, 0.0195315
27414625, 0xBBBB, 0180, 0.0390631
27477057, 0xBBBB, 0181, 0.0390631
27539653, 0xBBBB, 0182, 0.0390631
27602067, 0xBBBB, 0183, 0.0195315
27664636, 0xBBBB, 0184, 0.0390631
27727091, 0xBBBB, 0185, 0.0390631
27789639, 0xBBBB, 0186, 0.0195315
27852034, 0xBBBB, 0187, 0.0195315
27914635, 0xBBBB, 0188, 0.0390631
27977058, 0xBBBB, 0189, 0.0390631
28039623, 0xBBBB, 0190, 0.0195315
28102064, 0xBBBB, 0191, 0.0195315
28164622, 0xBBBB, 0192, 0.0390631
28227059, 0xBBBB, 0193, 0.0390631
28289639, 0xBBBB, 0194, 0.0195315
28352075, 0xBBBB, 0195, 0.0195315
28414621, 0xBBBB, 0196, 0.0390631
28477062, 0xBBBB, 0197, 0.0390631
28539651, 0xBBBB, 0198, 0.0195315
28602070, 0xBBBB, 0199, 0.0195315
28664633, 0xBBBB, 0200, 0.0390631
28727067, 0xBBBB, 0201, 0.0390631
28789625, 0xBBBB, 0202, 0.0390631
28852166, 0xBBBB, 0203, 0.0195315
28914620, 0xBBBB, 0204, 0.0195315
28977043, 0xBBBB, 0205, 0.0390631
29039632, 0xBBBB, 0206, 0.0390631
29102060, 0xBBBB, 0207, 0.0195315
29164626, 0xBBBB, 0208, 0.0390631
29227051, 0xBBBB, 0209, 0.0390631
29289641, 0xBBBB, 0210, 0.0390631
29352079, 0xBBBB, 0211, 0.0195315
29414664, 0xBBBB, 0212, 0.0195315
29477062, 0xBBBB, 0213, 0.0390631
29539628, 0xBBBB, 0214, 0.0195315
29602052, 0xBBBB, 0215, 0.0390631
29664658, 0xBBBB, 0216, 0.0195315
29727061, 0xBBBB, 0217, 0.0390631
29789634, 0xBBBB, 0218, 0.0390631
29852157, 0xBBBB, 0219, 0.0195315
29914627, 0xBBBB, 0220, 0.0195315
29977028, 0xBBBB, 0221, 0.0390631
30039606, 0xBBBB, 0222, 0.0390631
30102057, 0xBBBB, 0223, 0.0195315
30164636, 0xBBBB, 0224, 0.0195315
30227063, 0xBBBB, 0225, 0.0390631
30289638, 0xBBBB, 0226, 0.0390631
30352091, 0xBBBB, 0227, 0.0195315
30414637, 0xBBBB, 0228, 0.0195315
30477064, 0xBBBB, 0229, 0.0390631
30539624, 0xBBBB, 0230, 0.0390631
30602063, 0xBBBB, 0231, 0.0195315
30664643, 0xBBBB, 0232, 0.0195315
30727064, 0xBBBB, 0233, 0.0390631
30789635, 0xBBBB, 0234, 0.0390631
30852061, 0xBBBB, 0235, 0.0195315
30914641, 0xBBBB, 0236, 0.0390631
30977052, 0xBBBB, 0237, 0.0390631
31039619, 0xBBBB, 0238, 0.0390631
31102057, 0xBBBB, 0239, 0.0390631
31164650, 0xBBBB, 0240, 0.0195315
31227058, 0xBBBB, 0241, 0.0195315
31289642, 0xBBBB, 0242, 0.0390631
31352093, 0xBBBB, 0243, 0.0390631
31414642, 0xBBBB, 0244, 0.0195315
31477033, 0xBBBB, 0245, 0.0195315
31539646, 0xBBBB, 0246, 0.0390631
31602064, 0xBBBB, 0247, 0.0390631
31664623, 0xBBBB, 0248, 0.0195315
31727161, 0xBBBB, 0249, 0.0195315
31789622, 0xBBBB, 0250, 0.0195315
31852066, 0xBBBB, 0251, 0.0390631
31914637, 0xBBBB, 0252, 0.0390631
31977072, 0xBBBB, 0253, 0.0390631
32039617, 0xBBBB, 0254, 0.0195315
32102056, 0xBBBB, 0255, 0.0390631
32164650, 0xBBBB, 0256, 0.0390631
32227067, 0xBBBB, 0257, 0.0195315
32289636, 0xBBBB, 0258, 0.0195315
32352060, 0xBBBB, 0259, 0.0390631
32414627, 0xBBBB, 0260, 0.0390631
32477165, 0xBBBB, 0261, 0.0390631
32539628, 0xBBBB, 0262, 0.0195315
32602049, 0xBBBB, 0263, 0.0195315
32664630, 0xBBBB, 0264, 0.0390631
32727065, 0xBBBB, 0265, 0.0390631
32789622, 0xBBBB, 0266, 0.0195315
32852064, 0xBBBB, 0267, 0.0195315
32914640, 0xBBBB, 0268, 0.0390631
32977077, 0xBBBB, 0269, 0.0390631
33039618, 0xBBBB, 0270, 0.0390631
33102055, 0xBBBB, 0271, 0.0195315
33164620, 0xBBBB, 0272, 0.0390631
33227045, 0xBBBB, 0273, 0.0390631
33289652, 0xBBBB, 0274, 0.0390631
33352048, 0xBBBB, 0275, 0.0195315
33414636, 0xBBBB, 0276, 0.0390631
33477158, 0xBBBB, 0277, 0.0390631
33539625, 0xBBBB, 0278, 0.0390631
33602048, 0xBBBB, 0279, 0.0195315
33664613, 0xBBBB, 0280, 0.0390631
33727070, 0xBBBB, 0281, 0.0390631
33789631, 0xBBBB, 0282, 0.0390631
33852067, 0xBBBB, 0283, 0.0195315
33914636, 0xBBBB, 0284, 0.0390631
33977086, 0xBBBB, 0285, 0.0390631
34039627, 0xBBBB, 0286, 0.0390631
34102058, 0xBBBB, 0287, 0.0195315
34164619, 0xBBBB, 0288, 0.0390631
34227055, 0xBBBB, 0289, 0.0390631
34289687, 0xBBBB, 0290, 0.0390631
34352059, 0xBBBB, 0291, 0.0195315
34414641, 0xBBBB, 0292, 0.0390631
34477055, 0xBBBB, 0293, 0.0390631
34539641, 0xBBBB, 0294, 0.0195315
34602058, 0xBBBB, 0295, 0.0390631
34664616, 0xBBBB, 0296, 0.0390631
34727063, 0xBBBB, 0297, 0.0390631
34789646, 0xBBBB, 0298, 0.0195315
34852069, 0xBBBB, 0299, 0.0390631
34914641, 0xBBBB, 0300, 0.0390631
34977086, 0xBBBB, 0301, 0.0390631
35039641, 0xBBBB, 0302, 0.0195315
35102028, 0xBBBB, 0303, 0.0195315
35164637, 0xBBBB, 0304, 0.0390631
35227056, 0xBBBB, 0305, 0.0390631
35289638, 0xBBBB, 0306, 0.0195315
35352063, 0xBBBB, 0307, 0.0195315
35414626, 0xBBBB, 0308, 0.0390631
35477062, 0xBBBB, 0309, 0.0390631
35539637, 0xBBBB, 0310, 0.0195315
35602063, 0xBBBB, 0311, 0.0195315
35664618, 0xBBBB, 0312, 0.0390631
35727061, 0xBBBB, 0313, 0.0390631
35789648, 0xBBBB, 0314, 0.0195315
35852072, 0xBBBB, 0315, 0.0195315
35914635, 0xBBBB, 0316, 0.0390631
35977096, 0xBBBB, 0317, 0.0390631
36039624, 0xBBBB, 0318, 0.0195315
36102045, 0xBBBB, 0319, 0.0195315
36164622, 0xBBBB, 0320, 0.0390631
36227044, 0xBBBB, 0321, 0.0390631
36289624, 0xBBBB, 0322, 0.0195315
36352061, 0xBBBB, 0323, 0.0195315
36414621, 0xBBBB, 0324, 0.0390631
36477058, 0xBBBB, 0325, 0.0390631
36539643, 0xBBBB, 0326, 0.0195315
36602049, 0xBBBB, 0327, 0.0390631
36664623, 0xBBBB, 0328, 0.0390631
36727062, 0xBBBB, 0329, 0.0195315
36789654, 0xBBBB, 0330, 0.0195315
36852051, 0xBBBB, 0331, 0.0390631
36914658, 0xBBBB, 0332, 0.0390631
36977051, 0xBBBB, 0333, 0.0195315
37039634, 0xBBBB, 0334, 0.0390631
37102154, 0xBBBB, 0335, 0.0390631
37164613, 0xBBBB, 0336, 0.0195315
37227041, 0xBBBB, 0337, 0.0195315
37289604, 0xBBBB, 0338, 0.0390631
37352063, 0xBBBB, 0339, 0.0390631
37414637, 0xBBBB, 0340, 0.0195315
37477059, 0xBBBB, 0341, 0.0195315
37539678, 0xBBBB, 0342, 0.0390631
37602083, 0xBBBB, 0343, 0.0390631
37664626, 0xBBBB, 0344, 0.0195315
37727062, 0xBBBB, 0345, 0.0390631
