sync, uptime, seq, adc
0xFFFF, 001073, 0000, 0.0000000
0xFFFF, 062147, 0001, 0.0000000
0xFFFF, 124671, 0002, 3.2220951
0xFFFF, 187146, 0003, 3.2220188
0xFFFF, 249666, 0004, 3.2220951
0xFFFF, 312146, 0005, 3.2219425
0xFFFF, 374654, 0006, 3.2218662
0xFFFF, 437166, 0007, 3.2220188
0xFFFF, 499654, 0008, 3.2219425
0xFFFF, 562156, 0009, 3.2219425
0xFFFF, 624654, 0010, 3.2219425
0xFFFF, 687151, 0011, 3.2219425
0xFFFF, 749672, 0012, 3.2220188
0xFFFF, 812147, 0013, 3.2220951
0xFFFF, 874665, 0014, 3.2220188
0xFFFF, 937147, 0015, 3.2219425
0xFFFF, 999663, 0016, 3.2219425
0xFFFF, 1062167, 0017, 3.2219425
0xFFFF, 1124654, 0018, 3.2220188
0xFFFF, 1187156, 0019, 3.2218662
0xFFFF, 1249655, 0020, 3.2221714
0xFFFF, 1312158, 0021, 3.2219425
0xFFFF, 1374671, 0022, 3.2220951
0xFFFF, 1437147, 0023, 3.2220188
0xFFFF, 1499666, 0024, 3.2221714
0xFFFF, 1562147, 0025, 3.2222477
0xFFFF, 1624663, 0026, 3.2219425
0xFFFF, 1687155, 0027, 3.2217136
0xFFFF, 1749655, 0028, 3.2219425
0xFFFF, 1812156, 0029, 3.2221714
0xFFFF, 1874654, 0030, 3.2219425
0xFFFF, 1937159, 0031, 3.2219425
0xFFFF, 1999662, 0032, 3.2219425
0xFFFF, 2062150, 0033, 3.2217899
0xFFFF, 2124665, 0034, 3.2219425
0xFFFF, 2187147, 0035, 3.2221714
0xFFFF, 2249664, 0036, 3.2219425
0xFFFF, 2312155, 0037, 3.2218662
0xFFFF, 2374665, 0038, 3.2218662
0xFFFF, 2437157, 0039, 3.2218662
0xFFFF, 2499654, 0040, 3.2220188
0xFFFF, 2562159, 0041, 3.2218662
0xFFFF, 2624662, 0042, 3.2218662
0xFFFF, 2687155, 0043, 3.2220951
0xFFFF, 2749666, 0044, 3.2219425
0xFFFF, 2812146, 0045, 3.2220951
0xFFFF, 2874663, 0046, 3.2220951
0xFFFF, 2937147, 0047, 3.2220951
0xFFFF, 2999665, 0048, 3.2221714
0xFFFF, 3062148, 0049, 3.2219425
0xFFFF, 3124654, 0050, 3.2218662
0xFFFF, 3187158, 0051, 3.2219425
0xFFFF, 3249655, 0052, 3.2219425
0xFFFF, 3312155, 0053, 3.2219425
0xFFFF, 3374654, 0054, 3.2218662
0xFFFF, 3437152, 0055, 3.2218662
0xFFFF, 3499663, 0056, 3.2219425
0xFFFF, 3562147, 0057, 3.2219425
0xFFFF, 3624665, 0058, 3.2217899
0xFFFF, 3687146, 0059, 3.2219425
0xFFFF, 3749664, 0060, 3.2218662
0xFFFF, 3812158, 0061, 3.2215610
0xFFFF, 3874654, 0062, 3.2218662
0xFFFF, 3937156, 0063, 3.2219425
0xFFFF, 3999654, 0064, 3.2219425
0xFFFF, 4062159, 0065, 3.2221714
0xFFFF, 4124663, 0066, 3.2218662
0xFFFF, 4187146, 0067, 3.2216373
0xFFFF, 4249667, 0068, 3.2219425
0xFFFF, 4312146, 0069, 3.2217899
0xFFFF, 4374663, 0070, 3.2217899
0xFFFF, 4437148, 0071, 3.2219425
0xFFFF, 4499654, 0072, 3.2218662
0xFFFF, 4562157, 0073, 3.2219425
0xFFFF, 4624654, 0074, 3.2221714
0xFFFF, 4687158, 0075, 3.2218662
0xFFFF, 4749655, 0076, 3.2219425
0xFFFF, 4812149, 0077, 3.2219425
0xFFFF, 4874665, 0078, 3.2217899
0xFFFF, 4937147, 0079, 3.2218662
0xFFFF, 4999663, 0080, 3.2219425
0xFFFF, 5062147, 0081, 3.2218662
0xFFFF, 5124665, 0082, 3.2219425
0xFFFF, 5187155, 0083, 3.2220951
0xFFFF, 5249655, 0084, 3.2221714
0xFFFF, 5312158, 0085, 3.2217899
0xFFFF, 5374654, 0086, 3.2217899
0xFFFF, 5437156, 0087, 3.2217899
0xFFFF, 5499666, 0088, 3.2219425
0xFFFF, 5562148, 0089, 3.2217899
