date, time, sync, seq, adc
24-05-31, T00:00:16.977Z, , , 
24-05-31, T00:00:16.997Z, 0xBBBB, 0001, 0.2744335
24-05-31, T00:00:27.659Z, 0xBBBB, 0002, 0.2744335
24-05-31, T00:00:27.785Z, 0xBBBB, 0003, 0.2744335
24-05-31, T00:00:27.906Z, 0xBBBB, 0004, 0.2744335
24-05-31, T00:00:28.028Z, 0xBBBB, 0005, 0.2744335
24-05-31, T00:00:28.150Z, 0xBBBB, 0006, 0.2744335
24-05-31, T00:00:28.275Z, 0xBBBB, 0007, 0.2744335
24-05-31, T00:00:28.397Z, 0xBBBB, 0008, 0.2744335
24-05-31, T00:00:28.522Z, 0xBBBB, 0009, 0.2744335
24-05-31, T00:00:28.644Z, 0xBBBB, 0010, 0.2744335
24-05-31, T00:00:28.769Z, 0xBBBB, 0011, 0.2744335
