uptime, sync, seq, adc
2615415, 0xBBBB, 0041, 3.2252995
2677917, 0xBBBB, 0042, 3.2256046
2740425, 0xBBBB, 0043, 3.2252995
2802919, 0xBBBB, 0044, 3.2251469
2865409, 0xBBBB, 0045, 3.2252995
2927908, 0xBBBB, 0046, 3.2252995
2990410, 0xBBBB, 0047, 3.2251469
3052911, 0xBBBB, 0048, 3.2252232
3115423, 0xBBBB, 0049, 3.2251469
3177910, 0xBBBB, 0050, 3.2251469
3240416, 0xBBBB, 0051, 3.2252995
3302910, 0xBBBB, 0052, 3.2252995
3365414, 0xBBBB, 0053, 3.2252995
3427920, 0xBBBB, 0054, 3.2252995
3490408, 0xBBBB, 0055, 3.2252232
3552909, 0xBBBB, 0056, 3.2252995
3615409, 0xBBBB, 0057, 3.2252232
3677911, 0xBBBB, 0058, 3.2252232
3740423, 0xBBBB, 0059, 3.2251469
3802915, 0xBBBB, 0060, 3.2251469
3865415, 0xBBBB, 0061, 3.2250706
3927907, 0xBBBB, 0062, 3.2252995
3990414, 0xBBBB, 0063, 3.2251469
4052922, 0xBBBB, 0064, 3.2252995
4115424, 0xBBBB, 0065, 3.2252232
4177917, 0xBBBB, 0066, 3.2255283
4240409, 0xBBBB, 0067, 3.2252232
4302911, 0xBBBB, 0068, 3.2252232
