uptime, sync, seq, adc
001091, 0xFFFF, 0000, 0.0000000
062358, 0xFFFF, 0001, 5.0000000
124858, 0xFFFF, 0002, 3.2227817
187354, 0xFFFF, 0003, 3.2229343
249848, 0xFFFF, 0004, 3.2231632
312368, 0xFFFF, 0005, 3.2227817
374854, 0xFFFF, 0006, 3.2228580
437366, 0xFFFF, 0007, 3.2227817
499850, 0xFFFF, 0008, 3.2226291
562358, 0xFFFF, 0009, 3.2227817
624864, 0xFFFF, 0010, 3.2227054
687366, 0xFFFF, 0011, 3.2230106
749861, 0xFFFF, 0012, 3.2230106
812354, 0xFFFF, 0013, 3.2228580
874847, 0xFFFF, 0014, 3.2226291
937379, 0xFFFF, 0015, 3.2230106
999849, 0xFFFF, 0016, 3.2227054
1062366, 0xFFFF, 0017, 3.2227054
1124849, 0xFFFF, 0018, 3.2227054
1187356, 0xFFFF, 0019, 3.2226291
1249858, 0xFFFF, 0020, 3.2231632
1312355, 0xFFFF, 0021, 3.2224765
1374868, 0xFFFF, 0022, 3.2227054
1437355, 0xFFFF, 0023, 3.2226291
1499847, 0xFFFF, 0024, 3.2227054
1562367, 0xFFFF, 0025, 3.2228580
1624849, 0xFFFF, 0026, 3.2228580
1687374, 0xFFFF, 0027, 3.2226291
1749845, 0xFFFF, 0028, 3.2228580
1812356, 0xFFFF, 0029, 3.2227054
1874857, 0xFFFF, 0030, 3.2227054
1937356, 0xFFFF, 0031, 3.2227054
1999870, 0xFFFF, 0032, 3.2227817
2062368, 0xFFFF, 0033, 3.2227054
2124854, 0xFFFF, 0034, 3.2226291
2187366, 0xFFFF, 0035, 3.2226291
2249848, 0xFFFF, 0036, 3.2227054
2312374, 0xFFFF, 0037, 3.2227817
2374846, 0xFFFF, 0038, 3.2226291
2437367, 0xFFFF, 0039, 3.2227054
2499857, 0xFFFF, 0040, 3.2227054
2562355, 0xFFFF, 0041, 3.2228580
2624860, 0xFFFF, 0042, 3.2226291
2687357, 0xFFFF, 0043, 3.2227054
2749857, 0xFFFF, 0044, 3.2227054
2812369, 0xFFFF, 0045, 3.2227054
2874848, 0xFFFF, 0046, 3.2226291
2937366, 0xFFFF, 0047, 3.2227054
2999853, 0xFFFF, 0048, 3.2227054
3062369, 0xFFFF, 0049, 3.2227817
3124867, 0xFFFF, 0050, 3.2227817
3187355, 0xFFFF, 0051, 3.2225528
3249860, 0xFFFF, 0052, 3.2224765
3312365, 0xFFFF, 0053, 3.2224002
3374856, 0xFFFF, 0054, 3.2225528
3437378, 0xFFFF, 0055, 3.2222477
3499859, 0xFFFF, 0056, 3.2225528
3562365, 0xFFFF, 0057, 3.2227054
3624855, 0xFFFF, 0058, 3.2224765
3687368, 0xFFFF, 0059, 3.2227817
3749860, 0xFFFF, 0060, 3.2227054
3812363, 0xFFFF, 0061, 3.2229343
3874849, 0xFFFF, 0062, 3.2226291
3937366, 0xFFFF, 0063, 3.2226291
3999847, 0xFFFF, 0064, 3.2226291
4062366, 0xFFFF, 0065, 3.2224765
4124861, 0xFFFF, 0066, 3.2227817
4187355, 0xFFFF, 0067, 3.2225528
4249856, 0xFFFF, 0068, 3.2227817
4312356, 0xFFFF, 0069, 3.2225528
4374860, 0xFFFF, 0070, 3.2228580
4437365, 0xFFFF, 0071, 3.2226291
4499857, 0xFFFF, 0072, 3.2225528
4562367, 0xFFFF, 0073, 3.2228580
4624848, 0xFFFF, 0074, 3.2224765
4687355, 0xFFFF, 0075, 3.2225528
4749868, 0xFFFF, 0076, 3.2227054
4812366, 0xFFFF, 0077, 3.2227817
4874859, 0xFFFF, 0078, 3.2226291
4937356, 0xFFFF, 0079, 3.2227817
4999849, 0xFFFF, 0080, 3.2227054
5062374, 0xFFFF, 0081, 3.2226291
5124847, 0xFFFF, 0082, 3.2226291
5187368, 0xFFFF, 0083, 3.2224765
5249848, 0xFFFF, 0084, 3.2227054
5312353, 0xFFFF, 0085, 3.2228580
