date, time, sync, seq, adc
05-30-2024, 13:18:40:283, , , 
05-30-2024, 13:18:40:391, 0xBBBB, 1025, 0.2744335
05-30-2024, 13:18:40:527, 0xBBBB, 1026, 0.2744335
05-30-2024, 13:18:40:668, 0xBBBB, 1027, 0.2744335
05-30-2024, 13:18:40:782, 0xBBBB, 1028, 0.2744335
05-30-2024, 13:18:40:923, 0xBBBB, 1029, 0.2744335
05-30-2024, 13:18:41:37, 0xBBBB, 1030, 0.2744335
05-30-2024, 13:18:41:151, 0xBBBB, 1031, 0.2744335
05-30-2024, 13:18:41:400, 0xBBBB, 1032, 0.2744335
05-30-2024, 13:18:41:516, 0xBBBB, 1034, 0.2744335
05-30-2024, 13:18:41:656, 0xBBBB, 1035, 0.2744335
05-30-2024, 13:18:41:769, 0xBBBB, 1036, 0.2744335
05-30-2024, 13:18:41:906, 0xBBBB, 1037, 0.2744335
05-30-2024, 13:18:42:42, 0xBBBB, 1038, 0.2744335
05-30-2024, 13:18:42:154, 0xBBBB, 1039, 0.2744335
05-30-2024, 13:18:42:263, 0xBBBB, 1040, 0.2744335
05-30-2024, 13:18:42:403, 0xBBBB, 1041, 0.2744335
05-30-2024, 13:18:42:541, 0xBBBB, 1042, 0.2744335
05-30-2024, 13:18:42:652, 0xBBBB, 1043, 0.2744335
05-30-2024, 13:18:42:784, 0xBBBB, 1044, 0.2744335
05-30-2024, 13:18:42:886, 0xBBBB, 1045, 0.2744335
05-30-2024, 13:18:43:16, 0xBBBB, 1046, 0.2744335
05-30-2024, 13:18:43:144, 0xBBBB, 1047, 0.2744335
05-30-2024, 13:18:43:263, 0xBBBB, 1048, 0.2744335
05-30-2024, 13:18:43:404, 0xBBBB, 1049, 0.2744335
05-30-2024, 13:18:43:514, 0xBBBB, 1050, 0.2744335
05-30-2024, 13:18:43:649, 0xBBBB, 1051, 0.2744335
