sync, uptime, seq, adc
0xFFFF, 218249657, 3492, 3.2083619
0xFFFF, 218312164, 3493, 3.2082856
0xFFFF, 218374653, 3494, 3.2082094
0xFFFF, 218437172, 3495, 3.2082856
0xFFFF, 218499652, 3496, 3.2083619
0xFFFF, 218562163, 3497, 3.2085145
0xFFFF, 218624663, 3498, 3.2084382
0xFFFF, 218687153, 3499, 3.2085145
0xFFFF, 218749674, 3500, 3.2085908
0xFFFF, 218812152, 3501, 3.2081331
0xFFFF, 218874661, 3502, 3.2082094
0xFFFF, 218937154, 3503, 3.2083619
0xFFFF, 218999652, 3504, 3.2082856
0xFFFF, 219062172, 3505, 3.2082856
0xFFFF, 219124654, 3506, 3.2082094
0xFFFF, 219187163, 3507, 3.2082856
0xFFFF, 219249654, 3508, 3.2082856
0xFFFF, 219312152, 3509, 3.2082856
0xFFFF, 219374675, 3510, 3.2082856
0xFFFF, 219437154, 3511, 3.2084382
0xFFFF, 219499661, 3512, 3.2083619
0xFFFF, 219562152, 3513, 3.2085908
0xFFFF, 219624660, 3514, 3.2082094
0xFFFF, 219687172, 3515, 3.2081331
0xFFFF, 219749654, 3516, 3.2083619
0xFFFF, 219812164, 3517, 3.2082856
0xFFFF, 219874652, 3518, 3.2082856
0xFFFF, 219937162, 3519, 3.2084382
0xFFFF, 219999675, 3520, 3.2082856
0xFFFF, 220062153, 3521, 3.2082856
0xFFFF, 220124662, 3522, 3.2084382
0xFFFF, 220187152, 3523, 3.2082856
0xFFFF, 220249665, 3524, 3.2082856
0xFFFF, 220312172, 3525, 3.2082094
0xFFFF, 220374652, 3526, 3.2083619
0xFFFF, 220437165, 3527, 3.2082856
0xFFFF, 220499652, 3528, 3.2083619
0xFFFF, 220562161, 3529, 3.2085145
0xFFFF, 220624665, 3530, 3.2085145
0xFFFF, 220687152, 3531, 3.2079042
0xFFFF, 220749663, 3532, 3.2082856
0xFFFF, 220812153, 3533, 3.2081331
0xFFFF, 220874664, 3534, 3.2082856
0xFFFF, 220937165, 3535, 3.2082094
0xFFFF, 220999657, 3536, 3.2082856
0xFFFF, 221062164, 3537, 3.2083619
0xFFFF, 221124654, 3538, 3.2083619
0xFFFF, 221187161, 3539, 3.2082856
0xFFFF, 221249664, 3540, 3.2082856
0xFFFF, 221312163, 3541, 3.2082856
0xFFFF, 221374661, 3542, 3.2082094
0xFFFF, 221437154, 3543, 3.2081331
0xFFFF, 221499664, 3544, 3.2082856
0xFFFF, 221562152, 3545, 3.2082856
0xFFFF, 221624662, 3546, 3.2085145
0xFFFF, 221687152, 3547, 3.2082094
0xFFFF, 221749654, 3548, 3.2083619
0xFFFF, 221812162, 3549, 3.2082856
0xFFFF, 221874652, 3550, 3.2082094
0xFFFF, 221937164, 3551, 3.2082856
