sync, uptime, seq, adc
0xFFFF, 36687208, 0587, 3.2124819
0xFFFF, 36812175, 0589, 3.2125582
0xFFFF, 36874677, 0590, 3.2125582
0xFFFF, 36999685, 0592, 3.2126345
0xFFFF, 37062212, 0593, 3.2121767
0xFFFF, 37187166, 0595, 3.2124056
0xFFFF, 37312187, 0597, 3.2124819
0xFFFF, 37374666, 0598, 3.2127871
0xFFFF, 37437196, 0599, 3.2129397
0xFFFF, 37499667, 0600, 3.2124056
0xFFFF, 37687166, 0603, 3.2124819
0xFFFF, 37749677, 0604, 3.2125582
0xFFFF, 37812208, 0605, 3.2124819
0xFFFF, 37999667, 0608, 3.2126345
0xFFFF, 38062175, 0609, 3.2124056
0xFFFF, 38187199, 0611, 3.2124819
0xFFFF, 38312166, 0613, 3.2124819
0xFFFF, 38374677, 0614, 3.2127108
0xFFFF, 38499675, 0616, 3.2124056
0xFFFF, 38562212, 0617, 3.2124819
0xFFFF, 38687175, 0619, 3.2124819
0xFFFF, 38812177, 0621, 3.2124056
0xFFFF, 38874677, 0622, 3.2127108
0xFFFF, 38937203, 0623, 3.2127871
0xFFFF, 38999678, 0624, 3.2124056
0xFFFF, 39187176, 0627, 3.2125582
0xFFFF, 39249670, 0628, 3.2124819
0xFFFF, 39312197, 0629, 3.2126345
0xFFFF, 39499677, 0632, 3.2124056
0xFFFF, 39562174, 0633, 3.2123293
0xFFFF, 39687200, 0635, 3.2123293
0xFFFF, 39812166, 0637, 3.2124056
