11-29-2023, 10:44:12:909, sync, seq, adc
11-29-2023, 10:44:29:712, 0xBBBB, 0531, 5.000
11-29-2023, 10:44:29:800, 0xBBBB, 0532, 5.000
11-29-2023, 10:44:29:916, 0xBBBB, 0533, 5.000
11-29-2023, 10:44:30:4, 0xBBBB, 0534, 5.000
11-29-2023, 10:44:30:92, 0xBBBB, 0535, 5.000
11-29-2023, 10:44:30:209, 0xBBBB, 0536, 5.000
11-29-2023, 10:44:30:296, 0xBBBB, 0537, 5.000
11-29-2023, 10:44:30:411, 0xBBBB, 0538, 5.000
11-29-2023, 10:44:30:500, 0xBBBB, 0539, 5.000
11-29-2023, 10:44:30:587, 0xBBBB, 0540, 5.000
11-29-2023, 10:44:30:703, 0xBBBB, 0541, 5.000
11-29-2023, 10:44:30:790, 0xBBBB, 0542, 5.000
11-29-2023, 10:44:30:906, 0xBBBB, 0543, 5.000
11-29-2023, 10:44:30:992, 0xBBBB, 0544, 5.000
11-29-2023, 10:44:31:109, 0xBBBB, 0545, 5.000
11-29-2023, 10:44:31:195, 0xBBBB, 0546, 5.000
11-29-2023, 10:44:31:312, 0xBBBB, 0547, 5.000
11-29-2023, 10:44:31:399, 0xBBBB, 0548, 5.000
11-29-2023, 10:44:31:488, 0xBBBB, 0549, 5.000
11-29-2023, 10:44:31:604, 0xBBBB, 0550, 5.000
11-29-2023, 10:44:31:690, 0xBBBB, 0551, 5.000
11-29-2023, 10:44:31:806, 0xBBBB, 0552, 5.000
11-29-2023, 10:44:31:893, 0xBBBB, 0553, 5.000
11-29-2023, 10:44:32:9, 0xBBBB, 0554, 5.000
11-29-2023, 10:44:32:96, 0xBBBB, 0555, 5.000
11-29-2023, 10:44:32:184, 0xBBBB, 0556, 5.000
11-29-2023, 10:44:32:302, 0xBBBB, 0557, 5.000
11-29-2023, 10:44:32:390, 0xBBBB, 0558, 5.000
11-29-2023, 10:44:32:507, 0xBBBB, 0559, 5.000
11-29-2023, 10:44:32:594, 0xBBBB, 0560, 5.000
11-29-2023, 10:44:32:682, 0xBBBB, 0561, 5.000
11-29-2023, 10:44:32:799, 0xBBBB, 0562, 5.000
11-29-2023, 10:44:32:887, 0xBBBB, 0563, 5.000
11-29-2023, 10:44:33:4, 0xBBBB, 0564, 5.000
11-29-2023, 10:44:33:92, 0xBBBB, 0565, 5.000
11-29-2023, 10:44:33:180, 0xBBBB, 0566, 5.000
11-29-2023, 10:44:33:297, 0xBBBB, 0567, 5.000
11-29-2023, 10:44:33:384, 0xBBBB, 0568, 5.000
11-29-2023, 10:44:33:499, 0xBBBB, 0569, 5.000
11-29-2023, 10:44:33:586, 0xBBBB, 0570, 5.000
11-29-2023, 10:44:33:673, 0xBBBB, 0571, 5.000
11-29-2023, 10:44:33:789, 0xBBBB, 0572, 5.000
11-29-2023, 10:44:33:905, 0xBBBB, 0573, 5.000
11-29-2023, 10:44:33:992, 0xBBBB, 0574, 5.000
11-29-2023, 10:44:34:79, 0xBBBB, 0575, 5.000
11-29-2023, 10:44:34:166, 0xBBBB, 0576, 5.000
11-29-2023, 10:44:34:283, 0xBBBB, 0577, 5.000
11-29-2023, 10:44:34:400, 0xBBBB, 0578, 5.000
11-29-2023, 10:44:34:487, 0xBBBB, 0579, 5.000
11-29-2023, 10:44:34:575, 0xBBBB, 0580, 5.000
11-29-2023, 10:44:34:691, 0xBBBB, 0581, 5.000
11-29-2023, 10:44:34:778, 0xBBBB, 0582, 5.000
11-29-2023, 10:44:34:895, 0xBBBB, 0583, 5.000
11-29-2023, 10:44:34:982, 0xBBBB, 0584, 5.000
11-29-2023, 10:44:35:70, 0xBBBB, 0585, 5.000
11-29-2023, 10:44:35:187, 0xBBBB, 0585, 5.000
11-29-2023, 10:44:35:274, 0xBBBB, 0587, 5.000
11-29-2023, 10:44:35:391, 0xBBBB, 0588, 5.000
11-29-2023, 10:44:35:478, 0xBBBB, 0589, 5.000
11-29-2023, 10:44:35:595, 0xBBBB, 0590, 5.000
11-29-2023, 10:44:35:683, 0xBBBB, 0591, 5.000
11-29-2023, 10:44:35:772, 0xBBBB, 0592, 5.000
11-29-2023, 10:44:35:890, 0xBBBB, 0593, 5.000
11-29-2023, 10:44:35:978, 0xBBBB, 0594, 5.000
11-29-2023, 10:44:36:94, 0xBBBB, 0595, 5.000
11-29-2023, 10:44:36:181, 0xBBBB, 0596, 5.000
11-29-2023, 10:44:36:269, 0xBBBB, 0597, 5.000
11-29-2023, 10:44:36:357, 0xBBBB, 0598, 5.000
11-29-2023, 10:44:36:475, 0xBBBB, 0599, 5.000
11-29-2023, 10:44:36:590, 0xBBBB, 0600, 5.000
11-29-2023, 10:44:36:678, 0xBBBB, 0601, 5.000
11-29-2023, 10:44:36:766, 0xBBBB, 0602, 5.000
11-29-2023, 10:44:36:883, 0xBBBB, 0603, 5.000
11-29-2023, 10:44:36:971, 0xBBBB, 0604, 5.000
11-29-2023, 10:44:37:88, 0xBBBB, 0605, 5.000
11-29-2023, 10:44:37:176, 0xBBBB, 0606, 5.000
11-29-2023, 10:44:37:263, 0xBBBB, 0607, 5.000
11-29-2023, 10:44:37:380, 0xBBBB, 0608, 5.000
11-29-2023, 10:44:37:467, 0xBBBB, 0609, 5.000
11-29-2023, 10:44:37:584, 0xBBBB, 0610, 5.000
11-29-2023, 10:44:37:671, 0xBBBB, 0611, 5.000
11-29-2023, 10:44:37:789, 0xBBBB, 0612, 5.000
11-29-2023, 10:44:37:877, 0xBBBB, 0613, 5.000
11-29-2023, 10:44:37:964, 0xBBBB, 0614, 5.000
11-29-2023, 10:44:38:81, 0xBBBB, 0615, 5.000
11-29-2023, 10:44:38:170, 0xBBBB, 0616, 5.000
11-29-2023, 10:44:38:287, 0xBBBB, 0617, 5.000
11-29-2023, 10:44:38:376, 0xBBBB, 0618, 5.000
11-29-2023, 10:44:38:463, 0xBBBB, 0619, 5.000
11-29-2023, 10:44:38:553, 0xBBBB, 0620, 5.000
11-29-2023, 10:44:38:671, 0xBBBB, 0621, 5.000
11-29-2023, 10:44:38:760, 0xBBBB, 0622, 5.000
11-29-2023, 10:44:38:879, 0xBBBB, 0623, 5.000
11-29-2023, 10:44:38:968, 0xBBBB, 0624, 5.000
11-29-2023, 10:44:39:57, 0xBBBB, 0625, 5.000
11-29-2023, 10:44:39:175, 0xBBBB, 0626, 5.000
11-29-2023, 10:44:39:263, 0xBBBB, 0627, 5.000
11-29-2023, 10:44:39:353, 0xBBBB, 0628, 5.000
11-29-2023, 10:44:39:446, 0xBBBB, 0629, 5.000
11-29-2023, 10:44:39:566, 0xBBBB, 0630, 5.000
11-29-2023, 10:44:39:655, 0xBBBB, 0631, 5.000
11-29-2023, 10:44:39:772, 0xBBBB, 0632, 5.000
11-29-2023, 10:44:39:860, 0xBBBB, 0633, 5.000
11-29-2023, 10:44:39:948, 0xBBBB, 0634, 5.000
11-29-2023, 10:44:40:66, 0xBBBB, 0635, 5.000
11-29-2023, 10:44:40:154, 0xBBBB, 0636, 5.000
11-29-2023, 10:44:40:271, 0xBBBB, 0637, 5.000
11-29-2023, 10:44:40:359, 0xBBBB, 0638, 5.000
11-29-2023, 10:44:40:477, 0xBBBB, 0639, 5.000
11-29-2023, 10:44:40:564, 0xBBBB, 0640, 5.000
11-29-2023, 10:44:40:653, 0xBBBB, 0641, 5.000
11-29-2023, 10:44:40:740, 0xBBBB, 0642, 5.000
11-29-2023, 10:44:40:858, 0xBBBB, 0643, 5.000
11-29-2023, 10:44:40:975, 0xBBBB, 0644, 5.000
11-29-2023, 10:44:41:63, 0xBBBB, 0645, 5.000
11-29-2023, 10:44:41:153, 0xBBBB, 0646, 5.000
11-29-2023, 10:44:41:242, 0xBBBB, 0647, 5.000
11-29-2023, 10:44:41:361, 0xBBBB, 0648, 5.000
11-29-2023, 10:44:41:449, 0xBBBB, 0649, 5.000
11-29-2023, 10:44:41:567, 0xBBBB, 0650, 5.000
11-29-2023, 10:44:41:655, 0xBBBB, 0651, 5.000
11-29-2023, 10:44:41:743, 0xBBBB, 0652, 5.000
11-29-2023, 10:44:41:860, 0xBBBB, 0653, 5.000
11-29-2023, 10:44:41:947, 0xBBBB, 0654, 5.000
11-29-2023, 10:44:42:64, 0xBBBB, 0655, 5.000
11-29-2023, 10:44:42:154, 0xBBBB, 0656, 5.000
11-29-2023, 10:44:42:273, 0xBBBB, 0657, 5.000
11-29-2023, 10:44:42:362, 0xBBBB, 0658, 5.000
11-29-2023, 10:44:42:540, 0xBBBB, 0659, 5.000
11-29-2023, 10:44:42:629, 0xBBBB, 0661, 5.000
11-29-2023, 10:44:42:748, 0xBBBB, 0662, 5.000
11-29-2023, 10:44:42:837, 0xBBBB, 0663, 5.000
11-29-2023, 10:44:42:955, 0xBBBB, 0664, 5.000
11-29-2023, 10:44:43:45, 0xBBBB, 0665, 5.000
11-29-2023, 10:44:43:164, 0xBBBB, 0666, 5.000
11-29-2023, 10:44:43:252, 0xBBBB, 0667, 5.000
11-29-2023, 10:44:43:340, 0xBBBB, 0668, 5.000
11-29-2023, 10:44:43:457, 0xBBBB, 0669, 5.000
11-29-2023, 10:44:43:545, 0xBBBB, 0670, 5.000
11-29-2023, 10:44:43:661, 0xBBBB, 0671, 5.000
11-29-2023, 10:44:43:748, 0xBBBB, 0672, 5.000
11-29-2023, 10:44:43:836, 0xBBBB, 0673, 5.000
11-29-2023, 10:44:43:953, 0xBBBB, 0674, 5.000
11-29-2023, 10:44:44:41, 0xBBBB, 0675, 5.000
11-29-2023, 10:44:44:158, 0xBBBB, 0676, 5.000
11-29-2023, 10:44:44:246, 0xBBBB, 0677, 5.000
11-29-2023, 10:44:44:334, 0xBBBB, 0678, 5.000
11-29-2023, 10:44:44:421, 0xBBBB, 0679, 5.000
11-29-2023, 10:44:44:540, 0xBBBB, 0679, 5.000
11-29-2023, 10:44:44:630, 0xBBBB, 0681, 5.000
11-29-2023, 10:44:44:748, 0xBBBB, 0682, 5.000
11-29-2023, 10:44:44:838, 0xBBBB, 0683, 5.000
11-29-2023, 10:44:44:959, 0xBBBB, 0684, 5.000
11-29-2023, 10:44:45:48, 0xBBBB, 0685, 5.000
11-29-2023, 10:44:45:138, 0xBBBB, 0686, 5.000
11-29-2023, 10:44:45:228, 0xBBBB, 0687, 5.000
11-29-2023, 10:44:45:345, 0xBBBB, 0688, 5.000
11-29-2023, 10:44:45:433, 0xBBBB, 0689, 5.000
11-29-2023, 10:44:45:549, 0xBBBB, 0690, 5.000
11-29-2023, 10:44:45:637, 0xBBBB, 0691, 5.000
11-29-2023, 10:44:45:724, 0xBBBB, 0692, 5.000
11-29-2023, 10:44:45:842, 0xBBBB, 0693, 5.000
11-29-2023, 10:44:45:930, 0xBBBB, 0694, 5.000
11-29-2023, 10:44:46:48, 0xBBBB, 0695, 5.000
11-29-2023, 10:44:46:135, 0xBBBB, 0696, 5.000
11-29-2023, 10:44:46:253, 0xBBBB, 0697, 5.000
11-29-2023, 10:44:46:342, 0xBBBB, 0698, 5.000
11-29-2023, 10:44:46:429, 0xBBBB, 0699, 5.000
11-29-2023, 10:44:46:516, 0xBBBB, 0700, 5.000
11-29-2023, 10:44:46:634, 0xBBBB, 0701, 5.000
11-29-2023, 10:44:46:751, 0xBBBB, 0702, 5.000
11-29-2023, 10:44:46:838, 0xBBBB, 0703, 5.000
11-29-2023, 10:44:46:925, 0xBBBB, 0704, 5.000
11-29-2023, 10:44:47:41, 0xBBBB, 0705, 5.000
11-29-2023, 10:44:47:129, 0xBBBB, 0706, 5.000
11-29-2023, 10:44:47:246, 0xBBBB, 0707, 5.000
11-29-2023, 10:44:47:332, 0xBBBB, 0708, 5.000
11-29-2023, 10:44:47:420, 0xBBBB, 0709, 5.000
11-29-2023, 10:44:47:537, 0xBBBB, 0710, 5.000
11-29-2023, 10:44:47:625, 0xBBBB, 0711, 5.000
11-29-2023, 10:44:47:741, 0xBBBB, 0712, 5.000
11-29-2023, 10:44:47:829, 0xBBBB, 0713, 5.000
11-29-2023, 10:44:47:917, 0xBBBB, 0714, 5.000
11-29-2023, 10:44:48:33, 0xBBBB, 0715, 5.000
11-29-2023, 10:44:48:120, 0xBBBB, 0716, 5.000
