11-29-2023, 10:44:12:909, sync, seq, adc
11-29-2023, 10:44:21:755, , , 
11-29-2023, 10:44:21:843, 0xBBBB, 0452, 5.000
11-29-2023, 10:44:21:930, 0xBBBB, 0453, 5.000
11-29-2023, 10:44:22:47, 0xBBBB, 0454, 5.000
11-29-2023, 10:44:22:135, 0xBBBB, 0455, 5.000
11-29-2023, 10:44:22:251, 0xBBBB, 0456, 5.000
11-29-2023, 10:44:22:338, 0xBBBB, 0457, 5.000
11-29-2023, 10:44:22:426, 0xBBBB, 0458, 5.000
11-29-2023, 10:44:22:544, 0xBBBB, 0459, 5.000
11-29-2023, 10:44:22:632, 0xBBBB, 0460, 5.000
11-29-2023, 10:44:22:748, 0xBBBB, 0461, 5.000
11-29-2023, 10:44:22:836, 0xBBBB, 0462, 5.000
11-29-2023, 10:44:22:924, 0xBBBB, 0463, 5.000
11-29-2023, 10:44:23:41, 0xBBBB, 0464, 5.000
11-29-2023, 10:44:23:127, 0xBBBB, 0465, 5.000
11-29-2023, 10:44:23:244, 0xBBBB, 0466, 5.000
11-29-2023, 10:44:23:340, 0xBBBB, 0467, 5.000
11-29-2023, 10:44:23:431, 0xBBBB, 0468, 5.000
11-29-2023, 10:44:23:547, 0xBBBB, 0469, 5.000
11-29-2023, 10:44:23:634, 0xBBBB, 0470, 5.000
11-29-2023, 10:44:23:839, 0xBBBB, 0471, 5.000
11-29-2023, 10:44:23:927, 0xBBBB, 0473, 5.000
11-29-2023, 10:44:24:45, 0xBBBB, 0474, 5.000
11-29-2023, 10:44:24:133, 0xBBBB, 0475, 5.000
11-29-2023, 10:44:24:221, 0xBBBB, 0476, 5.000
11-29-2023, 10:44:24:309, 0xBBBB, 0477, 5.000
11-29-2023, 10:44:24:426, 0xBBBB, 0478, 5.000
11-29-2023, 10:44:24:542, 0xBBBB, 0479, 5.000
11-29-2023, 10:44:24:629, 0xBBBB, 0480, 5.000
11-29-2023, 10:44:24:717, 0xBBBB, 0481, 5.000
11-29-2023, 10:44:24:833, 0xBBBB, 0482, 5.000
11-29-2023, 10:44:24:921, 0xBBBB, 0483, 5.000
11-29-2023, 10:44:25:38, 0xBBBB, 0484, 5.000
11-29-2023, 10:44:25:126, 0xBBBB, 0485, 5.000
11-29-2023, 10:44:25:214, 0xBBBB, 0486, 5.000
11-29-2023, 10:44:25:330, 0xBBBB, 0487, 5.000
11-29-2023, 10:44:25:418, 0xBBBB, 0488, 5.000
11-29-2023, 10:44:25:536, 0xBBBB, 0489, 5.000
11-29-2023, 10:44:25:624, 0xBBBB, 0490, 5.000
11-29-2023, 10:44:25:743, 0xBBBB, 0491, 5.000
11-29-2023, 10:44:25:832, 0xBBBB, 0492, 5.000
11-29-2023, 10:44:25:921, 0xBBBB, 0493, 5.000
11-29-2023, 10:44:26:10, 0xBBBB, 0494, 5.000
11-29-2023, 10:44:26:129, 0xBBBB, 0495, 5.000
11-29-2023, 10:44:26:216, 0xBBBB, 0496, 5.000
11-29-2023, 10:44:26:332, 0xBBBB, 0497, 5.000
11-29-2023, 10:44:26:419, 0xBBBB, 0498, 5.000
11-29-2023, 10:44:26:507, 0xBBBB, 0499, 5.000
11-29-2023, 10:44:26:625, 0xBBBB, 0500, 5.000
11-29-2023, 10:44:26:713, 0xBBBB, 0501, 5.000
11-29-2023, 10:44:26:831, 0xBBBB, 0502, 5.000
11-29-2023, 10:44:26:921, 0xBBBB, 0503, 5.000
11-29-2023, 10:44:27:10, 0xBBBB, 0504, 5.000
11-29-2023, 10:44:27:128, 0xBBBB, 0505, 5.000
11-29-2023, 10:44:27:217, 0xBBBB, 0506, 5.000
11-29-2023, 10:44:27:305, 0xBBBB, 0507, 5.000
11-29-2023, 10:44:27:423, 0xBBBB, 0508, 5.000
11-29-2023, 10:44:27:511, 0xBBBB, 0509, 5.000
11-29-2023, 10:44:27:629, 0xBBBB, 0510, 5.000
11-29-2023, 10:44:27:717, 0xBBBB, 0511, 5.000
11-29-2023, 10:44:27:806, 0xBBBB, 0511, 5.000
11-29-2023, 10:44:27:894, 0xBBBB, 0513, 5.000
11-29-2023, 10:44:28:11, 0xBBBB, 0514, 5.000
11-29-2023, 10:44:28:129, 0xBBBB, 0515, 5.000
11-29-2023, 10:44:28:218, 0xBBBB, 0516, 5.000
11-29-2023, 10:44:28:306, 0xBBBB, 0517, 5.000
11-29-2023, 10:44:28:424, 0xBBBB, 0518, 5.000
11-29-2023, 10:44:28:512, 0xBBBB, 0519, 5.000
11-29-2023, 10:44:28:600, 0xBBBB, 0520, 5.000
11-29-2023, 10:44:28:718, 0xBBBB, 0521, 5.000
11-29-2023, 10:44:28:805, 0xBBBB, 0522, 5.000
11-29-2023, 10:44:28:922, 0xBBBB, 0523, 5.000
11-29-2023, 10:44:29:9, 0xBBBB, 0524, 5.000
11-29-2023, 10:44:29:96, 0xBBBB, 0525, 5.000
11-29-2023, 10:44:29:213, 0xBBBB, 0526, 5.000
11-29-2023, 10:44:29:302, 0xBBBB, 0527, 5.000
11-29-2023, 10:44:29:419, 0xBBBB, 0528, 5.000
11-29-2023, 10:44:29:505, 0xBBBB, 0529, 5.000
11-29-2023, 10:44:29:594, 0xBBBB, 0530, 5.000
