sync, uptime, seq, adc
0xFFFF, 001067, 0000, 0.0000000
0xFFFF, 062155, 0001, 5.0000000
0xFFFF, 124662, 0002, 3.2166781
0xFFFF, 187156, 0003, 3.2166781
0xFFFF, 249665, 0004, 3.2170596
0xFFFF, 312157, 0005, 3.2167544
0xFFFF, 374665, 0006, 3.2167544
0xFFFF, 437157, 0007, 3.2166018
0xFFFF, 499665, 0008, 3.2167544
0xFFFF, 562157, 0009, 3.2166781
0xFFFF, 624653, 0010, 3.2166781
0xFFFF, 687147, 0011, 3.2166781
0xFFFF, 749653, 0012, 3.2166781
0xFFFF, 812146, 0013, 3.2166781
0xFFFF, 874654, 0014, 3.2166018
0xFFFF, 937146, 0015, 3.2166781
0xFFFF, 999663, 0016, 3.2168307
0xFFFF, 1062155, 0017, 3.2167544
0xFFFF, 1124663, 0018, 3.2166781
0xFFFF, 1187155, 0019, 3.2166018
0xFFFF, 1249674, 0020, 3.2168307
0xFFFF, 1312157, 0021, 3.2166781
0xFFFF, 1374665, 0022, 3.2166018
0xFFFF, 1437158, 0023, 3.2167544
0xFFFF, 1499665, 0024, 3.2166781
0xFFFF, 1562157, 0025, 3.2167544
0xFFFF, 1624655, 0026, 3.2166781
0xFFFF, 1687147, 0027, 3.2166781
0xFFFF, 1749653, 0028, 3.2166018
0xFFFF, 1812146, 0029, 3.2166781
0xFFFF, 1874654, 0030, 3.2166018
0xFFFF, 1937146, 0031, 3.2167544
0xFFFF, 1999663, 0032, 3.2165255
0xFFFF, 2062154, 0033, 3.2167544
0xFFFF, 2124662, 0034, 3.2166018
0xFFFF, 2187156, 0035, 3.2166781
0xFFFF, 2249662, 0036, 3.2166781
0xFFFF, 2312146, 0037, 3.2168307
0xFFFF, 2374665, 0038, 3.2166781
0xFFFF, 2437157, 0039, 3.2166781
0xFFFF, 2499665, 0040, 3.2166781
0xFFFF, 2562157, 0041, 3.2169833
0xFFFF, 2624664, 0042, 3.2166018
0xFFFF, 2687147, 0043, 3.2166781
0xFFFF, 2749653, 0044, 3.2169070
0xFFFF, 2812146, 0045, 3.2165255
0xFFFF, 2874654, 0046, 3.2166781
0xFFFF, 2937146, 0047, 3.2166018
0xFFFF, 2999663, 0048, 3.2166781
0xFFFF, 3062154, 0049, 3.2166018
0xFFFF, 3124663, 0050, 3.2168307
0xFFFF, 3187156, 0051, 3.2167544
0xFFFF, 3249662, 0052, 3.2166018
0xFFFF, 3312155, 0053, 3.2166018
0xFFFF, 3374665, 0054, 3.2165255
0xFFFF, 3437156, 0055, 3.2166781
0xFFFF, 3499665, 0056, 3.2166018
0xFFFF, 3562157, 0057, 3.2165255
0xFFFF, 3624664, 0058, 3.2166018
0xFFFF, 3687150, 0059, 3.2167544
0xFFFF, 3749653, 0060, 3.2165255
0xFFFF, 3812146, 0061, 3.2163729
0xFFFF, 3874654, 0062, 3.2164492
0xFFFF, 3937146, 0063, 3.2169070
0xFFFF, 3999654, 0064, 3.2167544
0xFFFF, 4062155, 0065, 3.2165255
0xFFFF, 4124663, 0066, 3.2165255
0xFFFF, 4187155, 0067, 3.2165255
0xFFFF, 4249666, 0068, 3.2166018
0xFFFF, 4312155, 0069, 3.2166018
0xFFFF, 4374666, 0070, 3.2164492
0xFFFF, 4437157, 0071, 3.2166018
0xFFFF, 4499665, 0072, 3.2164492
0xFFFF, 4562166, 0073, 3.2167544
0xFFFF, 4624664, 0074, 3.2166781
0xFFFF, 4687158, 0075, 3.2165255
0xFFFF, 4749653, 0076, 3.2165255
0xFFFF, 4812146, 0077, 3.2170596
0xFFFF, 4874665, 0078, 3.2166781
0xFFFF, 4937146, 0079, 3.2165255
0xFFFF, 4999655, 0080, 3.2165255
0xFFFF, 5062145, 0081, 3.2164492
0xFFFF, 5124662, 0082, 3.2167544
0xFFFF, 5187166, 0083, 3.2164492
0xFFFF, 5249662, 0084, 3.2165255
0xFFFF, 5312154, 0085, 3.2165255
0xFFFF, 5374675, 0086, 3.2167544
0xFFFF, 5437157, 0087, 3.2173648
0xFFFF, 5499675, 0088, 3.2164492
0xFFFF, 5562158, 0089, 3.2166018
0xFFFF, 5624664, 0090, 3.2168307
0xFFFF, 5687158, 0091, 3.2166018
0xFFFF, 5749656, 0092, 3.2162966
0xFFFF, 5812157, 0093, 3.2164492
0xFFFF, 5874654, 0094, 3.2168307
0xFFFF, 5937146, 0095, 3.2166018
0xFFFF, 5999654, 0096, 3.2166018
0xFFFF, 6062146, 0097, 3.2165255
0xFFFF, 6124673, 0098, 3.2166018
0xFFFF, 6187156, 0099, 3.2166018
0xFFFF, 6249662, 0100, 3.2166781
0xFFFF, 6312155, 0101, 3.2166018
0xFFFF, 6374664, 0102, 3.2164492
0xFFFF, 6437169, 0103, 3.2167544
0xFFFF, 6499666, 0104, 3.2166018
0xFFFF, 6562158, 0105, 3.2165255
0xFFFF, 6624664, 0106, 3.2165255
0xFFFF, 6687158, 0107, 3.2165255
0xFFFF, 6749675, 0108, 3.2166018
0xFFFF, 6812146, 0109, 3.2166018
0xFFFF, 6874654, 0110, 3.2166018
0xFFFF, 6937146, 0111, 3.2164492
0xFFFF, 6999654, 0112, 3.2166018
0xFFFF, 7062157, 0113, 3.2164492
0xFFFF, 7124662, 0114, 3.2166018
0xFFFF, 7187155, 0115, 3.2163729
0xFFFF, 7249663, 0116, 3.2166018
0xFFFF, 7312155, 0117, 3.2166018
0xFFFF, 7374674, 0118, 3.2166018
0xFFFF, 7437155, 0119, 3.2164492
0xFFFF, 7499665, 0120, 3.2168307
0xFFFF, 7562157, 0121, 3.2167544
0xFFFF, 7624665, 0122, 3.2167544
0xFFFF, 7687168, 0123, 3.2166018
0xFFFF, 7749664, 0124, 3.2168307
0xFFFF, 7812149, 0125, 3.2166781
0xFFFF, 7874654, 0126, 3.2165255
0xFFFF, 7937145, 0127, 3.2166018
0xFFFF, 7999654, 0128, 3.2166018
0xFFFF, 8062146, 0129, 3.2166781
0xFFFF, 8124653, 0130, 3.2165255
0xFFFF, 8187156, 0131, 3.2164492
0xFFFF, 8249662, 0132, 3.2164492
0xFFFF, 8312156, 0133, 3.2167544
0xFFFF, 8374666, 0134, 3.2165255
0xFFFF, 8437154, 0135, 3.2166781
0xFFFF, 8499667, 0136, 3.2165255
0xFFFF, 8562157, 0137, 3.2166018
0xFFFF, 8624665, 0138, 3.2166018
0xFFFF, 8687166, 0139, 3.2163729
0xFFFF, 8749664, 0140, 3.2164492
0xFFFF, 8812157, 0141, 3.2166781
0xFFFF, 8874654, 0142, 3.2165255
0xFFFF, 8937145, 0143, 3.2165255
0xFFFF, 8999663, 0144, 3.2166018
0xFFFF, 9062146, 0145, 3.2166018
0xFFFF, 9124654, 0146, 3.2165255
0xFFFF, 9187147, 0147, 3.2165255
0xFFFF, 9249663, 0148, 3.2164492
0xFFFF, 9312164, 0149, 3.2166018
0xFFFF, 9374663, 0150, 3.2165255
0xFFFF, 9437154, 0151, 3.2164492
0xFFFF, 9499675, 0152, 3.2164492
0xFFFF, 9562157, 0153, 3.2166781
0xFFFF, 9624674, 0154, 3.2165255
0xFFFF, 9687158, 0155, 3.2166018
0xFFFF, 9749665, 0156, 3.2162966
0xFFFF, 9812157, 0157, 3.2167544
0xFFFF, 9874657, 0158, 3.2164492
0xFFFF, 9937155, 0159, 3.2162966
0xFFFF, 9999654, 0160, 3.2163729
0xFFFF, 10062146, 0161, 3.2167544
0xFFFF, 10124653, 0162, 3.2166018
0xFFFF, 10187147, 0163, 3.2165255
0xFFFF, 10249671, 0164, 3.2165255
0xFFFF, 10312155, 0165, 3.2168307
0xFFFF, 10374663, 0166, 3.2166018
0xFFFF, 10437154, 0167, 3.2166018
0xFFFF, 10499664, 0168, 3.2169833
0xFFFF, 10562166, 0169, 3.2168307
0xFFFF, 10624664, 0170, 3.2167544
0xFFFF, 10687158, 0171, 3.2162966
0xFFFF, 10749664, 0172, 3.2165255
0xFFFF, 10812157, 0173, 3.2164492
0xFFFF, 10874673, 0174, 3.2166018
0xFFFF, 10937146, 0175, 3.2165255
0xFFFF, 10999654, 0176, 3.2166018
0xFFFF, 11062146, 0177, 3.2165255
0xFFFF, 11124653, 0178, 3.2167544
0xFFFF, 11187155, 0179, 3.2165255
0xFFFF, 11249662, 0180, 3.2166018
0xFFFF, 11312155, 0181, 3.2167544
0xFFFF, 11374663, 0182, 3.2165255
0xFFFF, 11437155, 0183, 3.2164492
0xFFFF, 11499672, 0184, 3.2165255
0xFFFF, 11562154, 0185, 3.2168307
0xFFFF, 11624665, 0186, 3.2166018
0xFFFF, 11687158, 0187, 3.2167544
0xFFFF, 11749664, 0188, 3.2166018
0xFFFF, 11812165, 0189, 3.2167544
0xFFFF, 11874665, 0190, 3.2164492
0xFFFF, 11937150, 0191, 3.2164492
0xFFFF, 11999654, 0192, 3.2165255
0xFFFF, 12062145, 0193, 3.2166781
0xFFFF, 12124653, 0194, 3.2164492
0xFFFF, 12187147, 0195, 3.2166018
0xFFFF, 12249653, 0196, 3.2164492
0xFFFF, 12312155, 0197, 3.2164492
0xFFFF, 12374663, 0198, 3.2164492
0xFFFF, 12437156, 0199, 3.2164492
0xFFFF, 12499664, 0200, 3.2169070
0xFFFF, 12562155, 0201, 3.2165255
0xFFFF, 12624666, 0202, 3.2167544
0xFFFF, 12687158, 0203, 3.2164492
0xFFFF, 12749666, 0204, 3.2166018
0xFFFF, 12812157, 0205, 3.2166018
0xFFFF, 12874665, 0206, 3.2165255
0xFFFF, 12937157, 0207, 3.2164492
0xFFFF, 12999654, 0208, 3.2165255
0xFFFF, 13062146, 0209, 3.2165255
0xFFFF, 13124653, 0210, 3.2166018
0xFFFF, 13187147, 0211, 3.2166781
0xFFFF, 13249653, 0212, 3.2165255
0xFFFF, 13312146, 0213, 3.2164492
0xFFFF, 13374664, 0214, 3.2163729
0xFFFF, 13437155, 0215, 3.2166781
0xFFFF, 13499663, 0216, 3.2164492
0xFFFF, 13562155, 0217, 3.2165255
0xFFFF, 13624674, 0218, 3.2167544
0xFFFF, 13687158, 0219, 3.2165255
0xFFFF, 13749664, 0220, 3.2165255
0xFFFF, 13812158, 0221, 3.2164492
0xFFFF, 13874666, 0222, 3.2166018
0xFFFF, 13937157, 0223, 3.2165255
0xFFFF, 13999658, 0224, 3.2165255
0xFFFF, 14062146, 0225, 3.2169070
0xFFFF, 14124653, 0226, 3.2164492
0xFFFF, 14187147, 0227, 3.2164492
0xFFFF, 14249653, 0228, 3.2164492
0xFFFF, 14312146, 0229, 3.2166018
0xFFFF, 14374663, 0230, 3.2165255
0xFFFF, 14437155, 0231, 3.2166018
0xFFFF, 14499663, 0232, 3.2168307
0xFFFF, 14562154, 0233, 3.2164492
0xFFFF, 14624663, 0234, 3.2163729
0xFFFF, 14687148, 0235, 3.2166018
0xFFFF, 14749665, 0236, 3.2162966
0xFFFF, 14812158, 0237, 3.2164492
0xFFFF, 14874665, 0238, 3.2165255
0xFFFF, 14937157, 0239, 3.2165255
0xFFFF, 14999666, 0240, 3.2163729
0xFFFF, 15062146, 0241, 3.2162966
0xFFFF, 15124653, 0242, 3.2167544
0xFFFF, 15187147, 0243, 3.2164492
0xFFFF, 15249653, 0244, 3.2172122
0xFFFF, 15312146, 0245, 3.2167544
0xFFFF, 15374663, 0246, 3.2165255
0xFFFF, 15437155, 0247, 3.2164492
0xFFFF, 15499663, 0248, 3.2164492
0xFFFF, 15562155, 0249, 3.2163729
0xFFFF, 15624662, 0250, 3.2166018
0xFFFF, 15687155, 0251, 3.2164492
0xFFFF, 15749664, 0252, 3.2164492
0xFFFF, 15812157, 0253, 3.2166781
0xFFFF, 15874666, 0254, 3.2163729
0xFFFF, 15937157, 0255, 3.2165255
0xFFFF, 15999665, 0256, 3.2164492
0xFFFF, 16062150, 0257, 3.2162966
0xFFFF, 16124653, 0258, 3.2165255
0xFFFF, 16187147, 0259, 3.2164492
0xFFFF, 16249653, 0260, 3.2163729
0xFFFF, 16312146, 0261, 3.2166018
0xFFFF, 16374654, 0262, 3.2164492
0xFFFF, 16437155, 0263, 3.2166018
0xFFFF, 16499663, 0264, 3.2166781
