uptime, sync, seq, adc
000000, 0xBBBB, 0000, 4.9805447
062461, 0xBBBB, 0001, 3.2031739
125014, 0xBBBB, 0002, 3.2031739
187476, 0xBBBB, 0003, 3.2031739
249997, 0xBBBB, 0004, 3.2031739
312499, 0xBBBB, 0005, 3.2031739
374974, 0xBBBB, 0006, 3.2031739
437499, 0xBBBB, 0007, 3.2031739
499979, 0xBBBB, 0008, 3.2031739
562497, 0xBBBB, 0009, 3.2031739
624998, 0xBBBB, 0010, 3.2031739
687485, 0xBBBB, 0011, 3.2031739
749999, 0xBBBB, 0012, 3.2031739
812477, 0xBBBB, 0013, 3.2031739
875000, 0xBBBB, 0014, 3.2031739
937500, 0xBBBB, 0015, 3.2031739
999987, 0xBBBB, 0016, 3.2031739
1062501, 0xBBBB, 0017, 3.2031739
1124958, 0xBBBB, 0018, 3.2031739
1187499, 0xBBBB, 0019, 3.2031739
1249980, 0xBBBB, 0020, 3.2031739
1312492, 0xBBBB, 0021, 3.2031739
1374990, 0xBBBB, 0022, 3.2031739
1437459, 0xBBBB, 0023, 3.2031739
1499989, 0xBBBB, 0024, 3.2031739
1562451, 0xBBBB, 0025, 3.2031739
1624995, 0xBBBB, 0026, 3.2031739
1687490, 0xBBBB, 0027, 3.2031739
1749974, 0xBBBB, 0028, 3.2031739
1812488, 0xBBBB, 0029, 3.2031739
1874952, 0xBBBB, 0030, 3.2031739
1937499, 0xBBBB, 0031, 3.2031739
1999991, 0xBBBB, 0032, 3.2031739
2062479, 0xBBBB, 0033, 3.2031739
2124988, 0xBBBB, 0034, 3.2031739
2187452, 0xBBBB, 0035, 3.2031739
2249998, 0xBBBB, 0036, 3.2031739
2312479, 0xBBBB, 0037, 3.2031739
2374992, 0xBBBB, 0038, 3.2031739
2437490, 0xBBBB, 0039, 3.2031739
2499971, 0xBBBB, 0040, 3.2031739
2562507, 0xBBBB, 0041, 3.2031739
2624971, 0xBBBB, 0042, 3.2031739
2687488, 0xBBBB, 0043, 3.2031739
2749988, 0xBBBB, 0044, 3.2031739
2812462, 0xBBBB, 0045, 3.2031739
2874997, 0xBBBB, 0046, 3.2031739
2937448, 0xBBBB, 0047, 3.2031739
2999999, 0xBBBB, 0048, 3.2031739
3062488, 0xBBBB, 0049, 3.2031739
3124972, 0xBBBB, 0050, 3.2031739
3187497, 0xBBBB, 0051, 3.2031739
3249970, 0xBBBB, 0052, 3.2031739
3312498, 0xBBBB, 0053, 3.2031739
3374990, 0xBBBB, 0054, 3.2031739
3437485, 0xBBBB, 0055, 3.2031739
3499997, 0xBBBB, 0056, 3.2031739
3562449, 0xBBBB, 0057, 3.2031739
3625000, 0xBBBB, 0058, 3.2031739
3687481, 0xBBBB, 0059, 3.2031739
3749987, 0xBBBB, 0060, 3.2031739
3812497, 0xBBBB, 0061, 3.2031739
3874959, 0xBBBB, 0062, 3.2031739
3937503, 0xBBBB, 0063, 3.2031739
3999971, 0xBBBB, 0064, 3.2031739
4062492, 0xBBBB, 0065, 3.2031739
4124996, 0xBBBB, 0066, 3.2031739
4187459, 0xBBBB, 0067, 3.2031739
4250012, 0xBBBB, 0068, 3.2031739
4312451, 0xBBBB, 0069, 3.2031739
4374996, 0xBBBB, 0070, 3.2031739
4437497, 0xBBBB, 0071, 3.2031739
4499975, 0xBBBB, 0072, 3.2031739
4562497, 0xBBBB, 0073, 3.2031739
4624952, 0xBBBB, 0074, 3.2031739
4687500, 0xBBBB, 0075, 3.2031739
4749996, 0xBBBB, 0076, 3.2031739
4812480, 0xBBBB, 0077, 3.2031739
4874996, 0xBBBB, 0078, 3.2031739
4937451, 0xBBBB, 0079, 3.2031739
4999998, 0xBBBB, 0080, 3.2031739
5062497, 0xBBBB, 0081, 3.2031739
5124991, 0xBBBB, 0082, 3.2031739
5187499, 0xBBBB, 0083, 3.2031739
5249958, 0xBBBB, 0084, 3.2031739
5312499, 0xBBBB, 0085, 3.2031739
5374979, 0xBBBB, 0086, 3.2031739
5437486, 0xBBBB, 0087, 3.2031739
5499988, 0xBBBB, 0088, 3.2031739
5562461, 0xBBBB, 0089, 3.2031739
5624988, 0xBBBB, 0090, 3.2031739
5687451, 0xBBBB, 0091, 3.2031739
5749998, 0xBBBB, 0092, 3.2031739
5812490, 0xBBBB, 0093, 3.2031739
5874974, 0xBBBB, 0094, 3.2031739
5937489, 0xBBBB, 0095, 3.2031739
5999971, 0xBBBB, 0096, 3.2031739
6062498, 0xBBBB, 0097, 3.2031739
6124988, 0xBBBB, 0098, 3.2031739
6187485, 0xBBBB, 0099, 3.2031739
6249989, 0xBBBB, 0100, 3.2031739
6312450, 0xBBBB, 0101, 3.2031739
6375000, 0xBBBB, 0102, 3.2031739
6437482, 0xBBBB, 0103, 3.2031739
6499987, 0xBBBB, 0104, 3.2031739
6562489, 0xBBBB, 0105, 3.2031739
6624960, 0xBBBB, 0106, 3.2031739
6687499, 0xBBBB, 0107, 3.2031739
6749951, 0xBBBB, 0108, 3.2031739
6812492, 0xBBBB, 0109, 3.2031739
6874989, 0xBBBB, 0110, 3.2031739
6937459, 0xBBBB, 0111, 3.2031739
6999991, 0xBBBB, 0112, 3.2031739
7062450, 0xBBBB, 0113, 3.2031739
7124995, 0xBBBB, 0114, 3.2031739
7187489, 0xBBBB, 0115, 3.2031739
7249976, 0xBBBB, 0116, 3.2031739
7312488, 0xBBBB, 0117, 3.2031739
7374952, 0xBBBB, 0118, 3.2031739
7437500, 0xBBBB, 0119, 3.2031739
7499989, 0xBBBB, 0120, 3.2031739
7562479, 0xBBBB, 0121, 3.2031739
7624990, 0xBBBB, 0122, 3.2031739
7687454, 0xBBBB, 0123, 3.2031739
7749997, 0xBBBB, 0124, 3.2031739
7812479, 0xBBBB, 0125, 3.2031739
7874992, 0xBBBB, 0126, 3.2031739
7937490, 0xBBBB, 0127, 3.2031739
7999970, 0xBBBB, 0128, 3.2031739
8062500, 0xBBBB, 0129, 3.2031739
8124951, 0xBBBB, 0130, 3.2031739
8187487, 0xBBBB, 0131, 3.2031739
8249990, 0xBBBB, 0132, 3.2031739
8312462, 0xBBBB, 0133, 3.2031739
8375012, 0xBBBB, 0134, 3.2031739
8437470, 0xBBBB, 0135, 3.2031739
8499998, 0xBBBB, 0136, 3.2031739
8562490, 0xBBBB, 0137, 3.2031739
8624974, 0xBBBB, 0138, 3.2031739
8687497, 0xBBBB, 0139, 3.2031739
8749970, 0xBBBB, 0140, 3.2031739
8812498, 0xBBBB, 0141, 3.2031739
8874989, 0xBBBB, 0142, 3.2031739
8937483, 0xBBBB, 0143, 3.2031739
8999995, 0xBBBB, 0144, 3.2031739
9062450, 0xBBBB, 0145, 3.2031739
9125000, 0xBBBB, 0146, 3.2031739
9187481, 0xBBBB, 0147, 3.2031739
9249986, 0xBBBB, 0148, 3.2031739
9312496, 0xBBBB, 0149, 3.2031739
9374970, 0xBBBB, 0150, 3.2031739
9437497, 0xBBBB, 0151, 3.2031739
9499972, 0xBBBB, 0152, 3.2031739
9562491, 0xBBBB, 0153, 3.2031739
9624994, 0xBBBB, 0154, 3.2031739
9687459, 0xBBBB, 0155, 3.2031739
9749988, 0xBBBB, 0156, 3.2031739
9812451, 0xBBBB, 0157, 3.2031739
9874997, 0xBBBB, 0158, 3.2031739
9937497, 0xBBBB, 0159, 3.2031739
9999977, 0xBBBB, 0160, 3.2031739
10062488, 0xBBBB, 0161, 3.2031739
10124951, 0xBBBB, 0162, 3.2031739
10187500, 0xBBBB, 0163, 3.2031739
10249994, 0xBBBB, 0164, 3.2031739
10312479, 0xBBBB, 0165, 3.2031739
10374989, 0xBBBB, 0166, 3.2031739
10437452, 0xBBBB, 0167, 3.2031739
10499998, 0xBBBB, 0168, 3.2031739
10562496, 0xBBBB, 0169, 3.2031739
10624991, 0xBBBB, 0170, 3.2031739
10687490, 0xBBBB, 0171, 3.2031739
10749958, 0xBBBB, 0172, 3.2031739
10812500, 0xBBBB, 0173, 3.2031739
10874988, 0xBBBB, 0174, 3.2031739
10937487, 0xBBBB, 0175, 3.2031739
10999988, 0xBBBB, 0176, 3.2031739
11062461, 0xBBBB, 0177, 3.2031739
11124989, 0xBBBB, 0178, 3.2031739
11187479, 0xBBBB, 0179, 3.2031739
11249998, 0xBBBB, 0180, 3.2031739
11312489, 0xBBBB, 0181, 3.2031739
11374973, 0xBBBB, 0182, 3.2031739
11437490, 0xBBBB, 0183, 3.2031739
11499980, 0xBBBB, 0184, 3.2031739
11562498, 0xBBBB, 0185, 3.2031739
11624988, 0xBBBB, 0186, 3.2031739
11687485, 0xBBBB, 0187, 3.2031739
11749990, 0xBBBB, 0188, 3.2031739
11812478, 0xBBBB, 0189, 3.2031739
11874999, 0xBBBB, 0190, 3.2031739
11937480, 0xBBBB, 0191, 3.2031739
11999987, 0xBBBB, 0192, 3.2031739
12062491, 0xBBBB, 0193, 3.2031739
12124960, 0xBBBB, 0194, 3.2031739
12187498, 0xBBBB, 0195, 3.2031739
12249952, 0xBBBB, 0196, 3.2031739
12312491, 0xBBBB, 0197, 3.2031739
12374990, 0xBBBB, 0198, 3.2031739
12437461, 0xBBBB, 0199, 3.2031739
12500014, 0xBBBB, 0200, 3.2031739
