date, time, sync, seq, adc
24-05-31, T00:00:03.691Z, 0xBBBB, 0011, 0.2744335
24-05-31, T00:00:03.816Z, 0xBBBB, 0012, 0.2744335
24-05-31, T00:00:03.938Z, 0xBBBB, 0013, 0.2744335
24-05-31, T00:00:04.055Z, 0xBBBB, 0014, 0.2744335
24-05-31, T00:00:04.181Z, 0xBBBB, 0015, 0.2744335
24-05-31, T00:00:04.302Z, 0xBBBB, 0016, 0.2744335
24-05-31, T00:00:04.428Z, 0xBBBB, 0017, 0.2744335
24-05-31, T00:00:04.550Z, 0xBBBB, 0018, 0.2744335
24-05-31, T00:00:04.675Z, 0xBBBB, 0019, 0.2744335
24-05-31, T00:00:04.797Z, 0xBBBB, 0020, 0.2744335
24-05-31, T00:00:04.922Z, 0xBBBB, 0021, 0.2744335
24-05-31, T00:00:05.040Z, 0xBBBB, 0022, 0.2744335
24-05-31, T00:00:05.165Z, 0xBBBB, 0023, 0.2744335
24-05-31, T00:00:05.287Z, 0xBBBB, 0024, 0.2744335
24-05-31, T00:00:05.412Z, 0xBBBB, 0025, 0.2744335
24-05-31, T00:00:05.534Z, 0xBBBB, 0026, 0.2744335
24-05-31, T00:00:05.659Z, 0xBBBB, 0027, 0.2744335
