date, time, sync, seq, adc
44-07-15, T11:20:01.039900Z, 0xBBBB, 0000, 0.0000000
44-07-15, T11:20:01.101800Z, 0xBBBB, 0001, 0.0000000
44-07-15, T11:20:01.163600Z, 0xBBBB, 0002, 0.0000000
44-07-15, T11:20:01.225500Z, 0xBBBB, 0003, 0.0000000
44-07-15, T11:20:01.287400Z, 0xBBBB, 0004, 0.0000000
44-07-15, T11:20:01.349300Z, 0xBBBB, 0005, 0.0000000
44-07-15, T11:20:01.411200Z, 0xBBBB, 0006, 0.0000000
44-07-15, T11:20:01.473000Z, 0xBBBB, 0007, 0.0000000
44-07-15, T11:20:01.534900Z, 0xBBBB, 0008, 0.0000000
44-07-15, T11:20:01.596800Z, 0xBBBB, 0009, 0.0000000
44-07-15, T11:20:01.658700Z, 0xBBBB, 0010, 0.0000000
44-07-15, T11:20:01.720600Z, 0xBBBB, 0011, 0.0000000
44-07-15, T11:20:01.782500Z, 0xBBBB, 0012, 0.0000000
44-07-15, T11:20:01.844300Z, 0xBBBB, 0013, 0.0000000
44-07-15, T11:20:01.906200Z, 0xBBBB, 0014, 0.0000000
44-07-15, T11:20:01.968100Z, 0xBBBB, 0015, 0.0000000
44-07-15, T11:20:02.029900Z, 0xBBBB, 0016, 0.0000000
44-07-15, T11:20:02.091800Z, 0xBBBB, 0017, 0.0000000
44-07-15, T11:20:02.153700Z, 0xBBBB, 0018, 0.0000000
44-07-15, T11:20:02.215500Z, 0xBBBB, 0019, 0.0000000
44-07-15, T11:20:02.277400Z, 0xBBBB, 0020, 0.0000000
44-07-15, T11:20:02.339300Z, 0xBBBB, 0021, 0.0000000
44-07-15, T11:20:02.401200Z, 0xBBBB, 0022, 0.0000000
44-07-15, T11:20:02.463000Z, 0xBBBB, 0023, 0.0000000
44-07-15, T11:20:02.524900Z, 0xBBBB, 0024, 0.0000000
44-07-15, T11:20:02.586800Z, 0xBBBB, 0025, 0.0000000
44-07-15, T11:20:02.648700Z, 0xBBBB, 0026, 0.0000000
44-07-15, T11:20:02.710600Z, 0xBBBB, 0027, 0.0000000
44-07-15, T11:20:02.772500Z, 0xBBBB, 0028, 0.0000000
44-07-15, T11:20:02.834300Z, 0xBBBB, 0029, 0.0000000
44-07-15, T11:20:02.896200Z, 0xBBBB, 0030, 0.0000000
44-07-15, T11:20:02.958100Z, 0xBBBB, 0031, 0.0000000
44-07-15, T11:20:03.019900Z, 0xBBBB, 0032, 0.0000000
44-07-15, T11:20:03.081800Z, 0xBBBB, 0033, 0.0000000
44-07-15, T11:20:03.143700Z, 0xBBBB, 0034, 0.0000000
44-07-15, T11:20:03.205500Z, 0xBBBB, 0035, 0.0000000
44-07-15, T11:20:03.267400Z, 0xBBBB, 0036, 0.0000000
44-07-15, T11:20:03.329300Z, 0xBBBB, 0037, 0.0000000
44-07-15, T11:20:03.391200Z, 0xBBBB, 0038, 0.0000000
