uptime, sync, seq, adc
001067, 0xFFFF, 0000, 0.0000000
062853, 0xFFFF, 0001, 4.4584573
125342, 0xFFFF, 0002, 3.2355993
187851, 0xFFFF, 0003, 3.2355230
250342, 0xFFFF, 0004, 3.2355230
312853, 0xFFFF, 0005, 3.2355230
375351, 0xFFFF, 0006, 3.2357519
437842, 0xFFFF, 0007, 3.2357519
500354, 0xFFFF, 0008, 3.2355993
562842, 0xFFFF, 0009, 3.2353704
625351, 0xFFFF, 0010, 3.2355230
687842, 0xFFFF, 0011, 3.2355993
750342, 0xFFFF, 0012, 3.2352941
812850, 0xFFFF, 0013, 3.2355230
875342, 0xFFFF, 0014, 3.2352178
937858, 0xFFFF, 0015, 3.2358282
1000342, 0xFFFF, 0016, 3.2356756
1062847, 0xFFFF, 0017, 3.2353704
1125353, 0xFFFF, 0018, 3.2354467
1187842, 0xFFFF, 0019, 3.2354467
1250358, 0xFFFF, 0020, 3.2352941
1312842, 0xFFFF, 0021, 3.2354467
1375350, 0xFFFF, 0022, 3.2355993
1437851, 0xFFFF, 0023, 3.2352178
1500342, 0xFFFF, 0024, 3.2355230
1562861, 0xFFFF, 0025, 3.2356756
1625342, 0xFFFF, 0026, 3.2354467
1687851, 0xFFFF, 0027, 3.2354467
1750341, 0xFFFF, 0028, 3.2352178
1812842, 0xFFFF, 0029, 3.2355230
1875358, 0xFFFF, 0030, 3.2354467
1937842, 0xFFFF, 0031, 3.2354467
2000352, 0xFFFF, 0032, 3.2355230
2062842, 0xFFFF, 0033, 3.2355230
2125342, 0xFFFF, 0034, 3.2356756
2187862, 0xFFFF, 0035, 3.2354467
2250342, 0xFFFF, 0036, 3.2354467
2312851, 0xFFFF, 0037, 3.2353704
2375342, 0xFFFF, 0038, 3.2354467
2437849, 0xFFFF, 0039, 3.2355230
2500359, 0xFFFF, 0040, 3.2355230
2562842, 0xFFFF, 0041, 3.2355993
2625353, 0xFFFF, 0042, 3.2355230
2687842, 0xFFFF, 0043, 3.2352941
2750348, 0xFFFF, 0044, 3.2354467
2812862, 0xFFFF, 0045, 3.2355230
2875342, 0xFFFF, 0046, 3.2355230
2937851, 0xFFFF, 0047, 3.2354467
3000342, 0xFFFF, 0048, 3.2355230
3062853, 0xFFFF, 0049, 3.2355230
3125359, 0xFFFF, 0050, 3.2355230
3187842, 0xFFFF, 0051, 3.2356756
3250354, 0xFFFF, 0052, 3.2354467
3312842, 0xFFFF, 0053, 3.2354467
3375351, 0xFFFF, 0054, 3.2359808
3437861, 0xFFFF, 0055, 3.2354467
3500342, 0xFFFF, 0056, 3.2353704
3562851, 0xFFFF, 0057, 3.2354467
3625342, 0xFFFF, 0058, 3.2355230
3687853, 0xFFFF, 0059, 3.2357519
3750349, 0xFFFF, 0060, 3.2354467
3812847, 0xFFFF, 0061, 3.2356756
3875354, 0xFFFF, 0062, 3.2351415
3937841, 0xFFFF, 0063, 3.2354467
4000351, 0xFFFF, 0064, 3.2354467
4062851, 0xFFFF, 0065, 3.2355993
4125349, 0xFFFF, 0066, 3.2355993
4187851, 0xFFFF, 0067, 3.2355993
4250342, 0xFFFF, 0068, 3.2357519
4312853, 0xFFFF, 0069, 3.2353704
4375342, 0xFFFF, 0070, 3.2355230
4437851, 0xFFFF, 0071, 3.2354467
4500341, 0xFFFF, 0072, 3.2354467
4562842, 0xFFFF, 0073, 3.2353704
4625351, 0xFFFF, 0074, 3.2353704
4687842, 0xFFFF, 0075, 3.2358282
4750353, 0xFFFF, 0076, 3.2354467
4812842, 0xFFFF, 0077, 3.2354467
4875342, 0xFFFF, 0078, 3.2353704
4937854, 0xFFFF, 0079, 3.2354467
5000342, 0xFFFF, 0080, 3.2354467
5062851, 0xFFFF, 0081, 3.2354467
5125342, 0xFFFF, 0082, 3.2353704
5187850, 0xFFFF, 0083, 3.2353704
5250351, 0xFFFF, 0084, 3.2356756
5312841, 0xFFFF, 0085, 3.2353704
5375353, 0xFFFF, 0086, 3.2354467
5437842, 0xFFFF, 0087, 3.2355230
5500348, 0xFFFF, 0088, 3.2354467
5562853, 0xFFFF, 0089, 3.2355230
5625342, 0xFFFF, 0090, 3.2356756
5687851, 0xFFFF, 0091, 3.2354467
5750342, 0xFFFF, 0092, 3.2355230
5812853, 0xFFFF, 0093, 3.2354467
5875342, 0xFFFF, 0094, 3.2354467
5937842, 0xFFFF, 0095, 3.2353704
