uptime, sync, seq, adc
000446, 0xFFFF, 0000, 0.0000000
062145, 0xFFFF, 0001, 0.0000000
124649, 0xFFFF, 0002, 0.0440986
187145, 0xFFFF, 0003, 0.0776684
249642, 0xFFFF, 0004, 0.0853742
312168, 0xFFFF, 0005, 0.0550088
374638, 0xFFFF, 0006, 0.0649271
437153, 0xFFFF, 0007, 0.0508888
499638, 0xFFFF, 0008, 0.0617990
562156, 0xFFFF, 0009, 0.0457008
624657, 0xFFFF, 0010, 0.0504311
687145, 0xFFFF, 0011, 0.0582132
749649, 0xFFFF, 0012, 0.0688182
812145, 0xFFFF, 0013, 0.0414282
874646, 0xFFFF, 0014, 0.0452430
937167, 0xFFFF, 0015, 0.0658427
999638, 0xFFFF, 0016, 0.0408179
1062154, 0xFFFF, 0017, 0.0413519
1124637, 0xFFFF, 0018, 0.0476081
1187157, 0xFFFF, 0019, 0.0762951
1249647, 0xFFFF, 0020, 0.0750744
1312145, 0xFFFF, 0021, 0.0582895
1374650, 0xFFFF, 0022, 0.0576028
1437145, 0xFFFF, 0023, 0.0798047
1499647, 0xFFFF, 0024, 0.0614939
1562155, 0xFFFF, 0025, 0.0470741
1624644, 0xFFFF, 0026, 0.0531777
1687153, 0xFFFF, 0027, 0.0785840
1749637, 0xFFFF, 0028, 0.0622568
1812156, 0xFFFF, 0029, 0.0642405
1874638, 0xFFFF, 0030, 0.0517281
1937153, 0xFFFF, 0031, 0.0572213
1999638, 0xFFFF, 0032, 0.0640116
2062145, 0xFFFF, 0033, 0.0433356
2124646, 0xFFFF, 0034, 0.0672160
2187146, 0xFFFF, 0035, 0.0718700
2249648, 0xFFFF, 0036, 0.0527962
2312145, 0xFFFF, 0037, 0.0476844
2374638, 0xFFFF, 0038, 0.0437171
2437157, 0xFFFF, 0039, 0.0553140
2499637, 0xFFFF, 0040, 0.0821698
2562153, 0xFFFF, 0041, 0.0603494
2624637, 0xFFFF, 0042, 0.0549325
2687145, 0xFFFF, 0043, 0.0631724
2749646, 0xFFFF, 0044, 0.0534829
2812145, 0xFFFF, 0045, 0.0600443
2874654, 0xFFFF, 0046, 0.0475319
2937145, 0xFFFF, 0047, 0.0569924
2999642, 0xFFFF, 0048, 0.0685893
3062156, 0xFFFF, 0049, 0.0411994
3124637, 0xFFFF, 0050, 0.0628672
3187161, 0xFFFF, 0051, 0.0486000
