date, time, sync, seq, adc
24-05-31, T00:00:05.165Z, 0xBBBB, 0011, 0.2744335
24-05-31, T00:00:05.287Z, 0xBBBB, 0012, 0.2744335
24-05-31, T00:00:05.412Z, 0xBBBB, 0013, 0.2744335
24-05-31, T00:00:05.534Z, 0xBBBB, 0014, 0.2744335
24-05-31, T00:00:05.659Z, 0xBBBB, 0015, 0.2744335
24-05-31, T00:00:05.781Z, 0xBBBB, 0016, 0.2744335
24-05-31, T00:00:05.906Z, 0xBBBB, 0017, 0.2744335
24-05-31, T00:00:06.024Z, 0xBBBB, 0018, 0.2744335
24-05-31, T00:00:06.150Z, 0xBBBB, 0019, 0.2744335
24-05-31, T00:00:06.271Z, 0xBBBB, 0020, 0.2744335
24-05-31, T00:00:06.397Z, 0xBBBB, 0021, 0.2744335
24-05-31, T00:00:06.518Z, 0xBBBB, 0022, 0.2744335
24-05-31, T00:00:06.644Z, 0xBBBB, 0023, 0.2744335
24-05-31, T00:00:06.765Z, 0xBBBB, 0024, 0.2744335
24-05-31, T00:00:06.891Z, 0xBBBB, 0025, 0.2744335
24-05-31, T00:00:07.008Z, 0xBBBB, 0026, 0.2744335
24-05-31, T00:00:07.134Z, 0xBBBB, 0027, 0.2744335
24-05-31, T00:00:07.255Z, 0xBBBB, 0028, 0.2744335
24-05-31, T00:00:07.381Z, 0xBBBB, 0029, 0.2744335
24-05-31, T00:00:07.502Z, 0xBBBB, 0030, 0.2744335
24-05-31, T00:00:07.628Z, 0xBBBB, 0031, 0.2744335
24-05-31, T00:00:07.750Z, 0xBBBB, 0032, 0.2744335
24-05-31, T00:00:07.871Z, 0xBBBB, 0033, 0.2744335
