sync, uptime, seq, adc
0xFFFF, 96812182, 1549, 3.2121767
0xFFFF, 96937183, 1551, 3.2122530
0xFFFF, 96999664, 1552, 3.2124819
0xFFFF, 97062207, 1553, 3.2123293
0xFFFF, 97124676, 1554, 3.2122530
0xFFFF, 97312173, 1557, 3.2121004
0xFFFF, 97374675, 1558, 3.2121004
0xFFFF, 97437214, 1559, 3.2121767
0xFFFF, 97624665, 1562, 3.2123293
0xFFFF, 97687180, 1563, 3.2122530
0xFFFF, 97812221, 1565, 3.2121767
0xFFFF, 97937173, 1567, 3.2118715
0xFFFF, 97999674, 1568, 3.2124056
0xFFFF, 98124667, 1570, 3.2123293
0xFFFF, 98187210, 1571, 3.2120241
0xFFFF, 98312181, 1573, 3.2121767
0xFFFF, 98437184, 1575, 3.2121767
0xFFFF, 98499672, 1576, 3.2121004
0xFFFF, 98562207, 1577, 3.2121767
0xFFFF, 98624677, 1578, 3.2123293
0xFFFF, 98812184, 1581, 3.2120241
0xFFFF, 98874664, 1582, 3.2120241
0xFFFF, 98937208, 1583, 3.2121767
0xFFFF, 99124665, 1586, 3.2127108
0xFFFF, 99187171, 1587, 3.2119478
0xFFFF, 99312212, 1589, 3.2121004
0xFFFF, 99437173, 1591, 3.2117189
0xFFFF, 99499668, 1592, 3.2121004
0xFFFF, 99624665, 1594, 3.2121767
0xFFFF, 99687220, 1595, 3.2119478
0xFFFF, 99812181, 1597, 3.2118715
0xFFFF, 99937173, 1599, 3.2119478
0xFFFF, 99999683, 1600, 3.2126345
0xFFFF, 100062222, 1601, 3.2121004
0xFFFF, 100124676, 1602, 3.2121004
0xFFFF, 100312194, 1605, 3.2119478
0xFFFF, 100374664, 1606, 3.2118715
0xFFFF, 100437208, 1607, 3.2118715
0xFFFF, 100624684, 1610, 3.2121004
0xFFFF, 100687171, 1611, 3.2119478
0xFFFF, 100812218, 1613, 3.2120241
0xFFFF, 100937194, 1615, 3.2121767
0xFFFF, 100999664, 1616, 3.2119478
0xFFFF, 101124665, 1618, 3.2119478
0xFFFF, 101187209, 1619, 3.2119478
0xFFFF, 101312173, 1621, 3.2119478
0xFFFF, 101437173, 1623, 3.2119478
0xFFFF, 101499672, 1624, 3.2120241
0xFFFF, 101562223, 1625, 3.2119478
0xFFFF, 101624665, 1626, 3.2122530
0xFFFF, 101812184, 1629, 3.2118715
0xFFFF, 101874674, 1630, 3.2119478
0xFFFF, 101937216, 1631, 3.2119478
0xFFFF, 102124674, 1634, 3.2120241
0xFFFF, 102187182, 1635, 3.2120241
0xFFFF, 102312209, 1637, 3.2119478
0xFFFF, 102437184, 1639, 3.2120241
0xFFFF, 102499674, 1640, 3.2121004
0xFFFF, 102624676, 1642, 3.2120241
0xFFFF, 102687210, 1643, 3.2120241
0xFFFF, 102812183, 1645, 3.2119478
