date, time, sync, seq, adc
24-07-09, T10:36:45.105800Z, 0xBBBB, 0112, 3.2227054
24-07-09, T10:36:45.167600Z, 0xBBBB, 0113, 3.2227054
24-07-09, T10:36:45.229500Z, 0xBBBB, 0114, 3.2227054
24-07-09, T10:36:45.291400Z, 0xBBBB, 0115, 3.2227054
24-07-09, T10:36:45.353300Z, 0xBBBB, 0116, 3.2227054
24-07-09, T10:36:45.415200Z, 0xBBBB, 0117, 3.2227054
24-07-09, T10:36:45.477000Z, 0xBBBB, 0118, 3.2227054
24-07-09, T10:36:45.538900Z, 0xBBBB, 0119, 3.2227054
24-07-09, T10:36:45.600800Z, 0xBBBB, 0120, 3.2227054
24-07-09, T10:36:45.662700Z, 0xBBBB, 0121, 3.2227054
24-07-09, T10:36:45.724600Z, 0xBBBB, 0122, 3.2227054
24-07-09, T10:36:45.786400Z, 0xBBBB, 0123, 3.2227054
24-07-09, T10:36:45.848300Z, 0xBBBB, 0124, 3.2227054
24-07-09, T10:36:45.910200Z, 0xBBBB, 0125, 3.2227054
24-07-09, T10:36:45.972100Z, 0xBBBB, 0126, 3.2227054
24-07-09, T10:36:46.033900Z, 0xBBBB, 0127, 3.2227054
24-07-09, T10:36:46.095700Z, 0xBBBB, 0128, 3.2227054
24-07-09, T10:36:46.157600Z, 0xBBBB, 0129, 3.2227054
24-07-09, T10:36:46.219500Z, 0xBBBB, 0130, 3.2227054
24-07-09, T10:36:46.281400Z, 0xBBBB, 0131, 3.2227054
24-07-09, T10:36:46.343300Z, 0xBBBB, 0132, 3.2227054
24-07-09, T10:36:46.405100Z, 0xBBBB, 0133, 3.2227054
24-07-09, T10:36:46.467000Z, 0xBBBB, 0134, 3.2227054
24-07-09, T10:36:46.528900Z, 0xBBBB, 0135, 3.2227054
24-07-09, T10:36:46.590800Z, 0xBBBB, 0136, 3.2227054
24-07-09, T10:36:46.652700Z, 0xBBBB, 0137, 3.2227054
24-07-09, T10:36:46.714600Z, 0xBBBB, 0138, 3.2227054
24-07-09, T10:36:46.776500Z, 0xBBBB, 0139, 3.2227054
24-07-09, T10:36:46.838300Z, 0xBBBB, 0140, 3.2227054
24-07-09, T10:36:46.900200Z, 0xBBBB, 0141, 3.2227054
24-07-09, T10:36:46.962100Z, 0xBBBB, 0142, 3.2227054
24-07-09, T10:36:47.023900Z, 0xBBBB, 0143, 3.2227054
24-07-09, T10:36:47.085700Z, 0xBBBB, 0144, 3.2227054
24-07-09, T10:36:47.147600Z, 0xBBBB, 0145, 3.2227054
24-07-09, T10:36:47.209500Z, 0xBBBB, 0146, 3.2227054
24-07-09, T10:36:47.271400Z, 0xBBBB, 0147, 3.2227054
24-07-09, T10:36:47.333300Z, 0xBBBB, 0148, 3.2227054
24-07-09, T10:36:47.395100Z, 0xBBBB, 0149, 3.2227054
24-07-09, T10:36:47.457000Z, 0xBBBB, 0150, 3.2227054
24-07-09, T10:36:47.518900Z, 0xBBBB, 0151, 3.2227054
24-07-09, T10:36:47.580800Z, 0xBBBB, 0152, 3.2227054
24-07-09, T10:36:47.642700Z, 0xBBBB, 0153, 3.2227054
24-07-09, T10:36:47.704600Z, 0xBBBB, 0154, 3.2227054
24-07-09, T10:36:47.766500Z, 0xBBBB, 0155, 3.2227054
24-07-09, T10:36:47.828300Z, 0xBBBB, 0156, 3.2227054
24-07-09, T10:36:47.890200Z, 0xBBBB, 0157, 3.2227054
24-07-09, T10:36:47.952100Z, 0xBBBB, 0158, 3.2227054
24-07-09, T10:36:48.013900Z, 0xBBBB, 0159, 3.2227054
24-07-09, T10:36:48.075800Z, 0xBBBB, 0160, 3.2227054
24-07-09, T10:36:48.137600Z, 0xBBBB, 0161, 3.2227054
24-07-09, T10:36:48.199500Z, 0xBBBB, 0162, 3.2227054
24-07-09, T10:36:48.261400Z, 0xBBBB, 0163, 3.2227054
24-07-09, T10:36:48.323300Z, 0xBBBB, 0164, 3.2227054
