date, time, sync, seq, adc
24-07-02, T16:57:52.41903Z, 0xBBBB, 0288, 0.0000000
24-07-02, T16:57:52.38874Z, 0xBBBB, 0289, 2.9492638
24-07-02, T16:57:52.35832Z, 0xBBBB, 0290, 0.0000000
24-07-02, T16:57:52.32802Z, 0xBBBB, 0291, 2.5000381
24-07-02, T16:57:53.29743Z, 0xBBBB, 0292, 0.0000000
24-07-02, T16:57:53.26718Z, 0xBBBB, 0293, 2.0312810
24-07-02, T16:57:53.23674Z, 0xBBBB, 0294, 0.0000000
24-07-02, T16:57:53.20647Z, 0xBBBB, 0295, 1.5625238
24-07-02, T16:57:53.644Z, 0xBBBB, 0296, 0.0000000
24-07-02, T16:57:53.63151Z, 0xBBBB, 0297, 4.8047608
24-07-02, T16:57:53.60107Z, 0xBBBB, 0298, 0.0000000
24-07-02, T16:57:53.57093Z, 0xBBBB, 0299, 4.3555352
24-07-02, T16:57:53.54050Z, 0xBBBB, 0300, 0.0000000
24-07-02, T16:57:53.51020Z, 0xBBBB, 0301, 3.8867781
24-07-02, T16:57:53.47975Z, 0xBBBB, 0302, 0.0000000
24-07-02, T16:57:53.44939Z, 0xBBBB, 0303, 3.4180209
24-07-02, T16:57:53.41893Z, 0xBBBB, 0304, 0.0000000
24-07-02, T16:57:53.38868Z, 0xBBBB, 0305, 2.9492638
24-07-02, T16:57:53.35824Z, 0xBBBB, 0306, 0.0000000
24-07-02, T16:57:53.32796Z, 0xBBBB, 0307, 2.5000381
24-07-02, T16:57:54.29753Z, 0xBBBB, 0308, 0.0000000
24-07-02, T16:57:54.26726Z, 0xBBBB, 0309, 2.0312810
24-07-02, T16:57:54.23697Z, 0xBBBB, 0310, 0.0000000
24-07-02, T16:57:54.20666Z, 0xBBBB, 0311, 1.5625238
24-07-02, T16:57:54.666Z, 0xBBBB, 0312, 0.0000000
24-07-02, T16:57:54.63168Z, 0xBBBB, 0313, 4.8047608
24-07-02, T16:57:54.60115Z, 0xBBBB, 0314, 0.0000000
24-07-02, T16:57:54.57089Z, 0xBBBB, 0315, 4.3555352
24-07-02, T16:57:54.54045Z, 0xBBBB, 0316, 0.0000000
24-07-02, T16:57:54.51019Z, 0xBBBB, 0317, 3.8867781
24-07-02, T16:57:54.47975Z, 0xBBBB, 0318, 0.0000000
24-07-02, T16:57:54.44947Z, 0xBBBB, 0319, 3.4180209
24-07-02, T16:57:54.41903Z, 0xBBBB, 0320, 0.0000000
24-07-02, T16:57:54.38888Z, 0xBBBB, 0321, 2.9492638
24-07-02, T16:57:54.35843Z, 0xBBBB, 0322, 0.0000000
24-07-02, T16:57:54.32814Z, 0xBBBB, 0323, 2.5000381
24-07-02, T16:57:55.29770Z, 0xBBBB, 0324, 0.0000000
24-07-02, T16:57:55.26731Z, 0xBBBB, 0325, 2.0312810
24-07-02, T16:57:55.23688Z, 0xBBBB, 0326, 0.0000000
24-07-02, T16:57:55.20660Z, 0xBBBB, 0327, 1.5625238
24-07-02, T16:57:55.656Z, 0xBBBB, 0328, 0.0000000
24-07-02, T16:57:55.63164Z, 0xBBBB, 0329, 4.8047608
24-07-02, T16:57:55.60121Z, 0xBBBB, 0330, 0.0000000
24-07-02, T16:57:55.57093Z, 0xBBBB, 0331, 4.3555352
24-07-02, T16:57:55.54063Z, 0xBBBB, 0332, 0.0000000
24-07-02, T16:57:55.51030Z, 0xBBBB, 0333, 3.8867781
24-07-02, T16:57:55.47988Z, 0xBBBB, 0334, 0.0000000
24-07-02, T16:57:55.44954Z, 0xBBBB, 0335, 3.4180209
24-07-02, T16:57:55.41888Z, 0xBBBB, 0336, 0.0000000
24-07-02, T16:57:55.38876Z, 0xBBBB, 0337, 2.9492638
24-07-02, T16:57:55.35816Z, 0xBBBB, 0338, 0.0000000
24-07-02, T16:57:55.32803Z, 0xBBBB, 0339, 2.5000381
24-07-02, T16:57:55.29745Z, 0xBBBB, 0340, 0.0000000
24-07-02, T16:57:56.26730Z, 0xBBBB, 0341, 2.0312810
24-07-02, T16:57:56.23673Z, 0xBBBB, 0342, 0.0000000
24-07-02, T16:57:56.20672Z, 0xBBBB, 0343, 1.5625238
24-07-02, T16:57:56.668Z, 0xBBBB, 0344, 0.0000000
24-07-02, T16:57:56.63173Z, 0xBBBB, 0345, 4.8047608
24-07-02, T16:57:56.60131Z, 0xBBBB, 0346, 0.0000000
24-07-02, T16:57:56.57090Z, 0xBBBB, 0347, 4.3555352
24-07-02, T16:57:56.54033Z, 0xBBBB, 0348, 0.0000000
24-07-02, T16:57:56.51019Z, 0xBBBB, 0349, 3.8867781
24-07-02, T16:57:56.47960Z, 0xBBBB, 0350, 0.0000000
24-07-02, T16:57:56.44946Z, 0xBBBB, 0351, 3.4180209
24-07-02, T16:57:56.41888Z, 0xBBBB, 0352, 0.0000000
24-07-02, T16:57:56.38875Z, 0xBBBB, 0353, 2.9492638
24-07-02, T16:57:56.35848Z, 0xBBBB, 0354, 0.0000000
24-07-02, T16:57:56.32813Z, 0xBBBB, 0355, 2.5000381
24-07-02, T16:57:56.29772Z, 0xBBBB, 0356, 0.0000000
24-07-02, T16:57:57.26739Z, 0xBBBB, 0357, 2.0312810
