uptime, sync, seq, adc
001459, 0xFFFF, 0000, 0.0000000
063216, 0xFFFF, 0001, 5.0000000
125699, 0xFFFF, 0002, 3.2302586
188219, 0xFFFF, 0003, 3.2303349
250706, 0xFFFF, 0004, 3.2309453
313215, 0xFFFF, 0005, 3.2294957
375701, 0xFFFF, 0006, 3.2303349
438210, 0xFFFF, 0007, 3.2301823
500707, 0xFFFF, 0008, 3.2314031
563217, 0xFFFF, 0009, 3.2304112
625712, 0xFFFF, 0010, 3.2305638
688207, 0xFFFF, 0011, 3.2304112
750700, 0xFFFF, 0012, 3.2323186
813221, 0xFFFF, 0013, 3.2304112
875711, 0xFFFF, 0014, 3.2302586
938214, 0xFFFF, 0015, 3.2306401
1000701, 0xFFFF, 0016, 3.2321660
1063211, 0xFFFF, 0017, 3.2307164
1125713, 0xFFFF, 0018, 3.2303349
1188217, 0xFFFF, 0019, 3.2304112
1250712, 0xFFFF, 0020, 3.2314794
1313207, 0xFFFF, 0021, 3.2303349
1375700, 0xFFFF, 0022, 3.2303349
1438230, 0xFFFF, 0023, 3.2302586
1500702, 0xFFFF, 0024, 3.2298009
1563218, 0xFFFF, 0025, 3.2302586
1625706, 0xFFFF, 0026, 3.2304112
1688209, 0xFFFF, 0027, 3.2302586
1750709, 0xFFFF, 0028, 3.2288090
1813206, 0xFFFF, 0029, 3.2305638
1875720, 0xFFFF, 0030, 3.2300298
1938217, 0xFFFF, 0031, 3.2305638
2000698, 0xFFFF, 0032, 3.2290379
2063219, 0xFFFF, 0033, 3.2303349
2125702, 0xFFFF, 0034, 3.2303349
2188224, 0xFFFF, 0035, 3.2304875
2250710, 0xFFFF, 0036, 3.2314794
2313209, 0xFFFF, 0037, 3.2304112
2375709, 0xFFFF, 0038, 3.2301823
2438207, 0xFFFF, 0039, 3.2302586
2500723, 0xFFFF, 0040, 3.2335393
2563217, 0xFFFF, 0041, 3.2303349
2625702, 0xFFFF, 0042, 3.2302586
2688218, 0xFFFF, 0043, 3.2302586
2750702, 0xFFFF, 0044, 3.2353704
2813225, 0xFFFF, 0045, 3.2303349
2875718, 0xFFFF, 0046, 3.2300298
2938219, 0xFFFF, 0047, 3.2301823
3000718, 0xFFFF, 0048, 3.2339971
3063206, 0xFFFF, 0049, 3.2301061
3125722, 0xFFFF, 0050, 3.2302586
3188223, 0xFFFF, 0051, 3.2303349
3250709, 0xFFFF, 0052, 3.2304112
3313226, 0xFFFF, 0053, 3.2304875
3375702, 0xFFFF, 0054, 3.2300298
3438217, 0xFFFF, 0055, 3.2303349
3500707, 0xFFFF, 0056, 3.2273594
3563221, 0xFFFF, 0057, 3.2302586
3625719, 0xFFFF, 0058, 3.2304875
3688207, 0xFFFF, 0059, 3.2302586
3750712, 0xFFFF, 0060, 3.2260624
3813215, 0xFFFF, 0061, 3.2303349
3875709, 0xFFFF, 0062, 3.2303349
3938226, 0xFFFF, 0063, 3.2304112
4000704, 0xFFFF, 0064, 3.2265202
4063218, 0xFFFF, 0065, 3.2304112
4125707, 0xFFFF, 0066, 3.2303349
4188220, 0xFFFF, 0067, 3.2303349
4250722, 0xFFFF, 0068, 3.2291905
4313213, 0xFFFF, 0069, 3.2302586
4375717, 0xFFFF, 0070, 3.2304875
4438215, 0xFFFF, 0071, 3.2302586
4500701, 0xFFFF, 0072, 3.2321660
4563229, 0xFFFF, 0073, 3.2303349
4625711, 0xFFFF, 0074, 3.2301823
4688217, 0xFFFF, 0075, 3.2301823
4750708, 0xFFFF, 0076, 3.2326238
4813208, 0xFFFF, 0077, 3.2305638
4875713, 0xFFFF, 0078, 3.2301061
4938215, 0xFFFF, 0079, 3.2303349
5000710, 0xFFFF, 0080, 3.2319371
5063215, 0xFFFF, 0081, 3.2303349
5125699, 0xFFFF, 0082, 3.2304875
5188218, 0xFFFF, 0083, 3.2306401
5250714, 0xFFFF, 0084, 3.2308690
5313218, 0xFFFF, 0085, 3.2302586
5375708, 0xFFFF, 0086, 3.2299535
5438209, 0xFFFF, 0087, 3.2304875
5500702, 0xFFFF, 0088, 3.2309453
5563224, 0xFFFF, 0089, 3.2304112
5625698, 0xFFFF, 0090, 3.2302586
5688220, 0xFFFF, 0091, 3.2302586
5750706, 0xFFFF, 0092, 3.2311742
5813206, 0xFFFF, 0093, 3.2302586
5875709, 0xFFFF, 0094, 3.2305638
5938210, 0xFFFF, 0095, 3.2298009
6000715, 0xFFFF, 0096, 3.2305638
6063216, 0xFFFF, 0097, 3.2301823
6125702, 0xFFFF, 0098, 3.2301061
6188214, 0xFFFF, 0099, 3.2302586
6250699, 0xFFFF, 0100, 3.2309453
6313227, 0xFFFF, 0101, 3.2302586
6375709, 0xFFFF, 0102, 3.2302586
6438206, 0xFFFF, 0103, 3.2302586
6500711, 0xFFFF, 0104, 3.2309453
6563209, 0xFFFF, 0105, 3.2301823
6625718, 0xFFFF, 0106, 3.2307927
6688216, 0xFFFF, 0107, 3.2305638
6750705, 0xFFFF, 0108, 3.2304875
6813214, 0xFFFF, 0109, 3.2302586
6875700, 0xFFFF, 0110, 3.2302586
6938226, 0xFFFF, 0111, 3.2308690
7000702, 0xFFFF, 0112, 3.2294957
7063214, 0xFFFF, 0113, 3.2302586
7125714, 0xFFFF, 0114, 3.2301823
7188208, 0xFFFF, 0115, 3.2304112
7250717, 0xFFFF, 0116, 3.2293431
7313206, 0xFFFF, 0117, 3.2302586
7375712, 0xFFFF, 0118, 3.2306401
7438226, 0xFFFF, 0119, 3.2300298
7500698, 0xFFFF, 0120, 3.2294957
7563217, 0xFFFF, 0121, 3.2302586
7625702, 0xFFFF, 0122, 3.2301823
7688217, 0xFFFF, 0123, 3.2303349
7750717, 0xFFFF, 0124, 3.2298772
7813208, 0xFFFF, 0125, 3.2301823
7875708, 0xFFFF, 0126, 3.2302586
7938206, 0xFFFF, 0127, 3.2301823
8000713, 0xFFFF, 0128, 3.2310216
8063227, 0xFFFF, 0129, 3.2302586
8125702, 0xFFFF, 0130, 3.2304875
8188218, 0xFFFF, 0131, 3.2311742
8250702, 0xFFFF, 0132, 3.2308690
8313216, 0xFFFF, 0133, 3.2304112
8375718, 0xFFFF, 0134, 3.2301823
8438220, 0xFFFF, 0135, 3.2320897
8500716, 0xFFFF, 0136, 3.2313268
8563207, 0xFFFF, 0137, 3.2302586
8625703, 0xFFFF, 0138, 3.2303349
8688226, 0xFFFF, 0139, 3.2322423
8750707, 0xFFFF, 0140, 3.2307164
8813217, 0xFFFF, 0141, 3.2303349
8875702, 0xFFFF, 0142, 3.2304875
8938206, 0xFFFF, 0143, 3.2317082
9000708, 0xFFFF, 0144, 3.2294957
9063221, 0xFFFF, 0145, 3.2304112
9125710, 0xFFFF, 0146, 3.2302586
9188207, 0xFFFF, 0147, 3.2310979
9250701, 0xFFFF, 0148, 3.2286564
9313218, 0xFFFF, 0149, 3.2304112
9375708, 0xFFFF, 0150, 3.2301823
9438216, 0xFFFF, 0151, 3.2304875
9500705, 0xFFFF, 0152, 3.2281224
9563206, 0xFFFF, 0153, 3.2301823
9625700, 0xFFFF, 0154, 3.2303349
9688221, 0xFFFF, 0155, 3.2299535
9750702, 0xFFFF, 0156, 3.2281987
9813213, 0xFFFF, 0157, 3.2304112
9875706, 0xFFFF, 0158, 3.2304112
9938209, 0xFFFF, 0159, 3.2304875
10000700, 0xFFFF, 0160, 3.2285801
10063207, 0xFFFF, 0161, 3.2302586
10125712, 0xFFFF, 0162, 3.2301061
10188218, 0xFFFF, 0163, 3.2302586
10250700, 0xFFFF, 0164, 3.2310216
10313209, 0xFFFF, 0165, 3.2304112
10375703, 0xFFFF, 0166, 3.2301823
