sync, uptime, seq, adc
0xFFFF, 12249655, 0196, 3.2216373
0xFFFF, 12312155, 0197, 3.2214847
0xFFFF, 12374654, 0198, 3.2205692
0xFFFF, 12437147, 0199, 3.2207218
0xFFFF, 12499663, 0200, 3.2206455
0xFFFF, 12562147, 0201, 3.2207218
0xFFFF, 12624665, 0202, 3.2207218
0xFFFF, 12687146, 0203, 3.2207218
0xFFFF, 12749658, 0204, 3.2206455
0xFFFF, 12812157, 0205, 3.2206455
0xFFFF, 12874653, 0206, 3.2204929
0xFFFF, 12937156, 0207, 3.2207218
0xFFFF, 12999654, 0208, 3.2211032
0xFFFF, 13062158, 0209, 3.2203403
0xFFFF, 13124662, 0210, 3.2210269
0xFFFF, 13187146, 0211, 3.2205692
0xFFFF, 13249666, 0212, 3.2206455
0xFFFF, 13312146, 0213, 3.2206455
0xFFFF, 13374663, 0214, 3.2207218
0xFFFF, 13437147, 0215, 3.2205692
0xFFFF, 13499654, 0216, 3.2205692
0xFFFF, 13562155, 0217, 3.2201114
0xFFFF, 13624654, 0218, 3.2207218
0xFFFF, 13687157, 0219, 3.2207218
0xFFFF, 13749654, 0220, 3.2206455
0xFFFF, 13812146, 0221, 3.2208743
0xFFFF, 13874666, 0222, 3.2206455
0xFFFF, 13937147, 0223, 3.2205692
0xFFFF, 13999663, 0224, 3.2205692
0xFFFF, 14062147, 0225, 3.2205692
0xFFFF, 14124659, 0226, 3.2206455
0xFFFF, 14187155, 0227, 3.2207218
0xFFFF, 14249655, 0228, 3.2208743
0xFFFF, 14312157, 0229, 3.2207218
0xFFFF, 14374654, 0230, 3.2206455
0xFFFF, 14437156, 0231, 3.2206455
0xFFFF, 14499665, 0232, 3.2204929
0xFFFF, 14562147, 0233, 3.2205692
0xFFFF, 14624662, 0234, 3.2206455
0xFFFF, 14687146, 0235, 3.2204929
0xFFFF, 14749666, 0236, 3.2208743
0xFFFF, 14812146, 0237, 3.2210269
0xFFFF, 14874654, 0238, 3.2202640
0xFFFF, 14937158, 0239, 3.2205692
0xFFFF, 14999653, 0240, 3.2205692
0xFFFF, 15062155, 0241, 3.2206455
0xFFFF, 15124654, 0242, 3.2203403
0xFFFF, 15187146, 0243, 3.2204929
0xFFFF, 15249664, 0244, 3.2206455
0xFFFF, 15312146, 0245, 3.2204929
0xFFFF, 15374666, 0246, 3.2206455
0xFFFF, 15437147, 0247, 3.2204929
0xFFFF, 15499658, 0248, 3.2205692
0xFFFF, 15562158, 0249, 3.2208743
0xFFFF, 15624654, 0250, 3.2204929
0xFFFF, 15687155, 0251, 3.2206455
0xFFFF, 15749655, 0252, 3.2205692
0xFFFF, 15812157, 0253, 3.2205692
0xFFFF, 15874662, 0254, 3.2204166
0xFFFF, 15937147, 0255, 3.2205692
0xFFFF, 15999665, 0256, 3.2209506
0xFFFF, 16062147, 0257, 3.2205692
0xFFFF, 16124663, 0258, 3.2206455
0xFFFF, 16187146, 0259, 3.2205692
0xFFFF, 16249655, 0260, 3.2205692
0xFFFF, 16312155, 0261, 3.2204929
0xFFFF, 16374653, 0262, 3.2206455
0xFFFF, 16437158, 0263, 3.2203403
0xFFFF, 16499654, 0264, 3.2204166
0xFFFF, 16562147, 0265, 3.2205692
0xFFFF, 16624666, 0266, 3.2204166
0xFFFF, 16687146, 0267, 3.2205692
0xFFFF, 16749664, 0268, 3.2205692
0xFFFF, 16812146, 0269, 3.2205692
0xFFFF, 16874659, 0270, 3.2205692
0xFFFF, 16937156, 0271, 3.2204929
0xFFFF, 16999653, 0272, 3.2204929
0xFFFF, 17062158, 0273, 3.2207218
0xFFFF, 17124653, 0274, 3.2204929
0xFFFF, 17187155, 0275, 3.2207218
0xFFFF, 17249666, 0276, 3.2204929
0xFFFF, 17312146, 0277, 3.2205692
0xFFFF, 17374662, 0278, 3.2205692
0xFFFF, 17437147, 0279, 3.2204929
0xFFFF, 17499666, 0280, 3.2204929
0xFFFF, 17562147, 0281, 3.2204929
0xFFFF, 17624653, 0282, 3.2205692
0xFFFF, 17687157, 0283, 3.2207980
0xFFFF, 17749655, 0284, 3.2205692
0xFFFF, 17812154, 0285, 3.2205692
0xFFFF, 17874654, 0286, 3.2211032
0xFFFF, 17937147, 0287, 3.2204929
0xFFFF, 17999664, 0288, 3.2203403
0xFFFF, 18062147, 0289, 3.2202640
0xFFFF, 18124666, 0290, 3.2205692
0xFFFF, 18187146, 0291, 3.2204929
0xFFFF, 18249659, 0292, 3.2205692
0xFFFF, 18312157, 0293, 3.2204166
0xFFFF, 18374653, 0294, 3.2205692
0xFFFF, 18437156, 0295, 3.2204929
0xFFFF, 18499653, 0296, 3.2206455
0xFFFF, 18562158, 0297, 3.2204929
0xFFFF, 18624662, 0298, 3.2205692
0xFFFF, 18687146, 0299, 3.2205692
0xFFFF, 18749666, 0300, 3.2204166
0xFFFF, 18812146, 0301, 3.2204929
0xFFFF, 18874663, 0302, 3.2209506
0xFFFF, 18937147, 0303, 3.2204929
0xFFFF, 18999653, 0304, 3.2207218
0xFFFF, 19062156, 0305, 3.2204166
0xFFFF, 19124654, 0306, 3.2205692
0xFFFF, 19187157, 0307, 3.2207218
0xFFFF, 19249655, 0308, 3.2204929
0xFFFF, 19312146, 0309, 3.2205692
0xFFFF, 19374665, 0310, 3.2205692
0xFFFF, 19437147, 0311, 3.2204166
0xFFFF, 19499669, 0312, 3.2205692
0xFFFF, 19562147, 0313, 3.2205692
0xFFFF, 19624659, 0314, 3.2204166
0xFFFF, 19687155, 0315, 3.2204929
0xFFFF, 19749655, 0316, 3.2207218
0xFFFF, 19812166, 0317, 3.2201114
0xFFFF, 19874653, 0318, 3.2206455
0xFFFF, 19937156, 0319, 3.2207980
0xFFFF, 19999665, 0320, 3.2205692
0xFFFF, 20062147, 0321, 3.2204929
0xFFFF, 20124673, 0322, 3.2204929
0xFFFF, 20187146, 0323, 3.2205692
0xFFFF, 20249666, 0324, 3.2205692
0xFFFF, 20312146, 0325, 3.2204166
0xFFFF, 20374653, 0326, 3.2205692
0xFFFF, 20437169, 0327, 3.2206455
0xFFFF, 20499654, 0328, 3.2204929
0xFFFF, 20562156, 0329, 3.2204929
0xFFFF, 20624653, 0330, 3.2205692
0xFFFF, 20687146, 0331, 3.2204929
0xFFFF, 20749674, 0332, 3.2204929
0xFFFF, 20812146, 0333, 3.2206455
0xFFFF, 20874666, 0334, 3.2204929
0xFFFF, 20937147, 0335, 3.2204929
0xFFFF, 20999657, 0336, 3.2206455
0xFFFF, 21062168, 0337, 3.2205692
0xFFFF, 21124653, 0338, 3.2207218
0xFFFF, 21187155, 0339, 3.2206455
0xFFFF, 21249654, 0340, 3.2204929
0xFFFF, 21312157, 0341, 3.2204166
0xFFFF, 21374673, 0342, 3.2204929
0xFFFF, 21437147, 0343, 3.2205692
0xFFFF, 21499665, 0344, 3.2204166
0xFFFF, 21562147, 0345, 3.2204929
0xFFFF, 21624663, 0346, 3.2204929
0xFFFF, 21687169, 0347, 3.2204929
0xFFFF, 21749655, 0348, 3.2206455
0xFFFF, 21812154, 0349, 3.2205692
0xFFFF, 21874654, 0350, 3.2204929
0xFFFF, 21937158, 0351, 3.2205692
0xFFFF, 21999674, 0352, 3.2204166
0xFFFF, 22062147, 0353, 3.2205692
0xFFFF, 22124665, 0354, 3.2204166
0xFFFF, 22187146, 0355, 3.2204929
0xFFFF, 22249664, 0356, 3.2211032
0xFFFF, 22312157, 0357, 3.2211032
0xFFFF, 22374660, 0358, 3.2204166
0xFFFF, 22437156, 0359, 3.2205692
0xFFFF, 22499654, 0360, 3.2204929
0xFFFF, 22562158, 0361, 3.2204929
0xFFFF, 22624664, 0362, 3.2204929
0xFFFF, 22687154, 0363, 3.2203403
0xFFFF, 22749666, 0364, 3.2204929
0xFFFF, 22812146, 0365, 3.2207218
0xFFFF, 22874662, 0366, 3.2201114
0xFFFF, 22937147, 0367, 3.2205692
0xFFFF, 22999666, 0368, 3.2206455
0xFFFF, 23062147, 0369, 3.2204929
0xFFFF, 23124654, 0370, 3.2206455
0xFFFF, 23187157, 0371, 3.2207218
0xFFFF, 23249654, 0372, 3.2204166
0xFFFF, 23312155, 0373, 3.2204929
0xFFFF, 23374653, 0374, 3.2204166
0xFFFF, 23437147, 0375, 3.2204166
0xFFFF, 23499662, 0376, 3.2204929
0xFFFF, 23562147, 0377, 3.2204166
0xFFFF, 23624671, 0378, 3.2204166
0xFFFF, 23687146, 0379, 3.2207980
0xFFFF, 23749658, 0380, 3.2199588
0xFFFF, 23812157, 0381, 3.2211032
0xFFFF, 23874653, 0382, 3.2205692
0xFFFF, 23937163, 0383, 3.2202640
0xFFFF, 23999653, 0384, 3.2204929
0xFFFF, 24062158, 0385, 3.2204166
0xFFFF, 24124663, 0386, 3.2204929
0xFFFF, 24187146, 0387, 3.2204929
0xFFFF, 24249673, 0388, 3.2202640
0xFFFF, 24312146, 0389, 3.2204166
0xFFFF, 24374663, 0390, 3.2204166
0xFFFF, 24437147, 0391, 3.2206455
0xFFFF, 24499653, 0392, 3.2203403
0xFFFF, 24562164, 0393, 3.2205692
0xFFFF, 24624653, 0394, 3.2207218
0xFFFF, 24687157, 0395, 3.2207218
0xFFFF, 24749655, 0396, 3.2204929
0xFFFF, 24812146, 0397, 3.2204929
0xFFFF, 24874674, 0398, 3.2205692
0xFFFF, 24937147, 0399, 3.2203403
0xFFFF, 24999663, 0400, 3.2204929
0xFFFF, 25062147, 0401, 3.2202640
0xFFFF, 25124659, 0402, 3.2204929
0xFFFF, 25187162, 0403, 3.2204166
0xFFFF, 25249655, 0404, 3.2204929
0xFFFF, 25312157, 0405, 3.2204166
0xFFFF, 25374654, 0406, 3.2208743
0xFFFF, 25437156, 0407, 3.2204166
0xFFFF, 25499674, 0408, 3.2204929
0xFFFF, 25562147, 0409, 3.2204166
0xFFFF, 25624662, 0410, 3.2207980
0xFFFF, 25687146, 0411, 3.2204929
0xFFFF, 25749666, 0412, 3.2204929
0xFFFF, 25812163, 0413, 3.2204929
0xFFFF, 25874653, 0414, 3.2207218
0xFFFF, 25937158, 0415, 3.2205692
0xFFFF, 25999653, 0416, 3.2205692
0xFFFF, 26062156, 0417, 3.2205692
0xFFFF, 26124673, 0418, 3.2205692
0xFFFF, 26187146, 0419, 3.2204166
0xFFFF, 26249664, 0420, 3.2204929
0xFFFF, 26312146, 0421, 3.2204929
0xFFFF, 26374666, 0422, 3.2203403
0xFFFF, 26437155, 0423, 3.2204929
0xFFFF, 26499659, 0424, 3.2204929
0xFFFF, 26562158, 0425, 3.2204166
0xFFFF, 26624654, 0426, 3.2204929
0xFFFF, 26687155, 0427, 3.2204166
0xFFFF, 26749663, 0428, 3.2205692
0xFFFF, 26812157, 0429, 3.2205692
0xFFFF, 26874663, 0430, 3.2207218
0xFFFF, 26937147, 0431, 3.2204166
0xFFFF, 26999665, 0432, 3.2204929
0xFFFF, 27062147, 0433, 3.2204929
0xFFFF, 27124663, 0434, 3.2205692
0xFFFF, 27187146, 0435, 3.2205692
0xFFFF, 27249655, 0436, 3.2209506
0xFFFF, 27312155, 0437, 3.2204166
0xFFFF, 27374653, 0438, 3.2204929
0xFFFF, 27437158, 0439, 3.2204929
0xFFFF, 27499653, 0440, 3.2204929
0xFFFF, 27562147, 0441, 3.2205692
0xFFFF, 27624665, 0442, 3.2206455
0xFFFF, 27687146, 0443, 3.2203403
0xFFFF, 27749664, 0444, 3.2204166
0xFFFF, 27812146, 0445, 3.2204929
0xFFFF, 27874660, 0446, 3.2206455
0xFFFF, 27937156, 0447, 3.2204929
0xFFFF, 27999654, 0448, 3.2205692
0xFFFF, 28062159, 0449, 3.2204929
0xFFFF, 28124654, 0450, 3.2206455
0xFFFF, 28187155, 0451, 3.2207218
0xFFFF, 28249666, 0452, 3.2204929
0xFFFF, 28312146, 0453, 3.2204929
0xFFFF, 28374663, 0454, 3.2205692
0xFFFF, 28437147, 0455, 3.2204166
0xFFFF, 28499666, 0456, 3.2205692
0xFFFF, 28562147, 0457, 3.2204929
0xFFFF, 28624654, 0458, 3.2205692
0xFFFF, 28687157, 0459, 3.2205692
0xFFFF, 28749655, 0460, 3.2206455
0xFFFF, 28812155, 0461, 3.2205692
0xFFFF, 28874654, 0462, 3.2204929
0xFFFF, 28937147, 0463, 3.2204929
0xFFFF, 28999662, 0464, 3.2205692
0xFFFF, 29062147, 0465, 3.2204929
0xFFFF, 29124666, 0466, 3.2204929
0xFFFF, 29187146, 0467, 3.2204929
0xFFFF, 29249659, 0468, 3.2205692
0xFFFF, 29312157, 0469, 3.2205692
0xFFFF, 29374654, 0470, 3.2202640
0xFFFF, 29437156, 0471, 3.2205692
0xFFFF, 29499653, 0472, 3.2207218
0xFFFF, 29562158, 0473, 3.2208743
0xFFFF, 29624662, 0474, 3.2204166
0xFFFF, 29687146, 0475, 3.2204166
0xFFFF, 29749666, 0476, 3.2204929
0xFFFF, 29812146, 0477, 3.2207980
0xFFFF, 29874663, 0478, 3.2205692
0xFFFF, 29937147, 0479, 3.2205692
0xFFFF, 29999654, 0480, 3.2204166
0xFFFF, 30062156, 0481, 3.2203403
0xFFFF, 30124654, 0482, 3.2206455
0xFFFF, 30187157, 0483, 3.2204929
0xFFFF, 30249655, 0484, 3.2203403
0xFFFF, 30312146, 0485, 3.2204166
0xFFFF, 30374665, 0486, 3.2210269
0xFFFF, 30437147, 0487, 3.2207218
0xFFFF, 30499663, 0488, 3.2204166
0xFFFF, 30562147, 0489, 3.2204929
0xFFFF, 30624661, 0490, 3.2203403
0xFFFF, 30687155, 0491, 3.2203403
0xFFFF, 30749655, 0492, 3.2204929
0xFFFF, 30812157, 0493, 3.2207980
0xFFFF, 30874653, 0494, 3.2202640
0xFFFF, 30937156, 0495, 3.2204166
0xFFFF, 30999665, 0496, 3.2204166
0xFFFF, 31062147, 0497, 3.2203403
0xFFFF, 31124663, 0498, 3.2204929
0xFFFF, 31187146, 0499, 3.2204166
0xFFFF, 31249666, 0500, 3.2204166
0xFFFF, 31312146, 0501, 3.2202640
0xFFFF, 31374653, 0502, 3.2201114
0xFFFF, 31437159, 0503, 3.2205692
0xFFFF, 31499654, 0504, 3.2203403
0xFFFF, 31562156, 0505, 3.2204166
0xFFFF, 31624654, 0506, 3.2204929
0xFFFF, 31687146, 0507, 3.2203403
0xFFFF, 31749664, 0508, 3.2205692
0xFFFF, 31812146, 0509, 3.2203403
0xFFFF, 31874666, 0510, 3.2203403
0xFFFF, 31937147, 0511, 3.2202640
0xFFFF, 31999658, 0512, 3.2203403
0xFFFF, 32062159, 0513, 3.2204166
0xFFFF, 32124653, 0514, 3.2204166
0xFFFF, 32187155, 0515, 3.2205692
0xFFFF, 32249654, 0516, 3.2211032
0xFFFF, 32312157, 0517, 3.2211032
0xFFFF, 32374662, 0518, 3.2204166
0xFFFF, 32437147, 0519, 3.2205692
0xFFFF, 32499665, 0520, 3.2207980
0xFFFF, 32562147, 0521, 3.2202640
0xFFFF, 32624663, 0522, 3.2203403
0xFFFF, 32687146, 0523, 3.2202640
0xFFFF, 32749655, 0524, 3.2203403
0xFFFF, 32812155, 0525, 3.2204166
