11-29-2023, 10:39:25:170, sync, seq, adc
11-29-2023, 10:39:41:154, , , 
11-29-2023, 10:39:41:273, 0xBBBB, 0288, 5.000
11-29-2023, 10:39:41:362, 0xBBBB, 0289, 5.000
11-29-2023, 10:39:41:481, 0xBBBB, 0290, 5.000
11-29-2023, 10:39:41:570, 0xBBBB, 0291, 5.000
11-29-2023, 10:39:41:658, 0xBBBB, 0292, 5.000
11-29-2023, 10:39:41:776, 0xBBBB, 0293, 5.000
11-29-2023, 10:39:41:864, 0xBBBB, 0294, 5.000
11-29-2023, 10:39:41:953, 0xBBBB, 0295, 5.000
11-29-2023, 10:39:42:72, 0xBBBB, 0296, 5.000
11-29-2023, 10:39:42:160, 0xBBBB, 0297, 5.000
11-29-2023, 10:39:42:277, 0xBBBB, 0298, 5.000
11-29-2023, 10:39:42:366, 0xBBBB, 0299, 5.000
11-29-2023, 10:39:42:454, 0xBBBB, 0300, 5.000
11-29-2023, 10:39:42:571, 0xBBBB, 0301, 5.000
11-29-2023, 10:39:42:659, 0xBBBB, 0302, 5.000
11-29-2023, 10:39:42:779, 0xBBBB, 0303, 5.000
11-29-2023, 10:39:42:868, 0xBBBB, 0304, 5.000
11-29-2023, 10:39:42:957, 0xBBBB, 0305, 5.000
11-29-2023, 10:39:43:76, 0xBBBB, 0306, 5.000
11-29-2023, 10:39:43:165, 0xBBBB, 0307, 5.000
11-29-2023, 10:39:43:255, 0xBBBB, 0308, 5.000
11-29-2023, 10:39:43:343, 0xBBBB, 0309, 5.000
11-29-2023, 10:39:43:462, 0xBBBB, 0310, 5.000
