11-29-2023, 10:32:01:252, sync, seq, adc
11-29-2023, 10:33:00:407, 0xBBBB, 0550, 3.061
11-29-2023, 10:33:00:498, 0xBBBB, 0551, 3.061
11-29-2023, 10:33:00:592, 0xBBBB, 0552, 3.061
11-29-2023, 10:33:00:716, 0xBBBB, 0553, 3.061
11-29-2023, 10:33:00:808, 0xBBBB, 0554, 3.061
11-29-2023, 10:33:00:900, 0xBBBB, 0555, 3.061
11-29-2023, 10:33:00:993, 0xBBBB, 0556, 3.061
11-29-2023, 10:33:01:116, 0xBBBB, 0557, 3.061
11-29-2023, 10:33:01:207, 0xBBBB, 0558, 3.061
11-29-2023, 10:33:01:300, 0xBBBB, 0559, 3.061
11-29-2023, 10:33:01:392, 0xBBBB, 0560, 3.061
11-29-2023, 10:33:01:515, 0xBBBB, 0561, 3.061
11-29-2023, 10:33:01:607, 0xBBBB, 0562, 3.061
11-29-2023, 10:33:01:700, 0xBBBB, 0563, 3.061
11-29-2023, 10:33:01:791, 0xBBBB, 0564, 3.061
11-29-2023, 10:33:01:916, 0xBBBB, 0565, 3.061
11-29-2023, 10:33:02:8, 0xBBBB, 0566, 3.061
11-29-2023, 10:33:02:101, 0xBBBB, 0567, 3.061
11-29-2023, 10:33:02:193, 0xBBBB, 0568, 3.061
11-29-2023, 10:33:02:287, 0xBBBB, 0569, 3.061
11-29-2023, 10:33:02:410, 0xBBBB, 0570, 3.061
11-29-2023, 10:33:02:503, 0xBBBB, 0571, 3.061
11-29-2023, 10:33:02:595, 0xBBBB, 0572, 3.061
11-29-2023, 10:33:02:687, 0xBBBB, 0573, 3.061
11-29-2023, 10:33:02:811, 0xBBBB, 0574, 3.061
11-29-2023, 10:33:02:903, 0xBBBB, 0575, 3.061
11-29-2023, 10:33:02:995, 0xBBBB, 0576, 3.061
11-29-2023, 10:33:03:88, 0xBBBB, 0577, 3.061
11-29-2023, 10:33:03:212, 0xBBBB, 0578, 3.061
11-29-2023, 10:33:03:304, 0xBBBB, 0579, 3.061
11-29-2023, 10:33:03:489, 0xBBBB, 0580, 3.061
11-29-2023, 10:33:03:583, 0xBBBB, 0582, 3.061
11-29-2023, 10:33:03:707, 0xBBBB, 0583, 3.061
11-29-2023, 10:33:03:800, 0xBBBB, 0584, 3.061
11-29-2023, 10:33:03:891, 0xBBBB, 0585, 3.061
11-29-2023, 10:33:03:983, 0xBBBB, 0586, 3.061
11-29-2023, 10:33:04:107, 0xBBBB, 0587, 3.061
11-29-2023, 10:33:04:199, 0xBBBB, 0588, 3.061
11-29-2023, 10:33:04:289, 0xBBBB, 0589, 3.061
11-29-2023, 10:33:04:379, 0xBBBB, 0590, 3.061
11-29-2023, 10:33:04:501, 0xBBBB, 0591, 3.061
11-29-2023, 10:33:04:593, 0xBBBB, 0592, 3.061
11-29-2023, 10:33:04:686, 0xBBBB, 0593, 3.061
11-29-2023, 10:33:04:779, 0xBBBB, 0594, 3.061
11-29-2023, 10:33:04:902, 0xBBBB, 0595, 3.061
11-29-2023, 10:33:04:994, 0xBBBB, 0596, 3.061
11-29-2023, 10:33:05:87, 0xBBBB, 0597, 3.061
11-29-2023, 10:33:05:180, 0xBBBB, 0598, 3.061
11-29-2023, 10:33:05:273, 0xBBBB, 0599, 3.061
11-29-2023, 10:33:05:395, 0xBBBB, 0599, 3.061
11-29-2023, 10:33:05:489, 0xBBBB, 0601, 3.061
11-29-2023, 10:33:05:582, 0xBBBB, 0602, 3.061
