11-28-2023, 19:00:47:304, sync, seq, adc
11-28-2023, 19:01:06:520, 0xBBBB, 6980, 3.058
11-28-2023, 19:01:06:629, 0xBBBB, 6981, 3.058
11-28-2023, 19:01:06:732, 0xBBBB, 6982, 3.058
11-28-2023, 19:01:06:836, 0xBBBB, 6983, 3.058
11-28-2023, 19:01:06:942, 0xBBBB, 6984, 3.058
11-28-2023, 19:01:07:42, 0xBBBB, 6985, 3.058
11-28-2023, 19:01:07:146, 0xBBBB, 6986, 3.051
11-28-2023, 19:01:07:255, 0xBBBB, 6987, 3.058
11-28-2023, 19:01:07:330, 0xBBBB, 6988, 3.058
11-28-2023, 19:01:07:434, 0xBBBB, 6989, 3.058
11-28-2023, 19:01:07:542, 0xBBBB, 6990, 3.058
11-28-2023, 19:01:07:645, 0xBBBB, 6991, 3.058
11-28-2023, 19:01:07:749, 0xBBBB, 6992, 3.058
11-28-2023, 19:01:07:822, 0xBBBB, 6993, 3.058
11-28-2023, 19:01:08:31, 0xBBBB, 6994, 3.058
11-28-2023, 19:01:08:136, 0xBBBB, 6996, 3.058
11-28-2023, 19:01:08:237, 0xBBBB, 6997, 3.058
11-28-2023, 19:01:08:339, 0xBBBB, 6998, 3.051
11-28-2023, 19:01:08:448, 0xBBBB, 6999, 3.058
11-28-2023, 19:01:08:519, 0xBBBB, 7000, 3.058
11-28-2023, 19:01:08:624, 0xBBBB, 7001, 3.051
11-28-2023, 19:01:08:732, 0xBBBB, 7002, 3.059
11-28-2023, 19:01:08:840, 0xBBBB, 7003, 3.058
11-28-2023, 19:01:08:946, 0xBBBB, 7004, 3.058
11-28-2023, 19:01:09:19, 0xBBBB, 7005, 3.051
11-28-2023, 19:01:09:128, 0xBBBB, 7006, 3.058
11-28-2023, 19:01:09:235, 0xBBBB, 7007, 3.058
11-28-2023, 19:01:09:342, 0xBBBB, 7008, 3.058
11-28-2023, 19:01:09:444, 0xBBBB, 7009, 3.058
11-28-2023, 19:01:09:517, 0xBBBB, 7010, 3.058
11-28-2023, 19:01:09:628, 0xBBBB, 7011, 3.058
11-28-2023, 19:01:09:735, 0xBBBB, 7012, 3.058
11-28-2023, 19:01:09:842, 0xBBBB, 7013, 3.058
11-28-2023, 19:01:09:912, 0xBBBB, 7014, 3.058
11-28-2023, 19:01:10:20, 0xBBBB, 7015, 3.058
11-28-2023, 19:01:10:127, 0xBBBB, 7016, 3.058
11-28-2023, 19:01:10:240, 0xBBBB, 7017, 3.058
11-28-2023, 19:01:10:314, 0xBBBB, 7018, 3.051
11-28-2023, 19:01:10:421, 0xBBBB, 7019, 3.058
11-28-2023, 19:01:10:524, 0xBBBB, 7020, 3.058
11-28-2023, 19:01:10:630, 0xBBBB, 7021, 3.058
11-28-2023, 19:01:10:834, 0xBBBB, 7022, 3.051
11-28-2023, 19:01:10:903, 0xBBBB, 7024, 3.058
11-28-2023, 19:01:11:7, 0xBBBB, 7025, 3.058
11-28-2023, 19:01:11:111, 0xBBBB, 7026, 3.058
11-28-2023, 19:01:11:220, 0xBBBB, 7027, 3.051
11-28-2023, 19:01:11:324, 0xBBBB, 7028, 3.051
11-28-2023, 19:01:11:432, 0xBBBB, 7029, 3.058
11-28-2023, 19:01:11:504, 0xBBBB, 7030, 3.051
11-28-2023, 19:01:11:607, 0xBBBB, 7030, 3.051
11-28-2023, 19:01:11:709, 0xBBBB, 7032, 3.058
11-28-2023, 19:01:11:820, 0xBBBB, 7033, 3.051
11-28-2023, 19:01:11:893, 0xBBBB, 7034, 3.051
11-28-2023, 19:01:12:36, 0xBBBB, 7035, 3.058
11-28-2023, 19:01:12:110, 0xBBBB, 7036, 3.058
11-28-2023, 19:01:12:215, 0xBBBB, 7037, 3.051
11-28-2023, 19:01:12:319, 0xBBBB, 7038, 3.058
11-28-2023, 19:01:12:422, 0xBBBB, 7039, 3.058
11-28-2023, 19:01:12:537, 0xBBBB, 7040, 3.058
11-28-2023, 19:01:12:613, 0xBBBB, 7041, 3.051
11-28-2023, 19:01:12:724, 0xBBBB, 7042, 3.058
11-28-2023, 19:01:12:795, 0xBBBB, 7043, 3.058
11-28-2023, 19:01:12:931, 0xBBBB, 7044, 3.051
11-28-2023, 19:01:13:2, 0xBBBB, 7045, 3.058
11-28-2023, 19:01:13:108, 0xBBBB, 7046, 3.058
11-28-2023, 19:01:13:213, 0xBBBB, 7047, 3.058
11-28-2023, 19:01:13:325, 0xBBBB, 7048, 3.051
11-28-2023, 19:01:13:428, 0xBBBB, 7049, 3.051
11-28-2023, 19:01:13:603, 0xBBBB, 7050, 3.058
11-28-2023, 19:01:13:709, 0xBBBB, 7052, 3.051
11-28-2023, 19:01:13:814, 0xBBBB, 7053, 3.058
11-28-2023, 19:01:13:924, 0xBBBB, 7054, 3.058
11-28-2023, 19:01:13:996, 0xBBBB, 7055, 3.058
11-28-2023, 19:01:14:101, 0xBBBB, 7056, 3.058
11-28-2023, 19:01:14:204, 0xBBBB, 7057, 3.058
11-28-2023, 19:01:14:305, 0xBBBB, 7058, 3.051
11-28-2023, 19:01:14:408, 0xBBBB, 7059, 3.058
11-28-2023, 19:01:14:512, 0xBBBB, 7060, 3.056
11-28-2023, 19:01:14:584, 0xBBBB, 7061, 3.051
11-28-2023, 19:01:14:693, 0xBBBB, 7061, 3.051
11-28-2023, 19:01:14:802, 0xBBBB, 7063, 3.058
11-28-2023, 19:01:14:908, 0xBBBB, 7064, 3.058
11-28-2023, 19:01:15:13, 0xBBBB, 7065, 3.058
11-28-2023, 19:01:15:125, 0xBBBB, 7066, 3.051
11-28-2023, 19:01:15:199, 0xBBBB, 7067, 3.051
11-28-2023, 19:01:15:306, 0xBBBB, 7068, 3.058
11-28-2023, 19:01:15:412, 0xBBBB, 7069, 3.058
11-28-2023, 19:01:15:519, 0xBBBB, 7070, 3.051
11-28-2023, 19:01:15:590, 0xBBBB, 7071, 3.058
11-28-2023, 19:01:15:699, 0xBBBB, 7072, 3.051
11-28-2023, 19:01:15:805, 0xBBBB, 7073, 3.058
11-28-2023, 19:01:15:907, 0xBBBB, 7074, 3.058
11-28-2023, 19:01:16:14, 0xBBBB, 7075, 3.058
11-28-2023, 19:01:16:85, 0xBBBB, 7076, 3.051
11-28-2023, 19:01:16:191, 0xBBBB, 7077, 3.058
11-28-2023, 19:01:16:296, 0xBBBB, 7078, 3.051
11-28-2023, 19:01:16:402, 0xBBBB, 7079, 3.058
11-28-2023, 19:01:16:506, 0xBBBB, 7080, 3.051
11-28-2023, 19:01:16:607, 0xBBBB, 7081, 3.058
11-28-2023, 19:01:16:709, 0xBBBB, 7082, 3.059
11-28-2023, 19:01:16:779, 0xBBBB, 7083, 3.051
11-28-2023, 19:01:16:917, 0xBBBB, 7084, 3.051
11-28-2023, 19:01:16:988, 0xBBBB, 7085, 3.058
11-28-2023, 19:01:17:92, 0xBBBB, 7086, 3.051
11-28-2023, 19:01:17:191, 0xBBBB, 7087, 3.058
11-28-2023, 19:01:17:293, 0xBBBB, 7088, 3.051
11-28-2023, 19:01:17:398, 0xBBBB, 7089, 3.058
11-28-2023, 19:01:17:511, 0xBBBB, 7090, 3.051
11-28-2023, 19:01:17:581, 0xBBBB, 7091, 3.051
11-28-2023, 19:01:17:689, 0xBBBB, 7092, 3.051
11-28-2023, 19:01:17:787, 0xBBBB, 7093, 3.051
11-28-2023, 19:01:17:893, 0xBBBB, 7094, 3.058
11-28-2023, 19:01:17:995, 0xBBBB, 7095, 3.051
11-28-2023, 19:01:18:104, 0xBBBB, 7096, 3.051
11-28-2023, 19:01:18:210, 0xBBBB, 7097, 3.051
11-28-2023, 19:01:18:279, 0xBBBB, 7098, 3.058
11-28-2023, 19:01:18:383, 0xBBBB, 7099, 3.051
11-28-2023, 19:01:18:486, 0xBBBB, 7100, 3.051
11-28-2023, 19:01:18:588, 0xBBBB, 7101, 3.051
11-28-2023, 19:01:18:690, 0xBBBB, 7102, 3.051
11-28-2023, 19:01:18:794, 0xBBBB, 7103, 3.051
11-28-2023, 19:01:18:892, 0xBBBB, 7104, 3.051
11-28-2023, 19:01:18:996, 0xBBBB, 7105, 3.051
11-28-2023, 19:01:19:100, 0xBBBB, 7106, 3.051
11-28-2023, 19:01:19:175, 0xBBBB, 7107, 3.051
11-28-2023, 19:01:19:280, 0xBBBB, 7108, 3.051
11-28-2023, 19:01:19:391, 0xBBBB, 7109, 3.051
11-28-2023, 19:01:19:492, 0xBBBB, 7110, 3.058
11-28-2023, 19:01:19:596, 0xBBBB, 7111, 3.051
11-28-2023, 19:01:19:700, 0xBBBB, 7112, 3.051
11-28-2023, 19:01:19:768, 0xBBBB, 7113, 3.058
11-28-2023, 19:01:19:871, 0xBBBB, 7114, 3.051
11-28-2023, 19:01:19:976, 0xBBBB, 7115, 3.058
11-28-2023, 19:01:20:81, 0xBBBB, 7116, 3.051
11-28-2023, 19:01:20:187, 0xBBBB, 7117, 3.051
11-28-2023, 19:01:20:291, 0xBBBB, 7118, 3.051
11-28-2023, 19:01:20:396, 0xBBBB, 7119, 3.058
11-28-2023, 19:01:20:502, 0xBBBB, 7120, 3.058
11-28-2023, 19:01:20:574, 0xBBBB, 7121, 3.058
11-28-2023, 19:01:20:679, 0xBBBB, 7122, 3.051
11-28-2023, 19:01:20:782, 0xBBBB, 7123, 3.051
11-28-2023, 19:01:20:889, 0xBBBB, 7124, 3.051
11-28-2023, 19:01:20:991, 0xBBBB, 7125, 3.051
11-28-2023, 19:01:21:61, 0xBBBB, 7126, 3.058
11-28-2023, 19:01:21:163, 0xBBBB, 7127, 3.058
11-28-2023, 19:01:21:299, 0xBBBB, 7128, 3.051
11-28-2023, 19:01:21:369, 0xBBBB, 7129, 3.051
11-28-2023, 19:01:21:475, 0xBBBB, 7130, 3.058
11-28-2023, 19:01:21:583, 0xBBBB, 7131, 3.051
11-28-2023, 19:01:21:655, 0xBBBB, 7132, 3.058
11-28-2023, 19:01:21:798, 0xBBBB, 7133, 3.058
11-28-2023, 19:01:21:871, 0xBBBB, 7134, 3.051
11-28-2023, 19:01:21:976, 0xBBBB, 7135, 3.058
11-28-2023, 19:01:22:82, 0xBBBB, 7136, 3.051
11-28-2023, 19:01:22:184, 0xBBBB, 7137, 3.051
11-28-2023, 19:01:22:285, 0xBBBB, 7138, 3.051
11-28-2023, 19:01:22:358, 0xBBBB, 7139, 3.051
11-28-2023, 19:01:22:465, 0xBBBB, 7140, 3.058
11-28-2023, 19:01:22:566, 0xBBBB, 7141, 3.051
11-28-2023, 19:01:22:668, 0xBBBB, 7142, 3.051
11-28-2023, 19:01:22:772, 0xBBBB, 7143, 3.051
11-28-2023, 19:01:22:874, 0xBBBB, 7144, 3.058
11-28-2023, 19:01:22:981, 0xBBBB, 7145, 3.058
11-28-2023, 19:01:23:87, 0xBBBB, 7146, 3.051
11-28-2023, 19:01:23:156, 0xBBBB, 7147, 3.058
11-28-2023, 19:01:23:259, 0xBBBB, 7148, 3.051
11-28-2023, 19:01:23:362, 0xBBBB, 7149, 3.051
11-28-2023, 19:01:23:466, 0xBBBB, 7150, 3.051
11-28-2023, 19:01:23:572, 0xBBBB, 7151, 3.058
11-28-2023, 19:01:23:681, 0xBBBB, 7152, 3.051
11-28-2023, 19:01:23:753, 0xBBBB, 7153, 3.051
11-28-2023, 19:01:23:855, 0xBBBB, 7154, 3.051
11-28-2023, 19:01:23:956, 0xBBBB, 7155, 3.051
11-28-2023, 19:01:24:63, 0xBBBB, 7156, 3.058
11-28-2023, 19:01:24:169, 0xBBBB, 7157, 3.051
11-28-2023, 19:01:24:274, 0xBBBB, 7158, 3.051
11-28-2023, 19:01:24:380, 0xBBBB, 7159, 3.058
11-28-2023, 19:01:24:483, 0xBBBB, 7160, 3.058
11-28-2023, 19:01:24:551, 0xBBBB, 7161, 3.051
11-28-2023, 19:01:24:653, 0xBBBB, 7162, 3.051
11-28-2023, 19:01:24:758, 0xBBBB, 7163, 3.051
11-28-2023, 19:01:24:860, 0xBBBB, 7164, 3.051
11-28-2023, 19:01:24:961, 0xBBBB, 7165, 3.058
11-28-2023, 19:01:25:65, 0xBBBB, 7166, 3.058
11-28-2023, 19:01:25:168, 0xBBBB, 7167, 3.051
11-28-2023, 19:01:25:272, 0xBBBB, 7167, 3.051
11-28-2023, 19:01:25:378, 0xBBBB, 7169, 3.058
11-28-2023, 19:01:25:445, 0xBBBB, 7170, 3.051
11-28-2023, 19:01:25:547, 0xBBBB, 7171, 3.058
11-28-2023, 19:01:25:653, 0xBBBB, 7172, 3.051
11-28-2023, 19:01:25:756, 0xBBBB, 7173, 3.058
11-28-2023, 19:01:25:864, 0xBBBB, 7174, 3.051
11-28-2023, 19:01:25:968, 0xBBBB, 7175, 3.051
11-28-2023, 19:01:26:40, 0xBBBB, 7176, 3.051
11-28-2023, 19:01:26:176, 0xBBBB, 7177, 3.051
11-28-2023, 19:01:26:244, 0xBBBB, 7178, 3.058
11-28-2023, 19:01:26:348, 0xBBBB, 7179, 3.051
11-28-2023, 19:01:26:454, 0xBBBB, 7180, 3.051
11-28-2023, 19:01:26:560, 0xBBBB, 7181, 3.051
11-28-2023, 19:01:26:663, 0xBBBB, 7182, 3.051
11-28-2023, 19:01:26:768, 0xBBBB, 7183, 3.051
11-28-2023, 19:01:26:838, 0xBBBB, 7184, 3.051
11-28-2023, 19:01:26:939, 0xBBBB, 7185, 3.051
11-28-2023, 19:01:27:44, 0xBBBB, 7186, 3.051
11-28-2023, 19:01:27:150, 0xBBBB, 7187, 3.051
11-28-2023, 19:01:27:256, 0xBBBB, 7188, 3.051
11-28-2023, 19:01:27:361, 0xBBBB, 7189, 3.051
11-28-2023, 19:01:27:467, 0xBBBB, 7190, 3.051
11-28-2023, 19:01:27:574, 0xBBBB, 7191, 3.051
11-28-2023, 19:01:27:642, 0xBBBB, 7192, 3.051
11-28-2023, 19:01:27:748, 0xBBBB, 7193, 3.051
11-28-2023, 19:01:27:853, 0xBBBB, 7194, 3.058
11-28-2023, 19:01:27:957, 0xBBBB, 7195, 3.051
11-28-2023, 19:01:28:61, 0xBBBB, 7196, 3.051
11-28-2023, 19:01:28:131, 0xBBBB, 7197, 3.051
11-28-2023, 19:01:28:236, 0xBBBB, 7198, 3.051
11-28-2023, 19:01:28:341, 0xBBBB, 7199, 3.051
11-28-2023, 19:01:28:445, 0xBBBB, 7200, 3.058
11-28-2023, 19:01:28:546, 0xBBBB, 7201, 3.051
11-28-2023, 19:01:28:648, 0xBBBB, 7202, 3.051
11-28-2023, 19:01:28:755, 0xBBBB, 7203, 3.051
11-28-2023, 19:01:28:863, 0xBBBB, 7204, 3.051
11-28-2023, 19:01:28:936, 0xBBBB, 7205, 3.058
11-28-2023, 19:01:29:43, 0xBBBB, 7206, 3.051
11-28-2023, 19:01:29:146, 0xBBBB, 7207, 3.051
11-28-2023, 19:01:29:246, 0xBBBB, 7208, 3.051
11-28-2023, 19:01:29:351, 0xBBBB, 7209, 3.051
11-28-2023, 19:01:29:457, 0xBBBB, 7210, 3.051
11-28-2023, 19:01:29:526, 0xBBBB, 7211, 3.051
11-28-2023, 19:01:29:627, 0xBBBB, 7212, 3.051
11-28-2023, 19:01:29:762, 0xBBBB, 7212, 3.051
11-28-2023, 19:01:29:831, 0xBBBB, 7214, 3.051
11-28-2023, 19:01:29:933, 0xBBBB, 7215, 3.051
11-28-2023, 19:01:30:36, 0xBBBB, 7216, 3.058
11-28-2023, 19:01:30:146, 0xBBBB, 7217, 3.051
11-28-2023, 19:01:30:250, 0xBBBB, 7218, 3.051
11-28-2023, 19:01:30:354, 0xBBBB, 7219, 3.051
