11-29-2023, 10:39:25:170, sync, seq, vsense, vrefint, temp1, temp2, temp3, temp4, busvmon, busimon, 2v5mov, 3v3mon, 5vmon, n3v3mon, n5vmon, 15vmon, 5vrefmon, n200vmon, n800vmon
11-29-2023, 10:39:27:787, , , , , , , , , , , , , , , , , , , 
11-29-2023, 10:39:27:907, 0xCCCC , , , , , , , , , , , , , , , , , , 
11-29-2023, 10:39:28:26, 0xCCCC , 23553 , 18.568, 18.760, 4048.370, 4032.620, 3856.560, 3952.620, 40.517, 39.955, 42.768, 5.821, 27.951, 19.886, , , , , 
11-29-2023, 10:39:28:145, 0xCCCC , 23553 , 18.568, 18.760, 4048.370, 4032.620, 3856.560, 3952.620, 40.517, 39.955, 42.768, 5.821, 27.951, 19.886, , , , , 
11-29-2023, 10:39:28:292, 0xCCCC , 23553 , 18.568, 18.760, 4048.370, 4032.620, 3856.560, 3952.620, 40.517, 39.955, 42.768, 5.821, 27.951, 19.886, , , , , 
11-29-2023, 10:39:28:409, 0xCCCC , 23553 , 18.568, 18.760, 4048.370, 4032.620, 3856.560, 3952.620, 40.517, 39.955, 42.768, 5.821, 27.951, 19.886, , , , , 
11-29-2023, 10:39:28:528, 0xCCCC , 23553 , 18.568, 18.760, 4048.370, 4032.620, 3856.560, 3952.620, 40.517, 39.955, 42.768, 5.821, 27.951, 19.886, , , , , 
11-29-2023, 10:39:28:647, 0xCCCC , 1972 , 1.448, 1.632, 3968.600, 3980.120, 127.870, 3976.250, 1.462, 39.955, 42.768, 5.821, 27.951, 19.886, , , , , 
11-29-2023, 10:39:28:796, 0xCCCC , 1972 , 1.448, 1.632, 3968.600, 3980.120, 127.870, 3976.250, 1.462, 39.955, 42.768, 5.821, 27.951, 19.886, , , , , 
11-29-2023, 10:39:28:915, 0xCCCC , 1972 , 1.448, 1.632, 3968.600, 3980.120, 127.870, 3976.250, 1.462, 39.955, 42.768, 5.821, 27.951, 19.886, , , , , 
11-29-2023, 10:39:29:34, 0xCCCC , 1972 , 1.448, 1.632, 3968.600, 3980.120, 127.870, 3976.250, 1.462, 39.955, 42.768, 5.821, 27.951, 19.886, , , , , 
11-29-2023, 10:39:29:152, 0xCCCC , 23297 , 18.568, 18.761, 3984.500, 4000.500, 4080.430, 3936.500, 22.886, 12.571, 46.892, 34.514, 39.390, 27.387, , , , , 
11-29-2023, 10:39:29:270, 0xCCCC , 2025 , 1.610, 1.464, 3984.500, 4000.500, 4080.430, 3936.500, 22.886, 12.571, 46.892, 34.514, 39.390, 27.387, , , , , 
11-29-2023, 10:39:29:418, 0xCCCC , 2025 , 1.610, 1.464, 3984.500, 4000.500, 4080.430, 3936.500, 22.886, 12.571, 46.892, 34.514, 39.390, 27.387, , , , , 
11-29-2023, 10:39:29:536, 0xCCCC , 2025 , 1.610, 1.464, 3984.500, 4000.500, 4080.430, 3936.500, 22.886, 12.571, 46.892, 34.514, 39.390, 27.387, , , , , 
11-29-2023, 10:39:29:655, 0xCCCC , 2025 , 1.610, 1.464, 3984.500, 4000.500, 4080.430, 3936.500, 22.886, 12.571, 46.892, 34.514, 39.390, 27.387, , , , , 
11-29-2023, 10:39:29:773, 0xCCCC , 1961 , 1.499, 1.596, 3968.430, 124.500, 3969.500, 3977.180, 1.461, 12.571, 46.892, 34.514, 39.390, 27.387, , , , , 
11-29-2023, 10:39:29:891, 0xCCCC , 1961 , 1.499, 1.596, 3968.430, 124.500, 3969.500, 3977.180, 1.461, 12.571, 46.892, 34.514, 39.390, 27.387, , , , , 
11-29-2023, 10:39:30:39, 0xCCCC , 1961 , 1.499, 1.596, 3968.430, 124.500, 3969.500, 3977.180, 1.461, 12.571, 46.892, 34.514, 39.390, 27.387, , , , , 
11-29-2023, 10:39:30:156, 0xCCCC , 1961 , 1.499, 1.596, 3968.430, 124.500, 3969.500, 3977.180, 1.461, 12.571, 46.892, 34.514, 39.390, 27.387, , , , , 
11-29-2023, 10:39:30:275, 0xCCCC , 0355 , 0.261, 1.811, 3970.750, 3978.250, 122.500, 127.810, 1.592, 1.503, 1.459, 1.527, 1.606, 1.458, , , , , 
11-29-2023, 10:39:30:393, 0xCCCC , 2006 , 1.604, 1.454, 3970.750, 3978.250, 122.500, 127.810, 1.592, 1.503, 1.459, 1.527, 1.606, 1.458, , , , , 
11-29-2023, 10:39:30:511, 0xCCCC , 2006 , 1.604, 1.454, 3970.750, 3978.250, 122.500, 127.810, 1.592, 1.503, 1.459, 1.527, 1.606, 1.458, , , , , 
11-29-2023, 10:39:30:629, 0xCCCC , 2006 , 1.604, 1.454, 3970.750, 3978.250, 122.500, 127.810, 1.592, 1.503, 1.459, 1.527, 1.606, 1.458, , , , , 
11-29-2023, 10:39:30:892, 0xCCCC , 2006 , 1.604, 1.454, 3970.750, 3978.250, 122.500, 127.810, 1.592, 1.503, 1.459, 1.527, 1.606, 1.458, , , , , 
11-29-2023, 10:39:31:11, 0xCCCC , 2006 , 1.604, 1.454, 3970.750, 3978.250, 122.500, 127.810, 1.592, 1.503, 1.459, 1.527, 1.606, 1.458, , , , , 
11-29-2023, 10:39:31:160, 0xCCCC , 2006 , 1.604, 1.454, 3970.750, 3978.250, 122.500, 127.810, 1.592, 1.503, 1.459, 1.527, 1.606, 1.458, , , , , 
11-29-2023, 10:39:31:250, 0xCCCC , 0257 , 1.434, 1.476, 21.620, 21.750, 22.180, 22.250, 1.812, 1.533, 1.617, 1.438, 1.497, 1.612, 1.503, 1.637, 1.485, 1.610, 1.462
11-29-2023, 10:39:31:398, 0xCCCC , 0258 , 1.430, 1.470, 21.620, 21.750, 22.180, 22.250, 1.812, 1.533, 1.617, 1.438, 1.497, 1.612, 1.503, 1.637, 1.485, 1.610, 1.462
11-29-2023, 10:39:31:517, 0xCCCC , 0259 , 1.429, 1.477, 21.620, 21.750, 22.180, 22.250, 1.811, 1.530, 1.615, 1.435, 1.634, 1.526, 1.497, 1.628, 1.451, 1.605, 1.456
11-29-2023, 10:39:31:635, 0xCCCC , 0260 , 1.429, 1.478, 21.620, 21.750, 22.180, 22.310, 1.811, 1.532, 1.610, 1.434, 1.648, 1.517, 1.497, 1.621, 1.444, 1.602, 1.456
11-29-2023, 10:39:31:754, 0xCCCC , 0261 , 1.427, 1.475, 21.620, 21.750, 22.180, 22.310, 1.810, 1.527, 1.593, 1.429, 1.645, 1.508, 1.489, 1.612, 1.433, 1.601, 1.451
11-29-2023, 10:39:31:873, 0xCCCC , 0261 , 1.427, 1.475, 21.620, 21.750, 22.180, 22.310, 1.810, 1.527, 1.593, 1.429, 1.645, 1.508, 1.489, 1.612, 1.433, 1.601, 1.451
