11-29-2023, 10:39:25:170, sync, seq, endMon, SWPMON, temp1, temp2, adc
11-29-2023, 10:39:44:971, , , , , , , 
11-29-2023, 10:39:45:89, 0xAAAA, , , , , , 
11-29-2023, 10:39:45:206, 0xAAAA, , , , , , 
11-29-2023, 10:39:45:323, 0xAAAA, , , , , , 
11-29-2023, 10:39:45:440, 0xAAAA, , , , , , 
11-29-2023, 10:39:45:587, 0xAAAA, , , , , , 
11-29-2023, 10:39:45:704, 0xAAAA, , , , , , 
11-29-2023, 10:39:45:822, 0xAAAA, 3333, 02.068, 17.0, 35.971, , 
11-29-2023, 10:39:45:822, 0xAAAA, 52225, 22.324, 1.5, 02.626, 16.880, 1.797
11-29-2023, 10:39:45:822, 0x6301, 25865, 33.577, 11.1, 25.511, 32.264, 3.692
11-29-2023, 10:39:45:940, 0xFE07, 58631, 46.517, 37.5, 27.199, 32.264, 3.692
11-29-2023, 10:39:46:88, 0xAAAA, 58631, 46.517, 37.5, 27.199, 32.264, 3.692
11-29-2023, 10:39:46:206, 0xAAAA, 58631, 46.517, 37.5, 27.199, 32.264, 3.692
11-29-2023, 10:39:46:441, 0xAAAA, 58631, 46.517, 37.5, 27.199, 32.264, 3.692
11-29-2023, 10:39:46:560, 0xAAAA, 58631, 46.517, 37.5, 27.199, 32.264, 3.692
11-29-2023, 10:39:46:708, 0xAAAA, 58631, 46.517, 37.5, 27.199, 32.264, 3.692
11-29-2023, 10:39:46:826, 0xAAAA, 58631, 46.517, 37.5, 27.199, 32.264, 3.692
11-29-2023, 10:39:46:944, 0xAAAA, 3333, 03.568, 18.8, 35.971, 32.264, 3.692
11-29-2023, 10:39:47:62, 0xAAAA, 52225, 24.012, 18.8, 35.971, 32.264, 3.692
11-29-2023, 10:39:47:209, 0xAAAA, 52225, 24.012, 18.8, 35.971, 32.264, 3.692
11-29-2023, 10:39:47:328, 0xAAAA, 52225, 24.012, 18.8, 35.971, 32.264, 3.692
11-29-2023, 10:39:47:446, 0xAAAA, 52225, 24.012, 18.8, 35.971, 32.264, 3.692
11-29-2023, 10:39:47:563, 0xAAAA, 52225, 24.012, 18.8, 35.971, 32.264, 3.692
11-29-2023, 10:39:47:681, 0xAAAA, 52225, 24.012, 18.8, 35.971, 32.264, 3.692
11-29-2023, 10:39:47:828, 0xAAAA, 52225, 24.012, 18.8, 35.971, 32.264, 3.692
11-29-2023, 10:39:47:945, 0xAAAA, 52225, 24.012, 18.8, 35.971, 32.264, 3.692
11-29-2023, 10:39:48:63, 0xAAAA, 2821, 07.319, 18.5, 35.971, 32.264, 3.692
11-29-2023, 10:39:48:180, 0xAAAA, 2821, 07.319, 18.5, 35.971, 32.264, 3.692
11-29-2023, 10:39:48:327, 0xAAAA, 0257, 02.401, 18.5, 35.971, 32.264, 3.692
11-29-2023, 10:39:48:444, 0xAAAA, 0258, 02.399, 18.5, 35.971, 32.264, 3.692
11-29-2023, 10:39:48:561, 0xAAAA, 0259, 02.399, 18.5, 35.971, 32.264, 3.692
11-29-2023, 10:39:48:679, 0xAAAA, 0260, 02.401, 18.5, 35.971, 32.264, 3.692
11-29-2023, 10:39:48:825, 0xAAAA, 0261, 02.398, 18.5, 35.971, 32.264, 3.692
11-29-2023, 10:39:48:943, 0xAAAA, 0262, 02.399, 18.5, 35.971, 32.264, 3.692
11-29-2023, 10:39:49:63, 0xAAAA, 0263, 02.399, 18.5, 35.971, 32.264, 3.692
11-29-2023, 10:39:49:182, 0xAAAA, 0264, 02.399, 2.4, 06.944, 23.161, 3.692
11-29-2023, 10:39:49:302, 0xAAAA, 0265, 02.401, 2.4, 06.944, 23.161, 3.692
11-29-2023, 10:39:49:450, 0xAAAA, 0266, 02.402, 2.4, 06.944, 23.161, 3.692
11-29-2023, 10:39:49:569, 0xAAAA, 0267, 02.400, 2.4, 06.944, 23.161, 3.692
11-29-2023, 10:39:49:686, 0xAAAA, 0268, 02.398, 2.4, 06.944, 23.161, 3.692
11-29-2023, 10:39:49:804, 0xAAAA, 0269, 02.398, 2.4, 06.944, 23.161, 3.692
11-29-2023, 10:39:49:921, 0xAAAA, 0270, 02.401, 2.4, 06.944, 23.161, 3.692
11-29-2023, 10:39:50:68, 0xAAAA, 0271, 02.402, 2.4, 06.944, 23.161, 3.692
11-29-2023, 10:39:50:185, 0xAAAA, 0272, 02.401, 2.4, 06.944, 23.161, 3.692
11-29-2023, 10:39:50:303, 0xAAAA, 0273, 02.401, 3.2, 07.507, 22.786, 3.692
11-29-2023, 10:39:50:423, 0xAAAA, 0274, 02.401, 3.2, 07.507, 22.786, 3.692
11-29-2023, 10:39:50:571, 0xAAAA, 0275, 02.401, 3.2, 07.507, 22.786, 3.692
11-29-2023, 10:39:50:688, 0xAAAA, 0276, 02.401, 3.2, 07.507, 22.786, 3.692
11-29-2023, 10:39:50:806, 0xAAAA, 0277, 02.396, 3.2, 07.507, 22.786, 3.692
11-29-2023, 10:39:50:923, 0xAAAA, 0278, 02.403, 3.2, 07.507, 22.786, 3.692
11-29-2023, 10:39:51:41, 0xAAAA, 0279, 02.400, 3.2, 07.507, 22.786, 3.692
11-29-2023, 10:39:51:187, 0xAAAA, 0280, 02.398, 3.2, 07.507, 22.786, 3.692
11-29-2023, 10:39:51:305, 0xAAAA, 0281, 02.401, 3.2, 07.507, 22.786, 3.692
11-29-2023, 10:39:51:424, 0xAAAA, 0282, 02.402, 2.4, 09.382, 24.849, 3.692
11-29-2023, 10:39:51:541, 0xAAAA, 0283, 02.402, 2.4, 09.382, 24.849, 3.692
11-29-2023, 10:39:51:688, 0xAAAA, 0284, 02.400, 2.4, 09.382, 24.849, 3.692
11-29-2023, 10:39:51:806, 0xAAAA, 0285, 02.399, 2.4, 09.382, 24.849, 3.692
11-29-2023, 10:39:51:924, 0xAAAA, 0286, 02.399, 2.4, 09.382, 24.849, 3.692
11-29-2023, 10:39:52:42, 0xAAAA, 0287, 02.399, 2.4, 09.382, 24.849, 3.692
11-29-2023, 10:39:52:313, 0xAAAA, 0288, 02.402, 2.4, 09.382, 24.849, 3.692
11-29-2023, 10:39:52:403, 0xAAAA, 0290, 02.403, 0.5, 01.062, 01.384, 2.495
11-29-2023, 10:39:52:553, 0xAAAA, 0291, 02.400, 0.5, 01.062, 01.384, 2.495
